community_area,disposable_income,discretionary_consumption,accessibility,decision_rationale,vote,rank1,rank2,rank3,rank4,rank5
Jefferson Park,"Jefferson Park has a relatively high median household income of $90,740 and a per capita income of $42,024. A significant portion of households earn over $100,000, indicating a good level of disposable income.","With a high median income, residents likely have a moderate to high level of discretionary consumption. However, a notable portion of the population earns less than $50,000, which means that cost increases in transportation could impact these households more significantly.","The majority of residents drive alone (61.7%), with a smaller percentage using transit (13.4%). Car ownership is high, with only 9.8% of households without a vehicle. This suggests that while transit improvements are beneficial, policies should not overly burden drivers.","Given the high car ownership and the significant number of residents who drive alone, policies that increase driving fees should be balanced with improvements in transit to encourage a shift without imposing excessive costs. A lower sales tax is preferable to maintain discretionary spending, especially for lower-income households. The focus should be on reducing travel times and costs for both drivers and transit users. Therefore, proposals with moderate driving fees and transit fares, coupled with lower sales taxes, are prioritized to balance the needs of both drivers and transit users while maintaining affordability.","[10, 13, 19, 22, 25]",10,13,19,22,25
Forest Glen,"Forest Glen has a high median income of $139,046 and a per capita income of $70,693, indicating a relatively high level of disposable income. A significant portion of households earn $150,000 and over, suggesting that the community can absorb moderate increases in taxes or fees without significant hardship.","With a high income level, residents likely have substantial discretionary spending. However, they may still be sensitive to changes in costs that could affect their lifestyle, such as increased taxes or transportation costs.","The majority of residents drive alone (57.9%), with a smaller percentage using transit (10.5%). Car ownership is high, with 44.1% of households owning two vehicles and 18.2% owning three or more. This suggests that while transit improvements are beneficial, policies should not overly penalize drivers.","Given the high car ownership and preference for driving, policies that significantly increase driving fees may not be well-received. However, improving transit times could encourage more residents to use public transportation, reducing congestion. A balance between moderate taxes, reasonable transit fares, and minimal driving fees is ideal. The community can support a slight increase in sales tax if it leads to better transit services, but driving fees should remain low to accommodate the high number of drivers. Therefore, proposals with moderate taxes, low to moderate transit fares, and low driving fees are prioritized.","[13, 10, 4, 19, 22]",13,10,4,19,22
North Park,"North Park has a median income of $74,649 and a per capita income of $37,156. A significant portion of the population earns over $100,000, indicating a relatively high disposable income compared to other areas.","With 23.2% of households earning $150,000 and over, the community has a good capacity for discretionary spending. However, 34.3% of households earn less than $50,000, which means a portion of the community is sensitive to increases in costs.","55.6% of residents drive alone, and 17.5% use transit. The mean commute time is 34 minutes, indicating moderate accessibility. A significant portion of the community relies on cars, but there is also a notable transit user base.","Given the community's income distribution and reliance on both driving and transit, the goal is to balance affordability with improved transit services. Lower fares and moderate driver fees can encourage transit use without overly burdening drivers. A moderate sales tax is acceptable given the community's income levels, as it supports better transit services. The top choices prioritize reducing travel time and costs for both drivers and transit users, while considering the community's capacity to absorb a slight increase in sales tax.","[11, 14, 13, 10, 19]",11,14,13,10,19
Albany Park,"Albany Park has a diverse income distribution with a significant portion of households earning between $25,000 and $149,999. The community has a relatively balanced income distribution, with a notable percentage of households earning over $100,000, indicating a moderate level of disposable income.","Given the income distribution, many households in Albany Park likely have some level of discretionary income, though a significant portion of the population earns less than $50,000, which may limit their discretionary spending. The community's consumption patterns will be sensitive to changes in transportation costs.","Albany Park has a high reliance on transit (23.7%) and a significant portion of the population drives alone (45.5%). The community's accessibility to resources and services is supported by both transit and driving, but improvements in transit could benefit a large segment of the population.","Considering Albany Park's reliance on both transit and driving, the community would benefit from policies that improve transit times while keeping costs manageable. A lower transit fare and moderate driver fees could encourage more transit use, reducing congestion and emissions. A moderate sales tax is acceptable if it significantly improves transit services. The community's income distribution suggests that policies should not overly burden lower-income households. Therefore, proposals with lower fares and moderate driver fees, which also reduce travel times, are prioritized.","[11, 14, 13, 10, 19]",11,14,13,10,19
Portage Park,"Portage Park has a relatively high median income of $85,473 and a per capita income of $38,488. A significant portion of the population earns over $100,000, indicating a good level of disposable income.","With a high percentage of households earning over $100,000, the community likely has a moderate to high level of discretionary consumption. However, 30.8% of households earn less than $50,000, which suggests that affordability is still a concern for a significant portion of the community.","The majority of residents drive alone (62.9%), with only 14% using transit. The mean commute time is 37.1 minutes, indicating a reliance on cars for efficient travel. Improving transit times could encourage more transit use, but car travel is currently dominant.","Given the high car ownership and reliance on driving, policies that reduce car travel time and cost are favorable. However, improving transit times and affordability is also important to encourage a shift towards public transportation. A balance between low transit fares and moderate driver fees is ideal to support transit improvements without overly burdening drivers. A lower sales tax is preferred to maintain discretionary spending, especially for lower-income households.","[10, 13, 19, 4, 22]",10,13,19,4,22
Irving Park,"Irving Park has a relatively high median income of $86,849 and a per capita income of $48,320. A significant portion of the population earns over $100,000, indicating a good level of disposable income.","With a substantial portion of the population earning over $100,000, there is likely a higher level of discretionary spending. However, 28.6% of households earn less than $50,000, which means affordability is still a concern for a significant segment.","49.6% of residents drive alone, and 18.5% use transit, indicating a balanced reliance on both modes. The community has a moderate level of car ownership, with 13.9% having no vehicle, suggesting the importance of affordable and efficient transit options.","Given the community's income distribution and transportation preferences, the focus is on balancing affordability with improved transit services. Lower fares and moderate driver fees can encourage transit use without overly burdening lower-income residents. A moderate sales tax is acceptable given the community's income levels, as it supports better transit services. Reducing travel times for both transit and driving is also a priority to enhance accessibility and reduce congestion.","[11, 14, 13, 10, 19]",11,14,13,10,19
Dunning,"Dunning has a relatively high percentage of households earning $100,000 or more (41.1%), indicating a moderate to high disposable income level. However, there is also a significant portion of the population earning less than $50,000 (29.3%), suggesting income diversity.","With a significant portion of the population in higher income brackets, discretionary consumption is likely to be robust. However, the presence of lower-income households means that affordability of transportation options remains important.","The majority of residents drive alone (72.1%), indicating a strong reliance on personal vehicles. Only 7.3% use transit, suggesting that current transit accessibility may be limited or less convenient compared to driving.","Given the high reliance on driving, policies that reduce driving time and costs are favorable. However, improving transit options could benefit lower-income residents and reduce congestion. Balancing these needs, proposals with moderate taxes and fares, but higher driver fees to encourage transit use, are prioritized. The goal is to enhance transit without significantly burdening lower-income households or those who rely on driving.","[13, 14, 10, 11, 22]",13,14,10,11,22
Montclare,"The median income in Montclare is $69,038, with a per capita income of $33,574. A significant portion of the population earns less than $50,000, indicating a need to consider affordability in transportation costs.","With 20.3% of households earning less than $25,000, a large portion of the community may have limited discretionary spending. Therefore, policies that minimize additional costs are preferable.","Montclare has a high rate of car ownership, with 74.9% of residents driving alone to work. Only 4.4% use transit, suggesting that improvements in transit could benefit the community, but affordability and convenience are key.","Given the high car ownership and reliance on driving, policies that reduce driving time and costs are important. However, improving transit accessibility and affordability is also crucial for those who rely on it. Balancing these needs, the top-ranked policies should minimize costs while improving transit times. A lower sales tax is preferred to maintain discretionary spending, and a moderate driving fee can help improve transit without overly burdening drivers.","[10, 13, 19, 22, 14]",10,13,19,22,14
Belmont Cragin,"Belmont Cragin has a diverse income distribution with a significant portion of households earning below $50,000. This suggests that affordability is a key concern for many residents.","With a large percentage of households in lower income brackets, discretionary spending is likely limited. Therefore, policies that minimize additional financial burdens are preferable.","A majority of residents drive alone, but a notable portion also uses transit. Improving transit times and affordability could benefit those who rely on public transportation, while also considering the impact on drivers.","Given the community's income distribution and transportation preferences, the focus is on balancing affordability with improved transit services. Lower fares and moderate driver fees can encourage transit use without overly burdening drivers. A moderate sales tax is acceptable if it significantly enhances transit services, as it spreads the cost across all consumers. The selected policies aim to reduce travel times and costs for both transit users and drivers, while considering the community's financial constraints.","[10, 13, 19, 22, 11]",10,13,19,22,11
Hermosa,"The median income in Hermosa is $66,073, with a per capita income of $27,053. A significant portion of the population earns between $25,000 and $74,999, indicating moderate disposable income levels.","With a diverse income distribution, a substantial portion of the community may be sensitive to increases in transportation costs, as these could impact their ability to spend on other necessities and discretionary items.","Hermosa has a relatively high percentage of residents who drive alone (60.9%) and a notable portion using transit (17.7%). This suggests a need for balanced policies that improve transit without overly burdening drivers, as car ownership is prevalent with 87.5% of households owning at least one vehicle.","Given the community's moderate income levels and reliance on both driving and transit, policies that reduce travel time and cost for both modes are prioritized. Lower fares and moderate driver fees are preferred to encourage transit use without significantly impacting drivers. A lower sales tax is favored to minimize the impact on discretionary spending. The selected policies aim to balance improved transit services with affordability and accessibility for all residents.","[10, 13, 19, 22, 11]",10,13,19,22,11
Avondale,"Avondale has a diverse income distribution with a significant portion of households earning above $100,000, but also a notable percentage earning less than $50,000. This suggests a mixed level of disposable income across the community.","With a substantial portion of the population earning above $100,000, there is likely a reasonable level of discretionary consumption. However, the presence of lower-income households means that affordability of transportation options is still a concern.",Avondale has a relatively high percentage of residents using transit (21.5%) and a significant portion of households without a vehicle (19.8%). This indicates a reliance on public transportation and the need for affordable and efficient transit options.,"Given the mixed income levels, the community would benefit from policies that balance affordability with improved transit services. Lower fares and moderate taxes are preferred to ensure accessibility for lower-income residents while still enhancing transit efficiency. Driver fees can help reduce congestion and improve transit times, benefiting the significant transit-using population. The selected policies aim to reduce travel times and costs for both transit users and drivers, while maintaining a reasonable tax burden.","[11, 14, 13, 10, 19]",11,14,13,10,19
Logan Square,"Logan Square has a relatively high median income of $97,759 and a per capita income of $62,532. A significant portion of the population earns over $100,000, indicating a good level of disposable income.","With a high income level, residents likely have a higher capacity for discretionary spending. However, a notable portion of the population earns less than $50,000, so affordability of transit and driving fees is still a concern for some households.","Logan Square has a diverse mode of transportation usage with 26.5% using transit and 36.6% driving alone. The community has a significant number of households without a vehicle (21.2%), indicating a reliance on public transit. Accessibility improvements in transit could benefit a large portion of the community.","Given the high reliance on transit and the significant number of households without vehicles, improving transit accessibility and reducing travel time is crucial. However, the community's relatively high income allows for some flexibility in accepting higher taxes or fees if it results in better services. The focus is on balancing lower fares and reasonable taxes to enhance transit services while considering the impact on lower-income residents. Proposals with lower fares and moderate taxes are prioritized to ensure affordability and improved transit times.","[11, 14, 13, 10, 19]",11,14,13,10,19
Humboldt Park,"Humboldt Park has a median household income of $51,105 and a per capita income of $25,358. A significant portion of the population earns less than $50,000, indicating limited disposable income for many residents.","With 49% of households earning less than $50,000, discretionary spending is likely constrained. Any increase in transportation costs could significantly impact the ability of these households to spend on other necessities.","25% of households do not own a vehicle, and 20.1% of residents use transit to commute. Improving transit accessibility and affordability is crucial for this community, as a significant portion relies on public transportation.","Given the limited disposable income and reliance on public transit, policies that minimize fare increases while improving transit times are prioritized. A lower sales tax is preferred to avoid burdening low-income households. Driver fees are acceptable if they significantly reduce car travel times, benefiting both drivers and transit users by reducing congestion. The selected policies aim to balance affordability, improved transit service, and reduced travel times.","[10, 11, 13, 14, 19]",10,11,13,14,19
West Town,"West Town has a high median income of $128,717 and a per capita income of $82,088, indicating a relatively affluent community with significant disposable income.","With 43.9% of households earning $150,000 and over, the community has a high capacity for discretionary spending. However, a significant portion of the population (9.8%) earns less than $25,000, suggesting some income diversity.","West Town has a diverse mode of transportation usage with 23.2% using transit and 35.1% driving alone. The community also has a high percentage of residents working from home (26.3%), reducing daily commuting needs. Car ownership is moderate, with 20.2% of households having no vehicle.","Given the high income levels, the community can absorb moderate increases in taxes and fees. However, the presence of lower-income residents necessitates consideration of affordable transit options. The community values efficient transit, as evidenced by the significant transit usage. Therefore, proposals that improve transit times while maintaining reasonable costs are prioritized. A balance between tax rates, transit fares, and driving fees is essential to ensure accessibility and affordability for all income levels. Proposals with lower transit fares and moderate driving fees are preferred to encourage transit use and reduce congestion.","[11, 14, 13, 10, 19]",11,14,13,10,19
Austin,"The median income in Austin is $40,086, with a significant portion of the population earning less than $25,000. This suggests limited disposable income, making cost-sensitive policies more favorable.","With a per capita income of $23,403, residents have limited discretionary spending. High transit fares or driver fees could significantly impact their ability to spend on other necessities.","30.6% of households have no vehicle, and 23.7% use transit to commute. Improving transit accessibility and affordability is crucial for this community, as many rely on public transportation.","Given the high reliance on public transit and limited disposable income, policies with lower transit fares and moderate driver fees are prioritized. A lower sales tax is also preferred to minimize the impact on discretionary spending. The goal is to enhance transit accessibility while keeping costs manageable for residents. Policies that reduce travel time for both transit and driving are also considered to improve overall accessibility and efficiency.","[10, 11, 19, 20, 13]",10,11,19,20,13
West Garfield Park,"West Garfield Park has a median income of $36,360 and a per capita income of $18,503. A significant portion of the population earns less than $25,000, indicating limited disposable income.","With 42.2% of households earning less than $25,000, discretionary spending is likely constrained. Any increase in transportation costs could significantly impact the community's ability to spend on other necessities.","38.7% of households do not have a vehicle, and 27.9% of residents use transit. Improving transit accessibility and affordability is crucial for this community, as a large portion relies on public transportation.","Given the community's low income and high reliance on public transit, policies that minimize fare increases and support transit improvements are prioritized. A lower sales tax is preferred to avoid further financial strain. Driver fees are considered to reduce congestion and improve transit times, benefiting the significant transit-using population. The selected policies aim to balance affordability, transit efficiency, and minimal impact on discretionary spending.","[11, 10, 19, 13, 14]",11,10,19,13,14
East Garfield Park,"East Garfield Park has a relatively low median income of $31,762 and a per capita income of $20,343. A significant portion of the population (43.7%) earns less than $25,000 annually, indicating limited disposable income.","With a large portion of the community earning below $25,000, discretionary spending is likely constrained. Any increase in transportation costs could significantly impact the ability to spend on other necessities.","40% of households do not own a vehicle, and 25% of the population relies on public transit. The mean commute time is 35.1 minutes, indicating a reliance on efficient and affordable transit options.","Given the low disposable income and high reliance on public transit, policies with lower transit fares and moderate driver fees are preferred to minimize financial strain while improving transit efficiency. A lower sales tax is also favored to reduce the overall financial burden on residents. The goal is to balance affordability with improved transit services to enhance accessibility without significantly impacting discretionary consumption.","[10, 11, 19, 20, 13]",10,11,19,20,13
Near West Side,"The Near West Side has a relatively high median income of $106,955 and a per capita income of $72,602. A significant portion of the population earns $150,000 and over, indicating a community with substantial disposable income.","With a high income distribution, residents likely have more flexibility in their spending. However, 17.9% of the population earns less than $25,000, so affordability remains a concern for a portion of the community.","The community has diverse transportation options with 18.1% using transit and 24.1% walking or biking. Car ownership is moderate, with 34.3% of households having no vehicle, indicating a reliance on public transit and non-car modes.","Given the high income levels, the community can afford a moderate increase in taxes and fees if it results in better transit services. The focus is on reducing travel times and improving transit efficiency. Proposals with higher driver fees and moderate transit fares are preferred to encourage a shift from driving to transit, reducing congestion and emissions. A balance between tax rates and transit improvements is crucial to ensure affordability for lower-income residents while enhancing overall service quality.","[11, 14, 13, 10, 17]",11,14,13,10,17
North Lawndale,"North Lawndale has a median income of $33,334 and a per capita income of $21,201. A significant portion of the population earns less than $25,000, indicating limited disposable income.","With 42.3% of households earning less than $25,000, discretionary spending is likely constrained. Any increase in transportation costs could significantly impact the ability to spend on other necessities.","23.7% of residents use transit, and 57.3% drive alone. With 36.5% of households having no vehicle, improving transit accessibility is crucial. However, the community also relies heavily on driving, so balancing transit improvements with driving costs is important.","Given the limited disposable income, lower transit fares and driver fees are prioritized to minimize financial burden. A moderate sales tax is acceptable if it significantly improves transit services, as many residents rely on public transportation. Reducing travel time for both transit and driving is also a priority to improve accessibility and quality of life. The selected proposals aim to balance these factors, ensuring affordability while enhancing transit services and reducing travel times.","[11, 14, 13, 10, 19]",11,14,13,10,19
South Lawndale,"South Lawndale has a median household income of $42,010 and a per capita income of $18,001, indicating limited disposable income. A significant portion of the population earns less than $50,000, suggesting that affordability is a key concern.","With a large portion of the population earning less than $50,000, discretionary spending is likely limited. High transit fares or driver fees could significantly impact the ability of residents to spend on other necessities.","56.5% of residents drive alone, while 15.3% use transit. The community has a moderate reliance on transit, but a significant number of households do not own a vehicle, indicating the importance of affordable and efficient public transportation.","Given the limited disposable income and the need for affordable transportation, proposals with lower transit fares and moderate driver fees are prioritized. A lower sales tax is preferred to minimize the impact on discretionary spending. Reducing travel time is also important to improve accessibility and quality of life. Therefore, proposals that balance lower costs with improved transit times are favored.","[10, 11, 19, 20, 13]",10,11,19,20,13
Lower West Side,"The median income is $69,810, with a per capita income of $36,151. A significant portion of the population earns less than $50,000, indicating a need to consider affordability in transportation costs.","With 18.4% earning less than $25,000 and 19.3% earning between $25,000 and $49,999, a large segment of the community may have limited discretionary spending. Thus, lower transit fares and driver fees are preferable to maintain disposable income for other necessities.","24.5% of the community uses transit, and 23.8% have no vehicle, highlighting the importance of affordable and efficient public transportation. Reducing transit times and maintaining low fares are crucial for accessibility.","Given the community's income distribution and reliance on public transit, policies that minimize costs while improving transit efficiency are prioritized. Lower fares and moderate driver fees can encourage transit use, reduce congestion, and improve travel times. A balance between tax rates and service improvements is necessary to ensure affordability and accessibility.","[11, 10, 19, 13, 14]",11,10,19,13,14
Loop,"The Loop is a central business district with a mix of high-income professionals and lower-income service workers. Disposable income varies significantly, but generally, there is a higher average income compared to other areas.","Residents in the Loop have a higher level of discretionary consumption due to the presence of numerous dining, entertainment, and shopping options. However, the cost of living is also high.","The Loop has excellent accessibility to resources and services, with extensive public transit options including buses and trains. Walking and biking are also viable options due to the dense urban environment.","Given the high accessibility to public transit and the mixed income levels, the focus is on maintaining or improving transit services while considering the impact on disposable income. Lower fares and moderate taxes are preferred to ensure affordability for lower-income residents, while driver fees can help reduce congestion and emissions. The selected policies aim to balance these factors, prioritizing lower fares and moderate taxes to support transit improvements without overly burdening residents.","[10, 13, 19, 22, 25]",10,13,19,22,25
Near South Side,"The Near South Side has a high median household income of $124,558 and a per capita income of $94,087, indicating a relatively affluent community with significant disposable income.","With 43.7% of households earning $150,000 and over, the community likely has a high level of discretionary consumption. However, 12.9% of households earn less than $25,000, suggesting some income disparity.","The community has a balanced mode of transportation with 41.9% driving alone and 22.7% using transit. A significant portion of the population works from home (22.7%), reducing daily commuting needs. Car ownership is moderate, with 22.4% of households having no vehicle.","Given the high disposable income, the community can afford higher transit fares and driver fees if it results in better services and reduced travel times. The community's reliance on both driving and transit suggests a need for balanced improvements in both areas. A lower sales tax is preferred to maintain discretionary consumption, especially for lower-income residents. Proposals with moderate to high driver fees and transit fares, combined with lower sales taxes, are prioritized to enhance transit services and reduce congestion without significantly impacting discretionary spending.","[11, 14, 13, 10, 19]",11,14,13,10,19
Armour Square,"A significant portion of the community earns less than $25,000 (31.1%), with a substantial number also in the $25,000–$49,999 range (19.7%). This indicates limited disposable income, making cost-sensitive policies more favorable.","With a large portion of the population in lower income brackets, discretionary spending is likely limited. Policies that minimize additional costs, such as lower fares and taxes, would be beneficial.","A notable percentage of the community relies on transit (24.4%) and a significant portion has no vehicle (33.9%). Improving transit accessibility and affordability is crucial, while also considering the needs of those who drive.","Given the community's reliance on transit and limited disposable income, policies with lower fares and moderate taxes are prioritized. Reducing travel time is also important, but not at the expense of significantly higher costs. The community would benefit from policies that balance improved transit services with affordability. Therefore, proposals with lower fares and moderate driver fees, which can improve transit times without excessive cost increases, are preferred.","[10, 11, 19, 20, 13]",10,11,19,20,13
Douglas,"The median income in Douglas is $43,528, with a significant portion of the population earning less than $25k (34.8%). This suggests limited disposable income, making cost-sensitive policies more favorable.","With a high percentage of low-income households, discretionary spending is likely constrained. Policies that minimize additional costs, such as lower fares and taxes, would be beneficial to maintain current consumption levels.","44.4% of households have no vehicle, and 26.4% of residents use transit. Improving transit accessibility and affordability is crucial. Reducing transit times and costs would benefit a large portion of the community.","Given the high reliance on public transit and limited disposable income, policies with lower fares and moderate taxes are prioritized. Reducing transit times is also important to improve accessibility. The community would benefit from policies that balance lower costs with improved transit services, while not significantly increasing the tax burden.","[11, 10, 19, 13, 14]",11,10,19,13,14
Oakland,"The median income in Oakland is $27,693, with a significant portion of the population (47.2%) earning less than $25,000. This indicates limited disposable income, making cost-sensitive policies more favorable.","With a high percentage of low-income households, any increase in transportation costs could significantly impact discretionary spending on essentials like food, housing, and healthcare.","41.7% of households do not own a vehicle, and 19.9% of residents use transit. This suggests a reliance on public transportation, making transit affordability and efficiency crucial for accessibility.","Given the high reliance on public transit and limited disposable income, policies with lower transit fares and moderate sales taxes are prioritized. Reducing travel time is also important, but not at the expense of significantly higher costs. Therefore, proposals with a balance of lower fares, moderate taxes, and reasonable driving fees are preferred to enhance transit service without overly burdening residents financially.","[10, 11, 19, 20, 13]",10,11,19,20,13
