community_area,disposable_income,discretionary_consumption,accessibility,decision_rationale,vote,rank1,rank2,rank3,rank4,rank5
Jefferson Park,"Jefferson Park is a middle-income community with a mix of working-class and professional residents. The disposable income is moderate, allowing for some flexibility in spending but with a need to manage costs effectively.","Residents in Jefferson Park have moderate discretionary spending, with priorities on housing, education, and transportation. The community values affordability and cost-effectiveness in daily expenses.","Jefferson Park has good access to public transportation, including the CTA Blue Line and several bus routes. Car ownership is common, but public transit is a viable option for many residents. Reducing travel time and improving transit services are important for the community.","Given the moderate disposable income and discretionary spending, Jefferson Park residents would benefit from lower transit fares and reasonable driver fees to maintain affordability. A moderate sales tax is acceptable if it significantly improves transit services. Reducing travel time is a priority, especially for transit users. The community would prefer policies that balance cost with improved accessibility and reduced travel times. Therefore, proposals with lower fares and moderate driver fees, which also reduce travel times, are prioritized.","[10, 13, 19, 22, 14]",10,13,19,22,14
Forest Glen,"Forest Glen is a relatively affluent community with a higher median household income compared to the city average. Residents generally have more disposable income, which allows for some flexibility in absorbing additional costs from transportation policies.","Given the higher income levels, residents in Forest Glen likely have higher discretionary spending on goods and services. However, they may still be sensitive to significant increases in costs that could impact their lifestyle.","Forest Glen has good access to public transportation, including Metra and CTA services, but many residents also rely on personal vehicles for commuting. The community values efficient and reliable transit options to maintain accessibility to the city center and other areas.","Given the community's higher income, a moderate increase in sales tax and transit fare is acceptable if it results in improved transit services and reduced travel times. However, a balance is needed to ensure that costs do not disproportionately impact residents who rely on driving. Proposals that reduce travel time significantly for both transit and driving, while maintaining reasonable costs, are prioritized. The community is willing to support a higher sales tax if it leads to substantial improvements in transit efficiency and accessibility.","[13, 14, 10, 19, 22]",13,14,10,19,22
North Park,"North Park is a middle-income community with a moderate level of disposable income. Residents are sensitive to changes in transportation costs, but they can absorb moderate increases if they lead to significant improvements in service.","The community has a balanced discretionary consumption pattern, with spending on essentials and some leisure activities. Residents are likely to prioritize transportation costs that do not significantly impact their ability to spend on other goods and services.","North Park has decent access to public transit, but improvements in transit times and reliability would be beneficial. Car ownership is moderate, and reducing driving times and costs would also be advantageous.","Given the community's moderate income and balanced consumption, proposals that offer improved transit times without significantly increasing costs are preferred. A lower sales tax is favored to maintain discretionary spending. Proposals with moderate driver fees are acceptable if they lead to reduced congestion and better transit service. The top-ranked proposals balance these factors by offering reduced travel times and reasonable costs, both for transit and driving.","[10, 13, 19, 22, 14]",10,13,19,22,14
Albany Park,"Albany Park is a diverse community with a mix of income levels. The median household income is slightly below the city average, indicating that residents may be sensitive to increases in transportation costs.","Residents in Albany Park have moderate discretionary spending. They prioritize essential goods and services, and any increase in transportation costs could impact their ability to spend on non-essential items.","Albany Park has good access to public transit, with several CTA bus routes and the Brown Line serving the area. However, transit times are relatively long compared to driving, which may influence residents' preferences for faster transit options.","Given the community's moderate income levels and reliance on public transit, proposals with lower transit fares and moderate driver fees are preferred to balance affordability and improved transit services. A lower sales tax is also favored to minimize the impact on discretionary spending. The top-ranked proposals prioritize reducing transit times and maintaining affordability for both transit users and drivers, while ensuring sufficient funding for transit improvements.","[10, 13, 19, 22, 1]",10,13,19,22,1
Portage Park,"Portage Park is a middle-income community with a mix of working-class and middle-class residents. The disposable income is moderate, allowing for some discretionary spending but with sensitivity to increases in costs.","Residents in Portage Park have moderate discretionary consumption. They spend on essentials and have some room for leisure and non-essential goods, but significant increases in transportation costs could impact their budget.","Portage Park has decent access to public transit, with several bus lines and proximity to the Blue Line. However, many residents rely on cars for commuting due to the convenience and time savings compared to public transit.","Given the moderate disposable income and reliance on both transit and driving, the community would benefit from policies that balance cost and efficiency. Lower fares and moderate driver fees can encourage transit use without overly burdening drivers. A moderate sales tax is acceptable if it significantly improves transit services. The focus is on reducing travel time and maintaining affordability. Therefore, proposals with lower fares and moderate driver fees, which also reduce travel time, are prioritized. High sales taxes are less favorable due to their impact on discretionary spending.","[10, 13, 19, 22, 14]",10,13,19,22,14
Irving Park,"Irving Park is a middle-income community with a mix of working-class and middle-class residents. The disposable income is moderate, allowing for some discretionary spending but with sensitivity to increases in living costs.","Residents in Irving Park have moderate discretionary consumption. They spend on essentials and have some room for leisure and non-essential goods, but significant increases in costs could impact their spending habits.","Irving Park has decent access to public transit, with several bus lines and the Blue Line providing connectivity. However, driving is also common due to the community's layout and the need for flexibility in commuting.","Given the moderate disposable income, it is important to keep costs low for both transit and driving. A lower transit fare and driving fee are preferred to maintain affordability. However, improving transit times is also crucial to encourage public transit use and reduce congestion. A balance between a reasonable sales tax and improved transit service is necessary. Therefore, proposals with lower fares and fees, moderate sales tax, and improved transit times are prioritized. The top choice is proposal 10, which offers a low fare and moderate driving fee with a 1% tax, improving transit time significantly. Proposal 13 is next, with a similar structure but slightly higher fare. Proposal 19 offers a low fare and moderate fee with a 1.5% tax, providing good transit time improvements. Proposal 1 is chosen for its low fare and moderate fee with a 0.5% tax, offering a good balance. Finally, proposal 4 is selected for its moderate fare and fee with a 0.5% tax, providing a reasonable improvement in transit time.","[10, 13, 19, 1, 4]",10,13,19,1,4
Dunning,"Dunning is a middle-income community with a moderate level of disposable income. Residents are sensitive to changes in transportation costs, but they can absorb moderate increases if they lead to significant improvements in service.","The community has a balanced discretionary consumption pattern, with spending on essentials and some leisure activities. Residents are likely to prioritize transportation costs that do not significantly impact their ability to spend on other goods and services.","Dunning has moderate accessibility to resources and services. Public transit options are available but could be improved. Many residents rely on driving, but there is potential for increased transit use if services are enhanced.","Given the community's moderate income and reliance on both driving and transit, the focus is on proposals that balance cost with improved service. Lower fares and moderate driver fees are preferred to encourage transit use and reduce congestion. A moderate sales tax is acceptable if it leads to better transit services. The top-ranked proposals offer a good balance of reduced travel times and costs, with a focus on enhancing transit accessibility without overly burdening residents financially.","[10, 13, 19, 22, 14]",10,13,19,22,14
Montclare,"Montclare is a middle-income community with a moderate level of disposable income. Residents are sensitive to changes in transportation costs, as these can impact their overall budget for other essential and non-essential expenses.","The community has a balanced discretionary consumption pattern, with spending on housing, food, and transportation being significant. Any increase in transportation costs could reduce the ability to spend on other goods and services.",Montclare has moderate accessibility to resources and services. Public transit options are available but not as extensive as in more central areas. Many residents rely on driving for convenience and time efficiency.,"Given the community's moderate income and reliance on both driving and transit, the focus is on minimizing costs while improving transit efficiency. Lower fares and moderate driver fees are preferred to encourage transit use without significantly impacting disposable income. A moderate sales tax is acceptable if it leads to better transit services, as long as it doesn't overly burden residents. The selected proposals aim to balance cost, travel time, and service improvement.","[10, 13, 19, 22, 14]",10,13,19,22,14
Belmont Cragin,"Belmont Cragin is a middle-income community with a significant portion of residents working in blue-collar and service jobs. The community has a moderate level of disposable income, which means that any increase in transportation costs could impact their budget for other essential expenses.","Residents in Belmont Cragin have limited discretionary income, with a significant portion of their budget allocated to essential expenses such as housing, food, and transportation. Therefore, policies that increase transportation costs could reduce their ability to spend on non-essential goods and services.","Belmont Cragin has moderate access to public transit, with some residents relying on buses and trains for commuting. However, many residents also depend on driving due to the community's layout and the need to access jobs and services outside the immediate area. Reducing travel time and improving transit services would be beneficial.","Given the moderate disposable income and limited discretionary consumption, it is crucial to balance the cost of transportation with the benefits of improved transit services. Lower fares and taxes are preferred to minimize the financial burden on residents. However, some increase in driver fees is acceptable if it significantly reduces travel time and improves transit services, as this could encourage a shift from driving to transit, reducing congestion and emissions. The selected policies aim to provide a balance between affordability and improved transit efficiency.","[10, 13, 19, 22, 14]",10,13,19,22,14
Hermosa,"Hermosa is a working-class neighborhood with a moderate to low average household income. Many residents may not have a lot of disposable income, so policies that increase costs significantly could be burdensome.","Given the moderate to low income levels, discretionary spending is likely limited. Residents may prioritize essential goods and services, so any increase in transportation costs could impact their ability to spend on other necessities.","Hermosa has access to public transit, but improvements in transit times could significantly benefit residents who rely on it. Many residents may not own cars, so transit accessibility is crucial.","The decision focuses on minimizing costs while improving transit times. Lower fares and taxes are prioritized to reduce the financial burden on residents. Improved transit times are also important to enhance accessibility. The selected policies aim to balance these factors, providing better transit service without significantly increasing costs. Policies with lower fares and moderate driver fees are preferred to encourage transit use and reduce congestion, benefiting both transit users and drivers.","[10, 13, 19, 22, 1]",10,13,19,22,1
Avondale,"Avondale is a diverse community with a mix of income levels. The median household income is moderate, suggesting that residents are sensitive to changes in transportation costs.","Residents in Avondale have a moderate level of discretionary spending. They are likely to be affected by increases in transit fares and driver fees, as these would reduce their disposable income for other goods and services.","Avondale has good access to public transit, with several bus and train lines serving the area. However, travel times by transit are longer compared to driving, which may influence residents' preferences for policies that improve transit efficiency.","Given the moderate income levels and the importance of maintaining discretionary spending, policies with lower fares and taxes are preferred. However, improving transit efficiency is also crucial to reduce travel times and encourage public transit use. Balancing these factors, the top-ranked policies are those that offer a compromise between cost and improved transit times. Policies with a moderate tax and fare, combined with a driver fee, are favored as they can enhance transit services while managing costs for residents.","[10, 13, 19, 22, 14]",10,13,19,22,14
Logan Square,"Logan Square is a diverse community with a mix of income levels. While there are affluent areas, there are also parts of the community with lower income levels. The median household income is around the city average, which suggests a moderate level of disposable income.","Residents in Logan Square have a moderate level of discretionary consumption. The area has a vibrant local economy with many small businesses, restaurants, and cultural venues, indicating that residents value spending on leisure and cultural activities.","Logan Square has good access to public transportation, including the Blue Line and several bus routes. However, car ownership is also common, and many residents rely on both modes of transportation. The community values efficient and affordable transit options.","Given the moderate disposable income, it is important to keep costs low for both transit and driving. A lower fare and driving fee would benefit residents who rely on public transportation and those who drive. However, improving transit times is also crucial to encourage more residents to use public transportation, reducing congestion and emissions. Balancing these factors, the preferred policies are those that offer a reasonable fare and driving fee while improving transit times. A moderate sales tax is acceptable if it significantly enhances transit services, as long as it does not overly burden residents' discretionary spending.","[10, 13, 19, 22, 1]",10,13,19,22,1
Humboldt Park,"Humboldt Park has a median household income lower than the city average, indicating limited disposable income for many residents.","Residents in Humboldt Park may prioritize essential spending over discretionary consumption due to lower income levels, making cost-sensitive policies more appealing.","Humboldt Park has moderate access to public transit, with some reliance on driving. Improving transit times and affordability could significantly benefit residents.","Given the lower disposable income, policies with lower transit fares and moderate sales taxes are prioritized to minimize financial burden. Reducing transit times is also important to improve accessibility. A balance between fare, tax, and driving fees is sought to enhance transit services without overly burdening residents financially. Policies with a $0.75 fare and moderate driving fees are preferred to encourage transit use and reduce congestion, while keeping costs manageable.","[10, 11, 19, 20, 1]",10,11,19,20,1
West Town,"West Town is a diverse community with a mix of income levels, but generally has a moderate to high disposable income due to its gentrification and proximity to downtown Chicago.","Residents in West Town tend to have higher discretionary spending on dining, entertainment, and retail, reflecting the area's vibrant cultural and social scene.","West Town has good access to public transit, including buses and the 'L' train, and is also bike-friendly. However, traffic congestion can be an issue for drivers.","Given the moderate to high disposable income, residents can afford a slightly higher transit fare if it results in better service. A moderate sales tax is acceptable if it significantly improves transit services, as many residents rely on public transportation. Reducing car travel time is also important due to congestion issues. Therefore, proposals that balance a reasonable fare and tax with improved transit times and reduced car travel times are prioritized. Proposals with a higher driver fee are considered if they significantly reduce car travel time and improve transit service, as this could encourage a shift from driving to transit, reducing congestion and emissions.","[13, 14, 10, 19, 22]",13,14,10,19,22
Austin,"Austin is a community with a median household income lower than the city average, indicating limited disposable income.","Residents in Austin have limited discretionary spending, prioritizing essential goods and services.","Austin has moderate access to public transit, but improvements in transit times could significantly benefit residents who rely on it.","Given the limited disposable income, lower transit fares and driver fees are prioritized to minimize financial burden. A moderate sales tax is acceptable if it significantly improves transit services. Reducing travel time is crucial for residents who rely on public transit, so proposals that offer better transit times without significantly increasing costs are preferred. The community would benefit from policies that encourage a shift from driving to transit, reducing congestion and emissions.","[10, 13, 19, 22, 14]",10,13,19,22,14
West Garfield Park,West Garfield Park is a lower-income community with limited disposable income. Many residents rely on public transportation due to the high cost of car ownership.,"Given the lower income levels, discretionary spending is limited. Residents prioritize essential goods and services, making any increase in transportation costs a significant burden.","Public transportation is crucial for accessing jobs, education, and services. The community has a high reliance on transit, and improvements in transit service could significantly benefit residents.","The primary goal is to minimize costs for residents while improving transit accessibility. Lower fares and taxes are preferred to reduce the financial burden. However, some increase in driver fees is acceptable if it leads to better transit services and reduced congestion. The selected proposals balance these factors, prioritizing lower fares and taxes while accepting moderate driver fees to enhance transit efficiency.","[10, 13, 19, 22, 1]",10,13,19,22,1
East Garfield Park,"East Garfield Park has a relatively low median household income compared to other areas in Chicago, which means residents have limited disposable income.","With limited disposable income, residents prioritize essential spending, and any increase in transportation costs could significantly impact their ability to afford other necessities.","East Garfield Park has moderate access to public transit, but travel times are longer compared to driving. Improving transit efficiency and affordability is crucial for residents who rely on it.","Given the low disposable income, minimizing costs is a priority. Lower fares and taxes are preferred to reduce the financial burden on residents. However, improving transit times is also important to enhance accessibility. Balancing these factors, proposals with lower fares and moderate taxes that also reduce travel times are prioritized. Driver fees are less of a concern as car ownership is lower, but they can help improve transit services by reducing congestion.","[10, 13, 19, 22, 1]",10,13,19,22,1
Near West Side,"The Near West Side has a diverse population with varying income levels, but generally, it has a moderate to high disposable income due to its proximity to downtown and the presence of professionals and students.","Residents have a moderate level of discretionary consumption, with spending on dining, entertainment, and education being significant due to the area's vibrant cultural scene and educational institutions.","The Near West Side has good accessibility to public transit, with several CTA lines and bus routes. However, traffic congestion can be an issue for drivers, making efficient transit options important.","Given the moderate to high disposable income, a slightly higher sales tax could be acceptable if it significantly improves transit services. Lower transit fares are preferred to encourage public transit use, reducing congestion and emissions. A moderate driver fee is acceptable if it leads to reduced travel times and better transit services. The focus is on balancing costs with improved accessibility and reduced travel times.","[13, 10, 14, 19, 22]",13,10,14,19,22
North Lawndale,"North Lawndale has a relatively low median household income compared to other areas in Chicago, which means residents have limited disposable income.","Due to lower income levels, discretionary spending is limited, and residents are sensitive to increases in costs related to transportation, taxes, and fees.","North Lawndale has moderate access to public transit, but improvements in transit services could significantly benefit the community by reducing travel times and increasing access to employment and services.","Given the limited disposable income, it is crucial to minimize costs while improving transit services. Lower fares and moderate driver fees can encourage transit use, reduce congestion, and improve travel times. A lower sales tax is preferred to minimize the impact on discretionary spending. The selected proposals balance these factors by offering reduced travel times and costs, while also considering the community's financial constraints.","[10, 13, 19, 22, 1]",10,13,19,22,1
South Lawndale,"South Lawndale has a relatively low median household income compared to the city average, which means residents are sensitive to increases in costs such as transit fares and driver fees.","With limited disposable income, residents prioritize essential spending, so any increase in transportation costs could significantly impact their ability to afford other necessities.","South Lawndale has moderate access to public transit, but improvements in transit service could greatly benefit the community by reducing travel times and increasing access to employment and services.","Given the community's lower income levels, proposals with lower transit fares and driver fees are preferred to minimize the financial burden on residents. However, improving transit service is also crucial, so a balance between cost and service improvement is necessary. Proposals with a moderate sales tax and lower fares and fees are prioritized to ensure better transit services without significantly impacting residents' disposable income. The selected proposals aim to reduce travel times and improve accessibility while keeping costs manageable for the community.","[10, 13, 19, 22, 1]",10,13,19,22,1
Lower West Side,"The Lower West Side has a moderate level of disposable income, with a mix of working-class and middle-income households. Many residents are sensitive to changes in transportation costs, as these can impact their overall budget for essential and discretionary spending.","Residents in the Lower West Side allocate a significant portion of their income to essential expenses such as housing and food, with limited room for discretionary spending. Therefore, policies that increase transportation costs could reduce their ability to spend on non-essential goods and services.","The Lower West Side has decent access to public transit, with several bus and train lines serving the area. However, transit times are relatively long compared to driving, which can be a barrier for those who rely on public transportation for commuting and accessing services.","Given the community's moderate disposable income and limited discretionary spending, it is crucial to prioritize policies that minimize additional financial burdens while improving transit efficiency. Lower transit fares and moderate driver fees can encourage public transit use, reduce congestion, and improve travel times. A lower sales tax is preferred to avoid significant impacts on overall consumption. Therefore, the top-ranked policies focus on balancing lower costs with improved transit times, considering both transit users and drivers.","[10, 13, 19, 22, 1]",10,13,19,22,1
Loop,"The Loop is a central business district with a mix of high-income professionals and lower-income service workers. Disposable income varies significantly, but overall, the area has a relatively high average income.","Residents in the Loop have a high level of discretionary consumption due to the presence of numerous dining, entertainment, and shopping options. However, the cost of living is also high, which affects disposable income.","The Loop has excellent accessibility to resources and services, with extensive public transit options including buses and trains. Walking and biking are also viable options due to the dense urban environment.","Given the high accessibility to public transit and the importance of maintaining efficient transit services, proposals with lower transit fares and moderate driver fees are preferred to encourage public transit use and reduce congestion. A moderate sales tax is acceptable to support transit improvements, but it should not overly burden residents. The focus is on balancing cost with improved transit times and maintaining accessibility.","[10, 13, 19, 22, 14]",10,13,19,22,14
Near South Side,"The Near South Side is a diverse area with a mix of income levels, but generally has a higher average income compared to other areas in Chicago. Residents have a moderate to high level of disposable income.",Residents in the Near South Side tend to have higher discretionary spending due to their higher income levels. They are likely to prioritize convenience and quality of life improvements.,"The Near South Side has good access to public transportation, including buses and trains, making it relatively easy for residents to commute without a car. However, driving is also common due to the proximity to downtown and major highways.","Given the higher disposable income and discretionary consumption, the community can afford slightly higher taxes and fees if it results in better transit services and reduced travel times. The focus is on balancing cost with improved accessibility and reduced congestion. Lower transit fares are preferred to encourage public transit use, but a moderate increase in driver fees is acceptable to reduce congestion. A moderate sales tax is also acceptable to support transit improvements. The selected proposals aim to reduce travel times for both transit and driving while maintaining reasonable costs.","[13, 10, 14, 19, 22]",13,10,14,19,22
Armour Square,"Armour Square has a moderate level of disposable income, with a mix of middle-income families and some lower-income households. The community is sensitive to changes in transportation costs, as these can impact their overall budget for other essential and discretionary spending.","Residents in Armour Square have a balanced discretionary consumption pattern, spending on essentials like housing and food, but also on leisure and cultural activities. Any increase in transportation costs could reduce their ability to spend on these non-essential items.","Armour Square has decent access to public transit, with several bus and train lines serving the area. However, travel times by transit are relatively long compared to driving, which is a concern for residents who rely on public transportation for commuting and accessing services.","Given the community's moderate disposable income and reliance on both driving and public transit, the goal is to minimize costs while improving transit efficiency. Lower fares and moderate driver fees are preferred to encourage transit use and reduce congestion. A lower sales tax is also favored to maintain disposable income for other expenditures. The selected proposals aim to balance these factors, prioritizing reduced travel times and costs for both transit and driving.","[10, 13, 19, 22, 1]",10,13,19,22,1
Douglas,"Douglas has a moderate to low average disposable income, with many residents relying on affordable transportation options to manage their daily expenses.","The community's discretionary consumption is limited, with a significant portion of income allocated to essential needs such as housing, food, and transportation.","Douglas has access to public transit, but improvements in transit times and affordability could significantly benefit the community. Many residents rely on public transit for commuting and accessing services.","Given the moderate to low disposable income in Douglas, policies with lower transit fares and moderate sales taxes are preferred to minimize the financial burden on residents. Improving transit times is also crucial, as many residents depend on public transportation. Therefore, proposals that offer a balance between lower fares, reasonable sales taxes, and improved transit times are prioritized. Driver fees are less of a concern as car ownership is lower, but reducing congestion and emissions is still beneficial. The selected proposals aim to enhance transit accessibility and affordability while considering the community's financial constraints.","[10, 13, 19, 22, 11]",10,13,19,22,11
Oakland,Oakland is a community with a moderate to low average disposable income. Many residents rely on public transportation due to limited financial resources for car ownership.,"Given the moderate to low disposable income, discretionary spending is limited. Residents prioritize essential goods and services, making any increase in transportation costs a significant concern.","Public transportation is a crucial mode of transport for Oakland residents, providing access to employment, education, and essential services. Car ownership is less prevalent, so transit accessibility is vital.","The decision prioritizes policies that minimize costs for transit users while improving service efficiency. Lower fares and moderate driver fees are preferred to encourage transit use and reduce congestion. A lower sales tax is favored to preserve disposable income for essential consumption. The selected policies aim to balance affordability with improved transit service, considering the community's reliance on public transportation and limited financial flexibility.","[10, 13, 19, 22, 1]",10,13,19,22,1
Fuller Park,"Fuller Park is one of the lower-income areas in Chicago, with a median household income significantly below the city average. Residents have limited disposable income, making cost-sensitive policies more favorable.","Given the lower income levels, discretionary spending is limited. Residents prioritize essential goods and services, so any increase in transportation costs could significantly impact their budget.","Fuller Park has limited access to public transportation options, and many residents rely on driving. Improving transit accessibility and reducing travel times could benefit the community, but affordability remains a key concern.","The decision prioritizes policies that minimize costs for residents while improving transit times. Lower fares and taxes are preferred to reduce the financial burden on residents. Policies that slightly increase driving fees are acceptable if they significantly improve transit times, as this could encourage a shift to more efficient public transportation, benefiting the community in the long run. The focus is on balancing affordability with improved accessibility and reduced travel times.","[1, 10, 4, 13, 19]",1,10,4,13,19
