community_area,disposable_income,discretionary_consumption,accessibility,decision_rationale,vote,rank1,rank2,rank3,rank4,rank5
Langwood,"Langwood has a median household income of around $45,000, which is below Houston's median, indicating residents are price-sensitive to transportation costs.","With modest income levels and significant housing costs, residents have limited discretionary spending capacity and are sensitive to both sales tax increases and transportation fees.","Langwood is car-dependent with limited transit access, located near Highway 290, and most residents rely on personal vehicles for commuting and daily activities.","1. Given car dependency and modest incomes, prioritize proposals with lower sales tax to preserve purchasing power. 2. Accept moderate driving fees to improve transit service while keeping fares low for those who need it. 3. Balance between travel time improvements and cost impacts. 4. Focus on proposals that don't overly burden drivers while still funding transit improvements. 5. Selected proposals that maintain reasonable transit fares for lower-income residents who depend on public transportation.","[0, 2, 7, 6, 10]",0,2,7,6,10
Central Northwest,"Central Northwest has a median household income around $45,000, which is below Houston's median, indicating moderate to limited disposable income for many residents.","With a significant portion of income going to basic needs and a higher-than-average poverty rate, residents have limited discretionary spending capacity and are sensitive to additional taxes and fees.","The area has moderate transit access with several bus routes but many residents rely on personal vehicles, with average commute times slightly above the city average.","1. Given limited disposable income, prioritize lower taxes and fares while maintaining service quality. 2. Balance between transit improvements and driving costs since many residents use both modes. 3. Favor proposals with 0.5-1.0% tax rates as 1.5% would be too burdensome. 4. Consider moderate driving fees to fund transit without excessive impact on drivers. 5. Select proposals that reduce transit travel time while keeping fares affordable.","[7, 0, 10, 2, 6]",7,0,10,2,6
Independence Heights,"Independence Heights has a median household income of approximately $33,000, significantly below Houston's average, indicating limited disposable income for transportation costs.","With about 35% of residents living below poverty level, discretionary spending is very limited and residents are highly sensitive to additional taxes and fees.","The neighborhood has moderate bus service coverage but limited rail access, with about 30% of households lacking vehicle access and relying heavily on public transit.",1. Prioritized lower transit fares ($0.75) due to high transit dependency and low incomes. 2. Favored lower sales tax rates (0.5-1.0%) to minimize impact on essential purchases. 3. Considered moderate driving fees ($0.50) to improve transit service while not overly burdening car-dependent residents. 4. Balanced travel time improvements with cost burden on low-income residents. 5. Selected proposals that provide best transit service improvements while minimizing total cost impact on residents.,"[0, 7, 6, 2, 10]",0,7,6,2,10
Lazybrook/Timbergrove,"Lazybrook/Timbergrove is an upper-middle-income neighborhood with median household income around $100,000, indicating relatively high disposable income and ability to absorb transportation costs.","Residents have significant discretionary spending power and tend to prioritize quality of life, with many households able to afford multiple vehicles and regular retail/dining expenses.","The neighborhood has good car accessibility to major roads but limited transit options, with most residents (85%+) commuting by car and having above-average commute times to employment centers.","1) Given high car dependency, prioritize proposals that reduce car travel time while keeping driving fees moderate 2) Higher sales tax is acceptable given disposable income levels 3) Transit improvements are secondary but valuable for workforce access 4) Balance between reduced congestion and cost increases 5) Selected proposals that maintain reasonable transit fares for service workers while focusing on car travel time reduction","[20, 17, 11, 8, 3]",20,17,11,8,3
Greater Heights,"Greater Heights residents have relatively high disposable income with a median household income around $110,000, significantly above Houston's average.","The neighborhood has high discretionary spending power, with residents regularly spending on local restaurants, boutiques, and entertainment in the walkable commercial districts.","The area has good road access to downtown, moderate transit service with several bus routes, and high walkability within the neighborhood, though many residents are car-dependent for commuting.","1) Given high incomes, residents can absorb higher costs but want efficient services 2) Many residents drive but support transit improvements for neighborhood vitality 3) Prefer moderate tax rates that improve transit without excessive burden 4) Support some driving fees to reduce congestion 5) Favor balanced proposals that improve both driving and transit times 6) Selected proposals 20, 11, 19, 10, 8 in order of preference as they offer good transit improvements while keeping taxes reasonable and implementing moderate driving fees to manage congestion","[20, 11, 19, 10, 8]",20,11,19,10,8
Memorial,"Memorial is one of Houston's most affluent areas with median household income over $140,000, indicating high disposable income and less price sensitivity to transportation costs.","Residents have significant discretionary spending power with high-end retail centers and shopping destinations, suggesting they can absorb higher taxes and fees with minimal impact on lifestyle.","The area is primarily car-dependent with good road infrastructure, longer distances to transit stops, and higher car ownership rates than city average.","1) Given high car dependency and income levels, policies with higher driving fees are acceptable if they reduce congestion and travel times 2) Higher sales tax is less impactful due to high disposable income 3) Transit fare levels matter less since most residents drive 4) Prioritized policies that significantly reduce car travel times 5) Selected proposals that balance revenue generation for system improvements while maintaining reasonable costs 6) Ranked choices that provide the best car travel time improvements while keeping total costs manageable","[17, 20, 23, 8, 11]",17,20,23,8,11
Eldridge / West Oaks,"Eldridge/West Oaks residents have relatively high disposable income with median household income around $85,000, significantly above Houston's average.","The area's residents have substantial discretionary spending power, with high retail activity along Westheimer Road and around West Oaks Mall indicating strong consumption patterns.","The area is heavily car-dependent with limited transit options, characterized by wide boulevards and suburban layout, where most residents rely on personal vehicles for commuting and daily activities.","1) Given the high car dependency and income levels, policies with moderate driving fees are acceptable if they improve traffic flow 2) Higher sales tax is less burdensome given the area's income levels 3) Transit improvements should be supported but aren't primary concern given current usage patterns 4) Moderate to higher transit fares are acceptable since most residents drive 5) Focus on reducing car travel times since that affects most residents 6) Selected policies that balance traffic reduction with reasonable cost increases","[20, 11, 3, 19, 10]",20,11,3,19,10
Briar Forest,"Briar Forest has relatively high median household income around $75,000, with many professionals working in the Energy Corridor and Westchase business districts.","Residents have significant discretionary spending power and tend to prioritize convenience and quality of life, with high car ownership rates and regular retail/entertainment spending.","The area is primarily car-dependent with limited transit options, though some bus routes connect to major employment centers, and most residents rely on personal vehicles for daily trips.","1) Given high car dependency and income levels, policies with moderate driving fees are acceptable if they improve transit; 2) Higher sales tax is less impactful due to high disposable income; 3) Lower transit fares could encourage occasional transit use; 4) Need to balance driving efficiency with transit improvements; 5) Selected policies that reduce car travel times while making transit more viable as an alternative.","[17, 20, 8, 1, 11]",17,20,8,1,11
Westchase,"Westchase residents have relatively high disposable income with a median household income around $65,000, indicating capacity to absorb moderate transportation costs.","The area has significant discretionary spending at retail centers and restaurants, with residents generally able to afford higher transportation costs without severe impact on quality of life.","Westchase is a major employment center with good road access but limited transit options, where most residents rely on personal vehicles for commuting and daily trips.",1. Prioritized policies with moderate tax rates (1.0%) to balance transit improvement with tax burden. 2. Favored proposals with higher driving fees to reduce congestion given the area's car-dependency. 3. Selected moderate transit fares ($1.25) to maintain service quality while keeping transit affordable. 4. Considered the area's higher income levels can absorb some cost increases. 5. Weighted travel time improvements heavily given the employment center status.,"[11, 10, 8, 14, 20]",11,10,8,14,20
Mid-West,"Mid-West has a median household income of around $55,000, with about 20% of residents living below poverty level, indicating moderate disposable income levels.","The area has mixed-income households with moderate discretionary spending capacity, though many residents are cost-sensitive to transportation expenses.","The neighborhood has good road access but limited transit options, with most residents relying on personal vehicles, though there is growing demand for better transit connectivity to major employment centers.","1) Prioritized policies with moderate tax rates to balance transit funding needs while preserving disposable income 2) Favored lower transit fares to make public transit more accessible to lower-income residents 3) Supported moderate driving fees to encourage transit use without overly burdening car-dependent residents 4) Considered travel time improvements for both transit and driving given the mixed transportation needs 5) Selected proposals that offer the best balance of transit accessibility, driving convenience, and overall cost impact for the diverse community","[7, 10, 16, 19, 2]",7,10,16,19,2
Greater Uptown,"Greater Uptown residents have relatively high disposable incomes with a median household income well above Houston's average, indicating greater ability to absorb transportation costs.","The area has high discretionary spending power with numerous luxury retail establishments and high-end restaurants, suggesting residents can manage higher taxes and fees with less impact on essential spending.","The area has good road infrastructure with proximity to major highways, moderate transit access via METRO buses, and high car ownership rates, though it experiences significant traffic congestion during peak hours.","1) Given high incomes, prioritized policies that reduce travel times over cost savings 2) Selected options with higher driver fees to reduce congestion in this dense commercial area 3) Balanced higher taxes against improved transit service since many workers commute into the area 4) Considered that many residents can absorb higher costs but value time savings 5) Weighted policies that could reduce peak-hour congestion through mode shift","[23, 14, 20, 17, 11]",23,14,20,17,11
Washington Avenue Coalition / Memorial Park,"The neighborhood has relatively high disposable income with a median household income over $100,000, indicating residents can generally absorb higher transportation costs.","Residents have significant discretionary spending power and tend to prioritize quality of life amenities, with many high-end retail and dining establishments in the area.","The area has good road access with I-10 and Memorial Drive, decent bus service, and is relatively close to downtown, though many residents are car-dependent despite some walkable sections along Washington Ave.","1) Given high income levels, prioritized policies that optimize travel time over cost savings 2) Selected options with moderate to higher driver fees to reduce congestion on major corridors 3) Balanced tax rates to maintain service quality while not overly burdening retail/dining businesses 4) Chose moderate transit fares to encourage ridership while maintaining service quality 5) Considered that most residents drive but want improved transit options as complementary transportation","[23, 20, 14, 11, 17]",23,20,14,11,17
Afton Oaks / River Oaks,"Afton Oaks/River Oaks is one of Houston's most affluent neighborhoods with very high median household incomes well above $200,000, indicating high disposable income and less sensitivity to transportation costs.","Residents have significant discretionary spending power and typically engage in high-end retail, dining, and services, with transportation costs representing a small portion of their overall budget.","The area has excellent road infrastructure, high car ownership rates, and while transit service exists, most residents rely primarily on personal vehicles for transportation.","1) Given high income levels, prioritize time savings over cost considerations 2) Support policies that reduce traffic congestion since most residents drive 3) Higher taxes and fees are acceptable if they improve overall system efficiency 4) Prefer options that significantly reduce car travel times 5) Consider moderate transit improvements as a secondary benefit for service workers in the area","[1, 8, 17, 20, 23]",1,8,17,20,23
Neartown-Montrose,"Neartown-Montrose residents have above-average household incomes with median around $87,000, indicating moderate to high disposable income levels.","The area has high discretionary spending potential, evident in its numerous restaurants, retail shops, and entertainment venues, with residents generally able to absorb moderate transportation cost increases.","The neighborhood has good walkability, multiple bus routes, proximity to light rail, and relatively short driving distances to major employment centers, making it adaptable to various transportation options.",1) Prioritized balanced policies that maintain transit affordability while improving service quality 2) Considered the area's mixed-income population and need to maintain equity in transit access 3) Supported moderate driver fees to reduce congestion in this dense urban area 4) Selected policies that offer meaningful transit time improvements without excessive tax burden 5) Favored options that could sustain the neighborhood's multimodal character,"[17, 8, 20, 11, 1]",17,8,20,11,1
Alief,"Alief has a median household income of around $46,000, which is lower than Houston's average, with approximately 17% of residents living below the poverty line.","Given the lower income levels, residents have limited discretionary spending capacity and are particularly sensitive to additional taxes and transportation costs.","Alief is heavily car-dependent with limited public transit options, though it has some bus routes connecting to major employment centers, and about 15% of households don't own vehicles.","1. Given lower incomes, prioritize proposals with lower sales tax (0.5%) to preserve purchasing power. 2. Consider lower transit fares ($0.75) to help transit-dependent residents. 3. Accept moderate driving fees ($0.50) to improve transit service without overly burdening drivers. 4. Balance between travel time improvements and cost impacts. 5. Selected proposals that offer best combination of reduced transit times while keeping costs manageable for both drivers and transit users.","[0, 2, 7, 10, 16]",0,2,7,10,16
Sharpstown,"Sharpstown has a median household income of approximately $41,000, which is below Houston's median, indicating residents are price-sensitive to transportation costs.","With a significant portion of residents being working-class and lower-middle income, discretionary spending is limited and residents are sensitive to both sales tax increases and transportation fees.","The area has good road access via Southwest Freeway and Beltway 8, moderate bus service, but no rail transit, making many residents car-dependent for commuting.",1. Prioritized policies with lower sales tax (0.5-1.0%) to protect discretionary spending. 2. Favored moderate transit fares ($0.75-$1.25) to keep transit affordable while maintaining service quality. 3. Supported moderate driving fees ($0.50) to improve transit without overly burdening car-dependent residents. 4. Balanced travel time improvements with cost impacts. 5. Selected policies that reduce car travel times to benefit the car-dependent population while maintaining reasonable transit options.,"[7, 0, 10, 2, 16]",7,0,10,2,16
Gulfton,"Gulfton residents have relatively low disposable income with a median household income around $31,000, significantly below Houston's average.","With high poverty rates and dense apartment living, residents have limited discretionary spending capacity and are particularly sensitive to additional taxes and fees.","Gulfton is heavily transit-dependent with lower car ownership rates, high bus ridership, and many residents relying on public transportation for work commutes and daily activities.","1. Given low incomes, prioritize lowest transit fares ($0.75) to maintain affordability. 2. Prefer lower sales tax (0.5-1.0%) to minimize impact on essential purchases. 3. Support moderate driving fees ($0.50-$1.00) to fund transit improvements while discouraging car traffic. 4. Focus on proposals that reduce transit travel times most effectively. 5. Balance between service improvements and cost burden on low-income residents.","[1, 0, 8, 7, 17]",1,0,8,7,17
West University Place,"West University Place residents have very high disposable incomes with a median household income over $250,000, making them less sensitive to transportation costs and taxes.","The neighborhood has high discretionary spending power with significant retail activity and luxury consumption, suggesting residents can absorb higher taxes and fees without major lifestyle impacts.","The area has excellent road access, high car ownership rates, and moderate transit access through nearby light rail and bus routes, with most residents preferring to drive.","1) Given high incomes, prioritize policies that reduce travel times over cost savings 2) Support moderate-to-high driver fees to reduce congestion since residents can afford it 3) Favor higher transit investment through sales tax to improve service quality 4) Accept higher fares to fund better transit while keeping it affordable for service workers 5) Balance between travel time improvements and maintaining reasonable tax levels","[23, 20, 14, 11, 17]",23,20,14,11,17
Westwood,"Westwood has a relatively low median household income around $35,000, with approximately 30% of households living below the poverty line, indicating limited disposable income for transportation costs.","Given the low income levels, residents have minimal discretionary spending capacity and are particularly sensitive to additional taxes and transportation costs.","The area has moderate transit access with some bus routes but high car dependency, with about 75% of residents commuting by car and experiencing significant transportation cost burden.","1. Given low income levels, prioritize lower transit fares and taxes to maintain affordability. 2. Moderate driving fees can help improve transit service without excessive burden. 3. Balance between travel time improvements and cost increases. 4. Focus on proposals that reduce transit travel time to benefit transit-dependent residents. 5. Consider proposals that maintain reasonable driving costs for car-dependent workers.","[6, 0, 7, 2, 15]",6,0,7,2,15
Braeburn,"Braeburn has a median household income of around $45,000, which is lower than Houston's average, indicating moderate to limited disposable income for many residents.","With a significant portion of income going to basic necessities, residents have limited discretionary spending capacity and are sensitive to additional transportation costs.","The neighborhood has moderate car dependency with limited transit options, though it has access to METRO bus routes and is relatively close to the Southwest Freeway.","1. Given limited disposable income, prioritize lower tax rates (0.5-1.0%) to preserve purchasing power. 2. Balance lower transit fares ($0.75-$1.25) to support transit-dependent residents. 3. Moderate driving fees ($0.50) to improve transit service without overly burdening drivers. 4. Consider proposals that reduce transit travel time to under 57 minutes. 5. Selected proposals 0, 7, 2, 10, and 16 as they offer the best balance of improved transit service, moderate costs, and reasonable travel times for both modes.","[0, 7, 2, 10, 16]",0,7,2,10,16
Meyerland,"Meyerland is an upper-middle-class neighborhood with a median household income around $125,000, indicating relatively high disposable income and ability to absorb transportation costs.","Residents have significant discretionary spending power, with high retail activity along major corridors and proximity to shopping centers like Meyerland Plaza.","The area has good car accessibility via Loop 610 and major arterials, decent bus service along Beechnut and Bellaire, and is near future light rail expansion, though most residents are car-dependent.","1) Given high car ownership and income levels, policies with moderate driving fees are acceptable if they improve transit 2) Higher sales tax is less impactful due to high incomes 3) Lower transit fares could encourage occasional transit use 4) Need to balance driving efficiency with transit improvements 5) Selected policies that reduce car travel times while making transit more competitive through moderate fees and taxes","[17, 20, 8, 1, 11]",17,20,8,1,11
Braeswood,"Braeswood is an affluent area with median household income above $100,000, indicating residents have substantial disposable income and can generally afford higher transportation costs.","Residents have significant discretionary spending power, with high retail expenditure patterns and relatively low price sensitivity to transportation costs.","The area has good road infrastructure with direct access to major highways, moderate transit access with bus routes, and is relatively close to the Texas Medical Center employment center.","1) Given high income levels, prioritize policies that reduce travel time over cost savings 2) Support moderate tax increases that improve transit service while maintaining reasonable fares 3) Accept higher driving fees to reduce congestion since most residents can afford it 4) Balance between transit improvements and driving efficiency since many residents use both modes 5) Consider policies that provide the best overall time savings across both modes","[23, 20, 17, 14, 11]",23,20,17,14,11
Medical Center,"The Medical Center area has relatively high median household income due to concentration of medical professionals, though there is income diversity among service workers and students.","Residents have moderate to high discretionary spending capacity but face high costs of living in the area, with significant spending on housing and transportation.","The area has excellent transit connectivity with multiple bus routes and light rail, good walkability, but also experiences heavy traffic congestion due to large numbers of workers and patients accessing medical facilities.",1) Prioritized policies that balance transit improvement with moderate tax burden given the area's mixed income levels 2) Favored proposals with higher driving fees to manage congestion around medical facilities 3) Selected moderate transit fares to maintain accessibility for service workers while funding improvements 4) Considered that many residents and workers rely on both transit and driving options 5) Weighted travel time improvements heavily given the critical nature of medical center access,"[20, 11, 17, 8, 3]",20,11,17,8,3
Astrodome Area,"The Astrodome Area has relatively high median household income around $65,000, with many professionals working in the Texas Medical Center and surrounding institutions.","Residents have moderate to high discretionary spending capacity, with significant retail and entertainment options in the area including NRG Stadium and various shopping centers.","The area has good transit connectivity with Red Line light rail and multiple bus routes, high car ownership rates, and proximity to major highways like 610 Loop and SH 288.",1) Prioritized balanced policies that maintain reasonable transit fares while implementing moderate driving fees to reduce congestion around medical center and stadium events. 2) Moderate tax rate of 1% helps fund transit improvements without overly burdening residents' discretionary spending. 3) Selected proposals that reduce transit travel times to under 55 minutes while keeping driving times competitive. 4) Considered that many residents can afford slightly higher costs but value time savings. 5) Aimed to improve transit service for medical center workers while maintaining driving as viable option.,"[11, 8, 20, 14, 17]",11,8,20,14,17
South Main,"South Main residents have relatively high disposable income with a median household income above Houston's average, as it includes affluent areas near Rice University and the Medical Center.","The area has high discretionary spending capacity with numerous upscale retail establishments and restaurants, indicating residents can generally absorb moderate increases in transportation costs.","The area has excellent transit access with multiple bus routes and light rail, good walkability, but also high car ownership rates and significant commuter traffic to the Medical Center and downtown.",1) Prioritized policies that balance transit improvements with moderate cost increases given the area's higher income levels 2) Favored options with higher driving fees to reduce Medical Center congestion 3) Selected moderate transit fares to maintain accessibility for service workers 4) Considered higher tax rates acceptable given disposable income levels 5) Weighted travel time improvements heavily due to high-value professional workforce,"[20, 17, 11, 14, 8]",20,17,11,14,8
Brays Oaks,"Brays Oaks has a median household income of approximately $41,000, which is below Houston's median, indicating limited disposable income for many residents.","With a significant portion of residents living on modest incomes and about 25% below poverty level, discretionary spending is limited and residents are sensitive to additional taxes and fees.","The area has moderate transit access with several bus routes but many residents rely on personal vehicles, with average commute times being significant concern for the working population.","1) Prioritized proposals with lower sales tax (0.5-1.0%) to protect limited discretionary income 2) Favored moderate transit fares ($0.75-$1.25) to keep transit affordable while maintaining service quality 3) Considered moderate driving fees ($0.50) to improve transit without overly burdening car-dependent residents 4) Selected proposals that offer best balance of reduced travel times for both transit and car users 5) Weighted proposals that minimize combined impact of taxes, fares, and fees on household budgets","[7, 0, 10, 2, 6]",7,0,10,2,6
Westbury,"Westbury has a moderate median household income around $65,000, with about 15% of residents living below poverty level, indicating a mixed-income community where transportation costs significantly impact household budgets.","The neighborhood shows moderate levels of discretionary spending with a mix of middle-class and working-class households, where many residents need to carefully balance transportation costs with other expenses.","Westbury has decent bus service along major corridors and is relatively close to the Medical Center, but many residents rely on personal vehicles for commuting, with about 85% of residents driving to work.",1) Prioritized policies with moderate tax rates to balance transit funding with household budget impacts 2) Favored lower transit fares to help transit-dependent residents while maintaining service quality 3) Supported moderate driving fees to reduce congestion without overly burdening car-dependent commuters 4) Considered policies that provide good transit service improvements while keeping overall costs manageable 5) Selected options that balance travel time improvements with fiscal impact on residents,"[7, 10, 16, 2, 19]",7,10,16,2,19
Willow Meadows/Willowbend,"Willow Meadows/Willowbend is an upper-middle-income neighborhood with median household income around $100,000, indicating relatively high disposable income and ability to absorb transportation costs.","Residents have significant discretionary spending power and generally prioritize quality of life, with many households able to afford multiple vehicles and various transportation options.","The neighborhood has good road access via Loop 610 and Main Street, with moderate transit access through MetroRail and bus services, though most residents are car-dependent.","1) Given the high car ownership and income levels, policies with moderate driving fees are acceptable if they improve overall system efficiency 2) Higher sales tax is less impactful due to high disposable income 3) Transit improvements should be balanced with driving costs since most residents drive 4) Moderate transit fares are acceptable to maintain service quality 5) Prioritized policies that reduce travel times while keeping costs reasonable for both modes","[20, 11, 17, 8, 3]",20,11,17,8,3
Fondren Gardens,"Fondren Gardens is a lower-middle-income neighborhood with a median household income around $35,000, indicating limited disposable income for transportation costs.","Residents have modest discretionary spending capacity, with many households being cost-sensitive to both transit fares and sales taxes.","The neighborhood has limited transit service with longer travel times, and many residents rely on personal vehicles despite the cost burden of car ownership.",1. Prioritize lower transit fares and moderate sales tax to help cost-burdened residents 2. Support some driving fees to improve transit service while keeping overall costs manageable 3. Balance between travel time improvements and affordability 4. Consider that many residents must drive but are price sensitive 5. Favor proposals that reduce transit travel times without excessive cost increases,"[7, 0, 16, 10, 19]",7,0,16,10,19
Central Southwest,"Central Southwest has a median household income of approximately $45,000, which is below Houston's median, indicating limited disposable income for many residents.","With a significant portion of income going to basic necessities, residents have limited discretionary spending capacity and are sensitive to additional transportation costs.","The area has moderate transit access with some bus routes but high car dependency, with about 85% of residents commuting by car and experiencing relatively long commute times.","1. Given lower income levels, prioritize lower transit fares and taxes to maintain affordability. 2. Moderate driving fees can help improve transit service without excessive burden. 3. Balance between travel time improvements and cost increases. 4. Focus on proposals that reduce transit travel time to benefit transit-dependent residents. 5. Consider proposals that maintain reasonable driving costs while improving overall system efficiency.","[6, 0, 7, 2, 15]",6,0,7,2,15
