community_area,disposable_income,discretionary_consumption,accessibility,decision_rationale,vote,rank1,rank2,rank3,rank4,rank5
Jefferson Park,"Jefferson Park is a middle-class community with median household income around $71,000. About 7.2% of residents live below poverty level. Most households have moderate disposable income for transportation costs","Residents have moderate discretionary spending capacity. The community has a mix of homeowners and renters, with significant portions of income going to housing. Transportation costs are a notable but manageable expense for most households","Well-served by public transit with Blue Line station and Metra. Major roads like Milwaukee Ave and Kennedy Expressway provide good car access. 76% of residents commute by car, 20% use public transit. Many residents work downtown or in nearby suburbs","1. Prioritize balanced options that maintain reasonable transit fares while improving service
2. Consider moderate tax rates that won't overly burden middle-class households
3. Support driving fees that reduce congestion but aren't excessive
4. Focus on proposals that reduce transit travel times given significant transit user population
5. Select options that maintain reasonable car travel times for majority who drive
6. Choose proposal 13 first as it offers balanced improvements with moderate costs
7. Follow with 14 for better transit times with acceptable driving fee
8. Rank 10 third for low transit fare while improving service
9. Include 4 for low tax impact while improving transit
10. Finish with 22 as it offers good transit improvements despite higher tax","[13, 14, 10, 4, 22]",13,14,10,4,22
Forest Glen,"Forest Glen is an affluent area with median household income around $106,000, well above Chicago average. Residents have higher disposable income and can generally afford higher transportation costs",High discretionary spending capacity with most households able to absorb increased taxes and fees. Many households own multiple vehicles and have significant retail spending,"Primarily car-dependent area with limited transit access. Most residents drive, though some use Metra. Area has good road network but is farther from CTA rail stations. Many residents commute downtown for work","1. Given high car dependency and income levels, policies that improve driving times while maintaining reasonable fees are preferred
2. Higher sales tax is acceptable given income levels if it improves overall service
3. Moderate driving fees can help fund improvements while being affordable to residents
4. Lower transit fares less critical since most residents drive
5. Prioritized policies that balance driving time improvements with moderate cost increases","[23, 14, 5, 22, 13]",23,14,5,22,13
North Park,"North Park has a median household income of around $65,000, placing it in the middle-upper range for Chicago. Many residents are working professionals and families with moderate disposable income. The community has a relatively low poverty rate compared to the city average.","Residents have moderate discretionary spending capacity, with significant expenditure on housing, transportation, and education. The community has a mix of middle-class and upper-middle-class households who are somewhat price-sensitive but can absorb moderate fee increases.","North Park has moderate transit access with bus routes and proximity to the Brown Line, though many residents rely on cars. The area has good road connectivity but experiences some congestion during peak hours. Many residents commute to downtown or other employment centers.",1. Prioritize balanced policies that improve transit service without excessive cost burden. 2. Consider moderate driving fees to reduce congestion while maintaining affordability. 3. Favor lower sales tax rates to preserve discretionary spending power. 4. Select policies that reduce transit travel times to make it more competitive with driving. 5. Choose options that maintain reasonable driving costs for car-dependent residents while encouraging transit use.,"[13, 4, 10, 22, 16]",13,4,10,22,16
Albany Park,"Albany Park has a median household income of approximately $57,000, which is slightly below Chicago's median. About 15% of residents live below poverty level, indicating a significant portion of the population has limited disposable income","Given the moderate income levels, residents have limited discretionary spending capacity. Many households spend a significant portion of income on housing and essential needs, making them sensitive to additional transportation costs and taxes","The area is served by the Brown Line (Kimball, Kedzie, Francisco stations), multiple bus routes, and has good road connectivity. About 35% of residents use public transit for commuting, 45% drive, and others walk or bike. Many residents rely on both transit and driving for different trip purposes",1. Prioritize lower transit fares ($0.75) to support transit-dependent residents and encourage transit use. 2. Moderate tax rate (1%) to balance revenue needs with household budget impacts. 3. Include some driving fees ($0.50-$1.00) to reduce congestion and support transit while not overly burdening drivers. 4. Consider total travel time improvements for both modes since residents use both. 5. Balance between improved service and cost burden on mixed-income population,"[11, 10, 20, 19, 2]",11,10,20,19,2
Portage Park,"Middle-income neighborhood with median household income around $65,000. Many working families with moderate disposable income. About 10% poverty rate indicates some economic constraints",Moderate discretionary spending capacity. Residents are price-sensitive but can afford some additional transportation costs. Many households have significant retail spending in local commercial districts,Mixed transit access - served by Blue Line and multiple bus routes but not as extensive as downtown areas. High car ownership rates (80%+ households). Many residents commute by both car and transit. Good road network with access to expressways,"1. Prioritize balanced options that don't overly burden either drivers or transit users given mixed-mode usage. 2. Moderate tax rates preferred due to middle-income status. 3. Look for proposals that improve transit service while keeping costs reasonable. 4. Consider proposals that reduce congestion given high car usage. 5. Selected proposals 13, 10, 4, 22, and 19 as they offer: a) Moderate tax/fee combinations, b) Significant transit time improvements, c) Reasonable driving costs, d) Balanced approach between modes","[13, 10, 4, 22, 19]",13,10,4,22,19
Irving Park,"Irving Park has a median household income of approximately $71,000, placing it in the middle-upper range for Chicago. About 10% of residents live below poverty level, indicating most residents have moderate disposable income",Residents have moderate discretionary spending capacity. The community has a mix of working and middle-class households with varied consumption patterns. Higher sales taxes would have a moderate impact on household budgets,"The area has good transit access with Blue Line, Metra, and multiple bus routes. Car ownership is high at about 80% of households. The community is well-connected for both transit and driving, with many residents using both modes",1. Prioritize balanced policies that don't overly burden either drivers or transit users given mixed-mode usage. 2. Moderate tax rates preferred due to middle-income demographics. 3. Lower transit fares beneficial for working-class residents while maintaining service quality. 4. Some driving fees acceptable to improve transit without excessive impact. 5. Selected policies that reduce travel times while keeping costs reasonable for both modes,"[13, 10, 4, 19, 22]",13,10,4,19,22
Dunning,"Dunning is a middle-class community with median household income around $69,000. Most residents are working professionals and families with moderate disposable income. The area has relatively high car ownership rates.",Residents have moderate discretionary spending capacity. Many households own cars and spend significantly on transportation. A typical household makes regular shopping trips to nearby commercial areas and commutes to work.,Dunning is a car-dependent community on Chicago's northwest side. Limited public transit access with some bus routes but no L train stations within the neighborhood. Most residents rely on personal vehicles for commuting and daily trips. The area has good road infrastructure but experiences some congestion during peak hours.,"1. Prioritize policies that maintain reasonable driving costs since most residents depend on cars
2. Look for balanced options that don't overly burden middle-class households with high taxes
3. Consider moderate transit improvements to provide alternatives
4. Policy 3 ranked first as it keeps tax low while improving transit
5. Policy 4 second as it balances driving/transit costs
6. Policy 9 third for modest tax increase with low transit fare
7. Policy 13 fourth as it maintains current fare with moderate improvements
8. Policy 21 fifth as it offers good transit times despite higher tax","[3, 4, 9, 13, 21]",3,4,9,13,21
Montclare,"Montclare has a median household income of around $54,000, which is slightly below Chicago's median. Many residents are working-class families with moderate disposable income. About 12% of residents live below poverty level, making them sensitive to cost increases","Given the moderate income levels, residents have limited discretionary spending. Most household budgets are allocated to essential needs. Higher taxes or transportation costs would significantly impact household budgets","Montclare is a somewhat car-dependent neighborhood on Chicago's northwest side. While served by CTA buses, it lacks direct rail service. About 75% of residents drive to work, while 20% use public transit. The community has above-average car ownership rates","1. Given high car dependency but moderate incomes, prefer policies with lower driving fees and moderate taxes to avoid overburdening drivers. 2. Transit improvements should be balanced against cost impact on working families. 3. Policy 3 ranks first as it maintains low tax with no driving fee while keeping transit affordable. 4. Policy 9 second as moderate tax helps transit while keeping costs manageable. 5. Policy 0 third as it offers lowest fare/tax combo. 6. Policy 12 fourth as current policy. 7. Policy 4 fifth as balanced approach with moderate costs","[3, 9, 0, 12, 4]",3,9,0,12,4
Belmont Cragin,"Belmont Cragin is a working-class community with median household income around $47,000, below Chicago's average. Many residents work in service and manufacturing sectors, indicating limited disposable income","Given the lower-than-average income levels, residents have limited discretionary spending. A significant portion of income goes to essential needs, making them sensitive to additional transportation costs and taxes",The area has moderate transit access with bus services but no L train stations within the community. Car ownership is important for many residents due to work locations. About 30% of residents rely on public transit for commuting,"1. Prioritize lower transit fares ($0.75) to help transit-dependent residents
2. Prefer moderate tax rates (0.5-1.0%) to minimize impact on limited discretionary income
3. Support moderate driving fees ($0.50) to improve transit service without overly burdening drivers
4. Balance between transit improvement and cost burden on working families
5. Consider proposals that reduce transit travel time while keeping costs affordable","[1, 10, 4, 19, 13]",1,10,4,19,13
Hermosa,"Hermosa is a working-class community with median household income around $47,000, below Chicago's average. Many residents work in service and manufacturing sectors, with limited disposable income","Given the income levels, residents have modest discretionary spending. Higher taxes and fees would significantly impact household budgets. Many families need to carefully manage transportation costs","The area has moderate transit access with bus routes and proximity to Blue Line, but many residents rely on cars for work commutes. About 75% of households own vehicles, but car-dependency creates financial strain",1. Prioritize lower transit fares and taxes given limited disposable income. 2. Moderate driving fees acceptable to improve transit while not overly burdening car-dependent workers. 3. Balance between transit improvement and cost burden. 4. Focus on options that reduce transit travel time to support both transit and car users. 5. Avoid highest tax rates that would strain household budgets. Selected policies optimize accessibility while protecting household finances,"[10, 11, 1, 4, 13]",10,11,1,4,13
Avondale,"Avondale has a median household income of around $57,000, which is slightly below Chicago's median. About 15% of residents live below poverty level, suggesting moderate financial constraints for many households","Given the moderate income levels, residents have limited discretionary spending. Higher sales taxes would impact household budgets significantly. Many residents need to balance essential expenses with transportation costs","Avondale has good access to CTA Blue Line and multiple bus routes. About 35% of residents use public transit for commuting, while 55% drive. The area has mixed transit-driving usage patterns, with many residents relying on both modes",1. Prioritize lower sales tax (0.5%) to protect discretionary spending power. 2. Balance moderate transit fares ($1.25) with service quality given mixed transit-driving usage. 3. Support modest driving fees ($0.50) to improve transit without overly burdening drivers. 4. Consider travel time improvements for both modes given mixed usage. 5. Favor proposals that reduce transit travel times below 55 minutes while keeping driving times reasonable,"[4, 1, 7, 13, 10]",4,1,7,13,10
Logan Square,"Logan Square has a median household income of around $71,000, higher than Chicago's average. However, there's income diversity with about 15% of residents below poverty level. The area has seen gentrification leading to increased housing costs affecting disposable income.","Residents have moderate to high discretionary spending capacity, with active commercial corridors along Milwaukee Avenue and Logan Square proper. The area has numerous restaurants, shops, and entertainment venues indicating significant local consumer spending.","Well-served by public transit with Blue Line L station, multiple bus routes, and Milwaukee Avenue bike lanes. 35% of residents use public transit for commuting, 45% drive, and significant bicycle usage. The area is relatively walkable with good access to amenities.","1. Prioritize balanced policies that maintain transit affordability while improving service quality given the mixed-income population. 2. Consider moderate driving fees to reduce congestion while not overly burdening drivers. 3. Support lower transit fares to benefit transit-dependent residents and encourage mode shift. 4. Moderate tax rates to maintain service quality without excessive burden. 5. Selected policies that reduce transit travel times to benefit large transit-using population. Ranked proposals balancing these factors, with preference for lower fares and moderate fees that improve transit times.","[11, 20, 13, 4, 1]",11,20,13,4,1
Humboldt Park,"Humboldt Park has a median household income of approximately $37,000, significantly below Chicago's median. About 28% of residents live below poverty level, indicating limited disposable income for many households","Given the low median income, residents have limited discretionary spending capacity. Many households spend a large portion of income on basic necessities, making them sensitive to additional transportation costs and sales taxes","About 35% of households don't own vehicles and rely heavily on public transit. The area has moderate transit access with several bus routes and proximity to Blue Line, but many residents face long commute times. Walking and biking are common modes of transportation","1. Prioritize low transit fares ($0.75) due to high transit dependency and low incomes. 2. Prefer lower sales tax (0.5-1.0%) to minimize impact on essential purchases. 3. Support moderate driving fees ($0.50) to improve transit service without excessive burden. 4. Balance between transit time improvements and cost increases. 5. Consider proposals that reduce both transit and driving times to benefit all residents. Selected proposals 1, 10, 11, 2, and 4 as they best balance these factors","[1, 10, 11, 2, 4]",1,10,11,2,4
West Town,"West Town has a relatively high median household income around $95,000, with many young professionals and families. Residents have moderate to high disposable income and can generally afford transportation costs","Area has high discretionary spending capacity, with numerous restaurants, shops, and entertainment venues. Residents frequently make discretionary trips for dining, shopping, and recreation","Well-served by CTA Blue Line, multiple bus routes, bike lanes, and major arterial roads. Mixed-use development with good walkability. Many residents use multiple transportation modes regularly","1. Prioritize balanced policies that improve both transit and driving times without excessive costs, given mixed-mode usage. 2. Higher income means moderate fees/taxes are acceptable if they improve service. 3. Focus on reducing transit travel times to encourage mode shift. 4. Consider policies that reduce congestion given dense urban environment. 5. Selected proposals balance service improvements with moderate cost increases, matching community's ability to pay and multi-modal needs","[14, 23, 5, 13, 22]",14,23,5,13,22
Austin,"Austin has a median household income of approximately $33,000, significantly below Chicago's average. About 30% of residents live below poverty level, indicating limited disposable income for most residents","Given the low median income, residents have very limited discretionary spending capacity. Many households struggle with basic necessities, making them highly sensitive to any additional taxes or fees","Austin has good access to public transit with Green Line L and multiple bus routes. However, 65% of households own cars due to need for job access across wider metro area. Many residents are transit-dependent","1. Given low incomes, prioritize lowest combined cost burden (fares+tax+fees). 2. Need balance of transit and driving options since many residents use both. 3. Favor proposals with low transit fares to help transit-dependent residents. 4. Consider moderate driving fees to improve transit service without excessive burden. 5. Avoid highest tax rates due to impact on limited discretionary spending. Selected proposals balance these factors while maintaining reasonable travel times for both modes","[0, 9, 3, 1, 10]",0,9,3,1,10
West Garfield Park,"West Garfield Park is one of Chicago's lowest-income communities with median household income around $24,000. About 43% of residents live below poverty level, making disposable income very limited","Given the low income levels, residents have minimal discretionary spending capacity. Most income goes to essential needs like housing, food, and utilities. Higher taxes or transportation costs would significantly impact household budgets",The area has moderate transit access via Green Line and bus routes but faces mobility challenges. About 40% of households don't own vehicles and rely on public transit. Average commute times are higher than city average. Many residents are transit-dependent,"1. Given very limited disposable income, prioritize lowest combined costs (fare + tax) 
2. Need good transit service since many residents are transit-dependent 
3. Lower transit fares more important than driving fees since car ownership is low 
4. Moderate tax rate to balance service quality and household burden 
5. Selected proposals that reduce transit travel time while keeping costs affordable","[11, 10, 9, 2, 1]",11,10,9,2,1
East Garfield Park,"East Garfield Park is a low-income community with median household income around $24,000, significantly below Chicago's average. About 42% of residents live below poverty level, indicating very limited disposable income","Given the low income levels, residents have minimal discretionary spending capacity. Many households rely on public assistance and must prioritize essential needs like housing and food over other expenses",The area has good transit access with Green Line L service and several bus routes. Car ownership is low at about 50% of households. Many residents are transit-dependent for accessing jobs and services,"1. Given low incomes, prioritize lowest transit fares ($0.75) to maintain affordability
2. Lower sales tax (0.5-1.0%) to minimize impact on limited discretionary spending
3. Support moderate driving fees ($0.50-$1.00) to improve transit service without overly burdening drivers
4. Balance between improved transit times and keeping costs low for transit-dependent residents
5. Selected proposals that reduce transit travel times from current 58.8 minutes while maintaining affordability","[2, 11, 1, 10, 20]",2,11,1,10,20
Near West Side,"Near West Side has mixed income levels with median household income around $71,000, higher than city average. Large student population from UIC and medical district workers. About 25% of households earn over $100,000 while 27% earn under $25,000","Significant discretionary spending capacity for many residents but also substantial low-income population. High concentration of restaurants, entertainment venues, and retail. Active commercial corridors along Madison, Halsted, and Roosevelt","Excellent transit access with Blue/Pink/Green Lines, multiple bus routes, and proximity to Loop. High walkability score. Good road network with easy access to expressways. Mixed car ownership rates - lower among students but higher among professionals","1. Prioritize balanced policies that maintain transit affordability while improving service given mixed income demographics. 2. Consider policies with moderate driving fees to manage congestion given dense urban environment. 3. Favor moderate tax rates to support transit while not overly burdening lower-income residents. 4. Value reduced transit travel times given high transit usage. 5. Selected policies 20, 11, 14, 23, 2 as they offer best balance of improved transit times, reasonable fares/fees, and manageable tax impacts for diverse population","[20, 11, 14, 23, 2]",20,11,14,23,2
North Lawndale,"North Lawndale has one of the lowest median household incomes in Chicago at around $25,000, with 43% of residents living below poverty level. This indicates very limited disposable income for most residents","Given the low income levels, residents have minimal discretionary spending capacity. Most income goes to essential needs, making them highly sensitive to any additional transportation costs or taxes","The area has moderate transit access with Pink Line stations and bus routes, but 40% of households don't own vehicles. Many residents are transit-dependent and face long commute times to jobs and services","1. Given high poverty rates, prioritize lowest transit fares ($0.75) to maintain accessibility
2. Keep sales tax low (0.5-1.0%) due to limited discretionary income
3. Support moderate driving fees ($0.50-$1.00) to improve transit service without overly burdening drivers
4. Balance between improved transit times and affordability
5. Selected proposals that reduce transit travel times while keeping costs manageable for low-income residents","[2, 1, 11, 10, 20]",2,1,11,10,20
South Lawndale,"South Lawndale has a relatively low median household income around $36,000, with about 28% of residents living below poverty level. This indicates limited disposable income and high sensitivity to transportation costs.","Given the low income levels, residents have limited discretionary spending capacity. The community has high price sensitivity for both sales tax and transit fares. Many households spend a significant portion of income on basic necessities.",The area has good access to CTA Pink Line and multiple bus routes. About 35% of households don't own vehicles and rely heavily on public transit. The community has a high proportion of workers using public transportation for commuting.,"1. Given low incomes, prioritize proposals with lower fares and taxes to preserve disposable income. 2. High transit dependency means better transit service is important but must remain affordable. 3. Lower driving fees preferred since many residents are working-class and need cars for work. 4. Selected proposals balance improved transit service while minimizing cost burden. 5. Ranked proposals that reduce transit travel time while keeping fares affordable for transit-dependent residents.","[0, 9, 3, 1, 10]",0,9,3,1,10
Lower West Side,"Lower West Side has a median household income of approximately $43,000, which is below Chicago's median. Many residents work in service and manufacturing jobs, with about 22% of the population living below poverty level. This suggests limited disposable income for many households.","Given the lower income levels, discretionary spending is limited. Many households need to carefully budget for essential expenses. Higher sales taxes or transportation costs would significantly impact household budgets.","The area has good access to public transit with Pink Line stations and several bus routes. About 30% of households don't own cars. The community is relatively close to downtown, making transit a viable option for many trips. Walking and biking are also common modes of transportation.","1. Given limited disposable income, prioritize lower fares and taxes to protect household budgets. 2. Strong transit access means many residents rely on public transportation, so maintaining service quality is important. 3. Lower driving fees are preferred since many residents who drive are working-class and need cars for work. 4. Policy 9 ranks first as it combines low fare with moderate tax and no driving fee. 5. Policy 0 ranks second with lowest tax burden. 6. Policy 3 ranks third as it maintains moderate fare with low tax. 7. Policy 10 ranks fourth as it improves transit times with moderate costs. 8. Policy 1 ranks fifth balancing low fare with improved transit service.","[9, 0, 3, 10, 1]",9,0,3,10,1
Loop,"The Loop has one of the highest median household incomes in Chicago, with many residents working in professional and financial services. The average household income is well above $100,000, indicating high disposable income and ability to absorb transportation costs","Residents have significant discretionary spending power, with high levels of retail, dining, and entertainment expenditure. The impact of sales tax increases would be noticeable but manageable given the income levels","The Loop has excellent transit accessibility with multiple L lines, Metra stations, and bus routes. It also has high walkability scores. While many residents own cars, transit is a viable and widely-used option. Traffic congestion is a major concern during peak hours","1. Given high incomes, can prioritize time savings over cost savings. 2. Heavy transit infrastructure suggests policies supporting transit use would be beneficial. 3. Congestion is a major issue, so policies that reduce car usage through fees are acceptable. 4. Higher sales tax is tolerable given income levels if it improves service. 5. Prefer balanced approaches that improve both transit and driving times. Selected policies that maximize time savings while keeping costs at moderate levels, with preference for proposals that reduce congestion through driving fees","[23, 26, 14, 20, 11]",23,26,14,20,11
Near South Side,"Near South Side has relatively high median household income around $83,000. Many residents are professionals and higher-income workers with significant disposable income. The area has seen substantial development of luxury condos and apartments.","Residents have high discretionary spending capacity and frequently use both transit and cars. The area has many retail establishments, restaurants, and entertainment venues. Higher sales taxes would impact discretionary spending but most households can absorb the cost.","The area has excellent transit access with multiple L lines (Red, Green, Orange), bus routes, and Metra stations. It's also very walkable and bikeable. Many residents commute to the Loop. While car ownership is high, many households are not car-dependent due to good transit options.",1. Prioritize proposals that balance transit improvements with moderate costs given the area's affluence and multi-modal nature. 2. Higher driver fees acceptable as many residents have options and can afford them. 3. Moderate sales tax increase (1%) preferred over highest rate since retail/entertainment is important to area. 4. Lower transit fares less critical given income levels. 5. Focus on reducing transit travel times to maintain competitiveness with driving.,"[14, 23, 13, 11, 16]",14,23,13,11,16
Armour Square,"Armour Square has a median household income of approximately $35,000, significantly below Chicago's average. The community has a high percentage of low-income residents and seniors on fixed incomes, making them particularly sensitive to cost increases","Limited discretionary spending capacity due to lower income levels. Many residents spend a large portion of their income on basic necessities. The community has a high concentration of Asian Americans, particularly Chinese Americans, who frequently travel to local businesses in Chinatown",The area is served by the CTA Red Line (Sox-35th station) and several bus routes. High transit dependency with about 40% of households not owning a car. Close proximity to Chinatown and other commercial areas makes transit accessibility crucial,1. Prioritize low transit fares due to high transit dependency and lower incomes. 2. Prefer lower sales tax rates as residents have limited discretionary income. 3. Support moderate driving fees to improve transit service without overly burdening car-owning residents. 4. Balance between transit service improvements and cost burden on residents. 5. Consider policies that reduce transit travel times to support access to jobs and services,"[0, 9, 1, 10, 3]",0,9,1,10,3
