community_area,disposable_income,discretionary_consumption,accessibility,decision_rationale,vote,rank1,rank2,rank3,rank4,rank5
Jefferson Park,"Jefferson Park has a relatively high median household income of $90,740, with 44.1% of households earning over $100,000. This suggests residents have moderate to high disposable income and can absorb some transportation cost increases.","With higher incomes and an average household size of 2.5, residents likely have significant discretionary spending. However, about 27% earn under $50,000, so cost sensitivity varies across the community.","The area has good car access (90.1% households have 1+ vehicles) and transit options (13.4% use transit). 61.7% drive alone to work, while 13.4% use transit, indicating strong preference for driving but meaningful transit usage.",1. Prioritized balanced proposals that maintain reasonable transit fares while introducing moderate driving fees to improve service without excessive burden on drivers. 2. Considered the high car ownership and driving preference while acknowledging significant transit usage. 3. Selected proposals with moderate tax rates given the area's income levels. 4. Favored options that reduce transit travel times to benefit existing transit users. 5. Chose proposals that offer meaningful travel time improvements without extreme cost increases.,"[13, 4, 14, 22, 5]",13,4,14,22,5
Forest Glen,"Forest Glen is an affluent community with median household income of $139,046 and 63% of households earning over $100,000. This suggests residents have significant disposable income and can absorb moderate increases in transportation costs","With high per capita income ($70,693), residents likely have substantial discretionary spending. A sales tax increase would impact this but may be tolerable given the income levels","Car-centric community with 95% of households owning cars and 68.1% using cars for commuting. Only 10.5% use transit, suggesting good road access but limited transit dependency. 17.2% work from home","1. Given high car ownership and usage, prioritize proposals that improve driving times while maintaining reasonable costs. 2. With high incomes, moderate fee increases are acceptable if they improve service. 3. Lower priority on transit improvements given low usage, but maintain reasonable fares for the 10.5% transit users. 4. Balance tax burden against service improvements, considering high discretionary spending. 5. Favor proposals with moderate rather than maximum tax/fee increases given the community's car-dependent nature","[14, 5, 13, 4, 11]",14,5,13,4,11
North Park,"North Park has a mixed income profile with median income of $74,649. About 34.3% of households earn less than $50,000, while 38.7% earn over $100,000. This suggests a need to balance policies that don't overly burden lower-income residents while maintaining service quality.","With per capita income of $37,156, residents have moderate discretionary spending power. Higher sales taxes would impact all residents, particularly the 34.3% lower-income households who have less flexible budgets for essential purchases.","85.4% of households have at least one vehicle, with driving alone (55.6%) being the dominant commute mode. Transit usage is moderate at 17.5%, suggesting policies should balance both modes. Mean commute time is 34 minutes, indicating room for improvement in both transit and driving times.","1. Prioritized proposals with moderate tax rates to not overly burden lower-income residents. 2. Selected options that reduce transit times while keeping fares affordable, given the significant transit-dependent population. 3. Included moderate driving fees to help fund transit improvements and reduce congestion. 4. Balanced travel time improvements for both modes since the community uses both significantly. 5. Considered the impact on the 14.6% of households without vehicles who rely entirely on transit.","[13, 4, 10, 22, 19]",13,4,10,22,19
Albany Park,"Mixed-income community with 31.3% earning under $50k, 29.3% middle income ($50k-$100k), and 39.3% earning over $100k. This suggests varying levels of sensitivity to transit costs and taxes","Given the income distribution, about one-third of residents may be price-sensitive to both transit fares and sales tax increases. Higher-income households (39.3%) have more flexibility to absorb increased costs","Good mix of transportation options with 23.7% using transit and 45.5% driving alone. 19.1% have no vehicle, indicating strong transit dependency. Location has decent transit access but still significant car usage",1. Prioritize balanced policies that don't overly burden lower-income residents (31.3% under $50k) 2. Consider high transit usage (23.7%) and no-vehicle households (19.1%) when evaluating fare impacts 3. Moderate driving fees acceptable as 80.9% have cars 4. Selected policies that reduce transit times without excessive cost increases 5. Balanced approach between transit improvement and cost burden on mixed-income population,"[11, 13, 4, 10, 19]",11,13,4,10,19
Portage Park,"Portage Park has a median household income of $85,473, with about 30.8% of households earning less than $50,000. The community has moderate disposable income, suggesting sensitivity to both transit fares and driving costs.","With a mix of income levels and an average household size of 2.8, discretionary spending capacity varies. Higher sales taxes would impact all residents, particularly affecting the 30.8% lower-income households more significantly.","89.9% of households own at least one vehicle, with 62.9% driving alone to work. Only 14% use transit, suggesting strong car dependency. Mean commute time is 37.1 minutes, indicating significant travel needs.","1. Prioritize proposals balancing moderate tax rates with reasonable transit fares, given mixed income levels. 2. Consider high car ownership rates suggest sensitivity to driving fees. 3. Focus on proposals that reduce transit times without excessive costs, as 14% use transit. 4. Select options that don't overly burden the significant middle-class population. 5. Consider proposals that maintain driving accessibility while gradually encouraging transit use.","[13, 4, 10, 22, 19]",13,4,10,22,19
Irving Park,"Irving Park has a median household income of $86,849, with 43.1% of households earning over $100,000. However, 28.6% earn less than $50,000, indicating a mix of income levels that need consideration for transportation costs","With a per capita income of $48,320, residents have moderate discretionary spending power. Higher sales taxes would impact consumption, especially for the 28.6% lower-income households","86.1% of households own at least one car, with driving alone (49.6%) being the primary commute mode. Transit usage is significant at 18.5%, suggesting good transit access. 13.9% of households have no vehicle and rely on alternative transportation",1. Prioritized balanced policies that maintain transit affordability while improving service. 2. Considered the significant car ownership and driving population when evaluating driving fees. 3. Selected policies that minimize impact on lower-income residents while maintaining service quality. 4. Favored proposals with moderate tax increases to support transit without overly burdening discretionary spending. 5. Weighted travel time improvements against cost increases for both transit and driving users,"[13, 4, 10, 21, 3]",13,4,10,21,3
Dunning,"Dunning has relatively high disposable income with 41.1% of households earning over $100,000. However, 29.3% earn under $50,000, indicating income diversity that needs consideration","With 93.7% of households owning at least one vehicle and high car dependency (72.1% drive alone), residents likely have significant transportation expenses. Higher-income households have more flexibility to absorb increased costs","The area shows heavy car reliance with low transit usage (7.3%) and walk/bike (1.2%). This suggests limited transit accessibility currently, though most households can afford car ownership","1. Prioritize proposals with moderate tax increases to improve transit while keeping driving viable, given high car dependency. 2. Avoid highest driving fees since majority are car-dependent. 3. Support moderate transit fares to improve service without overburdening lower-income residents. 4. Balance travel time improvements with cost impacts. 5. Selected proposals 13, 14, 4, 22, and 5 as they offer good travel time improvements for both modes while maintaining moderate cost increases","[13, 14, 4, 22, 5]",13,14,4,22,5
Montclare,"Montclare has a median income of $69,038, with about 38.3% of households making less than $50,000 annually. This suggests moderate disposable income levels, making residents somewhat sensitive to cost increases.","Given the income distribution and average household size of 2.9, many families likely have limited discretionary spending capacity. Higher taxes and fees would impact their consumption ability, especially for the 38.3% lower-income households.","The area heavily relies on cars with 87.3% of households having at least one vehicle and 74.9% driving alone to work. Only 4.4% use transit, suggesting limited transit accessibility or convenience. Current transit times are significantly higher than driving times.","1. Prioritized proposals with lower sales tax (0.5%) to protect discretionary spending. 2. Given high car dependency, favored moderate driving fees to improve transit without overly burdening drivers. 3. Selected proposals with moderate transit fares ($1.25) to balance transit service quality with affordability. 4. Considered travel time improvements for both modes given mixed transportation needs. 5. Aimed to maintain reasonable costs for both transit users and drivers given the community's income distribution.","[4, 1, 13, 3, 10]",4,1,13,3,10
Belmont Cragin,"Belmont Cragin is a working-class community with moderate income levels - 42.9% of households earn less than $50,000 annually, while 28.5% earn over $100,000. This suggests sensitivity to both transit fares and sales tax increases.","With a large average household size of 3.2 and significant portion of lower-middle income households, discretionary spending is likely limited. Higher sales taxes would notably impact household budgets.","84.3% of households have at least one vehicle, with driving alone (57.7%) and carpooling (13.3%) being primary commute modes. Transit usage is moderate at 15.3%, suggesting need for both efficient driving and transit options.","1. Prioritized policies that balance moderate transit fares with lower sales tax burden, given income distribution. 2. Considered moderate driving fees to improve transit service without overly burdening drivers, as most households depend on cars. 3. Sought options that reduce both transit and driving times, given mixed modal split. 4. Favored proposals that don't overly burden lower-income households with high sales tax. 5. Selected options that improve transit service while maintaining reasonable costs for both transit users and drivers.","[13, 4, 10, 1, 21]",13,4,10,1,21
Hermosa,"Hermosa has a median household income of $66,073, with about 38% of households earning less than $50,000 annually. This suggests moderate disposable income levels, making residents sensitive to both transit fares and sales tax increases.","With a per capita income of $27,053 and average household size of 3.1, discretionary spending is likely limited. Many households need to carefully balance transportation costs with other essential expenses.","87.5% of households own at least one vehicle, with 60.9% driving alone to work and 17.7% using transit. This indicates a car-dependent community but with significant transit usage, suggesting need for balanced policy.",1. Prioritized proposals with lower sales tax (0.5%) to protect discretionary spending. 2. Favored moderate driving fees ($0.50) to improve transit service without overly burdening drivers. 3. Selected proposals with lower transit fares ($0.75-$1.25) to support transit-dependent residents. 4. Balanced travel time improvements with cost impacts. 5. Considered high vehicle ownership rates while maintaining affordable transit options.,"[1, 4, 10, 13, 3]",1,4,10,13,3
Avondale,"Mixed-income community with 43.5% making $100k+ but also 32.6% under $50k. About 15.6% are low-income (<$25k), suggesting need to be mindful of transit costs","Given the income distribution, many residents have moderate to high discretionary spending power, but significant portion needs to watch transportation costs. Sales tax impact varies significantly across income groups","Good mix of transportation options - 19.8% no car, 48.2% one car. 21.5% use transit and 49.7% drive alone for commuting. Need balance between transit service quality and costs",1. Prioritize proposals balancing moderate taxes with improved transit times given mixed income levels. 2. Consider high transit usage (21.5%) and car-free households (19.8%). 3. Moderate driving fees acceptable as 72.9% have 1+ cars. 4. Lower fares important for lower-income residents. 5. Selected proposals that reduce transit times without excessive cost burden. Ranked based on best overall benefit-cost ratio for community's mixed needs,"[11, 20, 13, 4, 1]",11,20,13,4,1
Logan Square,"Logan Square has a relatively high median income of $97,759 and per capita income of $62,532, with 48.9% of households earning over $100,000. However, there's income diversity with 24.5% earning under $50,000","Given the income distribution, most residents have moderate to high discretionary spending capacity. Higher-income households can better absorb increased transportation costs, while lower-income households (24.5%) would be more sensitive to fare and tax increases","The area has good transit access with 26.5% using public transit and 21.2% car-free households. However, 42% drive (alone or carpool), and 53.5% own one vehicle, suggesting a need to balance both transit and driving improvements",1. Prioritized balanced proposals that improve both transit and driving times without excessive cost burden on lower-income residents. 2. Considered the high transit usage (26.5%) and car-free population (21.2%) needing affordable transit. 3. Accounted for significant driving population (42%) that would benefit from reduced congestion. 4. Selected proposals with moderate tax increases that wouldn't overly burden the 24.5% lower-income households. 5. Favored proposals that reduce transit times while keeping fares reasonable,"[13, 14, 22, 4, 10]",13,14,22,4,10
Humboldt Park,"Median household income is $51,105 and per capita income is $25,358, with 49% of households earning less than $50k annually. This indicates limited disposable income for many residents, making them sensitive to transportation costs.","With high percentage of low-income households, discretionary spending is likely limited. Higher sales taxes would significantly impact household budgets, especially considering 25% of households earn less than $25k annually.","20.1% use transit for work commutes, 25% have no vehicles, and 40.8% have one vehicle. Mean commute time is 35.7 minutes. The community needs balanced access to both transit and driving options, with particular attention to transit affordability.",1. Prioritize lower transit fares due to high transit dependency and low incomes. 2. Moderate driving fees to improve transit service without overly burdening drivers. 3. Keep sales tax moderate to protect discretionary spending. 4. Balance travel time improvements with cost impacts. 5. Consider high percentage of one-car households who may need both transit and driving options.,"[10, 11, 9, 1, 2]",10,11,9,1,2
West Town,"West Town is a relatively affluent area with median income of $128,717 and 59.2% of households earning over $100,000. This suggests residents have significant disposable income and can absorb moderate increases in transportation costs","With high per capita income ($82,088), residents likely have substantial discretionary spending. A sales tax increase would affect this but wouldn't be severely burdensome given the income levels","The area has diverse transportation usage: 35.1% drive alone, 23.2% use transit, and 8.8% walk/bike. 75.2% of households have at least one vehicle, while 20.2% have no vehicle. Good mix of transit and driving accessibility needed",1. Prioritized balanced policies that improve both transit and driving times without excessive costs given the mixed-mode usage. 2. Community can handle moderate fare/fee increases given high incomes. 3. Moderate tax rates preferred as residents have high discretionary spending. 4. Policies that significantly improve transit times valued due to 23.2% transit usage. 5. Selected options that reduce driving times given 35.1% drive-alone rate,"[14, 23, 5, 13, 22]",14,23,5,13,22
Austin,"Austin has relatively low income levels with a median household income of $40,086 and 57.6% of households earning less than $50,000. This suggests high sensitivity to costs from fares, fees, and taxes.","With high poverty rates and low per capita income ($23,403), residents have limited discretionary spending capacity. Additional transportation costs would significantly impact household budgets.","30.6% of households have no vehicle, and 23.7% use transit for work commutes. Mean commute time is 37.1 minutes, indicating heavy reliance on and need for efficient public transit.",1. Prioritized proposals with lower transit fares ($0.75) given low income levels and high transit dependency. 2. Favored lower sales tax rates (0.5-1.0%) to minimize impact on limited discretionary spending. 3. Considered moderate driving fees ($0.50) to improve transit service without overly burdening car-dependent households. 4. Balanced travel time improvements with cost burden. 5. Selected proposals that reduce transit travel times to benefit the significant transit-dependent population.,"[1, 10, 4, 19, 13]",1,10,4,19,13
West Garfield Park,"The community has relatively low income levels with 42.2% households earning less than $25,000 and median income of $36,360. This suggests high sensitivity to any additional transportation costs or taxes.","With low per capita income ($18,503) and high percentage of low-income households, discretionary spending is likely very limited. Additional transportation costs would significantly impact other essential spending.","38.7% of households have no vehicle available, and 27.9% rely on transit for commuting. The mean commute time is 36.1 minutes, suggesting significant dependence on public transportation despite longer travel times.","1. Given low income levels, prioritize proposals with lower transit fares and taxes. 2. High transit dependency means better transit service is important. 3. Lower driving fees are preferred since 54% drive alone and many households have limited income. 4. Selected proposals balance improved transit service while minimizing cost burden. 5. Ranked based on combination of lowest costs and best transit times for the community.","[9, 0, 3, 18, 21]",9,0,3,18,21
East Garfield Park,"Very limited disposable income with median household income of $31,762, and 43.7% of households earning less than $25,000. This suggests high sensitivity to any cost increases from taxes, fares, or fees.","Given the low income levels, discretionary consumption is likely minimal. Any additional transportation costs would significantly impact household budgets and reduce already limited discretionary spending.","40% of households have no vehicle, and 25% use transit for commuting. Mean commute time is 35.1 minutes. High dependence on both public transit and driving (51% drive alone), suggesting need for balanced but affordable transportation options.","1. Given low income levels, prioritize proposals with lowest combined cost burden (low tax, fare, and fees). 2. High transit usage requires maintaining service quality while keeping fares affordable. 3. Consider significant car-dependent population but avoid high driving fees due to income constraints. 4. Selected proposals 0, 9, 3, 18, 21 as they balance: a) Lower tax rates (0.5-1.5%) to minimize impact on limited discretionary spending b) Lower transit fares ($0.75-$1.25) to maintain affordability for transit-dependent residents c) No driving fees to avoid additional burden on car-dependent households d) Reasonable transit times (55-68 minutes) given current conditions.","[0, 9, 3, 18, 21]",0,9,3,18,21
Near West Side,"The Near West Side has relatively high income levels with median household income of $106,955 and 52.9% of households making over $100,000. However, there's income diversity with 17.9% making under $25,000","With high per capita income ($72,602), many residents have significant discretionary spending power. Higher sales taxes would impact discretionary spending but may be more tolerable than in lower-income areas","The area has diverse transportation usage: 34.3% have no vehicles, 18.1% use transit, 24.1% walk/bike, and 33.9% drive. Good transit access is important given the car-free population, while driving remains significant","1. Prioritized balanced policies that improve both transit and driving times without excessive costs, given mixed transit/driving usage. 2. Considered higher sales tax tolerance due to higher incomes. 3. Favored moderate transit fares given income diversity and significant transit usage. 4. Selected policies that reduce congestion through modest driving fees, benefiting all modes. 5. Weighted travel time improvements against cost increases for both transit and driving","[14, 23, 13, 22, 4]",14,23,13,22,4
North Lawndale,"North Lawndale is a low-income community with 63% of households making less than $50,000 annually and a median income of $33,334. This suggests very limited disposable income and high sensitivity to any additional transportation costs.","With such low income levels, discretionary spending is likely minimal. Higher sales taxes would significantly impact household budgets, as a larger portion of income goes to necessities. The 42.3% earning less than $25,000 are particularly vulnerable to any cost increases.","36.5% of households have no vehicle, and 23.7% rely on transit for commuting. While 57.3% drive alone, the high no-vehicle rate suggests transit accessibility is crucial. The community needs affordable transit options while maintaining reasonable driving costs for working households.","1. Prioritize lowest transit fares ($0.75) to help transit-dependent residents
2. Keep sales tax moderate (1%) to balance transit funding and household burden
3. Implement moderate driving fees ($0.50) to improve transit service without excessive burden on drivers
4. Avoid highest tax/fee combinations that would strain low-income households
5. Select options that reduce transit travel times to improve accessibility","[10, 11, 9, 1, 2]",10,11,9,1,2
South Lawndale,"South Lawndale has relatively low income levels with median household income of $42,010 and per capita income of $18,001. About 58% of households earn less than $50,000 annually, indicating limited disposable income for most residents","Given the low income levels and large average household size (3.0), discretionary spending capacity is likely very limited. Higher sales taxes would significantly impact household budgets and consumption abilities","About 21% of households have no vehicle, making them transit-dependent. 15.3% use transit for commuting while 70% drive alone or carpool. The community needs both affordable transit options and reasonable driving costs",1. Prioritize proposals with lower sales tax (0.5%) to minimize impact on limited discretionary income. 2. Favor lower transit fares ($0.75) to help transit-dependent population. 3. Consider moderate driving fees ($0.50) to improve transit service without overly burdening drivers. 4. Balance between transit improvement and cost burden given the mixed-mode transportation needs. 5. Avoid highest-cost combinations given community's economic constraints,"[1, 0, 4, 10, 3]",1,0,4,10,3
Lower West Side,"Median household income is $69,810, with about 37.7% households earning less than $50,000. This suggests a significant portion of residents have limited disposable income and would be sensitive to increased transportation costs.","Given the income distribution and average household size of 2.4, many families likely have modest discretionary spending capacity. Higher sales taxes would impact their purchasing power for essential goods and services.","The area has mixed transportation usage with 43.8% driving alone, 24.5% using transit, and 23.8% households without vehicles. Good transit access is crucial for many residents. Most households (49.1%) have one vehicle, suggesting they mix travel modes.",1. Prioritized proposals with lower sales tax (0.5-1.0%) to protect discretionary spending. 2. Favored moderate transit fares ($0.75-$1.25) to keep transit affordable for the significant transit-dependent population. 3. Supported moderate driving fees ($0.50) to improve transit service without overly burdening drivers. 4. Balanced travel time improvements for both transit and car users given the mixed-mode usage. 5. Considered the large proportion of lower-income households who would be sensitive to cost increases.,"[1, 4, 10, 13, 3]",1,4,10,13,3
Loop,"The Loop is a relatively wealthy area with 61.3% of households earning over $100,000 annually. However, there is income diversity with about 20% earning under $50,000. This suggests most residents can absorb higher transportation costs, but policies should not overly burden lower-income residents.","Given the high income levels, residents likely have significant discretionary spending. The 1-1.5% sales tax impact would be notable given high consumption levels, but manageable for most. The area has high retail density, so residents likely spend considerably on taxable goods.","The Loop has excellent transit access and walkability, with only 22.7% driving. 50.5% of households don't own cars, and 47.9% use transit or walk/bike. The area is a transit hub with multiple L lines and bus routes, making transit improvements particularly impactful.","1. Given high transit usage and low car ownership, prioritize policies that improve transit times while keeping fares moderate. 2. Higher driving fees are acceptable since most residents don't drive and it will reduce congestion. 3. Moderate sales tax increase is acceptable given income levels. 4. Focus on policies that significantly reduce transit travel times. 5. Balance between transit improvement and cost burden on lower-income residents.","[23, 20, 14, 11, 5]",23,20,14,11,5
Near South Side,"The Near South Side has relatively high income levels with 43.7% of households earning over $150,000 and a median household income of $124,558. This suggests residents have significant disposable income and can generally absorb higher transportation costs","With high per capita income ($94,087), residents likely have substantial discretionary spending. Higher sales taxes would impact this, but the community can likely handle moderate increases given the wealth levels","The area has diverse transportation usage: 41.9% drive alone, 22.7% use transit, and 22.7% work from home. Most households (60.6%) have 1 vehicle, while 22.4% have no vehicle. This suggests need for both efficient driving and transit options","1. Given high incomes, prioritize time savings over cost savings. 2. Balance needs of both drivers and transit users given mixed modal split. 3. Support policies that reduce congestion given urban location. 4. Can accept moderate tax increases given income levels. 5. Prefer policies that improve both driving and transit times. Selected proposals that combine moderate-to-high driver fees (to reduce congestion), reasonable transit fares (to maintain accessibility), and moderate taxes (to fund improvements)","[23, 14, 20, 5, 8]",23,14,20,5,8
Armour Square,"Armour Square has relatively low income levels with 50.8% of households earning less than $50,000 annually. This suggests high sensitivity to cost increases from taxes, fares, and fees","Given the high percentage of low-income households, discretionary spending is likely limited. Any increase in transportation costs or sales tax would significantly impact household budgets","The area has high transit dependency (33.9% no vehicle households) and significant transit usage (24.4%). While 41.1% drive alone, the large Asian population (71.7%) and lower-income characteristics suggest strong reliance on affordable public transportation",1. Prioritize low transit fares ($0.75) given high transit dependency and low incomes. 2. Moderate tax rate (1%) to maintain service quality without excessive burden. 3. Support some driving fees to improve transit service and reduce congestion. 4. Balance between travel time improvements and cost impacts. 5. Consider high percentage of both transit users and drivers in the community,"[10, 9, 11, 13, 12]",10,9,11,13,12
Douglas,"Douglas has a relatively low median income of $43,528, with 54.3% of households earning less than $50,000 annually. This suggests limited disposable income for many residents, making them sensitive to additional transportation costs.","With a high percentage of low-income households and 44.4% having no vehicle, residents likely have limited discretionary spending capacity. Additional taxes would significantly impact their consumption ability.","26.4% use transit and 44.4% have no vehicle, indicating high transit dependency. The mean commute time is 31.8 minutes, suggesting reasonable current transit access that could be improved.",1. Prioritize low transit fares due to high transit dependency and low incomes. 2. Prefer lower sales tax rates as many residents have limited disposable income. 3. Support moderate driving fees to improve transit service without overly burdening car owners. 4. Balance between transit improvement and cost burden on residents. 5. Consider proposals that reduce transit travel time while keeping costs affordable.,"[1, 10, 0, 9, 4]",1,10,0,9,4
