community_area,disposable_income,discretionary_consumption,accessibility,decision_rationale,vote,rank1,rank2,rank3,rank4,rank5
Jefferson Park,"Jefferson Park has a relatively high median household income of $90,740, with 44.1% of households earning over $100,000. This suggests residents have moderate to high disposable income and can absorb some transportation cost increases.","With higher incomes and average household size of 2.5, residents likely have significant discretionary spending. However, about 27% earn under $50,000 annually, so fare/fee impacts need consideration for lower-income residents.","The area has good transportation options with 90.2% of households having at least one vehicle and 13.4% using transit. 61.7% drive alone to work, suggesting strong car dependency despite transit access. The community would benefit from improved transit service while maintaining reasonable driving conditions.","1. Prioritized proposals that balance moderate tax increases with improved transit service times while keeping driving viable, given the high car usage. 2. Favored options with moderate transit fares ($1.25) to maintain accessibility while generating revenue for service improvements. 3. Supported modest driving fees ($0.50) to reduce congestion without overly burdening the majority who drive. 4. Considered the community's ability to absorb higher taxes given the income distribution. 5. Selected proposals that offer significant travel time improvements for both transit and car users.","[13, 22, 14, 4, 23]",13,22,14,4,23
Forest Glen,"Forest Glen is an affluent community with median household income of $139,046 and 63% of households earning over $100,000. This suggests residents have significant disposable income and can absorb moderate increases in transportation costs","With high per capita income ($70,693), residents likely have substantial discretionary spending. A sales tax increase would impact this spending, but the community can generally handle higher taxes better than lower-income areas","Car-centric community with 95% of households owning cars and 68.1% using cars for commuting. Only 10.5% use transit, suggesting good road access but limited transit dependence. 17.2% work from home","1. Given high car ownership and usage, prioritize proposals that improve driving times while maintaining reasonable costs. 2. Community can afford moderate fee increases if they improve service. 3. Lower priority on transit improvements given low usage, but maintain reasonable fares for the 10.5% transit users. 4. Balance tax burden against service improvements given high discretionary spending. 5. Focus on proposals with moderate tax increases that provide good time savings for drivers","[14, 5, 23, 13, 4]",14,5,23,13,4
North Park,"North Park has a median income of $74,649, with 23.2% earning over $150,000 but also 34.3% earning under $50,000. This suggests a mixed-income community where transportation costs impact households differently","With a per capita income of $37,156, residents have moderate discretionary spending power. However, 14.6% of households have no vehicle, indicating transportation costs are a significant consideration","55.6% drive alone while 17.5% use transit, suggesting good access to both modes. Mean commute time is 34 minutes, indicating room for improvement in transportation efficiency","1. Prioritize balanced policies that improve transit service while keeping costs moderate given the mixed income levels. 2. Consider that 76.9% of households have 1-2 vehicles, so driving fees will affect many residents. 3. Focus on reducing commute times for both transit and car users. 4. Select policies that maintain affordability for lower-income residents while improving service. 5. Choose options that encourage transit use without severely penalizing necessary car usage","[13, 4, 22, 10, 19]",13,4,22,10,19
Albany Park,"Mixed-income community with 31.3% earning under $50k, 29.3% middle income ($50k-$100k), and 39.3% earning over $100k. This suggests varying levels of sensitivity to transportation costs and taxes","Given the income distribution, about one-third of residents may have limited discretionary spending power and would be sensitive to fare increases and sales tax. Higher-income households have more flexibility with transportation costs","Good mix of transportation options with 23.7% using transit and 45.5% driving alone. 19.1% have no vehicle, indicating strong transit dependency. Located along CTA Brown Line with bus connections",1. Prioritize balanced policies that don't overly burden lower-income residents while improving transit service. 2. Consider the significant transit-dependent population (19.1% no vehicle). 3. Look for moderate fare/fee combinations that improve transit times without excessive costs. 4. Account for 45.5% drive-alone commuters who need reasonable driving options. 5. Selected policies that maintain transit affordability while adding modest driving fees to fund improvements,"[10, 13, 4, 19, 22]",10,13,4,19,22
Portage Park,"Portage Park has a median household income of $85,473, with about 30.8% of households earning less than $50,000. The community has moderate disposable income, suggesting sensitivity to both transit fares and sales tax increases.","With per capita income of $38,488, residents have moderate discretionary spending power. Higher sales taxes would impact household budgets, especially for the 30.8% lower-income households. The community needs to balance transportation costs with other essential expenses.","89.9% of households own at least one vehicle, with 62.9% driving alone to work. Only 14% use transit, suggesting strong car dependency. Mean commute time is 37.1 minutes, indicating significant transportation needs.","1. Given high car ownership and driving rates, policies with moderate driving fees are acceptable if they improve transit. 2. With moderate incomes, prefer lower sales tax to preserve discretionary spending. 3. Moderate transit fares balanced against service improvements. 4. Focus on reducing overall commute times for both drivers and transit users. 5. Selected policies that offer best time savings while keeping costs reasonable for mixed-income population.","[13, 4, 10, 22, 16]",13,4,10,22,16
Irving Park,"Irving Park has a median household income of $86,849, with 43.1% of households earning over $100,000. However, 28.6% earn less than $50,000, indicating a mixed-income community that needs to balance transit affordability with service quality.","With a per capita income of $48,320, residents have moderate discretionary spending power. Higher sales taxes would impact consumption, particularly for the 28.6% lower-income households. The community needs to balance revenue generation with maintaining purchasing power.","86.1% of households own at least one vehicle, with driving alone (49.6%) being the primary commute mode. However, significant transit usage (18.5%) and work-from-home (18.6%) populations suggest need for balanced transportation options.",1. Prioritize moderate tax burden (1%) to maintain service quality while preserving discretionary spending. 2. Lower transit fares ($0.75-$1.25) to support transit-dependent population and encourage ridership. 3. Implement moderate driving fees ($0.50-$1.00) to reduce congestion and fund transit improvements. 4. Balance travel time improvements with cost impacts. 5. Consider mixed-income nature of community when evaluating fare/fee structures.,"[11, 13, 10, 14, 20]",11,13,10,14,20
Dunning,"Dunning has relatively high disposable income with 41.1% of households earning over $100,000. However, 29.3% earn under $50,000, indicating income diversity that needs consideration","With 93.7% of households owning at least one vehicle and high car dependency (72.1% drive alone), residents likely have significant transportation expenses. Higher-income households have more flexibility to absorb increased costs","The area shows heavy car reliance with low transit usage (7.3%) and walk/bike (1.2%). This suggests limited transit accessibility currently, though most households can afford car ownership",1. Prioritize policies that improve transit service while keeping driving viable given high car dependency. 2. Can accept moderate tax increases given income levels. 3. Support gradual driving fees to fund transit improvements. 4. Balance fare increases with service improvements. 5. Selected policies that reduce transit travel times while maintaining reasonable driving times. Ranked proposals that combine moderate taxes (1-1.5%) with balanced fare/fee structures to improve both modes,"[14, 23, 13, 22, 16]",14,23,13,22,16
Montclare,"Montclare has a median income of $69,038, with about 38.3% of households making less than $50,000 annually. This suggests moderate disposable income levels, making residents somewhat sensitive to additional transportation costs and taxes.","Given the income distribution and average household size of 2.9, many families likely have limited discretionary spending capacity. Higher sales taxes would impact their purchasing power for non-essential goods and services.","The community heavily relies on cars with 87.3% of households having at least one vehicle, and 74.9% of residents drive alone to work. Only 4.4% use transit, suggesting limited transit accessibility or convenience.","1. Given high car dependency, policies with lower driving fees are preferred. 2. Lower sales tax (0.5%) is prioritized due to moderate income levels. 3. Moderate transit fares ($1.25) balance service quality with affordability. 4. Policies that reduce car travel time without excessive costs are favored. 5. Some driving fees are acceptable if they significantly improve travel times.","[3, 0, 4, 1, 5]",3,0,4,1,5
Belmont Cragin,"Belmont Cragin is a working-class community with moderate income levels - 42.9% of households earn less than $50,000 annually, while 28.5% earn over $100,000. This suggests sensitivity to both transit fares and sales tax increases.","With a large average household size of 3.2 and significant portion of lower-middle income households, discretionary spending is likely limited. Higher sales taxes would notably impact household budgets.","84.3% of households have at least one vehicle, with driving alone (57.7%) and carpooling (13.3%) being primary commute modes. Transit usage is moderate at 15.3%, suggesting need for balanced policies that don't overly burden drivers while improving transit service.","1. Prioritized proposals with moderate tax rates and balanced fare/fee structures given income distribution. 2. Considered high car ownership but significant transit usage, suggesting need for improved transit without excessive driving penalties. 3. Selected proposals that reduce transit travel times without extreme cost increases. 4. Favored options that maintain reasonable driving costs given majority car-dependent population. 5. Balanced community's working-class nature with need for transit system improvements.","[13, 4, 10, 22, 19]",13,4,10,22,19
Hermosa,"Hermosa has a median household income of $66,073, with about 38% of households earning less than $50,000 annually. This suggests moderate disposable income levels, making residents sensitive to both transit fares and sales tax increases.","With a per capita income of $27,053 and average household size of 3.1, discretionary spending is likely limited. Many households need to carefully balance transportation costs with other essential expenses.","87.5% of households own at least one vehicle, with 60.9% driving alone to work and 17.7% using transit. This indicates strong car dependency but also significant transit usage, suggesting need for balanced policy.","1. Prioritized proposals with lower sales tax (0.5%) to protect discretionary income. 2. Favored moderate driving fees ($0.50) to improve transit without overly burdening drivers. 3. Selected proposals with $0.75-$1.25 transit fares to keep transit affordable for the 17.7% transit users. 4. Balanced travel time improvements with cost impacts, considering the large driving population. 5. Considered that 42.5% households have only one vehicle, making transit alternatives important.","[1, 4, 10, 13, 3]",1,4,10,13,3
Avondale,"Mixed-income community with 43.5% making $100k+ but also 32.6% under $50k. About 15.6% are low-income (<$25k), suggesting sensitivity to cost increases","Given the income distribution, many households have moderate to high discretionary spending capacity, but a significant portion may be cost-sensitive to both transit fares and sales tax increases","Mixed transportation needs - 19.8% no vehicle, 48.2% one vehicle. 49.7% drive alone, 21.5% use transit. Good balance of transit and driving infrastructure needed",1. Prioritize policies balancing transit improvement with moderate cost impact given mixed income levels. 2. Consider high transit usage (21.5%) and car-dependent population (49.7% drive alone). 3. Lower transit fares benefit the 19.8% no-vehicle households. 4. Moderate driving fees can help improve transit without excessive burden on drivers. 5. Selected policies that reduce transit travel time while keeping costs reasonable for both modes,"[11, 13, 4, 10, 19]",11,13,4,10,19
Logan Square,"Logan Square has a relatively high median income of $97,759 and per capita income of $62,532, with 48.9% of households earning over $100,000. However, there's income diversity with 24.5% earning under $50,000","Given the income distribution, most residents have moderate to high discretionary spending capacity. Higher-income households can better absorb increased transportation costs, while lower-income households (24.5%) would be more sensitive to fare and tax increases","The area has good transit access with 26.5% using public transit and 21.2% car-free households. However, 42% drive (alone or carpool), and 53.5% own one vehicle, suggesting a need to balance both transit and driving improvements",1. Prioritized balanced proposals that improve both transit and driving times without excessive cost burden on lower-income residents. 2. Considered the high transit usage (26.5%) and car-free population (21.2%) needing affordable transit. 3. Acknowledged the significant driving population (42%) requiring reasonable driving costs. 4. Selected proposals with moderate tax rates to maintain service quality while preserving discretionary spending. 5. Favored proposals that reduce transit travel times to benefit the substantial transit-dependent population,"[13, 14, 4, 22, 10]",13,14,4,22,10
Humboldt Park,"Median household income is $51,105 and per capita income is $25,358, with 49% of households earning less than $50k annually. This indicates limited disposable income for many residents, making them sensitive to transportation costs.","With high percentage of low-income households, discretionary spending is likely limited. Higher sales taxes would significantly impact household budgets, especially considering 25% of households earn less than $25k annually.","20.1% use transit for work commutes, 25% have no vehicles, and 40.8% have one vehicle. Mean commute time is 35.7 minutes. The community needs balanced access to both transit and driving options, with particular attention to transit affordability.","1. Prioritize lower transit fares due to high transit dependency and low income levels. 2. Moderate driving fees to improve transit service without overly burdening drivers. 3. Keep sales tax moderate to protect discretionary spending. 4. Balance between transit time improvements and cost burden. 5. Consider that 64.2% of households have 0-1 vehicles, indicating high transit reliance.","[11, 10, 9, 1, 2]",11,10,9,1,2
West Town,"West Town is a relatively affluent area with median income of $128,717 and 59.2% of households earning over $100,000. This suggests residents have significant disposable income and can absorb moderate increases in transportation costs","With high per capita income ($82,088), residents likely have substantial discretionary spending. A sales tax increase would affect this but wouldn't be severely burdensome given the income levels","The area has diverse transportation usage: 35.1% drive alone, 23.2% use transit, and 8.8% walk/bike. 75.2% of households have at least one vehicle, while 20.2% have no vehicle. Good mix of transit and driving accessibility needed",1. Prioritized balanced policies that improve both transit and driving times without excessive costs given the mixed-mode usage. 2. Community can handle moderate fare/fee increases given high incomes. 3. Moderate tax rates preferred as residents have high discretionary spending. 4. Policies that significantly reduce transit times valued due to 23.2% transit usage. 5. Selected options that maintain reasonable driving costs as 35.1% drive alone,"[14, 23, 13, 22, 16]",14,23,13,22,16
Austin,"Austin has relatively low income levels with a median household income of $40,086 and 57.6% of households earning less than $50,000. This suggests high sensitivity to costs from fares, fees, and taxes.","With high poverty rates and low per capita income ($23,403), residents have limited discretionary spending capacity. Additional transportation costs would significantly impact household budgets.","30.6% of households have no vehicle, and 23.7% use transit for work commutes. Mean commute time is 37.1 minutes, indicating heavy reliance on and need for efficient public transit.",1. Prioritized proposals with lower transit fares ($0.75) given low income levels and high transit dependency. 2. Favored lower sales tax rates (0.5-1.0%) to minimize impact on limited discretionary spending. 3. Considered moderate driving fees ($0.50) to improve transit service while not overly burdening the 56.9% who drive to work. 4. Balanced travel time improvements with cost burden on residents. 5. Selected proposals that reduce transit travel times to benefit the significant transit-dependent population.,"[1, 10, 4, 13, 19]",1,10,4,13,19
West Garfield Park,"The community has relatively low income levels with 42.2% households earning less than $25,000 and median income of $36,360. This suggests high sensitivity to any additional transportation costs or taxes.","With low per capita income ($18,503) and high percentage of low-income households, discretionary spending is likely very limited. Any increase in transportation costs or sales tax would significantly impact other essential spending.","38.7% of households have no vehicle available, and 27.9% rely on transit for commuting. The mean commute time is 36.1 minutes, suggesting significant dependence on public transportation despite longer travel times.","1. Given low income levels, prioritize proposals with lower transit fares and sales tax. 2. Consider high transit dependency, so favor policies that improve transit times. 3. With significant car ownership constraints, moderate driving fees are acceptable if they improve transit service. 4. Balance between transit improvement and cost burden on low-income residents. 5. Selected policies that minimize overall transportation costs while maximizing service improvements.","[9, 0, 3, 18, 21]",9,0,3,18,21
East Garfield Park,"The community has relatively low income levels with 65.4% of households earning less than $50,000 annually and a median income of $31,762. This suggests high sensitivity to any additional transportation costs or taxes.","With low per capita income ($20,343) and high poverty rates, residents have limited discretionary spending capacity. Any increase in transportation costs or sales tax would significantly impact their ability to purchase other necessities.","40% of households have no vehicle, and 25% rely on public transit for commuting. The mean commute time is 35.1 minutes, suggesting significant dependence on public transportation. Good transit service is crucial for this community.","1. Given low income levels, prioritize proposals with lower transit fares and sales tax rates. 2. High transit dependency means transit service quality is important. 3. With 40% car-free households, driving fees have less negative impact on residents while potentially improving transit. 4. Balance between keeping transit affordable and generating enough revenue for service improvements. 5. Selected proposals that reduce transit travel time while maintaining affordability.","[1, 10, 0, 9, 3]",1,10,0,9,3
Near West Side,"The Near West Side has relatively high income levels with median household income of $106,955 and 52.9% of households making over $100,000. However, there's income diversity with 17.9% making under $25,000","With high per capita income ($72,602), many residents have significant discretionary spending power. Higher sales taxes would impact discretionary spending but may be more tolerable than in lower-income areas","The area has diverse transportation usage: 34.3% have no vehicles, 18.1% use transit, 24.1% walk/bike, and 33.9% drive. Good transit access is important given the car-free population, while driving remains significant","1. Prioritized balanced policies that improve both transit and driving times without excessive costs, given mixed transit/driving usage. 2. Moderate tax rates preferred given income diversity despite overall wealth. 3. Higher driving fees acceptable to fund transit given significant non-car households. 4. Lower transit fares important for equity given no-vehicle households. 5. Considered time savings relative to cost increases for both modes","[20, 11, 14, 23, 13]",20,11,14,23,13
North Lawndale,"North Lawndale is a low-income community with 63% of households making less than $50,000 annually and a median income of $33,334. This suggests residents are particularly sensitive to cost increases from transportation policies.","With a high percentage of low-income households, discretionary spending is likely very limited. Higher sales taxes would significantly impact household budgets, as would increased transit fares or driving fees given the community's reliance on both modes.","36.5% of households have no vehicle, while 40.7% have one vehicle. 23.7% use transit and 57.3% drive alone for commuting. This split suggests policies need to balance both transit and driving accessibility.","1. Given low incomes, prioritized lower tax rates (0.5-1.0%) to minimize impact on purchasing power. 2. Favored moderate transit fares ($0.75-$1.25) to keep transit affordable for the large car-less population. 3. Supported moderate driving fees ($0.50) to improve transit service without overly burdening drivers. 4. Sought balance between transit and driving times given mixed mode usage. 5. Prioritized proposals that reduce total travel times while keeping costs manageable for low-income residents.","[1, 10, 4, 13, 3]",1,10,4,13,3
South Lawndale,"South Lawndale has relatively low income levels with median household income of $42,010 and per capita income of $18,001. About 58% of households earn less than $50,000 annually, indicating limited disposable income for most residents","Given the low income levels, residents likely have minimal discretionary spending capacity. Higher sales taxes would significantly impact household budgets. The community needs to prioritize keeping transportation costs low to preserve limited discretionary income","About 21% of households have no vehicle, making them transit-dependent. 15.3% use transit for commuting while 70% drive alone or carpool. The community needs balanced access to both transit and driving options, but with consideration for cost sensitivity","1. Policy 0 ranked first as it has lowest tax and transit fare with no driving fee, protecting limited incomes. 2. Policy 9 second as it maintains low transit fare while moderate tax supports better service. 3. Policy 3 third as it keeps low tax with moderate fare. 4. Policy 1 fourth as driving fee helps transit while keeping fares low. 5. Policy 10 fifth as balanced approach with moderate tax and fee improvements","[0, 9, 3, 1, 10]",0,9,3,1,10
Lower West Side,"Median household income is $69,810, with about 37.7% households earning less than $50,000. This suggests a significant portion of residents have limited disposable income and would be sensitive to increased transportation costs.","Given the income distribution and average household size of 2.4, many families likely have modest discretionary spending capacity. Higher sales taxes would impact their purchasing power for essential goods and services.","The area has mixed transportation usage with 43.8% driving alone, 24.5% using transit, and 23.8% households without vehicles. Good transit access is crucial for many residents. Most households (49.1%) have one vehicle, suggesting they mix transit and driving use.",1. Prioritized proposals with lower sales tax (0.5-1.0%) to protect discretionary spending. 2. Favored moderate transit fares ($0.75-$1.25) to keep transit affordable for the significant transit-dependent population. 3. Supported moderate driving fees ($0.50) to improve transit service without overly burdening drivers. 4. Balanced travel time improvements for both transit and driving given the mixed-mode usage in the community. 5. Considered the large proportion of lower-income households who would be sensitive to cost increases.,"[10, 4, 13, 1, 19]",10,4,13,1,19
Loop,"The Loop is a relatively wealthy area with 61.3% of households earning over $100,000 annually. However, there's income diversity with about 20% earning under $50,000. This suggests most residents can absorb higher transportation costs, but policies should still consider lower-income residents.","Given the high income levels, residents likely have significant discretionary spending. The 1-1.5% sales tax impact would be notable given higher consumption levels, but manageable for most residents. The area has high retail density, so sales tax affects local shopping.","The Loop has excellent transit access and walkability, reflected in low car ownership (50.5% no vehicle) and travel patterns (20.6% transit, 27.3% walk/bike, only 21.3% drive alone). Most residents have multiple transportation options and aren't car-dependent.","1. Given high transit usage and low car dependency, prioritize policies that improve transit service while discouraging driving. 2. Higher income levels mean community can tolerate higher fees/taxes for better service. 3. Large walking/biking population benefits from reduced car traffic. 4. Selected policies balance service improvements with moderate cost increases. 5. Ranked proposals that combine higher driving fees with moderate transit fares to encourage mode shift while maintaining transit affordability.","[23, 14, 20, 11, 2]",23,14,20,11,2
Near South Side,"The Near South Side has relatively high income levels with 43.7% of households earning over $150,000 and a median household income of $124,558. This suggests residents have significant disposable income and can generally absorb higher transportation costs","With high per capita income ($94,087), residents likely have substantial discretionary spending. Higher sales taxes would impact this, but the community can likely handle moderate increases given the wealth levels","The area has diverse transportation usage: 41.9% drive alone, 22.7% use transit, and 22.7% work from home. Most households (60.6%) have 1 vehicle, while 22.4% have no vehicle. This suggests need for both efficient driving and transit options","1. Prioritized policies that balance improved transit service with moderate cost increases, given the area's wealth. 2. Considered the significant portion of both drivers and transit users. 3. Favored options with moderate driving fees to reduce congestion while improving transit times. 4. Selected policies that maintain reasonable transit fares to support the 22.4% car-less population. 5. Chose options with moderate tax increases given the area's ability to absorb costs","[14, 23, 13, 11, 4]",14,23,13,11,4
Armour Square,"Armour Square has relatively low income levels with 50.8% of households earning less than $50,000 annually. This suggests high sensitivity to cost increases from transportation policies.","Given the high percentage of low-income households and significant Asian population (71.7%), many residents likely have limited discretionary spending capacity and would be impacted by increased taxes or fees.","The area has high transit dependency (33.9% no vehicle households) and significant transit usage (24.4% commute by transit). However, 41.1% drive alone, indicating need for balanced policy.","1. Prioritize low transit fares due to high transit dependency and low income levels. 2. Moderate driving fees to improve transit service without overly burdening drivers. 3. Keep sales tax moderate to protect discretionary spending. 4. Balance between transit improvement and cost burden leads to preference for proposals with $0.75-$1.25 fares, 0.5-1.0% tax, and moderate driving fees. 5. Selected proposals that reduce transit travel times while maintaining affordability.","[1, 10, 4, 13, 19]",1,10,4,13,19
Douglas,"Douglas has a relatively low median income of $43,528, with 54.3% of households earning less than $50,000 annually. This suggests limited disposable income for many residents, making them sensitive to additional transportation costs.","With a high percentage of low-income households and 44.4% having no vehicle, residents likely have limited discretionary spending capacity. Additional taxes would significantly impact their consumption ability.","26.4% use transit and 44.4% have no vehicle, indicating high transit dependency. The mean commute time is 31.8 minutes, suggesting reasonable transit access but room for improvement.",1. Prioritize low transit fares due to high transit dependency and low incomes. 2. Prefer lower sales tax rates to protect limited discretionary spending. 3. Support moderate driving fees to improve transit service without overly burdening the 40.3% who drive alone. 4. Balance between transit improvement and cost burden on low-income residents. 5. Consider policies that reduce transit travel time while keeping costs affordable.,"[1, 10, 4, 13, 19]",1,10,4,13,19
