community_area,disposable_income,discretionary_consumption,accessibility,decision_rationale,vote,rank1,rank2,rank3,rank4,rank5
Montclare,"Montclare has a median household income of around $54,000, which is slightly below Chicago's median. Many residents are working-class families with moderate disposable income, making them sensitive to transportation costs and taxes","Given the moderate income levels, residents have limited discretionary spending. A significant portion of income goes to essential expenses, making them price-sensitive to both transit fares and driving costs","Montclare is a somewhat car-dependent neighborhood on Chicago's northwest side. While served by CTA buses, it lacks direct rail service. Many residents rely on cars for commuting, but there's also significant transit usage for those working in more central areas",1. Prioritize proposals with lower sales tax (0.5%) due to limited discretionary income. 2. Balance between driving and transit costs since community uses both modes. 3. Moderate driving fees ($0.50) can help improve transit without excessive burden. 4. Lower transit fares preferred to help transit-dependent residents. 5. Consider travel time improvements for both modes since community uses both. Selected proposals that offer best combination of lower costs and improved travel times for both modes,"[1, 4, 10, 13, 7]",1,4,10,13,7
Belmont Cragin,"Belmont Cragin is a working-class community with median household income around $47,000, below Chicago's average. Many residents work in service and manufacturing sectors, with limited disposable income. About 18% of families live below poverty level.","Given the income levels, residents have limited discretionary spending. Most income goes to essential needs like housing, food, and transportation. Higher sales taxes would significantly impact household budgets.","The area has moderate transit access with bus services but no L train stations. About 75% of households own cars due to transit limitations. Many residents commute to jobs outside the neighborhood, making transportation costs and time significant factors.",1. Prioritize lower sales tax (0.5%) due to limited disposable income. 2. Balance between transit improvement and affordability - moderate fares ($1.25) preferred. 3. Support some driving fees to fund transit while not overly burdening car-dependent residents. 4. Focus on proposals that reduce transit travel time since many residents rely on public transportation for work. 5. Consider proposals that maintain reasonable driving costs since car ownership is necessary for many families.,"[4, 1, 5, 2, 0]",4,1,5,2,0
Hermosa,"Hermosa is a working-class community with median household income around $45,000, significantly below Chicago's average. Many residents work in service and manufacturing sectors, with limited disposable income","Given the lower income levels, residents have limited discretionary spending. A significant portion of income goes to essential needs. Higher taxes or transportation costs would notably impact household budgets","The area has moderate transit access with bus services and proximity to Blue Line, but many residents rely on cars for work commutes. About 75% of households own vehicles, but transportation costs are a significant burden","1. Prioritize lower transit fares ($0.75) to help working families who depend on public transit
2. Prefer lower sales tax (0.5-1.0%) due to limited discretionary income
3. Consider moderate driving fees ($0.50) to improve transit service without excessive burden
4. Balance between transit improvement and cost impact on working families
5. Selected proposals that reduce transit travel times while keeping costs manageable","[1, 10, 4, 13, 19]",1,10,4,13,19
Avondale,"Avondale has a median household income of around $57,000, which is slightly below Chicago's median. About 15% of residents live below poverty level, suggesting moderate financial constraints for many households","Given the moderate income levels, residents have limited discretionary spending. Higher sales taxes would impact household budgets significantly. Many residents need to balance essential expenses with transportation costs","Avondale has good access to CTA Blue Line and multiple bus routes. About 35% of residents use public transit for commuting, while 55% drive. The area has mixed transit-driving usage patterns, with many residents relying on both modes",1. Prioritize lower sales tax (0.5%) to protect discretionary spending power. 2. Balance moderate transit fares ($1.25) with service quality given mixed transit-driving usage. 3. Support modest driving fees ($0.50) to improve transit without overly burdening drivers. 4. Consider travel time improvements for both modes given mixed usage. 5. Avoid highest cost combinations that would strain moderate-income households. Selected proposals balance service improvements with cost burden on mixed-mode community,"[4, 1, 13, 10, 7]",4,1,13,10,7
Logan Square,"Logan Square has a median household income of around $71,000, slightly above Chicago's median. However, there's significant income diversity with about 15% of residents below poverty level. The area has seen rising housing costs affecting disposable income.","Residents have moderate discretionary spending power, with a mix of working-class and middle-income households. The area has numerous local businesses, restaurants, and entertainment venues indicating active local consumption. Rising costs of living have been impacting discretionary spending.","Well-served by public transit with Blue Line L, multiple bus routes, and bike infrastructure. 35% of residents use public transit for commuting, 45% drive, and significant bicycle usage. The area has good walkability scores and access to multiple commercial corridors.","1. Prioritize balanced policies that don't overly burden either drivers or transit users given the mixed-mode transportation profile. 2. Consider moderate fare/fee structures due to income diversity. 3. Support transit improvements while keeping costs accessible for lower-income residents. 4. Look for policies that reduce travel times for both modes. 5. Selected proposals 13, 10, 4, 22, and 19 as they offer good balance between transit improvement and cost burden, with moderate tax rates and reasonable fare/fee combinations that would benefit both transit users and drivers through reduced travel times.","[13, 10, 4, 22, 19]",13,10,4,22,19
Humboldt Park,"Humboldt Park has a median household income of approximately $37,000, significantly below Chicago's median. About 28% of residents live below poverty level, indicating limited disposable income for many households","Given the low median income, residents have limited discretionary spending capacity. Many households spend a large portion of income on basic necessities, making them sensitive to additional transportation costs and sales taxes","About 35% of households don't own vehicles and rely heavily on public transit. The area has moderate transit access with several bus routes and proximity to Blue Line, but many residents face long commute times. Walking and biking are common modes of transportation","1. Prioritize low transit fares ($0.75) due to high transit dependency and low incomes. 2. Prefer lower sales tax (0.5-1.0%) to minimize impact on essential purchases. 3. Support moderate driving fees ($0.50) to improve transit service without excessive burden. 4. Balance between transit time improvements and cost increases. 5. Consider proposals that reduce both transit and driving times to benefit all residents. Selected proposals 1, 10, 11, 2, and 4 as they best balance these factors","[1, 10, 11, 2, 4]",1,10,11,2,4
West Town,"West Town has a relatively high median household income around $95,000, with many young professionals and families. Residents have moderate to high disposable income and can generally afford transportation costs","Area has high discretionary spending capacity with numerous restaurants, shops, and entertainment venues. Residents frequently make discretionary trips for dining, shopping, and recreation","Well-served by CTA Blue Line, multiple bus routes, bike lanes, and major arterial roads. Mixed-use development pattern with good walkability. Many residents use multiple transportation modes regularly","1. Prioritize balanced policies that improve both transit and driving times without excessive costs, given mixed-mode usage. 2. Higher income means moderate fees/taxes are acceptable if they improve service. 3. Focus on proposals that reduce transit travel times to support the area's transit-oriented character. 4. Consider proposals that manage congestion through driving fees to benefit the dense urban environment. 5. Selected proposals 14, 23, 5, 11, and 20 as they offer significant travel time improvements while keeping costs reasonable for the area's income levels","[14, 23, 5, 11, 20]",14,23,5,11,20
Austin,"Austin has a median household income of approximately $33,000, significantly below Chicago's average. About 30% of residents live below poverty level, indicating limited disposable income for most residents","Given the low median income, residents have very limited discretionary spending capacity. Many households struggle with basic necessities, making them highly sensitive to any additional taxes or fees","Austin has good access to public transit with Green Line L and multiple bus routes. However, about 65% of residents rely on personal vehicles. The community faces longer than average commute times, with many residents traveling to jobs outside the area","1. Given low income levels, prioritize proposals with lower transit fares and taxes to maintain affordability. 2. Consider moderate driving fees to improve transit service without overly burdening drivers. 3. Balance between travel time improvements and cost burden. 4. Focus on proposals that reduce transit travel time to benefit transit-dependent residents. 5. Selected proposals that minimize overall financial impact while maximizing service improvements","[0, 9, 3, 1, 10]",0,9,3,1,10
West Garfield Park,"West Garfield Park is one of Chicago's lowest-income communities with median household income around $24,000. About 43% of residents live below poverty level, making disposable income very limited","Given the low income levels, residents have minimal discretionary spending capacity. Most income goes to essential needs like housing, food, and utilities. Higher taxes or transportation costs would significantly impact household budgets",The area has moderate transit access via Green Line and bus routes but faces mobility challenges. About 40% of households don't own vehicles and rely on public transit. Average commute times are higher than city average. Many residents are transit-dependent,"1. Given very limited disposable income, prioritize lowest combined costs (fare + tax) 
2. Need good transit service since many residents are transit-dependent 
3. Lower transit fares more important than driving fees since car ownership is low 
4. Moderate tax rate to balance service quality and household burden 
5. Selected proposals that reduce transit travel time while keeping costs affordable 
6. Ranked proposals with $0.75 fare highest due to low income 
7. Included some driving fees to improve transit service without directly impacting most residents","[11, 10, 20, 19, 2]",11,10,20,19,2
East Garfield Park,"East Garfield Park is a low-income community with median household income around $24,000, significantly below Chicago's average. About 42% of residents live below poverty level, indicating very limited disposable income","Given the high poverty rate and low income levels, residents have minimal discretionary spending capacity. Most income goes to basic necessities. Higher taxes or transportation costs would significantly impact household budgets",The area has good transit access with Green Line and Blue Line stations. About 42% of households don't own vehicles and rely heavily on public transit. The community faces some transportation barriers to accessing jobs and services,"1. Prioritize lowest transit fares ($0.75) given low income levels and high transit dependency
2. Prefer lower sales tax (0.5-1.0%) to minimize impact on limited discretionary spending
3. Support moderate driving fees ($0.50-$1.00) to improve transit service without overly burdening drivers
4. Balance between improved transit times and keeping costs affordable
5. Consider proposals that reduce both transit and driving times to benefit all residents","[2, 1, 11, 10, 20]",2,1,11,10,20
Near West Side,"Near West Side has a mixed income profile with median household income around $71,000. The area includes both affluent professionals and lower-income residents. Major employers include the Illinois Medical District and University of Illinois Chicago.",Significant discretionary spending capacity exists among professionals but also contains cost-sensitive populations. The area has high retail and entertainment spending due to proximity to downtown and local commercial corridors.,"Excellent transit access with multiple CTA L lines (Blue, Green, Pink), bus routes, and Metra stations. High walkability and bikeability. Good road network with access to expressways. Mixed car ownership rates with many households being car-free.","1. Prioritize policies that maintain affordable transit access given the mixed-income population and high transit usage
2. Support improved transit service through moderate fees/taxes given strong existing transit infrastructure
3. Consider driving fees to reduce congestion around medical district and university
4. Balance revenue generation with affordability for lower-income residents
5. Selected policies that reduce transit travel times while keeping fares moderate
6. Ranked proposals prioritizing $0.75-$1.25 fares with moderate driving fees and taxes","[11, 20, 13, 4, 10]",11,20,13,4,10
North Lawndale,"North Lawndale has one of the lowest median household incomes in Chicago at around $25,000, with 43% of residents living below poverty level. This indicates very limited disposable income for most residents","Given the low income levels, residents have minimal discretionary spending capacity. Most income goes to essential needs, making them highly sensitive to any additional transportation costs or taxes","The area has moderate transit access with Pink Line stations and bus routes, but 40% of households don't own vehicles. Many residents are transit-dependent and face long commute times to jobs and services","1. Given high poverty rates, prioritize lowest transit fares ($0.75) to maintain accessibility
2. Keep sales tax low (0.5-1.0%) as residents have limited purchasing power
3. Support moderate driving fees ($0.50-$1.00) to improve transit service without overly burdening drivers
4. Balance between travel time improvements and cost burden on low-income residents
5. Selected proposals that reduce transit travel times while keeping fares affordable","[2, 1, 11, 10, 20]",2,1,11,10,20
South Lawndale,"South Lawndale has a relatively low median household income around $36,000, significantly below Chicago's average. About 28% of residents live below poverty level, indicating limited disposable income for most households","Given the low income levels, residents have limited discretionary spending capacity. Most income goes to essential needs, making them particularly sensitive to any additional transportation costs or taxes",The area has good access to public transit with Pink Line stations and multiple bus routes. About 30% of households don't own vehicles and rely heavily on public transit. Many residents are transit-dependent for work commutes,1. Prioritize lowest transit fares ($0.75) due to low income levels and high transit dependency. 2. Prefer lower sales tax (0.5-1.0%) to minimize impact on essential purchases. 3. Support moderate driving fees ($0.50-$1.00) to improve transit service without overly burdening car-owning households. 4. Balance between improved transit times and affordability. 5. Consider proposals that reduce both transit and driving times to benefit all residents,"[1, 2, 10, 11, 19]",1,2,10,11,19
Lower West Side,"Lower West Side has a median household income of approximately $43,000, which is below Chicago's median. Many residents work in service and manufacturing jobs, with about 22% of the population living below poverty level. This suggests limited disposable income for many households.","Given the income levels, discretionary spending is relatively constrained. Many households need to carefully budget for essential expenses. Higher sales taxes or transportation costs would significantly impact household budgets.",The area has good access to public transit with multiple bus routes and Pink Line stations. About 30% of households don't own vehicles. The community has a high transit dependency rate. Many residents rely on public transportation to access jobs and services.,"1. Given low income levels, prioritize proposals with lower fares and taxes to preserve household budgets. 2. Strong transit reliance means maintaining good service quality is important. 3. Lower driving fees preferred since many residents who drive are working-class. 4. Selected proposals balance service improvements with cost burden. 5. Ranked proposals that maintain transit accessibility while minimizing financial impact on residents. 6. Considered both transit users and drivers as many households use both modes.","[9, 0, 3, 12, 18]",9,0,3,12,18
Loop,"The Loop has one of the highest median household incomes in Chicago, with many residents working in professional and financial services. The average household income is well above $100,000, indicating high disposable income and ability to absorb transportation costs","Residents have significant discretionary spending power, with high levels of retail, dining, and entertainment expenditure. The impact of sales tax increases would be noticeable but manageable given the income levels","The Loop has excellent transit accessibility with multiple L lines, Metra stations, and bus routes. It also has high walkability scores. While many residents own cars, transit is a viable and widely-used option. Traffic congestion is a major concern during peak hours","1. Given high incomes, can prioritize time savings over cost savings. 2. Heavy transit infrastructure suggests policies supporting transit use would be beneficial. 3. Congestion is a major issue, so policies that reduce car usage through fees are acceptable. 4. Higher sales tax is tolerable given income levels if it improves service. 5. Prefer balanced approaches that improve both transit and driving times. Selected policies that maximize time savings while keeping costs at moderate levels, with preference for proposals that reduce congestion through driving fees","[23, 26, 14, 20, 11]",23,26,14,20,11
Near South Side,"Near South Side has relatively high median household income around $83,000. Many residents are professionals and higher-income workers with significant disposable income. The area has seen substantial development of luxury condos and apartments.","Residents have high discretionary spending capacity and frequently use both transit and cars. The area has many retail establishments, restaurants, and entertainment venues. Higher sales taxes would impact discretionary spending but most households can absorb the cost.","The area has excellent transit access with multiple L lines (Red, Green, Orange), bus routes, and Metra stations. It's also very walkable and bikeable. Many residents commute to the Loop. While car ownership is high, many households are not car-dependent due to good transit options.",1. Prioritize proposals that balance transit improvements with moderate costs given the area's affluence and multi-modal nature. 2. Higher driver fees acceptable as many residents have transit alternatives. 3. Moderate sales tax increase (1%) preferred over highest rate given retail density. 4. Lower transit fares less critical given income levels. 5. Value travel time savings for both modes since residents use both. Selected proposals that reduce transit times while keeping costs reasonable.,"[14, 23, 13, 22, 16]",14,23,13,22,16
Armour Square,"Armour Square has a median household income of approximately $35,000, significantly below Chicago's average. The community has a high percentage of low-income residents and seniors, making them particularly sensitive to cost increases","Limited discretionary spending capacity due to lower income levels. Many residents spend a large portion of their income on basic necessities. The community has a high concentration of Asian Americans, particularly in Chinatown, where local businesses depend on accessibility for customers",Well-served by public transit with Red Line CTA station and multiple bus routes. High transit dependency with lower car ownership rates. Many residents rely on public transportation to access jobs and services. Walking and transit are primary modes of transportation,1. Prioritize low transit fares due to high transit dependency and lower incomes. 2. Prefer lower sales tax rates as residents have limited disposable income. 3. Support moderate driving fees to improve transit service without overly burdening local businesses. 4. Focus on proposals that reduce transit travel times to improve accessibility. 5. Balance between service improvements and cost burden on low-income residents,"[9, 0, 10, 1, 3]",9,0,10,1,3
