community_area,disposable_income,discretionary_consumption,accessibility,decision_rationale,vote,rank1,rank2,rank3,rank4,rank5
Jefferson Park,"Jefferson Park has a relatively high median household income of $90,740 and a per capita income of $42,024. A significant portion of the population earns over $100,000, indicating a good level of disposable income.","With a high median income, residents likely have a reasonable amount of discretionary income. However, a notable portion of the population earns less than $50,000, which means that any increase in costs could impact these households more significantly.","The majority of residents drive alone (61.7%), with only 13.4% using transit. Car ownership is high, with 89.2% of households owning at least one vehicle. This suggests that accessibility by car is crucial, but improving transit could benefit the 13.4% who rely on it and potentially encourage more to switch.","Given the high car ownership and reliance on driving, policies that reduce driving time and costs are favorable. However, improving transit is also important to support the 13.4% who use it and to potentially reduce congestion. A balance between low transit fares and moderate driver fees could encourage a shift to transit without overly burdening drivers. A lower sales tax is preferred to maintain discretionary spending, especially for lower-income households. Therefore, proposals with lower fares and moderate driver fees, combined with a lower sales tax, are prioritized.","[10, 11, 13, 14, 19]",10,11,13,14,19
Forest Glen,"Forest Glen has a high median income of $139,046 and a per capita income of $70,693, indicating a relatively high level of disposable income compared to other areas.","With 46.5% of households earning $150,000 and over, the community has significant discretionary spending power. However, a portion of the population (18.3%) earns less than $50,000, which should be considered when evaluating the impact of increased costs.","The majority of residents (57.9%) drive alone, with only 10.5% using transit. Car ownership is high, with 62.3% of households owning two or more vehicles. This suggests that while transit improvements are beneficial, policies should not overly burden drivers.","Given the high car ownership and preference for driving, policies that significantly increase driving costs may not be well-received. However, improving transit times could encourage more transit use, benefiting those who rely on it. Balancing lower transit fares with moderate driver fees and sales taxes can enhance transit services without overly burdening drivers or low-income residents. The selected policies aim to reduce travel times for both modes while maintaining affordability.","[11, 14, 13, 10, 19]",11,14,13,10,19
North Park,"North Park has a median income of $74,649 and a per capita income of $37,156. A significant portion of the population earns over $100,000, indicating a relatively high disposable income compared to other areas.","With a substantial portion of the population earning over $100,000, there is likely a higher level of discretionary consumption. However, 34.3% of households earn less than $50,000, indicating a need to balance affordability for lower-income residents.","55.6% of residents drive alone, while 17.5% use transit. The mean commute time is 34 minutes, suggesting moderate accessibility. A significant portion of the community relies on cars, but there is also a notable transit user base.","Given the high car ownership and significant number of residents who drive alone, policies that reduce driving time and costs are beneficial. However, with 17.5% using transit, improving transit times and maintaining affordable fares is also important. Balancing the sales tax impact on discretionary spending is crucial, especially for lower-income households. Therefore, proposals that offer reduced travel times for both driving and transit, with moderate fare and tax rates, are prioritized.","[13, 10, 4, 19, 22]",13,10,4,19,22
Albany Park,"Albany Park has a diverse income distribution with a significant portion of households earning between $25,000 and $149,999. The community has a relatively balanced income distribution, with a notable percentage of higher-income households ($100,000+). This suggests a moderate to high level of disposable income for many residents.","Given the income distribution, many households in Albany Park likely have discretionary income to spend on non-essential goods and services. However, a portion of the population earns less than $50,000, indicating that affordability of transportation options is crucial for these residents.","Albany Park has a diverse mode of transportation usage, with a significant portion of residents using transit (23.7%) and driving alone (45.5%). The community also has a notable percentage of households without a vehicle (19.1%), highlighting the importance of affordable and efficient public transit options.","Considering Albany Park's diverse income levels and significant reliance on both transit and driving, the community would benefit from policies that balance affordability with improved transit services. Lower transit fares and moderate driver fees can encourage transit use while reducing congestion. A moderate sales tax is acceptable if it significantly enhances transit services. The top-ranked proposals prioritize lower transit fares and moderate driver fees to improve accessibility and reduce travel times, while considering the impact on discretionary income.","[11, 14, 13, 10, 19]",11,14,13,10,19
Portage Park,"Portage Park has a median income of $85,473 and a per capita income of $38,488. A significant portion of the population earns over $100,000, indicating a relatively high disposable income compared to other areas.","With a substantial portion of the population earning over $100,000, there is likely a higher level of discretionary consumption. However, 30.8% of households earn less than $50,000, indicating a need to balance affordability for lower-income residents.","62.9% of residents drive alone, and 14% use transit. The mean commute time is 37.1 minutes, suggesting a reliance on both driving and transit. Improving transit times could benefit a significant portion of the community, but driving remains the dominant mode.","Given the high car ownership and reliance on driving, policies that reduce driving time and cost are favorable. However, improving transit times and maintaining affordability for lower-income residents is also crucial. A balance between lower fares, moderate taxes, and driver fees that encourage transit use without overly burdening drivers is ideal. Policies that significantly reduce transit times while keeping fares low and taxes moderate are prioritized. The community's relatively high income allows for some flexibility in accepting higher taxes if it results in better services.","[11, 14, 10, 13, 19]",11,14,10,13,19
Irving Park,"Irving Park has a relatively high median income of $86,849 and a per capita income of $48,320. A significant portion of the population earns over $100,000, indicating a good level of disposable income.","With a substantial portion of the population earning over $100,000, there is likely a higher level of discretionary spending. However, 28.6% of households earn less than $50,000, which means affordability is still a concern for a significant segment.","49.6% of residents drive alone, and 18.5% use transit, indicating a balanced reliance on both modes. The community has a moderate level of car ownership, with 13.9% having no vehicle, suggesting the importance of affordable and efficient transit options.","Given the community's income distribution and transportation preferences, the focus is on balancing affordability with improved transit services. Lower fares and moderate driver fees can encourage transit use without overly burdening lower-income residents. A moderate sales tax is acceptable given the community's income levels, as it supports better transit services. Reducing travel times for both transit and driving is also a priority to enhance accessibility and reduce congestion.","[10, 13, 19, 4, 22]",10,13,19,4,22
Dunning,"Dunning has a relatively high percentage of households earning $100,000 or more (41.1%), indicating a moderate to high disposable income level. However, there is also a significant portion of the population earning less than $50,000 (29.3%), suggesting income diversity.","With a significant portion of the population in higher income brackets, discretionary spending is likely robust. However, the presence of lower-income households means that affordability of transportation options remains important.","The majority of residents drive alone (72.1%), indicating a strong reliance on personal vehicles. Only 7.3% use transit, suggesting that current transit options may not be as accessible or convenient. Car ownership is high, with 93.7% of households owning at least one vehicle.","Given the high reliance on driving, policies that reduce driving time and costs are favorable. However, improving transit accessibility and affordability is also important to support lower-income residents and reduce congestion. A balance between low transit fares and moderate driver fees is ideal. A lower sales tax is preferred to maintain discretionary spending. Therefore, proposals with lower fares and moderate driver fees, which also reduce travel times, are prioritized.","[11, 14, 13, 10, 19]",11,14,13,10,19
Montclare,"The median income in Montclare is $69,038, with a per capita income of $33,574. A significant portion of the population earns less than $50,000, indicating a need to consider affordability in transportation costs.","With 20.3% of households earning less than $25,000, affordability is crucial. The community has a diverse income distribution, with a notable percentage earning over $100,000, suggesting some capacity for discretionary spending but also a need to balance costs for lower-income residents.","Montclare has a high rate of car ownership, with 74.9% driving alone to work. Only 4.4% use transit, indicating a reliance on cars. Improving transit could benefit those without vehicles (12.7%) and potentially reduce congestion.","Given the high car ownership and reliance on driving, policies that reduce driving time and costs are favorable. However, improving transit accessibility and affordability is also important for those without vehicles. Balancing lower fares and moderate taxes with reasonable driving fees can enhance transit services without overly burdening residents financially. The focus is on reducing travel times and costs while supporting transit improvements.","[11, 14, 13, 10, 19]",11,14,13,10,19
Belmont Cragin,"Belmont Cragin has a diverse income distribution with a significant portion of households earning below $50,000. This suggests that affordability is a key concern for many residents.","With a large percentage of households in lower income brackets, discretionary spending is likely limited. Therefore, policies that minimize additional costs are preferable.","A majority of residents drive alone, but a notable portion also uses transit. Improving transit times and maintaining affordability could benefit those who rely on public transportation.","Given the income distribution, minimizing costs while improving transit times is crucial. A lower fare and moderate driver fee can encourage transit use without overly burdening drivers. A lower sales tax is preferred to maintain discretionary spending. The selected policies aim to balance these factors, improving transit times and reducing congestion while keeping costs manageable for residents.","[10, 11, 13, 14, 19]",10,11,13,14,19
Hermosa,"The median income in Hermosa is $66,073, with a per capita income of $27,053. A significant portion of the population earns between $25,000 and $74,999, indicating moderate disposable income levels.","With 14.9% of households earning less than $25,000 and 23.1% earning between $25,000 and $49,999, a substantial portion of the community may be sensitive to increases in transportation costs, impacting their discretionary spending.","60.9% of residents drive alone, while 17.7% use transit. Car ownership is high, with only 12.5% of households without a vehicle. This suggests a reliance on both driving and transit, with a need for efficient and affordable options.","Given the moderate income levels and reliance on both driving and transit, policies that balance lower fares and moderate driver fees with reasonable travel times are prioritized. Lower sales taxes are preferred to minimize the impact on discretionary spending. The community benefits from reduced travel times, especially for transit, to improve accessibility and encourage a shift from driving to transit, reducing congestion and emissions.","[10, 13, 19, 22, 11]",10,13,19,22,11
Avondale,"Avondale has a diverse income distribution with a significant portion of households earning above $100,000, indicating a relatively high disposable income for many residents. However, there is also a notable percentage of households earning less than $50,000, which suggests that affordability is a concern for a portion of the community.","With a mix of income levels, discretionary consumption varies. Higher-income households may have more flexibility in spending, while lower-income households may prioritize essential expenses. The community's spending on transportation should consider both affordability and the potential for improved services.",Avondale has a substantial percentage of residents using transit (21.5%) and a significant number driving alone (49.7%). The community's accessibility to resources and services is influenced by both transit and driving options. Improving transit times and maintaining reasonable costs are important for enhancing accessibility.,"Given the community's income diversity and reliance on both transit and driving, the policy proposals should balance affordability with improved service. Lower fares and moderate driver fees can encourage transit use, reduce congestion, and improve travel times. A moderate sales tax is acceptable if it significantly enhances transit services. The top-ranked proposals prioritize reduced travel times and costs for both transit and driving, while considering the community's income distribution and transportation preferences.","[11, 14, 13, 10, 19]",11,14,13,10,19
Logan Square,"Logan Square has a relatively high median income of $97,759 and a per capita income of $62,532. A significant portion of the population earns over $100,000, indicating a good level of disposable income.","With a high percentage of households earning over $100,000, discretionary consumption is likely robust. However, a notable portion of the population earns less than $50,000, which means affordability of transit and driving fees is still a concern for a segment of the community.","Logan Square has a diverse mode of transportation usage with 26.5% using transit and 36.6% driving alone. The community also has a significant percentage of households without a vehicle (21.2%), indicating a reliance on public transit. Accessibility improvements in transit could benefit a large portion of the community.","Given the high reliance on both transit and driving, policies that balance lower transit fares and moderate driving fees with reasonable travel times are prioritized. A lower sales tax is preferred to maintain discretionary spending. The community's income distribution suggests that while some can afford higher costs, others benefit from lower fares and fees. Therefore, proposals with lower fares and moderate driving fees are prioritized to enhance transit accessibility while managing costs for drivers.","[10, 13, 19, 22, 11]",10,13,19,22,11
Humboldt Park,"Humboldt Park has a median household income of $51,105 and a per capita income of $25,358. A significant portion of the population earns less than $50,000, indicating limited disposable income for many residents.","With 49% of households earning less than $50,000, discretionary spending is likely constrained. Any increase in transportation costs could significantly impact the ability of residents to spend on other necessities.","A substantial portion of the community relies on driving (52.9%) and transit (20.1%) for commuting. The community has a mean commute time of 35.7 minutes, indicating a need for efficient transportation options. Car ownership is moderate, with 25% of households having no vehicle, suggesting a reliance on public transit.","Given the limited disposable income and reliance on both driving and transit, the community would benefit from policies that balance affordability with improved transit services. Lower fares and moderate driver fees could encourage transit use without overly burdening drivers. A lower sales tax would help maintain discretionary spending. Therefore, proposals with lower fares and moderate driver fees, combined with a lower sales tax, are prioritized to enhance transit accessibility while minimizing financial strain.","[10, 11, 19, 20, 13]",10,11,19,20,13
West Town,"West Town has a high median income of $128,717 and a per capita income of $82,088, indicating a relatively affluent community with significant disposable income.","With 43.9% of households earning $150,000 and over, the community has a high capacity for discretionary spending. However, a significant portion of the population (17.1%) earns less than $50,000, which should be considered when evaluating the impact of increased costs.","West Town has a diverse mode of transportation usage with 23.2% using transit and 35.1% driving alone. The community also has a high percentage of residents working from home (26.3%), which may reduce the overall impact of transportation costs. Car ownership is moderate, with 20.2% of households having no vehicle.","Given the high income levels, the community can absorb moderate increases in taxes and fees. However, the significant use of transit suggests that lower transit fares would benefit a large portion of the population. The goal is to balance improved transit services with reasonable costs. Proposals with lower transit fares and moderate driver fees are prioritized to encourage transit use and reduce congestion, while maintaining a manageable tax rate to support transit improvements.","[11, 10, 19, 13, 14]",11,10,19,13,14
Austin,"The median income in Austin is $40,086, with a significant portion of the population earning less than $25,000. This suggests limited disposable income, making cost-sensitive policies more favorable.","With a high percentage of households earning below $50,000, discretionary spending is likely constrained. Policies that minimize additional costs, such as lower fares and taxes, would be beneficial.","Austin has a relatively high transit usage at 23.7%, but also a significant portion of residents drive alone (56.9%). Improving transit times and maintaining affordability is crucial to support those who rely on public transportation.","Given the community's limited disposable income and reliance on both driving and transit, the focus is on minimizing costs while improving transit efficiency. Lower fares and moderate taxes are prioritized to ensure affordability. Driver fees are considered to reduce congestion and improve transit times, but they should not be too high to avoid burdening drivers. The selected policies aim to balance these factors, improving transit times without significantly increasing costs for residents.","[10, 11, 13, 19, 22]",10,11,13,19,22
West Garfield Park,"West Garfield Park has a median income of $36,360 and a per capita income of $18,503. A significant portion of the population earns less than $25,000, indicating limited disposable income.","With 42.2% of households earning less than $25,000, discretionary spending is likely constrained. Any increase in transportation costs could significantly impact the community's ability to spend on other necessities.","38.7% of households do not have a vehicle, and 27.9% of residents use transit. Improving transit accessibility and affordability is crucial for this community. The mean commute time is 36.1 minutes, indicating a need for efficient transit options.","Given the limited disposable income and high reliance on transit, proposals with lower transit fares and moderate driver fees are prioritized to enhance affordability and transit service quality. A lower sales tax is preferred to minimize the impact on discretionary spending. The community's high transit usage and low vehicle ownership suggest that improving transit times and affordability will have a significant positive impact. Therefore, proposals with lower fares and moderate driver fees, which can improve transit service and reduce congestion, are prioritized.","[11, 10, 19, 13, 14]",11,10,19,13,14
East Garfield Park,"East Garfield Park has a median income of $31,762 and a per capita income of $20,343. A significant portion of the population (43.7%) earns less than $25,000, indicating limited disposable income.","With a large percentage of the population earning below $25,000, discretionary spending is likely constrained. Any increase in transportation costs could significantly impact the ability to spend on other necessities.","40% of households do not own a vehicle, and 25% of the population relies on transit. The mean commute time is 35.1 minutes, indicating a reliance on public transportation for accessibility to jobs and services.","Given the limited disposable income and high reliance on public transit, policies with lower transit fares and moderate sales taxes are preferred to minimize financial burden. Reducing transit times is also important to improve accessibility. A balance between fare, tax, and driving fees is crucial to ensure affordability and improved transit services. Proposals with lower fares and moderate driving fees are prioritized to encourage transit use and reduce congestion, benefiting the community's accessibility and financial situation.","[10, 11, 19, 20, 13]",10,11,19,20,13
Near West Side,"The Near West Side has a relatively high median income of $106,955 and a per capita income of $72,602. A significant portion of the population earns over $150,000, indicating a community with substantial disposable income.","With a high income distribution, residents likely have more flexibility in their spending. However, 17.9% of the population earns less than $25,000, suggesting that affordability remains a concern for a portion of the community.","The community has diverse transportation options with 18.1% using transit and 24.1% walking or biking. Car ownership is moderate, with 34.3% of households having no vehicle, indicating a reliance on public transit and non-motorized modes.","Given the high income levels, the community can absorb moderate increases in taxes and fees if they result in improved transit services. The focus should be on reducing travel times and enhancing transit efficiency, as a significant portion of the population relies on public transit and non-motorized modes. Proposals with lower fares and moderate driver fees are preferred to encourage transit use and reduce congestion. A balance between tax rates and service improvements is crucial to ensure affordability for lower-income residents while enhancing overall transit quality.","[11, 14, 13, 10, 19]",11,14,13,10,19
North Lawndale,"North Lawndale has a relatively low median income of $33,334 and a per capita income of $21,201. A significant portion of the population earns less than $25,000, indicating limited disposable income.","With a high percentage of households earning less than $25,000, discretionary spending is likely constrained. Any increase in transportation costs could significantly impact the ability to spend on other necessities.","A large portion of the community relies on driving alone (57.3%) and transit (23.7%) for commuting. Car ownership is moderate, with 36.5% of households having no vehicle, indicating a reliance on public transit for many residents.","Given the low disposable income and reliance on both driving and transit, policies that minimize costs while improving transit times are prioritized. Lower fares and moderate driver fees are preferred to balance affordability and service improvement. A lower sales tax is favored to minimize the impact on discretionary spending. The selected policies aim to reduce travel times for both drivers and transit users while keeping costs manageable for the community.","[10, 11, 13, 14, 19]",10,11,13,14,19
South Lawndale,"South Lawndale has a median household income of $42,010 and a per capita income of $18,001, indicating limited disposable income. A significant portion of the population earns less than $50,000, suggesting that affordability is a key concern.","With a large portion of the community earning less than $50,000, discretionary spending is likely constrained. High transit fares or driver fees could significantly impact the community's ability to spend on other necessities.","56.5% of the community drives alone, while 15.3% use transit. This indicates a reliance on both driving and public transit. Improving transit times and maintaining affordability is crucial for accessibility.","Given the community's limited disposable income and reliance on both driving and transit, the focus is on minimizing costs while improving transit times. Lower fares and moderate driver fees are preferred to balance affordability and service improvement. A lower sales tax is also favored to minimize the impact on discretionary spending. The selected proposals aim to reduce travel times for both modes while keeping costs manageable for the community.","[11, 10, 19, 13, 14]",11,10,19,13,14
Lower West Side,"The median income is $69,810, with a significant portion of the population earning less than $50,000. This suggests a moderate level of disposable income, with a need to balance costs carefully.","With a diverse income distribution, a significant portion of the community may be sensitive to increases in transit fares and taxes, as these could impact their ability to spend on other necessities.","24.5% of the population uses transit, and 43.8% drive alone. Improving transit times and maintaining affordability is crucial, as a large portion of the community relies on these modes of transportation.","Given the community's reliance on both transit and driving, proposals that improve transit times while keeping costs low are prioritized. A lower sales tax is preferred to minimize the impact on discretionary spending. Proposals with moderate driving fees are considered to encourage a shift to transit, reducing congestion and emissions. The top-ranked proposals balance these factors, offering improved transit times and moderate costs.","[11, 14, 13, 10, 19]",11,14,13,10,19
Loop,"The Loop is a central business district with a mix of high-income professionals and lower-income service workers. Disposable income varies significantly, but overall, the area has a relatively high average disposable income.","Residents in the Loop have a high level of discretionary consumption due to the presence of numerous dining, entertainment, and shopping options. However, the cost of living is also high, which affects the overall discretionary spending.","The Loop has excellent accessibility to resources and services, with a dense network of public transit options including buses and trains. Walking and biking are also viable options due to the compact nature of the area.","Given the high accessibility to public transit and the mixed income levels, the focus is on maintaining or improving transit services while considering the financial impact on residents. Lower transit fares and moderate driver fees are preferred to encourage public transit use and reduce congestion. A moderate sales tax is acceptable if it significantly improves transit services. The goal is to balance cost with improved transit efficiency and reduced travel times.","[11, 14, 13, 10, 19]",11,14,13,10,19
Near South Side,"The Near South Side has a high median household income of $124,558 and a per capita income of $94,087, indicating a relatively affluent community with significant disposable income.","With 43.7% of households earning $150,000 and over, the community likely has a high level of discretionary consumption. However, 12.9% of households earn less than $25,000, suggesting some income disparity.","The community has a balanced mode of transportation with 41.9% driving alone and 22.7% using transit. A significant portion of the population works from home (22.7%), reducing daily commuting needs. Car ownership is high, with 60.6% owning one vehicle, but 22.4% have no vehicle, indicating a reliance on public transit for some residents.","Given the high disposable income, the community can afford moderate increases in transit fares and driver fees if it results in better services and reduced travel times. A lower sales tax is preferred to maintain discretionary spending. Proposals with a $0.75 transit fare and moderate driver fees are prioritized to balance affordability and service improvement. Reducing car travel time is also important due to the high percentage of residents who drive alone. Therefore, proposals that improve transit times and reduce car travel times without significantly increasing costs are favored.","[11, 10, 19, 13, 14]",11,10,19,13,14
Armour Square,"A significant portion of the community earns less than $25,000 (31.1%), with a substantial number also in the $25,000–$49,999 range (19.7%). This indicates limited disposable income for many households.","Given the income distribution, many residents likely prioritize essential expenses, leaving limited room for discretionary spending. High transit fares or driver fees could strain budgets.","With 24.4% of residents using transit and 33.9% without a vehicle, affordable and efficient public transportation is crucial. The community also has a high percentage of Asian residents (71.7%), who may rely on transit for cultural and community connections.","The community's limited disposable income and reliance on public transit suggest prioritizing policies with lower fares and moderate taxes to enhance transit accessibility without imposing significant financial burdens. Reducing driving times and fees can also benefit those who drive, but the focus should be on improving transit efficiency and affordability. Balancing these factors, the selected policies aim to improve transit times and maintain affordability, while considering the impact of taxes on overall consumption.","[11, 10, 19, 13, 14]",11,10,19,13,14
Douglas,"The median income in Douglas is $43,528, with a significant portion of the population earning less than $25,000. This suggests limited disposable income, making cost-sensitive policies more favorable.","With a high percentage of households earning below $50,000, discretionary spending is likely constrained. Policies that minimize additional costs, such as lower fares and taxes, would be beneficial.","44.4% of households do not own a vehicle, and 26.4% of residents use transit. Improving transit accessibility and affordability is crucial for this community, as many rely on public transportation.","Given the high reliance on public transit and limited disposable income, policies with lower transit fares and moderate taxes are prioritized. Reducing travel time is also important, but not at the expense of significantly higher costs. The community would benefit from policies that balance affordability with improved transit services. Therefore, proposals with lower fares and moderate driver fees, which can improve transit times without excessive cost increases, are preferred.","[10, 11, 19, 20, 13]",10,11,19,20,13
