community_area,disposable_income,discretionary_consumption,accessibility,decision_rationale,vote,rank1,rank2,rank3,rank4,rank5
Jefferson Park,"Jefferson Park is a middle-class community with median household income around $71,000. Many residents are working professionals and city workers. The area has relatively high homeownership rates and stable housing costs.","Residents have moderate discretionary spending power but are price-sensitive to additional taxes and fees. Many households have significant expenses related to housing, transportation, and family needs.","The area is well-served by public transit with the Jefferson Park Transit Center (Blue Line, Metra, buses). However, many residents still rely on cars for work commutes and daily errands. The community has good road access via I-90 and major arterials.","1. Prioritize balanced options that don't overly burden middle-class residents with high taxes/fees
2. Consider strong transit presence but acknowledge car dependency for many trips
3. Look for proposals that improve both transit and driving times without excessive costs
4. Favor moderate fare increases over high sales tax due to impact on overall household budgets
5. Select options that maintain reasonable transit access for transit-dependent residents","[13, 4, 10, 22, 16]",13,4,10,22,16
Forest Glen,"Forest Glen is an affluent area with median household income around $106,000, significantly higher than Chicago's average. Residents have relatively high disposable income and can generally afford higher transportation costs","Residents have substantial discretionary spending power. The community has high rates of car ownership and home ownership, indicating capacity to absorb moderate tax and fee increases without severe impact on quality of life","Forest Glen is a car-dependent suburban-style neighborhood with limited transit access. Most residents rely on personal vehicles, with longer average commute times by public transit. The area has access to Metra but is not well-served by CTA rail","1. Given high car dependency, prioritize proposals that improve driving times without excessive driving fees
2. Higher sales tax is acceptable given affluent status, if it improves overall transportation
3. Moderate transit fares preferred to maintain transit as viable option
4. Balance between driving efficiency and transit improvement needed
5. Selected proposals that reduce congestion while keeping costs reasonable for both modes","[14, 5, 23, 13, 4]",14,5,23,13,4
North Park,"North Park has a median household income of around $65,000, placing it in the middle-upper range for Chicago. Many residents are working professionals and families with moderate disposable income. The community has a relatively low poverty rate compared to the city average.","Residents have moderate discretionary spending capacity, with significant expenditure on housing, transportation, and education. The community has a mix of middle-class and upper-middle-class households who are sensitive to tax increases but can generally absorb moderate transportation costs.","North Park has moderate transit access with bus routes and proximity to the Brown Line, though many residents rely on cars. The area has good road connectivity but experiences some congestion during peak hours. Many residents commute to downtown or other employment centers.","1. Prioritize balanced policies that don't overly burden drivers while improving transit
2. Moderate tax rates preferred to maintain discretionary spending power
3. Lower transit fares favored to encourage transit use and benefit working families
4. Small driving fees acceptable to fund improvements and reduce congestion
5. Consider time savings benefits against cost increases
6. Selected policies 10, 13, 4, 19, and 1 as they offer good balance of reduced travel times, moderate costs, and sustainable funding","[10, 13, 4, 19, 1]",10,13,4,19,1
Albany Park,"Albany Park has a median household income of approximately $57,000, which is slightly below Chicago's median. About 15% of residents live below poverty level, indicating a significant portion of the population has limited disposable income","Given the moderate income levels, residents have limited discretionary spending capacity. Many households spend a significant portion of income on essential needs, making them sensitive to additional taxes and transportation costs","The area is well-served by public transit with the Brown Line, multiple bus routes, and relatively good access to major arterials. About 36% of residents use public transit for commuting, 45% drive, and others walk or bike. Many residents are transit-dependent","1. Prioritize lower transit fares ($0.75) to help transit-dependent residents and moderate-income families. 2. Moderate tax rate (1%) balances transit funding needs with household budget impacts. 3. Support driving fees ($0.50-$1.00) to improve transit service and reduce congestion, but not the highest combinations to avoid overburdening working families. 4. Focus on proposals that reduce transit travel times to under 55 minutes. 5. Consider balance between car and transit improvements given mixed-mode usage in the area","[11, 10, 20, 19, 13]",11,10,20,19,13
Portage Park,"Middle-income neighborhood with median household income around $65,000. Many working families with moderate disposable income. About 10% poverty rate indicates some economic constraints",Moderate discretionary spending capacity. Residents are price-sensitive but can afford some additional transportation costs. Many households have significant retail spending in local commercial districts,Mixed transit access - served by Blue Line and multiple bus routes but not as extensive as downtown areas. High car ownership rates (80%+ households). Many residents commute by car to work. Good road network with access to expressways,"1. Prioritize balanced options that don't overly burden drivers while improving transit
2. Moderate tax rates preferred given middle-income status
3. Lower transit fares beneficial for transit-dependent residents
4. Some driving fees acceptable to fund improvements if balanced with benefits
5. Selected proposals that reduce transit travel times without excessive costs
6. Ranked proposals with 1% tax higher as they balance revenue needs and affordability
7. Preferred proposals that reduce both car and transit travel times","[13, 10, 4, 14, 22]",13,10,4,14,22
Irving Park,"Irving Park has a median household income of approximately $71,000, placing it in the middle-upper range for Chicago. About 10% of residents live below poverty level, indicating most residents have moderate disposable income",Residents have moderate discretionary spending capacity. The community has a mix of working and middle-class households with varied consumption patterns. Higher sales taxes would have a moderate impact on household budgets,"The area has good transit access with Blue Line, Metra, and multiple bus routes. Car ownership is high at about 80% of households. The community is well-connected for both transit and driving, with many residents using both modes",1. Prioritize balanced policies that don't overly burden either drivers or transit users given mixed-mode usage. 2. Moderate tax rates preferred due to middle-income demographics. 3. Lower transit fares beneficial for working-class residents while maintaining service quality. 4. Some driving fees acceptable to improve transit without excessive impact. 5. Selected policies that reduce travel times while keeping costs reasonable for both modes,"[13, 10, 4, 19, 22]",13,10,4,19,22
Dunning,"Dunning is a middle-class community with median household income around $65,000-70,000. Most residents are working professionals and families with moderate disposable income. The area has relatively high car ownership rates.","Residents have moderate discretionary spending capacity but are price-sensitive to additional taxes and fees. Many households own cars and regularly make purchases in nearby commercial areas, making them susceptible to both transportation costs and sales taxes.","Dunning is a more car-dependent community on Chicago's northwest side. Transit access is limited mainly to bus services, with longer travel times to downtown. Most residents rely on personal vehicles for commuting and daily activities. The area has good road infrastructure but experiences some congestion during peak hours.","1. Prioritize policies that maintain reasonable driving costs while improving transit service, given high car dependency
2. Balance moderate sales tax rates to avoid excessive burden on household purchases
3. Support policies that reduce congestion and improve travel times for both modes
4. Consider lower transit fares to encourage occasional transit use as alternative
5. Favor proposals that offer best overall value for middle-class household budgets","[4, 13, 3, 10, 21]",4,13,3,10,21
Montclare,"Montclare has a median household income of around $54,000, which is slightly below Chicago's median. Many residents are working-class families with moderate disposable income. About 12% of residents live below poverty level, making them sensitive to cost increases","Given the moderate income levels, residents have limited discretionary spending. Most household budgets are allocated to essential needs. Higher taxes or transportation costs would significantly impact household budgets","Montclare is a somewhat car-dependent neighborhood on Chicago's northwest side. While served by CTA buses, it lacks direct rail service. About 75% of residents drive to work, while 20% use public transit. The community has above-average car ownership rates","1. Given high car dependency but moderate incomes, prefer policies with lower driving fees and moderate taxes to avoid overburdening drivers. 2. Transit improvements should be balanced against cost impact on working families. 3. Policy 3 ranks first as it maintains low tax with no driving fee while keeping transit affordable. 4. Policy 9 second as moderate tax helps transit while keeping costs manageable. 5. Policy 0 third as it offers lowest fare/tax combo. 6. Policy 12 fourth as current policy. 7. Policy 4 fifth as balanced approach with moderate costs","[3, 9, 0, 12, 4]",3,9,0,12,4
Belmont Cragin,"Belmont Cragin is a working-class community with median household income around $47,000, below Chicago's average. Many residents work in service and manufacturing sectors, indicating limited disposable income","Given the lower-than-average income levels, residents have limited discretionary spending. A significant portion of income goes to essential needs, making them sensitive to additional transportation costs and taxes",The area has moderate transit access with bus services but no L train stations within the community. Car ownership is important for many residents due to work locations. About 30% of residents rely on public transit for commuting,"1. Prioritize lower transit fares ($0.75) to help transit-dependent residents
2. Prefer moderate tax rates (0.5-1.0%) to minimize impact on limited discretionary income
3. Support moderate driving fees ($0.50) to improve transit service without overly burdening drivers
4. Balance between transit improvement and cost burden on working families
5. Consider proposals that reduce transit travel time while keeping costs affordable","[1, 10, 4, 19, 13]",1,10,4,19,13
Hermosa,"Hermosa is a working-class community with median household income around $45,000, significantly below Chicago's average. Many residents work in service and manufacturing sectors, with limited disposable income","Given the lower income levels, residents have limited discretionary spending capacity. Higher sales taxes or transportation costs would significantly impact household budgets. Many families need to carefully balance essential expenses","The area has moderate transit access with bus routes and proximity to Blue Line, but many residents rely on cars for work commutes. About 75% of households own vehicles, but transportation costs are a significant burden",1. Prioritize lower transit fares and sales tax due to limited disposable income. 2. Moderate driving fees acceptable to improve transit service while not overly burdening car-dependent workers. 3. Balance between transit improvement and cost burden on working families. 4. Focus on proposals that reduce transit travel time to benefit transit-dependent residents. 5. Consider proposals that maintain reasonable car travel times for workers needing vehicles,"[10, 1, 19, 4, 13]",10,1,19,4,13
Avondale,"Avondale has a median household income of approximately $57,000, which is slightly below Chicago's median. About 15% of residents live below poverty level, suggesting moderate financial constraints for many households","Given the moderate income levels, residents have limited discretionary spending. Higher sales taxes would impact household budgets significantly. Many residents need to balance essential expenses with transportation costs","Avondale has good access to CTA Blue Line and multiple bus routes. About 32% of residents use public transit for commuting, while 55% drive. The area has a mix of transit-dependent and car-dependent households",1. Prioritize lower sales tax (0.5%) to protect discretionary spending for moderate-income residents. 2. Balance transit fares around $1.25 to maintain service quality while keeping transit affordable. 3. Support moderate driving fees ($0.50) to improve transit service without overly burdening drivers. 4. Focus on proposals that reduce transit travel times to benefit the significant transit-using population. 5. Consider proposals that maintain reasonable car travel times for the majority who drive,"[4, 1, 13, 10, 7]",4,1,13,10,7
Logan Square,"Logan Square has a median household income of around $71,000, slightly above Chicago's median. However, there's significant income diversity with about 15% of residents below poverty level. The area has seen gentrification leading to increased housing costs affecting disposable income.","Residents have moderate discretionary spending power but face rising living costs. The area has many local businesses, restaurants, and entertainment venues that residents frequent. Higher sales taxes would impact this spending, particularly for lower-income residents.","Well-served by Blue Line L train and multiple bus routes. About 32% of residents use public transit for commuting, 45% drive, and others bike or walk. The area has good transit connectivity to downtown and neighboring areas. Many residents are multimodal, switching between transit and driving.","1. Prioritize balanced policies that maintain transit affordability while improving service. 2. Consider moderate driver fees to reduce congestion while not overly burdening drivers. 3. Prefer lower sales tax rates due to mixed-income population. 4. Focus on proposals that reduce transit travel times to benefit large transit-using population. 5. Selected proposals 11, 10, 13, 4, and 1 as they offer good balance of lower fares, moderate taxes, and improved transit times while maintaining affordability.","[11, 10, 13, 4, 1]",11,10,13,4,1
Humboldt Park,"Humboldt Park has a median household income of approximately $37,000, significantly below Chicago's median. About 28% of residents live below poverty level, indicating limited disposable income for many households","Given the low median income, residents have limited discretionary spending capacity. Many households spend a large portion of income on basic necessities, making them sensitive to additional transportation costs and sales taxes","About 35% of households don't own vehicles and rely heavily on public transit. The area has moderate transit access with several bus routes and proximity to Blue Line, but many residents face long commute times. Many residents work in service jobs requiring off-peak travel",1. Prioritize low transit fares due to high transit dependency and low incomes. 2. Prefer lower sales tax rates as residents have limited discretionary spending. 3. Support moderate driving fees to improve transit service without overly burdening working drivers. 4. Balance between travel time improvements and cost burden. 5. Selected proposals that reduce transit travel times while keeping costs affordable for low-income residents,"[1, 10, 0, 9, 4]",1,10,0,9,4
West Town,"West Town is a relatively affluent area with median household income around $95,000, higher than Chicago average. Residents have significant disposable income and can generally afford higher transportation costs","Area has high discretionary spending on dining, entertainment, and retail. Many residents work in professional sectors and value time savings. Higher sales tax would impact substantial discretionary spending","Well-served by CTA Blue Line, multiple bus routes, and major arterial roads. 60% of residents commute by transit/walking/biking, 40% drive. Good mix of transportation options makes residents sensitive to both transit and driving improvements","1. Prioritize policies that improve both transit and driving times given mixed-mode usage. 2. Community can absorb moderate fare/fee increases if they yield better service. 3. Prefer moderate sales tax (1%) as area has high discretionary spending. 4. Value significant time savings over small cost savings given high incomes. 5. Selected policies 14, 23, 11, 20, 13 as they offer best balance of improved travel times across modes while keeping costs reasonable","[14, 23, 11, 20, 13]",14,23,11,20,13
Austin,"Austin has a median household income of approximately $33,000, significantly below Chicago's average. About 30% of residents live below poverty level, indicating limited disposable income for most residents","Given the low income levels, residents have very limited discretionary spending capacity. Many households struggle with basic necessities, making them highly sensitive to any additional taxes or fees","Austin has good access to public transit with Green Line L and multiple bus routes. However, about 65% of residents rely on personal vehicles. The community faces longer than average commute times, with many residents traveling to jobs outside the area","1. Given low income levels, prioritize proposals with lower transit fares and taxes to protect disposable income. 2. Consider moderate driving fees to improve transit service without overly burdening drivers. 3. Balance between travel time improvements and cost burden. 4. Focus on proposals that reduce transit travel time to help the significant transit-dependent population. 5. Selected proposals 0, 9, 1, 10, and 3 as they offer the best combination of low fares/taxes while still providing service improvements","[0, 9, 1, 10, 3]",0,9,1,10,3
West Garfield Park,"West Garfield Park is one of Chicago's lowest-income communities with median household income around $24,000. About 43% of residents live below poverty level, making disposable income very limited","Given the low income levels, residents have minimal discretionary spending capacity. Most income goes to essential needs like housing, food, and utilities. Higher taxes or transportation costs would significantly impact household budgets",The area has moderate transit access via Green Line and bus routes but faces mobility challenges. About 40% of households don't own vehicles and rely on public transit. Average commute times are higher than city average. Many residents are transit-dependent,"1. Prioritize lowest transit fares ($0.75) given low incomes and high transit dependency
2. Favor lower sales tax (0.5-1.0%) to minimize impact on limited discretionary spending
3. Support moderate driving fees ($0.50-$1.00) to fund transit improvements while not overly burdening car-owning households
4. Balance improved transit times with affordability
5. Consider proposals that reduce both transit and driving times to benefit all residents","[2, 1, 11, 10, 20]",2,1,11,10,20
East Garfield Park,"East Garfield Park is a low-income community with median household income around $24,000, significantly below Chicago's average. About 42% of residents live below poverty level, indicating very limited disposable income","Given the low income levels, residents have minimal discretionary spending capacity. Many households rely on public assistance and must prioritize essential needs like housing and food over other expenses",The area has good transit access with Green Line L service and several bus routes. Car ownership is low at about 50% of households. Many residents are transit-dependent for accessing jobs and services,"1. Given low incomes, prioritize lowest transit fares ($0.75) to maintain affordability
2. Lower sales tax (0.5-1.0%) to minimize impact on limited discretionary spending
3. Support moderate driving fees ($0.50-$1.00) to improve transit service without overly burdening drivers
4. Balance between improved transit times and keeping costs low for transit-dependent residents
5. Selected proposals that reduce transit travel times from current 58.8 minutes while maintaining affordability","[2, 11, 1, 10, 20]",2,11,1,10,20
Near West Side,"Mixed income levels with significant student and young professional population. Median household income around $71,000, higher than city average but with notable income diversity due to presence of universities, medical district, and mixed housing types","Moderate to high discretionary spending capacity. Active commercial areas along Madison, Halsted, and Roosevelt. High density of restaurants, entertainment venues, and retail indicating strong consumer base","Excellent transit access with multiple CTA L lines (Blue, Green, Pink), bus routes, and Metra stations. High walkability score. Close to downtown and major employment centers. Good road network but experiences heavy congestion during peak hours","1. Prioritize policies that balance transit improvement with moderate costs given mixed income levels
2. Consider high transit usage due to student/professional population and excellent existing service
3. Value driving time improvements due to significant commuter population
4. Factor in impact of sales tax on local businesses and residents
5. Selected policies 14, 23, 11, 20, 13 as they offer best balance of reduced transit times, moderate fees, and improved driving conditions
6. Policy 14 ranked first for optimal balance of costs and benefits with 1% tax
7. Lower ranked choices provide incremental tradeoffs between costs and service improvements","[14, 23, 11, 20, 13]",14,23,11,20,13
North Lawndale,"North Lawndale has one of the lowest median household incomes in Chicago at around $25,000, with 43% of residents living below poverty level. This indicates very limited disposable income for most residents","Given the low income levels, residents have minimal discretionary spending capacity. Most income goes to essential needs, making them highly sensitive to any additional transportation costs or taxes","The area has moderate transit access with Pink Line stations and bus routes, but 40% of households don't own vehicles. Many residents are transit-dependent and face long commute times to jobs and services","1. Given high poverty rates, prioritize lowest transit fares ($0.75) to maintain accessibility
2. Keep sales tax low (0.5-1.0%) as residents have limited purchasing power
3. Support moderate driving fees ($0.50-$1.00) to improve transit service without overly burdening drivers
4. Balance between travel time improvements and cost burden on low-income residents
5. Selected proposals that reduce transit travel times while keeping fares affordable","[2, 1, 11, 10, 20]",2,1,11,10,20
South Lawndale,"South Lawndale has a relatively low median household income around $36,000, with about 28% of residents living below poverty level. This indicates limited disposable income and high sensitivity to cost increases.","Given the low income levels, residents have limited discretionary spending. Many households spend a significant portion of income on basic necessities, making them vulnerable to additional transportation costs and sales taxes.",The area has good access to public transit with multiple bus routes and Pink Line stations. About 30% of households don't own vehicles and rely on public transit. Many residents commute to work using public transportation.,1. Prioritize low transit fares due to high transit dependency and low incomes. 2. Prefer lower sales tax rates to protect limited discretionary spending. 3. Support moderate driving fees to improve transit service without overly burdening working families who drive. 4. Balance between transit time improvements and cost burden. 5. Selected proposals that reduce transit travel times while keeping fares affordable.,"[1, 10, 0, 9, 4]",1,10,0,9,4
Lower West Side,"Lower West Side has a median household income of approximately $43,000, which is below Chicago's median. Many residents work in service and manufacturing jobs, with about 22% of the population living below poverty level. This suggests limited disposable income for many households.","Given the lower income levels, discretionary spending is limited. Many households need to carefully budget for essential expenses. Higher sales taxes or transportation costs would significantly impact household budgets.","The area has good access to public transit with Pink Line stations and several bus routes. About 30% of households don't own cars. The community is relatively close to downtown, making transit a viable option for many trips. Walking and biking are also common modes of transportation.","1. Given limited disposable income, prioritize lower fares and taxes to protect household budgets. 2. Strong transit access means many residents rely on public transportation, so maintaining service quality is important. 3. Lower driving fees preferred since many residents drive for work. 4. Selected policies that balance transit service improvements with affordability. 5. Ranked proposals that offer reasonable transit times without excessive cost burden.","[9, 0, 3, 12, 18]",9,0,3,12,18
Loop,"The Loop has one of the highest median household incomes in Chicago, with many residents working in professional and financial services. The average household income is well above $100,000, indicating high disposable income and ability to absorb transportation costs","Residents have significant discretionary spending power, with high levels of retail, dining, and entertainment expenditure. The impact of sales tax increases would be noticeable but manageable given the income levels","The Loop has excellent transit accessibility with multiple L lines, Metra stations, and bus routes. It also has high walkability scores. While many residents own cars, transit is a viable and widely-used option. Traffic congestion is a major concern during peak hours","1. Given high incomes, can prioritize time savings over cost savings. 2. Heavy transit infrastructure suggests policies supporting transit use would be beneficial. 3. Congestion is a major issue, so policies that reduce car usage through fees are acceptable. 4. Higher sales tax is tolerable given income levels if it improves service. 5. Prefer balanced approaches that improve both transit and driving times. Selected policies that maximize time savings while keeping costs at moderate levels, with preference for proposals that reduce congestion through driving fees","[23, 26, 14, 20, 11]",23,26,14,20,11
Near South Side,"Near South Side has relatively high median household income around $83,000. Many residents are professionals and higher-income workers with significant disposable income. The area has seen substantial development of luxury condos and apartments.","Residents have high discretionary spending capacity and frequently use both transit and cars. The area has many retail establishments, restaurants, and entertainment venues. Higher sales taxes would impact discretionary spending but most households can absorb the cost.","The area has excellent transit access with multiple L lines (Red, Green, Orange), bus routes, and Metra stations. It's also very walkable and bikeable. Many residents commute to the Loop. While car ownership is high, many households are not car-dependent due to good transit options.",1. Prioritize proposals that balance transit improvements with moderate costs given the area's affluence and multi-modal nature. 2. Higher driver fees acceptable as many residents have transit alternatives. 3. Moderate sales tax increase (1%) preferred over highest rate given retail density. 4. Lower transit fares less critical given income levels. 5. Value travel time savings for both modes since residents use both. Selected proposals that reduce transit times while maintaining reasonable driving access.,"[14, 23, 13, 22, 16]",14,23,13,22,16
Armour Square,"Armour Square has a median household income of approximately $35,000, significantly below Chicago's average. The community has a high percentage of low-income residents and seniors, making them particularly sensitive to cost increases","Limited discretionary spending capacity due to lower income levels. Many residents spend a large portion of their income on basic necessities. The community has a high concentration of Asian Americans, particularly in Chinatown, where local businesses depend on accessibility for customers",The area has good transit access with Red Line L station and multiple bus routes. About 40% of households don't own cars. The community heavily relies on public transit for commuting and accessing services. Many residents work in service jobs requiring off-peak travel,1. Prioritize low transit fares due to high transit dependency and lower incomes. 2. Prefer lower sales tax rates as residents have limited discretionary spending. 3. Support moderate driving fees to improve transit service without overly burdening local businesses. 4. Balance between transit improvement and cost burden on residents. 5. Consider proposals that reduce transit travel time to improve access to jobs and services,"[1, 10, 0, 9, 4]",1,10,0,9,4
