community_area,disposable_income,discretionary_consumption,accessibility,decision_rationale,vote,rank1,rank2,rank3,rank4,rank5
Jefferson Park,"Jefferson Park has a relatively high median household income of $90,740 and a per capita income of $42,024, indicating a moderate to high level of disposable income. A significant portion of the population earns over $100,000, suggesting that the community can absorb moderate increases in taxes or fees without severe financial strain.","With a substantial portion of the population earning over $100,000, discretionary consumption is likely robust. However, any increase in transportation costs could impact lower-income households, which make up about 27% of the population earning less than $50,000.","The community has a high rate of car ownership, with 90.2% of households owning at least one vehicle. The majority of residents drive alone to work (61.7%), while 13.4% use transit. This suggests that while transit improvements could benefit a portion of the population, policies should also consider the needs of drivers.","Given the high car ownership and the significant portion of the population that drives alone, policies that reduce driving time and costs are prioritized. However, improving transit times and maintaining affordable fares are also important to support the 13.4% of residents who rely on transit. Balancing these needs, proposals with moderate taxes and fees that improve both driving and transit times are preferred. The community's relatively high income allows for some flexibility in absorbing increased costs, but proposals that minimize financial impact while enhancing service are ideal.","[10, 13, 19, 22, 14]",10,13,19,22,14
Forest Glen,"Forest Glen has a high median income of $139,046 and a per capita income of $70,693, indicating a relatively high level of disposable income compared to other areas.","With 46.5% of households earning $150,000 and over, the community has significant discretionary spending power. However, a portion of the population (18.3%) earns less than $50,000, which should be considered when evaluating the impact of increased costs.","The majority of residents (57.9%) drive alone, with only 10.5% using transit. Car ownership is high, with 62.3% of households owning two or more vehicles. This suggests that while transit improvements are beneficial, policies should not overly burden drivers.","Given the high car ownership and preference for driving, policies that significantly increase driving costs may not be well-received. However, improving transit times and maintaining reasonable fares could encourage more transit use. Balancing the sales tax to support transit without overly impacting discretionary spending is crucial. Therefore, proposals with moderate sales tax, reasonable transit fares, and minimal driving fees are prioritized to ensure accessibility and affordability for all income levels.","[13, 10, 4, 19, 22]",13,10,4,19,22
North Park,"North Park has a median income of $74,649 and a per capita income of $37,156. A significant portion of the population earns over $100,000, indicating a relatively high disposable income compared to other areas.","With a diverse income distribution, a portion of the community may be sensitive to increased costs from higher fares or taxes. However, the higher income brackets suggest some capacity to absorb moderate increases in transportation costs.","North Park has a high rate of car ownership, with 85.4% of households having at least one vehicle. However, 17.5% of residents use transit, indicating a need for efficient and affordable public transportation options. The mean commute time is 34 minutes, suggesting a balance between driving and transit use.","Given the community's relatively high disposable income and car ownership, policies that improve transit efficiency without significantly increasing costs are preferred. Lower fares and moderate driver fees can encourage transit use, reducing congestion and emissions. A moderate sales tax is acceptable if it significantly improves transit services. The community's diverse income distribution requires balancing affordability with service improvements.","[10, 13, 19, 22, 25]",10,13,19,22,25
Albany Park,"Albany Park has a diverse income distribution with a significant portion of households earning between $25,000 and $149,999. The community has a relatively balanced income distribution, with a notable percentage of high-income households ($150,000+). This suggests a moderate to high level of disposable income for many residents.","Given the income distribution, many households in Albany Park likely have discretionary income to spend on non-essential goods and services. However, a portion of the population earns less than $50,000, indicating that affordability of transportation options is crucial for these residents.","Albany Park has a diverse mode of transportation usage, with 23.7% using transit and 45.5% driving alone. The community's accessibility to resources and services is supported by both transit and driving, but improvements in transit could benefit a significant portion of the population, especially those without vehicles (19.1%).","The decision prioritizes policies that balance affordability, improved transit times, and reasonable tax rates. Given the community's reliance on both transit and driving, proposals that reduce travel time for both modes while maintaining or lowering costs are preferred. A lower sales tax is favored to minimize the impact on discretionary consumption, especially for lower-income households. The top-ranked proposals offer a mix of reduced transit fares and driving fees, with moderate sales tax rates to ensure transit improvements without overly burdening residents financially.","[10, 13, 19, 22, 14]",10,13,19,22,14
Portage Park,"Portage Park has a median income of $85,473 and a per capita income of $38,488. A significant portion of the population earns over $100,000, indicating a relatively high disposable income compared to other areas.","With a substantial portion of the population earning over $100,000, there is likely a higher level of discretionary consumption. However, 30.8% of households earn less than $50,000, suggesting that affordability is still a concern for a significant minority.","62.9% of residents drive alone, indicating a strong reliance on cars. Only 14% use transit, which suggests that improvements in transit could benefit a minority but significant portion of the population. The mean commute time is 37.1 minutes, which is relatively high, indicating potential benefits from reduced travel times.","Given the high car ownership and reliance on driving, policies that reduce driving time and cost are prioritized. However, with a significant portion of the population using transit, improving transit times and maintaining affordable fares is also important. The community's relatively high income allows for some flexibility in accepting higher taxes if it results in better services. Therefore, proposals that balance lower transit fares, moderate taxes, and reasonable driving fees are preferred to ensure both affordability and improved service quality.","[11, 14, 13, 10, 19]",11,14,13,10,19
Irving Park,"Irving Park has a relatively high median income of $86,849 and a per capita income of $48,320. A significant portion of the population earns over $100,000, indicating a good level of disposable income.","With a diverse income distribution, a portion of the community may be sensitive to increased costs from higher taxes or fees. However, the higher income brackets suggest some capacity to absorb moderate increases in transportation costs.","49.6% of residents drive alone, while 18.5% use transit. The community has a moderate reliance on transit, and improvements in transit services could benefit a significant portion of the population. Car ownership is high, with 86.1% of households owning at least one vehicle, indicating a strong reliance on driving.","Given the community's income distribution and transportation preferences, the focus is on balancing cost and service improvements. Lower fares and moderate driver fees can encourage transit use without significantly impacting disposable income. A moderate sales tax is acceptable if it leads to better transit services. The top-ranked proposals prioritize reducing travel time and costs for both drivers and transit users, while considering the community's ability to absorb these changes.","[10, 13, 19, 22, 14]",10,13,19,22,14
Dunning,"Dunning has a relatively high percentage of households earning $100,000 or more (41.1%), indicating a moderate to high disposable income level. However, there is also a significant portion of the population earning less than $50,000 (29.3%), suggesting income diversity.","With a significant portion of the population in higher income brackets, discretionary spending is likely robust. However, the presence of lower-income households means that affordability of transportation options remains important.","The majority of residents drive alone (72.1%), indicating a strong reliance on personal vehicles. Only 7.3% use transit, suggesting that improvements in transit could benefit a small but significant portion of the population. Car ownership is high, with 93.7% of households owning at least one vehicle.","Given the high reliance on driving, policies that reduce driving time and costs are prioritized. However, improving transit is also important for those who rely on it. A balance between affordable transit fares and reasonable driving fees is crucial. Lower sales taxes are preferred to maintain discretionary spending. Therefore, proposals with lower fares and moderate driving fees, which also reduce travel times, are prioritized. The community's income diversity necessitates a careful balance between cost and service improvement.","[10, 13, 19, 22, 11]",10,13,19,22,11
Montclare,"Montclare has a median income of $69,038 and a per capita income of $33,574. A significant portion of the population earns less than $50,000, which suggests that affordability is a key concern for many households.","With 20.3% of households earning less than $25,000, any increase in transportation costs could significantly impact discretionary spending. The community needs to balance between affordable transit options and maintaining disposable income for other necessities.","The majority of Montclare residents drive alone (74.9%), with only 4.4% using transit. This indicates a strong reliance on cars, but also a potential for increased transit use if services improve. Car ownership is high, with 87.3% of households owning at least one vehicle.","Given the high reliance on driving and the need to maintain affordability, proposals that reduce driving time and improve transit without significantly increasing costs are prioritized. Lower fares and moderate driver fees are preferred to encourage transit use while keeping costs manageable. A lower sales tax is favored to minimize the impact on discretionary spending. The selected proposals aim to balance improved transit services with maintaining affordability for both drivers and transit users.","[10, 13, 19, 4, 22]",10,13,19,4,22
Belmont Cragin,"Belmont Cragin has a diverse income distribution with a significant portion of households earning less than $50,000 annually. This suggests a moderate level of disposable income, with many households likely sensitive to increases in transportation costs.","Given the income distribution, discretionary spending is likely limited for a significant portion of the community. Policies that minimize additional costs on transportation would be preferable to maintain current levels of consumption on essentials and other goods.","With 57.7% of residents driving alone and 15.3% using transit, both modes of transportation are important. However, a significant portion of the community relies on cars, indicating that policies should not overly penalize drivers while still improving transit options.","The decision prioritizes policies that balance lower costs for transit users and drivers while improving transit times. Given the community's income sensitivity, lower fares and fees are preferred. The community's reliance on cars suggests that driver fees should be minimized to avoid undue burden. The selected policies aim to improve transit times without significantly increasing costs, thus supporting both transit users and drivers in the community.","[10, 13, 19, 22, 25]",10,13,19,22,25
Hermosa,"The median income in Hermosa is $66,073, with a per capita income of $27,053. A significant portion of the population earns between $25,000 and $74,999, indicating moderate disposable income levels.","With 14.9% of households earning less than $25,000 and 23.1% earning between $25,000 and $49,999, a substantial portion of the community may be sensitive to increases in transportation costs, affecting their discretionary spending.","60.9% of residents drive alone, while 17.7% use transit. Car ownership is high, with only 12.5% of households without a vehicle. This suggests a reliance on both driving and transit, with a need for efficient and affordable options.","Given the moderate income levels and reliance on both driving and transit, the community would benefit from policies that balance affordability with improved transit services. Lower fares and moderate driver fees can encourage transit use without significantly impacting disposable income. A moderate sales tax can support transit improvements without overly burdening residents. Therefore, proposals with lower fares, moderate driver fees, and a balanced sales tax are prioritized to enhance transit accessibility while considering the community's financial constraints.","[10, 13, 19, 22, 25]",10,13,19,22,25
Avondale,"Avondale has a diverse income distribution with a significant portion of households earning above $100,000, indicating a relatively high disposable income for many residents. However, there is also a notable percentage of households earning less than $50,000, suggesting income disparity.","With a substantial portion of the population earning above $100,000, discretionary consumption is likely robust for many households. However, the presence of lower-income households means that affordability of transportation options remains important.",Avondale has a high percentage of residents who drive alone (49.7%) and a significant portion using transit (21.5%). This indicates a need for balanced policies that improve transit services while considering the cost implications for both drivers and transit users.,"Given the income diversity, it's crucial to balance affordability with improved transit services. Lower fares and moderate driver fees can encourage transit use without overly burdening lower-income residents. A moderate sales tax supports transit improvements without significantly impacting discretionary spending. Policies that reduce travel time for both transit and driving are prioritized to enhance accessibility and reduce congestion.","[11, 13, 10, 14, 19]",11,13,10,14,19
Logan Square,"Logan Square has a relatively high median income of $97,759 and a per capita income of $62,532. A significant portion of the population earns over $100,000, indicating a good level of disposable income.","With a high income level, residents likely have a higher capacity for discretionary spending. However, a notable portion of the population earns less than $50,000, which means affordability of transit and driving fees is still a concern for some.","Logan Square has a diverse mode of transportation usage with 26.5% using transit and 36.6% driving alone. The community has a significant number of households without a vehicle (21.2%), indicating a reliance on public transit. Accessibility improvements in transit could benefit a large portion of the community.","Given the high reliance on transit and the significant number of households without vehicles, policies that improve transit times and affordability are prioritized. A balance between transit fare, sales tax, and driving fees is crucial to ensure affordability while enhancing service quality. Lower fares and moderate taxes are preferred to maintain affordability for lower-income residents, while moderate driving fees can help reduce congestion and improve transit service.","[11, 13, 10, 14, 19]",11,13,10,14,19
Humboldt Park,"The median household income in Humboldt Park is $51,105, with a significant portion of households earning less than $50,000. This suggests limited disposable income, making cost-sensitive policies more favorable.","With 49% of households earning less than $50,000, discretionary spending is likely constrained. Policies that minimize additional costs, such as lower fares and taxes, would be beneficial.","A significant portion of the community relies on transit (20.1%) and carpooling (11.3%), with 25% of households having no vehicle. Improving transit accessibility and affordability is crucial for this community.","Given the community's limited disposable income and reliance on public transit, policies with lower transit fares and moderate taxes are prioritized. Reducing travel time is also important, but not at the expense of significantly higher costs. Therefore, proposals with lower fares and moderate driver fees, which can improve transit services and reduce congestion, are preferred. The balance between cost and improved service is key, considering the community's economic constraints and transportation needs.","[10, 11, 13, 14, 19]",10,11,13,14,19
West Town,"West Town has a high median income of $128,717 and a per capita income of $82,088, indicating a relatively affluent community with significant disposable income.","With 43.9% of households earning $150,000 and over, the community has a high capacity for discretionary spending. However, a significant portion of the population (9.8%) earns less than $25,000, which should be considered when evaluating the impact of increased costs.","West Town has a diverse mode of transportation usage with 23.2% using transit and 35.1% driving alone. The community also has a high percentage of residents working from home (26.3%), which may reduce the overall impact of transportation costs. Car ownership is moderate, with 20.2% of households having no vehicle.","Given the high disposable income, the community can absorb moderate increases in transit fares and driver fees. However, the presence of lower-income residents necessitates consideration of affordable transit options. A balance between improving transit services and maintaining reasonable costs is crucial. Proposals with lower fares and moderate driver fees are preferred to encourage transit use and reduce congestion, while a moderate sales tax supports transit improvements without significantly impacting discretionary spending.","[11, 14, 13, 10, 19]",11,14,13,10,19
Austin,"The median income in Austin is $40,086, with a significant portion of the population earning less than $25,000. This suggests limited disposable income, making cost-sensitive policies more favorable.","With a per capita income of $23,403, residents have limited discretionary spending. High transit fares or driver fees could significantly impact their ability to spend on other necessities.","30.6% of households have no vehicle, and 23.7% of residents use transit to commute. Improving transit accessibility and affordability is crucial for this community.","Given the high reliance on transit and limited disposable income, policies with lower transit fares and moderate driver fees are prioritized. A lower sales tax is also preferred to minimize the impact on discretionary spending. The goal is to enhance transit accessibility while keeping costs manageable for residents.","[10, 11, 19, 20, 13]",10,11,19,20,13
West Garfield Park,"West Garfield Park has a relatively low median income of $36,360 and a per capita income of $18,503. A significant portion of the population earns less than $25,000, indicating limited disposable income.","With a high percentage of households earning less than $25,000, discretionary spending is likely constrained. Any increase in transportation costs could significantly impact the ability to spend on other necessities.","38.7% of households do not have a vehicle, and 27.9% of residents use transit. This indicates a reliance on public transportation, making transit affordability and efficiency crucial for accessibility to jobs and services.","Given the low income levels and high reliance on public transit, proposals with lower transit fares and moderate sales taxes are prioritized to minimize financial burden while improving transit efficiency. Proposals with higher driver fees are favored to encourage a shift from driving to transit, potentially reducing congestion and improving transit times. The selected proposals balance affordability, improved transit service, and reduced travel times.","[10, 11, 19, 20, 22]",10,11,19,20,22
East Garfield Park,"East Garfield Park has a median income of $31,762 and a per capita income of $20,343. A significant portion of the population (43.7%) earns less than $25,000, indicating limited disposable income.","With a large percentage of the population earning below $25,000, discretionary spending is likely constrained. Any increase in transportation costs could significantly impact the ability to spend on other necessities.","40% of households do not own a vehicle, and 25% of the population relies on transit. Improving transit accessibility and affordability is crucial for this community. The mean commute time is 35.1 minutes, indicating a need for efficient transit options.","Given the limited disposable income and high reliance on public transit, proposals with lower transit fares and moderate sales taxes are prioritized. Reducing transit time is also important, but not at the expense of significantly higher costs. Proposals with a balance of lower fares and moderate driver fees are preferred to encourage transit use and reduce congestion, benefiting both transit users and drivers.","[10, 11, 19, 20, 13]",10,11,19,20,13
Near West Side,"The Near West Side has a relatively high median income of $106,955 and a per capita income of $72,602. A significant portion of the population earns over $150,000, indicating a community with substantial disposable income.","With a high income distribution, residents likely have more flexibility in their spending. However, 17.9% of the population earns less than $25,000, so affordability remains a concern for a portion of the community.","The community has diverse transportation options with 18.1% using transit and 24.1% walking or biking. Car ownership is moderate, with 34.3% having no vehicle, indicating a reliance on public transit and non-motorized transport.","Given the high income levels, the community can afford moderate increases in taxes and fees if it results in better transit services. However, the significant portion of the population without vehicles and those earning less than $25,000 necessitates keeping transit fares low to maintain accessibility. Proposals with lower transit fares and moderate driver fees are preferred to encourage transit use and reduce congestion, while a moderate sales tax is acceptable to support transit improvements.","[11, 14, 19, 22, 25]",11,14,19,22,25
North Lawndale,"North Lawndale has a median income of $33,334 and a per capita income of $21,201. A significant portion of the population earns less than $25,000, indicating limited disposable income.","With 42.3% of households earning less than $25,000, discretionary spending is likely constrained. Any increase in transportation costs could significantly impact the ability to spend on other necessities.","36.5% of households do not own a vehicle, and 23.7% of residents use transit. Improving transit accessibility and affordability is crucial for this community.","Given the low income levels and high reliance on transit, policies that minimize costs while improving transit times are prioritized. A lower fare and moderate tax are preferred to balance affordability and service improvement. Driver fees are considered to reduce congestion and improve transit times, benefiting the significant transit-using population.","[11, 10, 19, 13, 14]",11,10,19,13,14
South Lawndale,"South Lawndale has a median household income of $42,010 and a per capita income of $18,001, indicating limited disposable income. A significant portion of the population earns less than $50,000, suggesting that affordability is a key concern.","With a large percentage of households earning below $50,000, discretionary spending is likely constrained. High transit fares or driver fees could significantly impact the community's ability to spend on other necessities.","56.5% of residents drive alone, while 15.3% use transit. The community has a moderate reliance on transit, but a significant portion also depends on driving. Improving transit times and maintaining affordability is crucial for accessibility.","Given the community's limited disposable income, proposals with lower fares and taxes are prioritized to minimize financial burden. However, improving transit times is also important to enhance accessibility. Balancing these factors, proposals with moderate taxes and fares, but improved transit times, are preferred. The community's reliance on both driving and transit suggests that moderate driver fees could be acceptable if they lead to significant improvements in transit service and reduced congestion.","[11, 14, 13, 10, 19]",11,14,13,10,19
Lower West Side,"The median income is $69,810, with a per capita income of $36,151. A significant portion of the population earns less than $50,000, indicating a need to consider affordability in transportation costs.","With 18.4% of households earning less than $25,000 and 19.3% earning between $25,000 and $49,999, a large segment of the community may have limited discretionary spending. Thus, lower transit fares and driver fees are preferable to maintain affordability.","24.5% of residents use transit, and 23.8% have no vehicle, highlighting the importance of affordable and efficient public transit. The community also has a significant number of residents who drive alone (43.8%), so policies that reduce driving time and costs are also beneficial.","Given the community's income distribution and reliance on both transit and driving, the ideal policies should balance affordability with improved transit services. Lower fares and moderate driver fees can encourage transit use while reducing congestion. A moderate sales tax is acceptable if it significantly enhances transit services, as long as it doesn't overly burden lower-income households. The selected policies aim to reduce travel times and costs for both transit users and drivers, while maintaining a reasonable tax rate to support transit improvements.","[11, 14, 13, 10, 19]",11,14,13,10,19
Loop,"The Loop is a central business district with a mix of high-income professionals and lower-income service workers. Disposable income varies significantly, but overall, it is relatively high compared to other areas.","Residents in the Loop have a high level of discretionary consumption due to the presence of numerous dining, shopping, and entertainment options. However, the cost of living is also high.","The Loop has excellent accessibility to resources and services, with extensive public transit options including buses and trains. Walking and biking are also viable options due to the dense urban environment.","Given the high disposable income and excellent public transit accessibility, the Loop community can benefit from policies that enhance transit services even if they come with higher costs. Reducing car travel time is less critical due to the availability of efficient public transit. Therefore, policies with higher transit fares and driver fees, which improve transit times, are prioritized. A moderate sales tax is acceptable to support transit improvements without significantly impacting discretionary consumption.","[14, 11, 13, 17, 23]",14,11,13,17,23
Near South Side,"The Near South Side has a high median household income of $124,558 and a per capita income of $94,087, indicating a relatively affluent community with significant disposable income.","With 43.7% of households earning $150,000 and over, the community has a high capacity for discretionary spending. However, 12.9% of households earn less than $25,000, suggesting a need to consider affordability for lower-income residents.","The community has a balanced mode of transportation usage with 41.9% driving alone and 22.7% using transit. A significant portion of the population works from home (22.7%), reducing daily transportation needs. Car ownership is moderate, with 22.4% of households having no vehicle.","Given the high income levels, the community can afford moderate increases in taxes and fees if they result in improved transit services. However, affordability for lower-income residents must be considered. Proposals that reduce travel time for both drivers and transit users are prioritized, as they enhance accessibility and convenience. A balance between tax rates, transit fares, and driving fees is sought to ensure equitable access to improved services without disproportionately impacting lower-income residents.","[11, 14, 13, 10, 19]",11,14,13,10,19
Armour Square,"A significant portion of the community earns less than $50,000, with 31.1% earning less than $25,000. This suggests limited disposable income, making cost-sensitive policies more favorable.","With a high percentage of low-income households, discretionary spending is likely limited. Policies that minimize additional costs, such as lower fares and taxes, would be beneficial.",A substantial portion of the community relies on transit (24.4%) and a significant number have no vehicle (33.9%). Improving transit accessibility and affordability is crucial.,"Given the community's reliance on transit and limited disposable income, policies with lower fares and moderate taxes are prioritized. Reducing travel time is also important, but not at the expense of significantly higher costs. The community would benefit from policies that balance affordability with improved transit services. Therefore, proposals with lower fares and moderate driver fees, which can improve transit times without imposing high costs, are preferred.","[10, 11, 19, 20, 13]",10,11,19,20,13
Douglas,"The median income in Douglas is $43,528, with a significant portion of the population earning less than $25,000. This suggests limited disposable income, making cost-sensitive policies more favorable.","With 34.8% of households earning less than $25,000, discretionary spending is likely constrained. Policies that minimize additional costs, such as lower fares and taxes, would be beneficial.","44.4% of households do not own a vehicle, and 26.4% of residents use transit. Improving transit accessibility and affordability is crucial for this community.","Given the high percentage of residents without vehicles and those using transit, policies that enhance transit affordability and reduce travel time are prioritized. Lower fares and moderate taxes are preferred to balance cost and service improvements. The community's limited disposable income necessitates minimizing additional financial burdens, while still improving transit services to support those reliant on public transportation.","[10, 11, 19, 20, 13]",10,11,19,20,13
Oakland,"The median income in Oakland is $27,693, with a significant portion of the population earning less than $25,000. This indicates limited disposable income, making cost-sensitive policies more favorable.","With 47.2% of households earning less than $25,000, discretionary spending is likely constrained. Policies that minimize additional financial burdens, such as lower fares and taxes, are preferable.","41.7% of households do not own a vehicle, and 19.9% use transit. Improving transit accessibility and affordability is crucial for this community, as a significant portion relies on public transportation.","Given the high percentage of low-income households and reliance on public transit, policies with lower transit fares and moderate taxes are prioritized. Reducing travel time is also important, but not at the expense of significantly higher costs. The community would benefit from policies that balance affordability with improved transit services, encouraging a shift from driving to transit to reduce congestion and emissions.","[10, 11, 19, 20, 13]",10,11,19,20,13
