community_area,disposable_income,discretionary_consumption,accessibility,decision_rationale,vote,rank1,rank2,rank3,rank4,rank5
Independence Heights,"Independence Heights has a relatively low to moderate disposable income, with many residents relying on affordable transportation options.","The community has limited discretionary consumption, prioritizing essential goods and services over luxury items.","Public transit is crucial for Independence Heights, as many residents depend on it for access to jobs, education, and healthcare, though current transit times are lengthy.","Given the community's reliance on affordable transit and limited disposable income, proposals with lower transit fares and moderate sales taxes are prioritized. Reducing travel time is also important to improve accessibility. Therefore, proposals that balance lower fares and moderate driver fees, which can improve transit services and reduce congestion, are favored. A moderate sales tax is acceptable if it significantly enhances transit efficiency, as long as it doesn't overly burden residents' consumption of essential goods.","[1, 8, 10, 19, 22]",1,8,10,19,22
Lazybrook / Timbergrove,Lazybrook / Timbergrove is a middle to upper-middle-income neighborhood with relatively high disposable income levels.,"Residents in Lazybrook / Timbergrove have moderate to high discretionary consumption, often spending on dining, leisure, and home improvements.","The neighborhood has good accessibility to resources and services, with a mix of transit options and car ownership being common among residents.","Given the relatively high disposable income, residents can afford moderate increases in transit fares and driving fees if it results in significant improvements in transit times. The neighborhood values efficient transportation, so proposals that reduce travel time are prioritized. A balance between tax rates and service improvements is crucial, as residents are willing to pay slightly higher taxes for better services but prefer to keep them moderate to maintain discretionary spending. Proposals with lower transit fares and moderate driving fees are favored to encourage transit use while maintaining car convenience.","[1, 8, 3, 11, 19]",1,8,3,11,19
Greater Heights,Greater Heights is a relatively affluent area with a higher than average disposable income compared to other Houston neighborhoods.,"Residents in Greater Heights have a higher level of discretionary consumption, often spending on dining, entertainment, and other lifestyle activities.","The neighborhood has good accessibility to resources and services, with a mix of transit options and a high rate of car ownership, making both driving and public transit viable options.","Given the higher disposable income and discretionary spending, residents can afford a moderate increase in transit fares and driver fees if it results in better services and reduced travel times. A lower sales tax is preferred to maintain discretionary spending. The focus is on reducing travel times for both transit and driving, as well as improving transit services to encourage a shift from driving to transit, which can reduce congestion and emissions. Therefore, proposals with moderate fares and fees, and lower sales taxes, that offer significant reductions in travel times are prioritized.","[1, 3, 8, 11, 17]",1,3,8,11,17
Memorial,Memorial is a relatively affluent area with higher than average disposable income.,"Residents in Memorial have a high level of discretionary consumption, often spending on luxury goods and services.","The area has good accessibility by car, but public transit options are less convenient and less frequently used.","Given the higher disposable income, residents can afford slightly higher fares and fees if it results in better services. However, the community values convenience and time savings, so policies that reduce travel time are prioritized. A moderate sales tax is acceptable if it significantly improves transit services, as it aligns with the community's ability to pay and desire for improved infrastructure. The top-ranked policies balance these factors by offering reduced travel times and reasonable costs, both in terms of fares and taxes.","[1, 3, 8, 11, 17]",1,3,8,11,17
Eldridge / West Oaks,Eldridge / West Oaks is a relatively affluent area with a higher than average disposable income.,"Residents in Eldridge / West Oaks have a high level of discretionary consumption, often spending on luxury goods and services.","The area has moderate accessibility to resources and services, with a reliance on both personal vehicles and transit options.","Given the higher disposable income, residents can afford slightly higher transit fares and driver fees if it results in significantly improved transit services and reduced travel times. The community values efficient transportation options that reduce congestion and travel time. Therefore, proposals with moderate to high driver fees and transit fares, which lead to reduced travel times, are prioritized. A balance is sought between maintaining reasonable costs and achieving better service and reduced congestion.","[23, 20, 17, 14, 11]",23,20,17,14,11
Briar Forest,"Briar Forest is a middle to upper-middle-income neighborhood, with residents having a moderate to high level of disposable income.","Residents in Briar Forest have a relatively high level of discretionary consumption, often spending on dining, entertainment, and leisure activities.","Briar Forest has moderate accessibility to resources and services, with a reliance on both personal vehicles and public transit for commuting and accessing amenities.","Given the moderate to high disposable income, residents can afford a slight increase in transit fares and driving fees if it results in significantly improved transit services and reduced travel times. A lower sales tax is preferred to maintain discretionary spending. The focus is on reducing travel times for both transit and driving, as well as improving transit services to encourage a shift from driving to transit, which can reduce congestion and emissions. Therefore, proposals with moderate fares and fees, and lower sales taxes, that offer significant reductions in travel times are prioritized.","[1, 3, 8, 11, 19]",1,3,8,11,19
Westchase,"Westchase has a moderate to high disposable income due to a mix of residential and commercial areas, with many professionals and businesses located here.","Residents in Westchase have a relatively high level of discretionary consumption, with access to various shopping, dining, and entertainment options.","Westchase has good accessibility to resources and services, with a well-connected road network and public transit options, though transit times are longer compared to driving.","Given the moderate to high disposable income, residents can afford a slight increase in transit fares and driver fees if it results in better transit services and reduced travel times. A lower sales tax is preferred to maintain discretionary spending. The focus is on reducing travel times for both transit and driving, while balancing costs. Proposals with a moderate fare and driver fee, and a lower sales tax, are prioritized to ensure improved transit services without significantly impacting disposable income.","[1, 3, 8, 10, 19]",1,3,8,10,19
Mid-West (formerly Woodlake/Briarmeadow),"The Mid-West neighborhood has a moderate to high disposable income, with many residents employed in professional sectors.","Residents in this area have a relatively high level of discretionary consumption, often spending on dining, entertainment, and retail.","The neighborhood has good accessibility to resources and services, with a mix of transit options and a high rate of car ownership.","Given the moderate to high disposable income, residents can afford a slight increase in transit fares and driver fees if it results in significantly improved transit services and reduced travel times. A lower sales tax is preferred to maintain discretionary spending. The focus is on reducing travel times for both transit and driving, as well as improving transit service quality. Therefore, proposals with moderate fares and fees, and lower sales taxes, which offer significant reductions in travel time, are prioritized.","[1, 3, 5, 8, 11]",1,3,5,8,11
Greater Uptown,Greater Uptown is a relatively affluent area with higher than average disposable income levels.,"Residents in Greater Uptown have a high level of discretionary consumption, often spending on luxury goods, dining, and entertainment.","The area has good accessibility to resources and services, with a mix of transit options and a high rate of car ownership.","Given the higher disposable income, residents can afford slightly higher transit fares and driver fees if it results in significantly improved transit services and reduced travel times. A moderate sales tax is acceptable to support better transit infrastructure. The focus is on reducing travel times for both transit and driving, as well as improving overall transit service quality. Therefore, proposals with a balance of moderate taxes, reasonable fares, and driver fees that lead to reduced travel times are prioritized.","[17, 20, 23, 8, 11]",17,20,23,8,11
Washington Avenue Coalition / Memorial Park,The Washington Avenue Coalition / Memorial Park area generally has a higher disposable income compared to other neighborhoods in Houston.,"Residents in this area tend to have higher discretionary spending, often on dining, entertainment, and leisure activities.","The neighborhood has good accessibility to resources and services, with a mix of transit options and a high rate of car ownership.","Given the higher disposable income and discretionary spending, the community can afford a moderate increase in sales tax and transit fares if it results in significantly improved transit services and reduced travel times. The focus is on balancing cost with improved accessibility and reduced congestion. Proposals with a moderate sales tax and driver fee, combined with lower transit fares, are prioritized to encourage transit use while maintaining affordability. The top-ranked proposals offer a good balance of reduced travel times and costs, supporting both drivers and transit users.","[8, 11, 19, 10, 13]",8,11,19,10,13
Afton Oaks / River Oaks,Afton Oaks / River Oaks is a relatively affluent neighborhood with higher than average disposable income.,"Residents in this area have significant discretionary spending, often on luxury goods and services.","The neighborhood has good accessibility to resources and services, with a high rate of car ownership and less reliance on public transit.","Given the high disposable income and discretionary spending, the community can absorb higher costs if it results in better services. However, the preference is to maintain or improve current travel times and costs. The neighborhood's reliance on cars suggests that policies reducing driving time and cost are favorable. Therefore, proposals with lower driving fees and moderate transit fares are prioritized, as they balance improved transit services with minimal impact on driving costs and times.","[1, 3, 5, 8, 11]",1,3,5,8,11
Neartown / Montrose,Neartown / Montrose is a relatively affluent area with a higher-than-average disposable income compared to other Houston neighborhoods.,"Residents in Neartown / Montrose tend to have higher discretionary spending on dining, entertainment, and cultural activities.","The neighborhood has good access to public transit and is walkable, with many amenities and services within a short distance.","Given the higher disposable income, residents can afford a moderate increase in transit fares and driver fees if it results in significantly improved transit services and reduced travel times. The neighborhood's good access to public transit means that policies that enhance transit efficiency and reduce congestion are beneficial. A balance between tax rates and fare/fee levels is crucial to ensure that the community's discretionary consumption is not overly impacted. Therefore, proposals with moderate sales tax and driver fees, combined with reduced travel times, are prioritized.","[1, 3, 8, 11, 17]",1,3,8,11,17
Alief,"Alief is a diverse community with a moderate to low average disposable income, where many residents are budget-conscious.","Residents in Alief prioritize essential spending, with limited discretionary consumption due to budget constraints.","Alief has moderate access to public transit, but many residents rely on personal vehicles due to the spread-out nature of the area and limited transit options.","Given the moderate to low disposable income in Alief, policies with lower transit fares and driving fees are preferred to minimize the financial burden on residents. A lower sales tax is also favored to preserve disposable income for essential goods. However, improving transit times is important to enhance accessibility and reduce reliance on personal vehicles. Therefore, proposals that balance lower costs with improved transit times are prioritized. Proposal 1 offers the lowest fare and driving fee with improved transit times, making it the top choice. Proposal 7 and 10 offer a reasonable balance of cost and transit time improvements. Proposal 16 and 19, while having a higher sales tax, offer significant improvements in transit times, which could benefit residents who rely on public transportation.","[1, 7, 10, 16, 19]",1,7,10,16,19
Sharpstown,"Sharpstown has a moderate to low disposable income level, with many residents working in service and retail sectors.","Residents in Sharpstown have limited discretionary spending, prioritizing essential goods and services over luxury items.","Sharpstown has moderate accessibility to public transit, with many residents relying on buses and some using personal vehicles for commuting.","Given Sharpstown's moderate to low disposable income, policies with lower transit fares and moderate driver fees are preferred to minimize financial burden. A lower sales tax is also favored to maintain residents' purchasing power. Improved transit times are important to encourage public transit use, reducing congestion and emissions. Therefore, policies that balance lower costs with improved transit times are prioritized.","[0, 7, 2, 10, 1]",0,7,2,10,1
Gulfton,"Gulfton is a lower-income neighborhood with many residents working in low-wage jobs, meaning disposable income is limited.","Residents in Gulfton have limited discretionary spending, focusing primarily on essential goods and services.","Gulfton has moderate access to public transit, but many residents rely on it due to lower car ownership rates compared to other neighborhoods.","Given the limited disposable income, it is crucial to minimize costs for residents while improving transit accessibility. Lower fares and moderate driver fees are preferred to encourage transit use without significantly impacting residents' budgets. A lower sales tax is also favored to avoid reducing disposable income further. The selected policies aim to balance cost savings with improved transit times, which can enhance accessibility and reduce reliance on personal vehicles.","[0, 7, 10, 2, 1]",0,7,10,2,1
West University Place,West University Place is a relatively affluent neighborhood with a high average disposable income.,"Residents in West University Place have a high level of discretionary consumption, often spending on luxury goods, services, and travel.","The neighborhood has good accessibility to resources and services, with a high rate of car ownership and relatively less reliance on public transit.","Given the high disposable income and discretionary consumption, residents can afford higher transit fares and driver fees if it results in better services and reduced travel times. The focus is on reducing travel time and improving transit services, even if it means a higher sales tax, as the impact on disposable income is minimal. The preference is for policies that balance improved transit times with reasonable costs, considering the high car ownership and the potential to reduce congestion.","[23, 20, 17, 14, 11]",23,20,17,14,11
Westwood,"Westwood has a moderate to low disposable income, with many residents working in service and blue-collar jobs.","Residents in Westwood have limited discretionary spending, prioritizing essential goods and services.","Westwood has moderate access to public transit, but many residents rely on personal vehicles due to limited transit coverage and longer travel times.","Given the moderate to low disposable income, it is crucial to minimize additional financial burdens on residents. Lower transit fares and driving fees are preferred to maintain affordability. A moderate sales tax is acceptable if it significantly improves transit services, reducing travel times and encouraging public transit use. The top-ranked proposals balance lower costs with improved transit times, considering the community's reliance on both driving and public transit.","[1, 8, 3, 10, 19]",1,8,3,10,19
Braeburn,"Braeburn has a moderate to low disposable income level, with many residents working in service and blue-collar jobs.","Residents in Braeburn have limited discretionary spending, prioritizing essential goods and services over luxury items.","Braeburn has moderate accessibility to public transit, but many residents rely on personal vehicles due to the spread-out nature of the area and limited transit options.","Given the moderate to low disposable income, it is crucial to minimize additional financial burdens on residents. Lower transit fares and driving fees are preferred to keep transportation affordable. A moderate sales tax is acceptable if it significantly improves transit services, as better transit can reduce reliance on personal vehicles and lower overall transportation costs. The top-ranked proposals balance lower costs with improved transit times, considering the community's reliance on both driving and public transit.","[1, 7, 10, 2, 11]",1,7,10,2,11
Meyerland,Meyerland is a middle to upper-middle-class neighborhood with a relatively high disposable income compared to other areas in Houston.,"Residents in Meyerland have a moderate to high level of discretionary consumption, often spending on housing, education, and leisure activities.","Meyerland has decent accessibility to resources and services, with a mix of car and transit options, though car travel is more prevalent due to convenience and speed.","Given the higher disposable income, Meyerland residents can afford a moderate increase in sales tax and transit fares if it results in significantly improved transit services. However, the community values efficient car travel due to its convenience. Therefore, proposals that reduce car travel time and improve transit times without drastically increasing costs are preferred. A balance between maintaining reasonable costs and improving transit efficiency is crucial. Proposals with a moderate sales tax (1%) and a mix of fare and driving fees that lead to reduced travel times are prioritized.","[11, 10, 3, 19, 13]",11,10,3,19,13
Braeswood,Braeswood is a middle to upper-middle-income neighborhood with a relatively high disposable income compared to other areas in Houston.,"Residents in Braeswood have a moderate to high level of discretionary consumption, often spending on dining, entertainment, and leisure activities.","Braeswood has good accessibility to resources and services, with a mix of transit options and a high rate of car ownership, making both driving and public transit viable options for residents.","Given the relatively high disposable income and discretionary consumption in Braeswood, residents can afford moderate increases in transit fares and driving fees if it results in significantly improved transit services and reduced travel times. The neighborhood's good accessibility means that improvements in transit could encourage more residents to use public transportation, reducing congestion and emissions. Therefore, proposals that balance moderate fare and fee increases with significant reductions in travel time are prioritized. A lower sales tax is preferred to minimize the impact on discretionary spending, while still supporting transit improvements.","[1, 3, 5, 8, 11]",1,3,5,8,11
Medical Center,The Medical Center neighborhood has a relatively high disposable income due to the presence of healthcare professionals and researchers.,"Residents in the Medical Center area tend to have higher discretionary consumption, with spending on dining, entertainment, and healthcare services.","The area has good accessibility to resources and services, with a strong public transit network and proximity to major healthcare facilities.","Given the high disposable income and discretionary consumption, the community can afford a moderate increase in sales tax and transit fares if it results in significantly improved transit services. The focus is on reducing travel time and improving transit efficiency, as many residents rely on public transportation to commute to work. A balance between fare, tax, and driving fees is essential to ensure that both drivers and transit users benefit from the policy changes. The top-ranked proposals prioritize lower transit fares and moderate driving fees to encourage public transit use while maintaining reasonable costs for drivers.","[8, 11, 19, 20, 22]",8,11,19,20,22
Astrodome Area,"The Astrodome Area has a moderate level of disposable income, with a mix of middle-income households and some lower-income residents.","Residents in the Astrodome Area have a moderate level of discretionary consumption, with spending focused on housing, dining, and entertainment due to proximity to attractions.","The Astrodome Area has good accessibility to resources and services, with a reliance on both driving and public transit, though transit times are currently longer than driving times.","Given the moderate disposable income, it is important to balance costs with benefits. Lower transit fares and moderate driver fees are preferred to encourage transit use without overly burdening drivers. A moderate sales tax is acceptable if it significantly improves transit times. The focus is on reducing transit times to make it a more viable option while keeping costs manageable for residents. Proposals with lower fares and moderate driver fees that significantly reduce transit times are prioritized.","[1, 8, 11, 19, 22]",1,8,11,19,22
South Main,"South Main has a moderate level of disposable income, with a mix of middle-income and some lower-income households.","Residents in South Main have moderate discretionary spending, with a focus on essential goods and services, and some spending on leisure and non-essential items.","South Main has decent access to public transit, but many residents rely on driving due to the spread-out nature of resources and services.","Given the moderate disposable income, it's important to balance costs with benefits. Lower transit fares and moderate driver fees can encourage transit use without overly burdening drivers. A moderate sales tax is acceptable if it significantly improves transit times. The focus is on reducing travel times and costs for both transit users and drivers, while ensuring that the community can still afford other essential goods and services. Proposals with lower fares and moderate fees are prioritized to encourage transit use and reduce congestion, while keeping the sales tax at a manageable level.","[1, 8, 3, 10, 19]",1,8,3,10,19
Brays Oaks,"Brays Oaks has a moderate to low disposable income level, with many residents working in service and blue-collar jobs.","Residents in Brays Oaks have limited discretionary spending, prioritizing essential goods and services over luxury items.","The neighborhood has moderate access to public transit, but many residents rely on personal vehicles due to the spread-out nature of services and employment centers.","Given the moderate to low disposable income, it is crucial to minimize additional financial burdens on residents. Lower transit fares and driving fees are preferred to keep transportation affordable. A moderate sales tax is acceptable if it significantly improves transit services, as this could reduce reliance on personal vehicles and lower overall transportation costs. The selected policies aim to balance affordability with improved transit efficiency, considering the community's reliance on both transit and personal vehicles.","[7, 10, 2, 19, 13]",7,10,2,19,13
Westbury,"Westbury has a moderate level of disposable income, with a mix of middle-income families and some lower-income households.","Residents in Westbury have a balanced discretionary consumption pattern, with spending on essentials and some leisure activities.","Westbury has moderate accessibility to resources and services, with some reliance on both public transit and personal vehicles for commuting and daily activities.","Given Westbury's moderate disposable income, it is important to balance affordability with improved transit services. Lower transit fares and moderate driver fees can encourage transit use without overly burdening residents financially. A moderate sales tax is acceptable if it significantly improves transit times and accessibility. The selected policies prioritize reducing travel times and costs for both transit users and drivers, while ensuring that the financial impact on residents remains manageable.","[8, 10, 19, 11, 22]",8,10,19,11,22
Willow Meadows / Willowbend,Willow Meadows / Willowbend is a middle-income neighborhood with moderate disposable income levels.,"Residents have a balanced discretionary consumption pattern, spending on essentials and some luxury goods.","The neighborhood has moderate accessibility to resources and services, with a reliance on both driving and public transit.","Given the moderate disposable income, it is important to keep costs low while improving transit times. A lower transit fare and moderate driver fee can encourage transit use without overly burdening drivers. A moderate sales tax is acceptable if it significantly improves transit times. The top-ranked proposals prioritize reducing transit times and maintaining reasonable costs for both transit users and drivers, while also considering the impact of sales tax on overall consumption.","[1, 8, 3, 10, 19]",1,8,3,10,19
Fondren Gardens,"Fondren Gardens has a moderate disposable income level, with many residents working in blue-collar and service jobs.","Residents in Fondren Gardens have limited discretionary spending, prioritizing essential goods and services.","The neighborhood has moderate access to public transit, but many residents rely on personal vehicles due to limited transit options.","Given the moderate disposable income and limited discretionary spending, it is crucial to minimize additional financial burdens on residents. Lower transit fares and driving fees are preferred to maintain affordability. A moderate sales tax is acceptable if it significantly improves transit services, as better transit can reduce reliance on personal vehicles. The top-ranked proposals balance lower costs with improved transit times, considering the community's reliance on both driving and public transit.","[1, 8, 3, 10, 19]",1,8,3,10,19
Central Southwest,"Central Southwest has a moderate disposable income level, with many residents working in blue-collar and service jobs.","The community tends to prioritize essential spending, with limited discretionary consumption due to moderate income levels.","Public transit is crucial for many residents, but current services are limited, making accessibility to jobs and services challenging without a car.","Given the moderate income levels, affordability of transit fares and driving fees is crucial. Lower fares and fees are preferred to minimize financial strain. Improved transit times are also important to enhance accessibility. A balance between tax rates and service improvements is necessary, as higher taxes reduce disposable income. Therefore, proposals with lower fares and fees, moderate tax rates, and improved transit times are prioritized.","[1, 8, 3, 10, 19]",1,8,3,10,19
Fort Bend / Houston,"Fort Bend / Houston has a moderate to high disposable income, with many residents having stable employment and a reasonable amount of income left after essential expenses.","The community tends to spend on a variety of goods and services, including dining, entertainment, and education, indicating a balanced discretionary consumption pattern.","The area has decent accessibility to resources and services, but improvements in transit could enhance connectivity and reduce reliance on personal vehicles.","Given the moderate to high disposable income, the community can handle a slight increase in sales tax if it significantly improves transit services. Reducing transit fares and improving travel times are priorities to encourage public transit use, which can alleviate congestion and reduce emissions. A moderate driver fee is acceptable if it leads to better transit options. Therefore, proposals with lower fares, moderate driver fees, and reasonable sales tax rates are preferred to balance cost and service improvements.","[1, 8, 3, 10, 19]",1,8,3,10,19
IAH Airport,"The IAH Airport area has a moderate disposable income level, with many residents working in airport-related jobs and service industries.","Discretionary consumption is moderate, with spending focused on essential services and some leisure activities, influenced by the proximity to the airport.","The area has good accessibility to resources and services, with a reliance on both driving and transit due to the airport's location and the need for efficient transportation options.","Given the moderate disposable income, it is important to balance costs with benefits. Lower transit fares and moderate driver fees are preferred to encourage transit use and reduce congestion. A moderate sales tax is acceptable if it significantly improves transit services. The focus is on reducing travel times and costs for both transit and driving, while ensuring that the community can afford the changes without sacrificing other essential expenditures.","[1, 8, 3, 10, 19]",1,8,3,10,19
Kingwood,Kingwood is a relatively affluent area with higher than average disposable income compared to other Houston neighborhoods.,"Residents in Kingwood have a higher level of discretionary consumption, often spending on leisure, dining, and other non-essential goods and services.","Kingwood has limited public transit options, with most residents relying on personal vehicles for commuting and accessing services.","Given Kingwood's higher disposable income and reliance on personal vehicles, the community would benefit from policies that improve transit times without significantly increasing costs. Lower transit fares and moderate driver fees could encourage some residents to switch to transit, reducing congestion. A moderate sales tax is acceptable given the community's income levels, as it would enhance transit services. Therefore, proposals with lower fares, moderate driver fees, and moderate sales taxes are prioritized to balance improved transit services with cost considerations.","[8, 11, 10, 7, 13]",8,11,10,7,13
