community_area,disposable_income,discretionary_consumption,accessibility,decision_rationale,vote,rank1,rank2,rank3,rank4,rank5
Lazybrook/Timbergrove,"Lazybrook/Timbergrove is an upper-middle-income neighborhood with median household income around $100,000, indicating relatively high disposable income and ability to absorb transportation costs.","Residents have significant discretionary spending power with high rates of home ownership and retail consumption, suggesting they can manage moderate increases in transportation costs without major lifestyle impacts.","The neighborhood has good car accessibility with quick access to I-610 and I-10, moderate bus service along key corridors, but no direct rail access, making most residents car-dependent for commuting.","1) Given high car dependency but also ability to afford fees, prioritized proposals with moderate driving fees to reduce congestion while keeping transit affordable 2) Selected moderate tax rates that can fund transit improvements without excessive burden 3) Favored proposals that achieve significant travel time reductions for both modes 4) Balanced driving fees with lower transit fares to encourage occasional transit use 5) Considered that higher-income residents can absorb some cost increases if it improves overall system efficiency","[17, 8, 1, 20, 11]",17,8,1,20,11
Greater Heights,"Greater Heights residents have relatively high disposable income with median household income around $110,000, indicating capacity to absorb moderate transportation cost increases.","The neighborhood has high discretionary spending power evidenced by numerous boutique shops, restaurants, and entertainment venues, suggesting residents can manage higher taxes and fees.","The area has good road networks and moderate transit access with multiple bus routes, though most residents (80%) commute by car, with average commute times of 25 minutes.","1) Prioritized policies that modestly increase driving fees to reduce congestion while keeping transit fares low, as many residents can afford slight increases in driving costs. 2) Favored moderate tax rates (1%) that can fund transit improvements without excessive burden. 3) Selected proposals that achieve meaningful travel time reductions for both modes. 4) Considered that while most residents drive, maintaining affordable transit is important for service workers and increasing transportation options. 5) Balanced the neighborhood's ability to pay higher fees with desire to minimize unnecessary cost increases.","[8, 7, 11, 10, 17]",8,7,11,10,17
Memorial,"Memorial is one of Houston's most affluent areas with median household income over $140,000, indicating high disposable income and less sensitivity to transportation costs.","Residents have significant discretionary spending power with high-end retail centers and shopping destinations, suggesting they can absorb higher taxes and fees with minimal impact on lifestyle.","The area is primarily car-dependent with limited transit access, featuring good road infrastructure connecting to major employment centers and retail destinations.","1. Given high car dependency and income levels, policies with moderate-to-high driving fees are acceptable if they reduce congestion and travel times. 2. Higher sales tax is less impactful due to high disposable income. 3. Transit fare levels are less relevant since most residents drive. 4. Prioritized policies that significantly reduce car travel times. 5. Selected proposals balancing driving fees with improved travel times. 6. Ranked choices favor 1.5% tax rate as the community can afford it while funding better infrastructure.","[23, 20, 17, 14, 11]",23,20,17,14,11
Eldridge / West Oaks,"Eldridge/West Oaks is an affluent area with median household income around $85,000, indicating relatively high disposable income and ability to absorb transportation costs.","Residents have significant discretionary spending power with high retail activity in the area including Memorial City Mall and CityCentre, suggesting they can tolerate higher taxes and fees.","The area is car-dependent with limited transit options, most residents rely on personal vehicles for commuting and accessing services, with the nearest park-and-ride being Addicks.","1) Given high car dependency, prioritize proposals with lower driving fees to minimize impact on majority of residents. 2) Higher sales tax is acceptable due to high discretionary spending power. 3) Higher transit fares are acceptable since transit usage is low. 4) Focus on proposals that reduce car travel times since most residents drive. 5) Balance between maintaining car accessibility while gradually improving transit service.","[18, 15, 21, 6, 12]",18,15,21,6,12
Briar Forest,"Briar Forest residents have relatively high disposable income with a median household income around $75,000, indicating capacity to absorb moderate transportation cost increases.","The area has significant discretionary spending power with many retail centers and restaurants, suggesting residents can manage higher sales taxes without severe impact on quality of life.","The neighborhood is car-dependent with limited transit options, longer transit travel times, and high car ownership rates, making driving the dominant mode of transportation.",1) Prioritized policies with lower sales tax (0.5-1.0%) since residents make significant retail purchases. 2) Favored moderate driving fees ($0.50) to improve transit without severely impacting the car-dependent population. 3) Supported lower transit fares ($0.75-$1.25) to encourage occasional transit use. 4) Selected policies that achieve meaningful travel time improvements while balancing cost impacts. 5) Considered the area's high car dependency while maintaining support for transit improvements.,"[7, 10, 2, 0, 3]",7,10,2,0,3
Westchase,"Westchase residents have relatively high disposable income with median household income around $65,000, indicating capacity to absorb moderate transportation costs.","The area has significant retail and commercial activity with residents having moderate to high discretionary spending power for shopping, dining, and entertainment.","Westchase is a major employment center with good road access but limited transit connectivity, where most residents rely on personal vehicles for commuting and daily trips.",1) Prioritized policies that maintain reasonable driving costs since most residents are car-dependent. 2) Selected moderate tax rates (1.0%) to support transit improvements without excessive burden. 3) Favored proposals with lower transit fares to encourage occasional transit use. 4) Considered moderate driving fees to help fund transit while managing congestion. 5) Balanced travel time improvements against cost impacts for both modes.,"[7, 10, 6, 9, 8]",7,10,6,9,8
Mid-West,"Mid-West has a moderate median household income around $55,000, with about 15% of residents living below poverty level, indicating varying levels of disposable income across the community.","The area has mixed-income households with moderate discretionary spending capacity, though many residents need to carefully balance transportation costs with other essential expenses.","The neighborhood has good road access via Westheimer Road and Gessner Road, moderate bus service, but is not directly served by light rail, making many residents car-dependent for daily trips.",1) Prioritized proposals with lower sales tax (0.5-1.0%) to protect discretionary spending 2) Favored moderate transit fares ($0.75-$1.25) to keep transit affordable while maintaining service quality 3) Supported moderate driving fees ($0.50) to reduce congestion without overly burdening car-dependent residents 4) Balanced travel time improvements with cost impacts 5) Selected proposals that offer meaningful transit improvements while keeping overall costs manageable for mixed-income population,"[7, 0, 10, 2, 8]",7,0,10,2,8
Greater Uptown,"Greater Uptown residents have relatively high disposable incomes with a median household income well above Houston's average, indicating greater ability to absorb transportation costs.","The area has high discretionary spending power with numerous luxury retail establishments and high-end restaurants, suggesting residents can manage higher transportation costs without significant lifestyle impacts.","The area has good road infrastructure with proximity to major highways, moderate transit access via METRO buses, and high car ownership rates, though it experiences significant traffic congestion during peak hours.",1) Prioritized policies that reduce car travel times given the area's congestion issues and residents' ability to afford fees. 2) Higher driver fees acceptable given income levels and desire to reduce traffic. 3) Moderate transit fares preferred to maintain service quality while keeping transit accessible. 4) Lower sales tax rates favored since residents make significant retail purchases. 5) Balanced approach seeking improved transit service while maintaining reasonable costs for both modes.,"[3, 1, 2, 5, 4]",3,1,2,5,4
Washington Avenue Coalition / Memorial Park,"The neighborhood has relatively high disposable income with median household income over $100,000, indicating residents can generally absorb higher transportation costs.","Residents have significant discretionary spending power and tend to prioritize quality of life amenities, with many high-end retail and dining establishments in the area.","The area has good road access via I-10 and Memorial Drive, decent bus service, and is relatively close to downtown, though many residents are car-dependent despite some walkable sections along Washington Ave.","1) Given high incomes, prioritized policies that optimize travel times over cost savings 2) Selected moderate-to-high tax rates to fund transit improvements since residents can afford it 3) Supported higher driving fees to reduce congestion on major corridors 4) Balanced transit fares to maintain service quality while keeping transit competitive 5) Considered that many residents will continue driving despite fees, so emphasized policies that significantly improve travel times for both modes","[23, 20, 17, 14, 11]",23,20,17,14,11
Afton Oaks / River Oaks,"Afton Oaks/River Oaks is one of Houston's most affluent neighborhoods with very high median household incomes well above $200,000, indicating high disposable income and lower sensitivity to transportation costs.","Residents have significant discretionary spending power and typically engage in high-end retail, dining, and services, with transportation costs representing a small portion of their overall budget.","The area has excellent road infrastructure, high car ownership rates, and while transit service exists, most residents rely primarily on personal vehicles for transportation.","1) Given high incomes, prioritize time savings over cost considerations 2) Support policies that reduce traffic congestion since most residents drive 3) Higher taxes and fees are acceptable if they improve overall transportation system 4) Prefer options that significantly reduce car travel times 5) Consider moderate transit improvements as backup option for household workers and service employees in the area","[17, 20, 23, 8, 11]",17,20,23,8,11
Neartown-Montrose,"Neartown-Montrose residents have relatively high disposable income with median household income around $87,000, significantly above Houston's average.","The area has high discretionary spending capacity, with residents frequently patronizing local restaurants, bars, retail shops, and entertainment venues in this culturally vibrant neighborhood.","The neighborhood has good walkability, decent transit access with multiple bus routes, and relatively easy driving access to downtown, medical center, and other employment centers.","1) Given high income levels, residents can absorb moderate tax/fee increases if they improve service quality 2) Many residents both drive and use transit, so balanced improvements to both modes are valuable 3) The area's mixed-use character means both transit and driving need to work well 4) Proposals with moderate taxes (1%) and balanced fee structures provide best overall mobility improvements 5) Lower transit fares encourage transit use while moderate driving fees help manage congestion 6) Selected proposals reduce transit travel times by 5-7 minutes while keeping driving times reasonable","[8, 11, 17, 10, 7]",8,11,17,10,7
Alief,"Alief has a median household income of around $46,000, which is lower than Houston's average, with approximately 18% of residents living below the poverty line.","Given the lower income levels and high proportion of working-class families, residents have limited discretionary spending capacity and are price-sensitive to transportation costs.","Alief is heavily car-dependent with limited public transit options, though it has some bus routes connecting to major employment centers, and about 15% of households don't own vehicles.",1) Prioritized proposals with lower transit fares ($0.75) to help transit-dependent residents and encourage transit use. 2) Favored moderate tax rates (1%) to balance service improvements with tax burden on low-income residents. 3) Supported moderate driving fees ($0.50) to fund transit while not overly burdening car-dependent workers. 4) Selected proposals that achieve meaningful transit time improvements while keeping costs affordable. 5) Considered the high proportion of working-class residents who are sensitive to both time and cost.,"[7, 8, 16, 0, 1]",7,8,16,0,1
Sharpstown,"Sharpstown has a median household income of approximately $38,000, which is below Houston's median, indicating limited disposable income for many residents.","With a significant portion of residents being lower-middle income, discretionary spending is constrained and residents are sensitive to additional transportation costs and taxes.","The area has moderate car dependency with some transit access via METRO bus routes, but many residents rely on personal vehicles for commuting to major employment centers.",1) Prioritized lower tax rates (0.5%) to minimize impact on limited discretionary income 2) Favored moderate transit fares ($0.75-$1.25) to keep transit affordable while maintaining service quality 3) Supported modest driving fees ($0.50) to improve transit without overly burdening car-dependent residents 4) Balanced travel time improvements with cost impacts 5) Selected proposals that reduce transit travel times to under 57 minutes while keeping driving costs manageable,"[0, 2, 7, 10, 16]",0,2,7,10,16
Gulfton,"Gulfton residents have relatively low disposable income with a median household income around $31,000, significantly below Houston's average, and about 35% of residents live below the poverty line.","With high poverty rates and large immigrant population, residents have very limited discretionary spending capacity and are highly sensitive to additional transportation costs and sales taxes.","Gulfton is heavily transit-dependent with lower car ownership rates than city average, has high population density, and relies significantly on METRO bus services for access to jobs and services.",1) Prioritized proposals with lowest transit fares ($0.75) to maintain affordability for transit-dependent residents 2) Favored lower sales tax rates (0.5-1.0%) to minimize impact on limited discretionary spending 3) Considered moderate driving fees ($0.50) to improve transit service without excessive burden 4) Balanced travel time improvements with cost impacts 5) Selected proposals that provide best transit service improvements while keeping costs manageable for low-income residents,"[1, 0, 8, 7, 16]",1,0,8,7,16
West University Place,"West University Place residents have high disposable incomes with a median household income over $250,000, making them less sensitive to transit fares and driving fees.","The neighborhood has very high discretionary spending capacity with significant retail expenditure and luxury consumption patterns, so sales tax impact is relatively minor.","The area has excellent road access, high car ownership rates, and limited transit dependency, though it benefits from proximity to major employment centers and the Texas Medical Center.","1) Given high incomes, prioritize time savings over cost sensitivity 2) Support policies that reduce congestion and travel times 3) Higher driver fees acceptable given income levels and desire to reduce traffic 4) Moderate transit fares to maintain service quality while not overly subsidizing 5) Balance tax rates to fund improvements without excessive burden 6) Selected policies that maximize car travel time reductions while maintaining reasonable transit options","[1, 8, 17, 3, 20]",1,8,17,3,20
Westwood,"Westwood has a relatively low median household income around $35,000, with approximately 30% of residents living below the poverty line, indicating limited disposable income for transportation costs.","Given the low income levels, residents have minimal discretionary spending capacity and are highly sensitive to additional taxes, fares, and fees that would reduce their already limited purchasing power.","The neighborhood has moderate transit access with some bus routes but high car dependency, with about 75% of residents commuting by car and experiencing significant travel times to reach employment centers and services.",1) Prioritized policies with lower transit fares ($0.75) to make public transit more affordable for low-income residents 2) Favored lower sales tax rates (0.5-1.0%) to minimize impact on limited discretionary spending 3) Considered moderate driving fees ($0.50) to improve transit service while not overly burdening car-dependent residents 4) Selected policies that achieve reasonable balance between transit improvement and cost burden 5) Ranked options that provide meaningful travel time improvements while keeping combined costs manageable for residents,"[0, 7, 2, 6, 10]",0,7,2,6,10
Braeburn,"Braeburn has a median household income of around $45,000, which is lower than Houston's average, indicating moderate to limited disposable income for many residents.","With a significant portion of income going to basic necessities, residents have limited discretionary spending capacity and are sensitive to additional transportation costs.","The neighborhood has moderate car dependency with limited transit options, though it's served by some METRO bus routes and is relatively close to the Southwest Freeway.",1) Prioritized lower tax rates (0.5%) to protect limited disposable income 2) Favored moderate transit fares ($0.75-$1.25) to keep transit affordable while maintaining service quality 3) Supported moderate driving fees ($0.50) to improve transit without overly burdening drivers 4) Balanced travel time improvements with cost impacts 5) Selected proposals that offer the best combination of reduced transit travel times while keeping overall costs manageable for residents,"[0, 2, 7, 10, 16]",0,2,7,10,16
Meyerland,"Meyerland is an affluent neighborhood with median household income above $100,000, indicating relatively high disposable income and ability to absorb transportation costs.","Residents have significant discretionary spending power, with high retail activity along major corridors and proximity to shopping centers like Meyerland Plaza.","The area has good car accessibility via Loop 610 and multiple major roads, with moderate transit access through METRO bus routes and relatively close proximity to the Red Line light rail.","1) Given high income levels, policies with higher fees but better service are acceptable 2) Strong car dependency suggests preference for balanced improvements in both modes 3) Higher sales tax is acceptable given discretionary spending patterns 4) Prioritized policies that reduce travel times for both transit and cars 5) Selected options that provide best overall service improvements while maintaining reasonable cost structure","[23, 20, 17, 14, 11]",23,20,17,14,11
Braeswood,"Braeswood is an affluent area with median household income above $100,000, indicating residents have substantial disposable income and can generally afford higher transportation costs.","Residents have significant discretionary spending power and typically engage in high levels of retail and service consumption, making them somewhat less sensitive to sales tax increases.","The neighborhood has good car accessibility with proximity to major thoroughfares and moderate transit access through METRO bus routes, though most residents are car-dependent for daily trips.","1) Given high car ownership and usage, prioritized proposals that reduce car travel time while keeping driving fees moderate 2) Higher income means residents can tolerate some tax increase if it improves service 3) Selected proposals with balanced fare structures since transit is a secondary mode 4) Focused on options that provide meaningful travel time improvements for both modes 5) Considered that higher sales tax impact is moderate given area's spending patterns","[3, 10, 19, 2, 7]",3,10,19,2,7
Medical Center,"The Medical Center area has relatively high median household income due to concentration of medical professionals, though there is income diversity among service workers and students.","Residents have moderate to high discretionary spending capacity but face high costs of living in the area, particularly housing and transportation.","The area has excellent transit connectivity via light rail and bus routes, good walkability, but also experiences heavy traffic congestion due to large numbers of workers and patients accessing medical facilities.",1) Prioritized policies that balance transit improvements with moderate costs given the mixed-income population 2) Favored options with higher driving fees to manage congestion around medical facilities 3) Selected moderate tax rates to maintain services while considering cost burden 4) Weighted transit time improvements heavily due to large transit-dependent population 5) Considered impact on medical workers who need reliable transportation at all hours,"[17, 20, 8, 11, 1]",17,20,8,11,1
Astrodome Area,"The Astrodome Area has relatively high median household income around $65,000, with many professionals working in the Texas Medical Center and other nearby employment centers.","Residents have moderate to high discretionary spending capacity, with significant retail and entertainment options in the area including NRG Stadium and various shopping centers.","The area has good accessibility with multiple transit options including METRORail Red Line, several bus routes, major highways like 610 Loop and SH 288, and is walkable to the Medical Center.","1) Given the mixed-income population and good transit infrastructure, prioritized policies that balance moderate transit fares with improved service times 2) Selected options with moderate sales tax to maintain service quality without overly burdening retail spending 3) Supported modest driving fees to reduce congestion around major destinations 4) Considered that many residents commute to Medical Center and need reliable transit options 5) Factored in that the area hosts major events requiring efficient transportation","[17, 20, 8, 11, 14]",17,20,8,11,14
South Main,"South Main residents have relatively high disposable income with a median household income above Houston's average, as it includes affluent areas near Rice University and the Medical Center.","The area has high discretionary spending capacity with numerous upscale retail establishments and restaurants, indicating residents can generally absorb moderate increases in transportation costs.","The area has good accessibility with multiple transit options including light rail, bus routes, and proximity to major employment centers, while also having good road infrastructure for driving.","1) Given high income levels, prioritize time savings over cost sensitivity 2) Support policies that improve both transit and driving times since area uses both modes 3) Can accept higher taxes/fees due to higher disposable income 4) Prefer balanced approaches that improve overall system efficiency 5) Selected proposals 23, 20, 17, 14, 11 in order of decreasing preference as they offer the best combined travel time improvements for both modes while the higher costs are manageable for this affluent area","[23, 20, 17, 14, 11]",23,20,17,14,11
Brays Oaks,"Brays Oaks has a median household income of approximately $41,000, which is below Houston's median, indicating limited disposable income for many residents.","With a significant portion of residents living on modest incomes and about 25% below poverty level, discretionary spending is limited and residents are sensitive to additional taxes and fees.","The area has moderate transit access with several bus routes but many residents rely on personal vehicles, with average commute times being slightly higher than the city average.",1) Prioritized proposals with lower sales tax (0.5%) to minimize impact on limited discretionary income 2) Favored moderate transit fares ($0.75-$1.25) to keep transit affordable while maintaining service quality 3) Considered moderate driving fees ($0.50) to improve transit without overly burdening car-dependent residents 4) Selected proposals that achieve balance between transit improvement and cost burden 5) Ranked proposals that offer better travel time improvements while minimizing additional costs to residents,"[0, 2, 7, 10, 16]",0,2,7,10,16
Westbury,"Westbury is a middle-class neighborhood with median household income around $65,000, indicating moderate disposable income levels for transportation expenses.",Residents have moderate discretionary spending capacity but are price-sensitive to additional taxes and fees that could impact their household budgets.,"The neighborhood has decent car accessibility but limited transit options, with most residents relying on personal vehicles while having some bus service connections to major employment centers.",1) Prioritized policies with moderate tax rates to balance transit funding needs while preserving disposable income 2) Favored lower transit fares to encourage transit use while maintaining affordability 3) Supported moderate driving fees to manage congestion while not overly burdening car-dependent residents 4) Selected options that provide meaningful travel time improvements for both transit and driving 5) Considered the neighborhood's mixed-mode transportation needs with emphasis on maintaining driving accessibility while improving transit service,"[7, 10, 16, 19, 3]",7,10,16,19,3
Willow Meadows/Willowbend,"Willow Meadows/Willowbend is an upper-middle-class neighborhood with median household income around $100,000, indicating relatively high disposable income and ability to absorb transportation costs.","Residents have significant discretionary spending power and tend to prioritize quality of life, with many households able to afford multiple vehicles and regular retail/entertainment spending.","The neighborhood has good road access via Loop 610 and Main Street, with moderate transit access through MetroRail and bus services, though most residents are car-dependent for daily trips.","1) Given high car ownership and income levels, policies with moderate driving fees are acceptable if they improve overall system efficiency 2) Higher sales tax is less impactful due to high disposable income 3) Transit improvements should focus on reducing travel times rather than minimizing fares 4) Selected policies balance revenue generation for transit improvements while maintaining reasonable driving costs 5) Prioritized options that reduce both transit and driving times through balanced fee structures","[20, 23, 17, 11, 14]",20,23,17,11,14
Fondren Gardens,"Fondren Gardens is a lower-middle income neighborhood with median household income around $35,000, indicating limited disposable income for transportation costs.","Residents have modest discretionary spending capacity, with many households being cost-sensitive to additional fees and taxes that could impact their budget for essential needs.","The neighborhood has limited transit access with longer transit travel times, while most residents rely on personal vehicles for commuting and accessing services.","1) Prioritized policies with lower sales tax (0.5%) to minimize impact on limited discretionary income, 2) Favored moderate driving fees ($0.50) over high fees ($1.00) since many residents depend on cars, 3) Selected lower transit fares ($0.75-$1.25) to make transit more accessible, 4) Considered balance between improved transit times and added costs, 5) Ranked proposals that offer meaningful travel time improvements without excessive financial burden.","[2, 0, 4, 7, 10]",2,0,4,7,10
