community_area,disposable_income,discretionary_consumption,accessibility,decision_rationale,vote,rank1,rank2,rank3,rank4,rank5
Jefferson Park,"Jefferson Park has a relatively high median household income of $90,740 and a per capita income of $42,024. A significant portion of households earn over $100,000, indicating a good level of disposable income.","With a high median income, residents likely have a moderate to high level of discretionary consumption. However, a notable portion of the population earns less than $50,000, which means that affordability of transit and driving fees is still a concern for some households.","The majority of residents drive alone (61.7%), with a smaller percentage using transit (13.4%). Car ownership is high, with only 9.8% of households without a vehicle. This suggests that while transit improvements are beneficial, driving remains the primary mode of transportation.","Given the high car ownership and preference for driving, policies that reduce driving time and cost are prioritized. However, improving transit is also important to support those who rely on it and to potentially reduce congestion. Balancing the cost of transit fares and driving fees with the sales tax impact on discretionary spending is crucial. Lower fares and moderate driving fees are preferred to maintain affordability while improving transit services. A moderate sales tax is acceptable given the community's income levels, as it supports better transit without overly burdening lower-income households.","[10, 13, 19, 22, 14]",10,13,19,22,14
Forest Glen,"Forest Glen has a high median income of $139,046 and a per capita income of $70,693, indicating a relatively high level of disposable income compared to other areas.","With 46.5% of households earning $150,000 and over, the community likely has significant discretionary spending power. However, a portion of the population (7.8%) earns less than $25,000, so affordability remains a consideration.","The majority of residents (57.9%) drive alone, with only 10.5% using transit. Car ownership is high, with 44.1% owning two vehicles and 18.2% owning three or more. This suggests that while transit improvements are beneficial, car travel is predominant.","Given the high car ownership and preference for driving, policies that reduce driving time and improve transit without significantly increasing costs are prioritized. A lower sales tax is preferred to maintain discretionary spending. Proposals with moderate driver fees are considered to encourage some shift to transit, reducing congestion. The community's high income allows for some flexibility in fare increases, but lower fares are still preferred to support the lower-income segment.","[10, 13, 19, 22, 14]",10,13,19,22,14
North Park,"North Park has a median income of $74,649 and a per capita income of $37,156. A significant portion of the population earns over $100,000, indicating a relatively high disposable income compared to other areas.","With a substantial portion of the population earning above $100,000, there is likely a higher level of discretionary consumption. However, 34.3% of households earn less than $50,000, indicating a need to balance affordability for lower-income residents.","55.6% of residents drive alone, while 17.5% use transit. The mean commute time is 34 minutes, suggesting a need for efficient transit options. Car ownership is high, with 85.4% of households having at least one vehicle, but 14.6% have no vehicle, highlighting the importance of affordable transit options.","Given the high car ownership and significant use of transit, policies that improve transit efficiency and affordability are crucial. Lower fares and moderate driver fees can encourage transit use without overly burdening drivers. A moderate sales tax supports transit improvements while considering the community's disposable income. The selected policies aim to balance affordability, transit efficiency, and support for lower-income residents.","[10, 13, 19, 4, 22]",10,13,19,4,22
Albany Park,"Albany Park has a diverse income distribution with a significant portion of households earning between $25,000 and $149,999. The community has a relatively balanced income distribution, with a notable percentage of high-income households ($150,000+). This suggests a moderate to high level of disposable income for many residents.","Given the income distribution, many households in Albany Park likely have discretionary income to spend on non-essential goods and services. However, a portion of the population earns less than $50,000, indicating that affordability of transportation options is crucial for these residents.","Albany Park has a high percentage of residents using transit (23.7%) and a significant number of households without a vehicle (19.1%). This indicates a strong reliance on public transportation. The community also has a substantial number of residents who drive alone (45.5%), suggesting that both transit and driving options are important for accessibility.","Given the reliance on public transit and the need for affordable options, proposals with lower transit fares are prioritized. However, the community also values efficient transit services, so a balance between fare affordability and service quality is important. Proposals with moderate driver fees are considered to encourage a shift from driving to transit, reducing congestion and emissions. The sales tax is kept moderate to ensure it does not overly burden residents' discretionary spending. The selected proposals aim to improve transit efficiency while maintaining affordability for both transit users and drivers.","[10, 13, 19, 4, 22]",10,13,19,4,22
Portage Park,"Portage Park has a median income of $85,473 and a per capita income of $38,488. A significant portion of the population earns over $100,000, indicating a relatively high disposable income compared to other areas.","With a substantial portion of the population earning over $100,000, residents likely have a moderate to high level of discretionary consumption. However, 30.8% of households earn less than $50,000, indicating that affordability is still a concern for a significant minority.","62.9% of residents drive alone, and 14% use transit, indicating a reliance on both modes of transportation. The mean commute time is 37.1 minutes, suggesting that reducing travel time could be beneficial. Car ownership is high, with 89.9% of households owning at least one vehicle, but transit improvements could still benefit the 10.1% without a vehicle.","Given the high car ownership and reliance on driving, policies that reduce driving time and cost are important. However, improving transit is also crucial for the 14% who rely on it and the 10.1% without vehicles. Balancing lower fares and moderate taxes with reasonable driving fees can enhance transit services without overly burdening residents financially. Therefore, proposals with lower fares and moderate taxes, combined with driving fees that encourage transit use, are prioritized.","[10, 13, 19, 22, 14]",10,13,19,22,14
Irving Park,"Irving Park has a relatively high median income of $86,849 and a per capita income of $48,320. A significant portion of the population earns over $100,000, indicating a good level of disposable income.","With a diverse income distribution, a portion of the community may be sensitive to increased costs from transit fares and driver fees. However, the higher income brackets suggest some capacity to absorb moderate increases in costs.","49.6% of residents drive alone, while 18.5% use transit. The community has a moderate reliance on transit, and improvements in transit services could benefit a significant portion of the population. Car ownership is high, with 86.1% of households owning at least one vehicle, indicating a strong reliance on driving.","Given the community's income distribution and transportation preferences, the focus is on balancing cost with improved transit services. Lower fares and moderate driver fees can encourage transit use without significantly impacting disposable income. A moderate sales tax is acceptable if it leads to better transit services. The top proposals prioritize reducing travel time and improving transit affordability while considering the community's capacity to handle increased costs.","[10, 13, 19, 22, 14]",10,13,19,22,14
Dunning,"Dunning has a relatively high percentage of households earning $100,000 or more (41.1%), indicating a moderate to high disposable income level. However, there is also a significant portion of the population earning less than $50,000 (29.3%), suggesting income diversity.","With a significant portion of the population in higher income brackets, discretionary consumption is likely to be robust. However, the presence of lower-income households means that affordability of transportation options remains important.","The majority of residents drive alone (72.1%), indicating a strong reliance on personal vehicles. Only 7.3% use transit, suggesting that current transit accessibility may be limited or less convenient compared to driving.","Given the high reliance on driving, policies that reduce driving time and costs are favorable. However, improving transit options could benefit lower-income residents and reduce congestion. A balance between affordable transit fares and reasonable driving fees is crucial. Lower sales taxes are preferred to maintain discretionary spending. Therefore, proposals with lower fares and moderate driving fees, which also improve transit times, are prioritized. The community's income diversity necessitates a careful balance between cost and service improvement.","[10, 13, 19, 22, 14]",10,13,19,22,14
Montclare,"Montclare has a median income of $69,038 and a per capita income of $33,574. A significant portion of the population earns less than $50,000, indicating a need to consider affordability in transportation costs.","With 20.3% of households earning less than $25,000, any increase in transportation costs could significantly impact discretionary spending. The community needs to balance between affordable transit fares and reasonable sales tax rates.","The majority of Montclare residents drive alone (74.9%), with only 4.4% using transit. This suggests a need for policies that improve transit accessibility and reduce driving times to encourage a shift towards public transportation.","Given the high car ownership and preference for driving, policies that reduce driving time and cost are prioritized. However, improving transit times and affordability is also important to encourage more residents to use public transportation. A balance between low transit fares and moderate sales tax is ideal to support transit improvements without overly burdening residents financially. The selected policies aim to reduce travel times for both driving and transit while keeping costs manageable for the community.","[10, 13, 19, 22, 25]",10,13,19,22,25
Belmont Cragin,"Belmont Cragin has a diverse income distribution with a significant portion of households earning below $50,000. This suggests that affordability is a key concern for many residents.","With a large percentage of households in lower income brackets, discretionary spending is likely limited. Therefore, policies that minimize additional costs are preferable.","A majority of residents drive alone, but a notable portion also uses transit. Improving transit times could benefit those who rely on it, but not at the expense of significantly higher costs.","Given the income distribution and car ownership, policies that balance lower transit fares and moderate driver fees with reasonable travel times are prioritized. A lower sales tax is preferred to minimize the impact on discretionary spending. The goal is to improve transit accessibility without imposing significant financial burdens on residents, especially those with lower incomes.","[10, 11, 19, 20, 13]",10,11,19,20,13
Hermosa,"The median income in Hermosa is $66,073, with a per capita income of $27,053. A significant portion of the population earns between $25,000 and $74,999, indicating moderate disposable income levels.","With 23.1% of households earning between $25,000 and $49,999 and 19.8% earning between $50,000 and $74,999, discretionary spending is likely limited. The community needs to balance transportation costs with other essential expenses.","60.9% of residents drive alone, while 17.7% use transit. Car ownership is high, with only 12.5% of households without a vehicle. This suggests a reliance on both driving and transit, with a need for efficient and affordable options.","Given the moderate income levels and reliance on both driving and transit, Hermosa would benefit from policies that reduce travel time and cost without significantly increasing the tax burden. Lower fares and moderate driver fees can encourage transit use, reducing congestion and emissions. A balance between fare, tax, and driver fees is crucial to maintain affordability and improve service quality. The selected policies aim to optimize travel time and cost for both drivers and transit users, while considering the community's income constraints and transportation habits.","[10, 13, 19, 22, 25]",10,13,19,22,25
Avondale,"Avondale has a diverse income distribution with a significant portion of households earning above $100,000, but also a notable percentage earning less than $50,000. This suggests a mixed level of disposable income across the community.","With a substantial portion of the population earning above $100,000, there is potential for discretionary spending. However, the presence of lower-income households means that affordability of transportation options is crucial.",Avondale has a relatively high percentage of residents using transit (21.5%) and a significant portion without vehicles (19.8%). This indicates a reliance on public transportation and the need for efficient and affordable transit options.,"Given the mixed income levels, affordability of transit fares is important, especially for lower-income residents. A lower fare would benefit those who rely on public transportation. However, improving transit efficiency is also crucial to encourage more residents to switch from driving to transit, reducing congestion and emissions. Balancing these needs, proposals with lower fares and moderate driver fees are prioritized to enhance transit service without overly burdening drivers. A moderate sales tax is acceptable if it significantly improves transit times, benefiting the community's accessibility.","[11, 10, 19, 13, 14]",11,10,19,13,14
Logan Square,"Logan Square has a relatively high median income of $97,759 and a per capita income of $62,532. A significant portion of the population earns over $100,000, indicating a good level of disposable income.","With a high income level, residents likely have a higher capacity for discretionary spending. However, a notable portion of the population earns less than $50,000, so affordability remains a concern for some households.","Logan Square has a diverse mode of transportation usage with 26.5% using transit and 36.6% driving alone. The community has a significant number of households without vehicles (21.2%), indicating a reliance on public transit.","Given the high reliance on transit and the significant number of households without vehicles, policies that improve transit times and affordability are prioritized. A lower transit fare is beneficial for the community, especially for lower-income residents. However, the community's higher income levels allow for some flexibility in supporting higher taxes if it results in better services. The goal is to balance affordability with improved transit services and reduced congestion. Therefore, proposals with lower fares and moderate taxes and driving fees are preferred to enhance transit accessibility while maintaining reasonable costs for drivers.","[11, 10, 19, 13, 14]",11,10,19,13,14
Humboldt Park,"Humboldt Park has a median household income of $51,105 and a per capita income of $25,358. A significant portion of the population earns less than $50,000, indicating limited disposable income for many residents.","With 49% of households earning less than $50,000, discretionary spending is likely constrained. Any increase in transportation costs could significantly impact the ability to spend on other necessities.","25% of households do not own a vehicle, and 20.1% of residents use transit to commute. Improving transit accessibility and affordability is crucial for this community, as a large portion relies on public transportation.","Given the limited disposable income and reliance on public transit, policies that minimize fare increases while improving transit times are prioritized. A lower sales tax is preferred to avoid burdening low-income households. Driver fees are acceptable if they significantly reduce car travel times, benefiting those who drive and potentially reducing congestion for transit users. The selected policies aim to balance affordability, improved transit service, and reduced travel times.","[11, 10, 19, 13, 14]",11,10,19,13,14
West Town,"West Town has a high median income of $128,717 and a per capita income of $82,088, indicating a relatively affluent community with significant disposable income.","With 43.9% of households earning $150,000 and over, the community has a high capacity for discretionary spending. However, a significant portion of the population (9.8%) earns less than $25,000, suggesting some income disparity.","West Town has a diverse mode of transportation usage with 23.2% using transit and 35.1% driving alone. The community also has a high percentage of residents working from home (26.3%), reducing daily commuting needs. Car ownership is moderate, with 20.2% of households having no vehicle.","Given the high income levels, the community can absorb moderate increases in taxes and fees. However, the presence of lower-income residents necessitates consideration of affordable transit options. The community values efficient transit, as evidenced by the significant transit usage. Therefore, proposals that improve transit times while maintaining reasonable costs are prioritized. A balance between transit fare, sales tax, and driving fees is crucial to ensure accessibility and affordability for all income levels. Proposals with lower transit fares and moderate driving fees are preferred to encourage transit use and reduce congestion.","[11, 14, 13, 10, 19]",11,14,13,10,19
Austin,"The median income in Austin is $40,086, with a significant portion of the population earning less than $25,000. This suggests limited disposable income, making cost-sensitive policies more favorable.","With a per capita income of $23,403, residents have limited discretionary spending. High transit fares or driver fees could significantly impact their ability to spend on other necessities.","30.6% of households do not own a vehicle, and 23.7% of residents use transit to commute. Improving transit accessibility and affordability is crucial for this community.","Given the high reliance on public transit and limited disposable income, policies with lower transit fares and moderate driver fees are prioritized. A lower sales tax is also preferred to minimize the impact on discretionary spending. The goal is to enhance transit accessibility while keeping costs manageable for residents.","[10, 11, 19, 20, 13]",10,11,19,20,13
West Garfield Park,"West Garfield Park has a median income of $36,360 and a per capita income of $18,503. A significant portion of the population earns less than $25,000, indicating limited disposable income.","With 42.2% of households earning less than $25,000, discretionary spending is likely constrained. Any increase in transportation costs could significantly impact the community's ability to spend on other necessities.","38.7% of households do not have a vehicle, and 27.9% of residents use transit. Improving transit accessibility and affordability is crucial for this community, as a large portion relies on public transportation.","Given the limited disposable income and high reliance on public transit, the community would benefit from lower transit fares and minimal increases in sales tax. Proposals with lower fares and moderate driver fees are preferred to encourage transit use and reduce congestion, while keeping costs manageable for residents. The focus is on balancing affordability with improved transit service, considering the community's economic constraints and transportation needs.","[11, 10, 19, 13, 14]",11,10,19,13,14
East Garfield Park,"East Garfield Park has a median income of $31,762 and a per capita income of $20,343. A significant portion of the population (43.7%) earns less than $25,000, indicating limited disposable income.","With a large percentage of the population earning below $25,000, discretionary spending is likely constrained. High transit fares or driver fees could significantly impact the community's ability to spend on other necessities.","40% of households do not own a vehicle, and 25% of the population uses transit. Improving transit accessibility and affordability is crucial for this community. The mean commute time is 35.1 minutes, indicating a need for efficient transit options.","Given the limited disposable income and high reliance on public transit, proposals with lower transit fares and moderate driver fees are prioritized to enhance affordability and accessibility. A lower sales tax is preferred to minimize the impact on discretionary spending. The focus is on reducing transit times and maintaining affordability for the majority who rely on public transportation.","[11, 10, 19, 13, 14]",11,10,19,13,14
Near West Side,"The Near West Side has a relatively high median income of $106,955 and a per capita income of $72,602. A significant portion of the population earns over $150,000, indicating a community with substantial disposable income.","With a high income level, the community likely has a higher level of discretionary consumption. However, 17.9% of the population earns less than $25,000, suggesting that affordability of transit fares and fees is still a concern for a portion of the community.","The community has a diverse mode of transportation usage with 18.1% using transit and 24.1% walking or biking. Car ownership is moderate, with 34.3% of households having no vehicle, indicating a reliance on public transit and non-motorized transport.","Given the high income levels, the community can afford a moderate increase in sales tax and transit fares if it results in better transit services. The community's reliance on transit and non-motorized transport suggests a preference for policies that improve transit efficiency and reduce travel time. A balance between fare affordability and improved transit service is crucial. Policies with higher driver fees could reduce congestion and emissions, benefiting the community's transit users. Therefore, proposals with moderate sales tax, lower transit fares, and higher driver fees are prioritized to enhance transit service while maintaining affordability for lower-income residents.","[11, 14, 13, 10, 19]",11,14,13,10,19
North Lawndale,"North Lawndale has a median income of $33,334 and a per capita income of $21,201. A significant portion of the population earns less than $25,000, indicating limited disposable income.","With 42.3% of households earning less than $25,000, discretionary spending is likely constrained. Any increase in transportation costs could significantly impact the community's ability to spend on other necessities.","23.7% of residents use transit, and 36.5% of households do not own a vehicle, indicating a reliance on public transportation. Improving transit times and maintaining low fares are crucial for accessibility.","Given the community's limited disposable income and reliance on public transit, proposals with lower fares and moderate taxes are prioritized. Reducing transit times is also important, but not at the expense of significantly higher costs. The community would benefit from a balance between improved transit services and affordability. Proposals with a $0.75 fare and moderate driver fees are preferred to encourage transit use and reduce congestion, while keeping costs manageable for residents.","[10, 11, 19, 20, 1]",10,11,19,20,1
South Lawndale,"South Lawndale has a median household income of $42,010 and a per capita income of $18,001, indicating limited disposable income. A significant portion of the population earns less than $50,000, suggesting that affordability is a key concern.","With a large portion of the community earning less than $50,000, discretionary spending is likely limited. High transit fares or driver fees could significantly impact the community's ability to spend on other necessities.","56.5% of residents drive alone, while 15.3% use transit. The community has a moderate reliance on transit, but a significant number of households do not own a vehicle, indicating the importance of affordable and efficient public transportation.","Given the community's limited disposable income and reliance on both driving and transit, the ideal policy would balance affordability with improved transit services. Lower fares and moderate driver fees could encourage transit use without overly burdening drivers. A moderate sales tax is acceptable if it significantly improves transit efficiency. The selected policies aim to reduce travel time and costs for both drivers and transit users, while considering the community's financial constraints.","[11, 14, 13, 10, 19]",11,14,13,10,19
Lower West Side,"The median income is $69,810, with a per capita income of $36,151. A significant portion of the population earns less than $50,000, indicating a need to consider affordability in transportation costs.","With 18.4% earning less than $25,000 and 19.3% earning between $25,000 and $49,999, a large segment of the community may have limited discretionary spending. Thus, lower transit fares and driver fees are preferable to maintain disposable income for other necessities.","24.5% of the population uses transit, and 23.8% have no vehicle, highlighting the importance of affordable and efficient public transit. The community also has a significant number of people who drive alone (43.8%), so reducing driving time and costs is also beneficial.","Given the community's income distribution and reliance on both transit and driving, the ideal policy would balance lower costs with improved transit efficiency. Lower fares and moderate driver fees can encourage transit use without overly burdening drivers. A moderate sales tax is acceptable if it significantly improves transit services, as it supports a large transit-dependent population. The selected policies aim to reduce travel time and costs for both transit users and drivers, while maintaining affordability.","[11, 14, 13, 10, 19]",11,14,13,10,19
Loop,"The Loop is a central business district with a mix of high-income professionals and lower-income service workers. Disposable income varies significantly, but generally, there is a higher average income compared to other areas.","Residents in the Loop have a higher level of discretionary consumption due to the presence of numerous dining, entertainment, and shopping options. However, the cost of living is also high.","The Loop has excellent accessibility to resources and services, with extensive public transit options including buses and trains. Walking and biking are also viable options due to the dense urban environment.","Given the high accessibility to public transit and the mixed income levels, the focus is on maintaining or improving transit services while considering the financial impact on residents. Lower transit fares and moderate driver fees are preferred to encourage public transit use and reduce congestion. A moderate sales tax is acceptable if it significantly improves transit services. The goal is to balance affordability with improved transit efficiency and reduced travel times.","[11, 14, 13, 10, 19]",11,14,13,10,19
Near South Side,"The Near South Side has a high median household income of $124,558 and a per capita income of $94,087, indicating a relatively affluent community with significant disposable income.","With 43.7% of households earning $150,000 and over, the community likely has a high level of discretionary consumption, allowing for flexibility in absorbing additional costs from transit fares or driver fees.","The community has a balanced mode of transportation usage with 41.9% driving alone and 22.7% using transit. A significant portion of the population also works from home (22.7%), reducing daily commuting needs. Car ownership is moderate, with 22.4% having no vehicle and 60.6% having one vehicle.","Given the high income levels, the community can afford higher transit fares and driver fees if it results in better services and reduced travel times. The community values efficient transit options, as evidenced by the significant transit usage. Therefore, proposals that improve transit times and reduce congestion, even at a higher cost, are prioritized. A moderate sales tax is acceptable to support transit improvements, but the community would prefer to avoid the highest tax rate to maintain discretionary spending. The top proposals selected balance improved transit times with reasonable costs, considering the community's ability to absorb these costs without significant impact on their lifestyle.","[11, 14, 13, 10, 19]",11,14,13,10,19
Armour Square,"A significant portion of the community, 31.1%, earns less than $25,000, indicating limited disposable income. The majority of households fall into lower to middle-income brackets, suggesting sensitivity to increases in costs such as transit fares and sales taxes.","With a large percentage of the population in lower income brackets, discretionary spending is likely limited. Any increase in transportation costs could significantly impact the ability to spend on other necessities and leisure activities.","Armour Square has a relatively high percentage of residents using transit (24.4%) and a significant portion without vehicles (33.9%). This indicates a reliance on public transportation, making transit affordability and efficiency crucial. The community also has a notable percentage of residents working from home (20%), which may reduce daily transportation needs for some.","Given the community's reliance on public transit and limited disposable income, proposals with lower transit fares and moderate sales taxes are prioritized. Reducing travel time is also important to improve accessibility and convenience. Proposals with higher driver fees are considered as they may encourage a shift from driving to transit, potentially reducing congestion and improving transit services. However, the impact on those who drive must be balanced with the community's overall needs.","[10, 11, 19, 20, 13]",10,11,19,20,13
Douglas,"The median income in Douglas is $43,528, with a significant portion of the population earning less than $25,000. This suggests limited disposable income, making cost-sensitive policies more favorable.","With 34.8% of households earning less than $25,000, discretionary spending is likely constrained. Policies that minimize additional costs, such as lower fares and taxes, would be beneficial.","44.4% of households do not own a vehicle, and 26.4% of residents use transit. Improving transit accessibility and affordability is crucial for this community, as many rely on public transportation.","Given the high reliance on public transit and limited disposable income, policies that reduce transit fares and maintain low taxes are prioritized. Additionally, policies that improve transit times without significantly increasing costs are preferred. The community's high percentage of non-vehicle households and transit users suggests that enhancing transit services while keeping costs low is essential. Therefore, proposals with lower fares and moderate taxes, which also improve transit times, are ranked higher.","[10, 11, 19, 20, 13]",10,11,19,20,13
