community_area,disposable_income,discretionary_consumption,accessibility,decision_rationale,vote,rank1,rank2,rank3,rank4,rank5
Jefferson Park,"Jefferson Park has a relatively high median household income of $90,740, with 44.1% of households earning over $100,000. This suggests residents have moderate to high disposable income and can absorb some transportation cost increases.","With higher incomes and an average household size of 2.5, residents likely have significant discretionary spending. However, about 27% earn under $50,000 annually, so cost sensitivity varies across the community.","The area has good car access (90.2% of households have at least one vehicle) and transit options (13.4% use transit for commuting). 61.7% drive alone to work, suggesting strong preference for driving despite transit availability.",1. Prioritized proposals with moderate tax rates (1%) to balance transit funding and household tax burden. 2. Favored moderate driving fees ($0.50) to reduce congestion while not overly burdening the car-dependent majority. 3. Selected lower transit fares ($0.75-$1.25) to encourage transit use while considering lower-income residents. 4. Focused on options that reduce both car and transit travel times. 5. Balanced the community's car-centric nature with the need to support transit improvements.,"[13, 10, 14, 4, 11]",13,10,14,4,11
Forest Glen,"Forest Glen is an affluent community with median household income of $139,046 and 63% of households earning over $100,000. This suggests residents have significant disposable income and can absorb moderate increases in transportation costs","With high per capita income ($70,693), residents likely have substantial discretionary spending. A sales tax increase would impact this, but the community can generally handle higher taxes better than lower-income areas","Car-centric community with 95% of households owning cars and 68.1% using cars for commuting. Only 10.5% use transit, suggesting good road access but limited transit dependence. 17.2% work from home","1. Given high car ownership and usage, prioritize proposals that improve driving times while accepting moderate fees. 2. Community can afford higher costs, so focus on service quality over lowest prices. 3. With high incomes, moderate tax increases are acceptable if they improve overall transportation. 4. Balance driving improvements with transit upgrades for the 10.5% transit users. 5. Prefer proposals with moderate to high driving fees to reduce congestion","[14, 23, 5, 17, 8]",14,23,5,17,8
North Park,"North Park has a mixed income profile with median income of $74,649. About 34.3% of households earn less than $50,000, while 38.7% earn over $100,000, suggesting varying levels of sensitivity to transportation costs","With a per capita income of $37,156, residents have moderate discretionary spending power. The community needs to balance transportation costs with other essential expenses, particularly for lower and middle-income households","85.4% of households have at least one vehicle, with 55.6% driving alone to work. 17.5% use transit, suggesting good transit access. Mean commute time is 34 minutes, indicating reliance on both car and transit options",1. Prioritize policies that balance transit improvement with moderate cost increases given mixed income levels. 2. Consider high car ownership but significant transit usage suggests need for both mode improvements. 3. Favor policies with moderate tax increases to fund transit while keeping fares affordable. 4. Select options that reduce commute times for both drivers and transit users. 5. Account for large working population that relies on efficient transportation,"[13, 4, 22, 10, 19]",13,4,22,10,19
Albany Park,"Mixed-income community with 31.3% earning under $50k, 29.3% middle income ($50k-$100k), and 39.3% earning over $100k. This suggests varying levels of sensitivity to transportation costs and taxes","Given the income distribution, about one-third of residents may have limited discretionary spending power and would be sensitive to fare increases and sales tax. Higher-income households have more flexibility to absorb increased costs","Good mix of transportation options with 23.7% using transit and 45.5% driving alone. 19.1% have no vehicle, making transit accessibility crucial. The community has relatively good access to both transit and driving options",1. Prioritize balanced policies that don't overly burden lower-income residents while improving transit service. 2. Consider the significant transit-dependent population (19.1% no vehicle). 3. Account for the large driving population (45.5%) who would be affected by driving fees. 4. Choose policies that reduce transit travel times without excessive cost increases. 5. Select options that maintain reasonable driving costs for the working-class population. Selected policies balance moderate fares with improved service times and reasonable tax rates,"[11, 13, 4, 10, 19]",11,13,4,10,19
Portage Park,"Portage Park has a median household income of $85,473, with about 30.8% of households earning less than $50,000. The community has moderate disposable income, suggesting sensitivity to both transit fares and driving costs.","With a mix of income levels and an average household size of 2.8, discretionary spending capacity varies. Higher sales taxes would impact all residents, particularly affecting the 30.8% lower-income households more significantly.","89.9% of households own at least one vehicle, with 62.9% driving alone to work. Transit usage is moderate at 14%, and the mean commute time is 37.1 minutes. The community needs balanced policies that serve both drivers and transit users.",1. Prioritize proposals with moderate tax rates to balance revenue generation and household impact. 2. Consider the high car ownership rate but maintain affordable transit options. 3. Focus on reducing commute times for both drivers and transit users. 4. Select policies that don't overly burden the significant middle-income population. 5. Choose options that encourage transit use while respecting the car-dependent nature of the area.,"[13, 4, 10, 22, 16]",13,4,10,22,16
Irving Park,"Irving Park has a median income of $86,849 with 43.1% of households earning over $100,000. However, 28.6% earn less than $50,000, indicating a mixed-income community that needs to balance costs carefully","With a per capita income of $48,320, residents have moderate discretionary spending power. Higher sales taxes would impact all residents, but particularly the 28.6% lower-income households who have less flexible budgets","The community shows diverse transportation usage: 49.6% drive alone, 18.5% use transit, and 13.9% have no vehicle. Good accessibility to both car and transit infrastructure suggests policies should maintain balance between modes",1. Prioritized moderate tax rates (1%) to balance revenue needs with household budgets. 2. Favored lower transit fares ($0.75-$1.25) to support transit-dependent residents and encourage mode shift. 3. Supported moderate driving fees ($0.50) to reduce congestion while not overly burdening drivers. 4. Selected policies that reduce transit travel times to under 55 minutes. 5. Considered the large portion (47.1%) of single-vehicle households who need affordable driving options,"[13, 10, 4, 19, 22]",13,10,4,19,22
Dunning,"Dunning has relatively high disposable income with 41.1% of households earning over $100,000. However, 29.3% earn under $50,000, indicating income diversity that needs consideration","With 93.7% of households owning at least one vehicle and high car dependency (72.1% drive alone), residents likely have significant transportation expenses. Higher-income households have more flexibility to absorb increased costs","The area shows heavy car reliance with low transit usage (7.3%) and walk/bike (1.2%). This suggests limited transit accessibility currently, though most households can afford car ownership",1. Prioritize policies that improve transit service while keeping driving viable given high car dependency. 2. Can accept moderate tax increases given income levels. 3. Support gradual driving fees to fund transit improvements. 4. Balance fare increases with service improvements. 5. Selected policies that reduce transit travel times while maintaining reasonable driving times. Ranked proposals that combine moderate taxes (1-1.5%) with balanced fare/fee structures to improve both modes,"[14, 23, 13, 22, 11]",14,23,13,22,11
Montclare,"Montclare has a median income of $69,038, with about 38.3% of households making less than $50,000. The per capita income of $33,574 suggests moderate disposable income levels, making residents somewhat sensitive to cost increases","With a significant portion of households in lower-to-middle income brackets, discretionary spending is limited. Higher sales taxes and transportation costs would notably impact household budgets, especially for the 20.3% making less than $25,000","The area is heavily car-dependent with 74.9% driving alone and only 4.4% using transit. 87.3% of households have at least one vehicle, while 12.7% have no vehicle. This suggests good road access but limited transit utilization","1. Given high car dependency, prefer policies with lower driving fees and moderate transit improvements. 2. Consider moderate sales tax to balance transit funding with impact on discretionary spending. 3. Lower transit fares could help the no-vehicle households and encourage transit use. 4. Focus on options that reduce car travel times without excessive cost burden. 5. Balance between car and transit improvements given the mixed-income population","[9, 3, 12, 18, 21]",9,3,12,18,21
Belmont Cragin,"Moderate to low-income community with 42.9% households earning under $50,000. This suggests high sensitivity to cost increases from taxes, fares, and fees","Limited discretionary spending capacity for many residents. Higher taxes or transportation costs would significantly impact household budgets, especially for the 18.2% earning under $25,000","84.3% of households have at least one vehicle, with high drive-alone rate (57.7%). Transit usage is moderate (15.3%), suggesting some transit dependency but car-centric travel patterns. 15.7% no-vehicle households need affordable transit options",1. Prioritize lower tax rates (0.5%) to protect disposable income of large low-income population. 2. Balance moderate transit fares ($1.25) to maintain service quality while keeping transit affordable for transit-dependent residents. 3. Support modest driving fees ($0.50) to improve transit service without overly burdening the majority who drive. 4. Avoid highest tax/fare/fee combinations that would strain household budgets. 5. Select options that reduce transit travel times to benefit the 15.3% transit users while maintaining reasonable driving times for the majority,"[4, 1, 13, 10, 7]",4,1,13,10,7
Hermosa,"Hermosa has a median household income of $66,073, with about 38% of households earning less than $50,000 annually. This suggests moderate disposable income levels, making residents sensitive to both transit fares and sales tax increases.","With a per capita income of $27,053 and average household size of 3.1, discretionary spending is likely limited. Many households need to carefully balance transportation costs with other essential expenses.","87.5% of households own at least one vehicle, with 60.9% driving alone to work and 17.7% using transit. This indicates a car-dependent community but with significant transit usage, suggesting need for balanced policy.",1. Prioritized proposals with lower sales tax (0.5%) to protect discretionary income. 2. Favored moderate driving fees ($0.50) to improve transit service without overly burdening drivers. 3. Selected proposals with lower transit fares ($0.75-$1.25) to support transit-dependent residents. 4. Balanced travel time improvements with cost impacts. 5. Considered high vehicle ownership rates while maintaining affordable transit options.,"[1, 4, 10, 13, 3]",1,4,10,13,3
Avondale,"Mixed-income community with 43.5% making $100k+ but also 32.6% under $50k. About 15.6% are low-income (<$25k), suggesting sensitivity to cost increases","Given the income distribution, many households have moderate to high discretionary spending capacity, but a significant portion may be cost-sensitive to both transit fares and sales tax increases","Mixed transportation needs - 19.8% no vehicle, 48.2% one vehicle. 49.7% drive alone, 21.5% use transit, indicating need for both car and transit options. Good balance needed between transit service improvements and driving costs",1. Prioritize proposals that balance transit improvement with moderate cost impact given mixed income levels. 2. Consider high transit usage (21.5%) and car-dependent population (49.7% drive alone). 3. Lower sales tax preferred due to significant low/middle income population. 4. Moderate driving fees acceptable to improve transit without overly burdening drivers. 5. Selected proposals that reduce transit times while keeping fares affordable,"[11, 4, 13, 10, 1]",11,4,13,10,1
Logan Square,"Logan Square has a relatively high median income of $97,759 and per capita income of $62,532, with 48.9% of households earning over $100,000. However, there's income diversity with 24.5% earning under $50,000","Given the income distribution, most residents have moderate to high discretionary spending capacity. Higher-income households can better absorb increased transportation costs, while lower-income households (24.5%) would be more sensitive to cost increases","The area has good transit access with 26.5% using public transit and 21.2% car-free households. However, 42% drive (alone or carpool), and 53.5% own one vehicle, suggesting a mix of transit and car dependency","1. Prioritized balanced policies that maintain transit affordability while improving service quality, considering the mixed-income population. 2. Selected options with moderate tax rates to support transit without overly burdening residents. 3. Favored proposals with driving fees to reduce congestion and fund transit, as many residents use both modes. 4. Considered that 21.2% of households are car-free and need reliable, affordable transit. 5. Balanced travel time improvements with cost impacts across both transit and driving modes","[13, 14, 4, 22, 10]",13,14,4,22,10
Humboldt Park,"Median household income is $51,105 and per capita income is $25,358, with 49% of households earning less than $50k annually. This indicates limited disposable income for many residents, making them sensitive to transportation costs.","With high percentage of low-income households, discretionary spending is likely limited. Higher sales taxes would significantly impact household budgets, especially considering 25% of households earn less than $25k annually.","20.1% use transit for work commutes, 25% have no vehicles, and 40.8% have one vehicle. Mean commute time is 35.7 minutes. The community needs affordable and efficient transit options while balancing costs for drivers.",1. Prioritize lower transit fares ($0.75) due to high transit dependency and low incomes. 2. Moderate driving fees ($0.50) to improve transit service without overly burdening drivers. 3. Lower sales tax (0.5-1.0%) to minimize impact on household budgets. 4. Balance between transit time improvements and cost increases. 5. Consider high percentage of both transit users and drivers in the community.,"[1, 10, 19, 4, 13]",1,10,19,4,13
West Town,"West Town is a relatively affluent area with median income of $128,717 and 59.2% of households earning over $100,000. This suggests residents have significant disposable income and can absorb moderate increases in transportation costs","With high per capita income ($82,088), residents likely have substantial discretionary spending. A sales tax increase would affect this but wouldn't be severely burdensome given the income levels","The area has diverse transportation usage: 35.1% drive alone, 23.2% use transit, and 8.8% walk/bike. 75.2% of households have at least one vehicle, while 20.2% have no vehicle. Good mix of transit and driving accessibility needed",1. Prioritized balanced policies that improve both transit and driving times without excessive costs given the mixed transportation needs. 2. Community can handle moderate fare/fee increases given high incomes. 3. Moderate tax rates preferred as residents have high discretionary spending. 4. Policies that significantly reduce transit times valued due to 23.2% transit usage. 5. Selected options that maintain reasonable driving costs as 35.1% drive alone,"[14, 23, 13, 22, 16]",14,23,13,22,16
Austin,"Austin has relatively low income levels with a median household income of $40,086 and 57.6% of households earning less than $50,000 annually. This suggests high sensitivity to cost increases from taxes, fares, and fees.","With high poverty rates and low per capita income ($23,403), residents have limited discretionary spending capacity. Any increase in transportation costs would significantly impact their ability to spend on other essential needs.","30.6% of households have no vehicle, and 23.7% rely on transit for work commutes. The mean commute time is 37.1 minutes, indicating significant dependence on public transportation despite longer travel times.",1. Prioritized proposals with lower transit fares ($0.75) due to high transit dependency and low income levels. 2. Favored lower sales tax rates (0.5-1.0%) to protect limited discretionary income. 3. Considered moderate driving fees ($0.50) to improve transit service without overly burdening car-dependent households. 4. Balanced travel time improvements with cost impacts. 5. Selected proposals that reduce transit travel times while keeping costs affordable for the large transit-dependent population.,"[1, 10, 4, 19, 13]",1,10,4,19,13
West Garfield Park,"The community has relatively low income levels with 42.2% households earning less than $25,000 and median income of $36,360. This suggests high sensitivity to additional costs from transportation policies.","Given the low income levels, discretionary spending is likely very limited. Higher sales taxes or transportation costs would significantly impact household budgets and essential spending.","38.7% of households have no vehicle available, and 27.9% rely on transit for commuting. The mean commute time is 36.1 minutes, suggesting significant dependence on public transportation despite longer travel times.",1. Prioritize proposals with lower transit fares ($0.75) given high transit dependency and low incomes. 2. Favor lower sales tax (0.5%) to minimize impact on limited discretionary spending. 3. Support moderate driving fees ($0.50-$1.00) to improve transit service without overly burdening car-dependent households. 4. Balance between travel time improvements and cost burden. 5. Consider proposals that reduce transit travel times to improve accessibility for transit-dependent residents.,"[1, 2, 0, 10, 11]",1,2,0,10,11
East Garfield Park,"The community has relatively low income levels with 65.4% of households earning less than $50,000 annually and a median income of $31,762. This suggests high sensitivity to any additional transportation costs or taxes.","With low per capita income ($20,343) and high poverty rates, residents have limited discretionary spending capacity. Any increase in transportation costs or sales tax would significantly impact their ability to purchase other necessities.","40% of households have no vehicle, and 25% rely on public transit for commuting. The mean commute time is 35.1 minutes, suggesting significant dependence on public transportation. The community needs affordable and efficient transit options.","1. Given low income levels, prioritize proposals with lower transit fares and sales tax rates. 2. High transit dependency means transit service quality is crucial. 3. With 40% car-free households, driving fees have less direct impact on many residents. 4. Balance between service improvements and cost burden. 5. Selected proposals that reduce transit travel time while keeping costs manageable for low-income residents.","[0, 9, 3, 1, 10]",0,9,3,1,10
Near West Side,"The Near West Side has relatively high income levels with median household income of $106,955 and 52.9% of households making over $100,000. However, there's income diversity with 17.9% making under $25,000","Given the high per capita income ($72,602), many residents have significant discretionary spending power and can absorb moderate tax/fee increases. However, policies need to consider the 29.1% making under $50,000","The area has diverse transportation usage: 34.3% have no vehicle, 18.1% use transit, 24.1% walk/bike, and 33.9% drive. The community is well-served by multiple transportation options and has good transit access",1. Prioritized balanced policies that improve both transit and driving times without excessive cost burden. 2. Considered the high percentage of no-vehicle households (34.3%) needing affordable transit. 3. Accounted for significant walking/biking population (24.1%) benefiting from reduced traffic. 4. Selected policies with moderate fees/taxes given the income diversity. 5. Favored proposals reducing transit times given the substantial transit-dependent population,"[23, 14, 20, 11, 4]",23,14,20,11,4
North Lawndale,"North Lawndale is a low-income community with 63% of households making less than $50,000 annually and a median income of $33,334. This suggests residents are particularly sensitive to cost increases from transportation policies.","With a high percentage of low-income households, discretionary spending is likely very limited. Higher sales taxes would significantly impact household budgets, as would increased transit fares or driving fees given the community's reliance on both modes.","36.5% of households have no vehicle, while 40.7% have one vehicle. 23.7% use transit for commuting while 57.3% drive alone. This split suggests policies need to balance both transit and driving accessibility.","1. Given low incomes, prioritize lowest tax rate (0.5%) to minimize impact on purchasing power. 2. With high transit usage, favor lower transit fares to maintain accessibility. 3. Consider moderate driving fees to improve transit service without overly burdening drivers. 4. Balance travel time improvements with cost impacts. 5. Proposals 1, 4, 10, 3, and 0 offer the best combination of low taxes, affordable fares, and improved service.","[1, 4, 10, 3, 0]",1,4,10,3,0
South Lawndale,"South Lawndale has relatively low income levels with median household income of $42,010 and per capita income of $18,001. About 58% of households earn less than $50,000 annually, indicating limited disposable income for most residents","Given the low income levels, residents likely have limited discretionary spending capacity. Higher sales taxes would significantly impact household budgets. The community needs to carefully balance transportation costs against other essential expenses","About 21% of households have no vehicle, making them transit-dependent. 15.3% use transit for commuting while 70% drive alone or carpool. The community needs both affordable transit options and reasonable driving costs",1. Prioritize low transit fares and moderate tax rates given limited disposable income. 2. Consider policies that improve transit service while keeping costs affordable for transit-dependent residents. 3. Avoid highest driving fees since many residents rely on cars. 4. Balance between transit improvements and cost burden on low-income households. 5. Select policies that reduce travel times while minimizing financial impact,"[10, 9, 19, 4, 13]",10,9,19,4,13
Lower West Side,"Median income is $69,810, with about 37.7% households earning less than $50,000. This suggests moderate disposable income but significant population segment is budget-sensitive","Given the income distribution and cost of living in Chicago, many households have limited discretionary spending. Higher sales taxes would impact consumer spending power, especially for lower-income residents","Mixed transportation profile with 43.8% driving alone, 24.5% using transit, and 23.8% no vehicle households. Good balance of transit and driving needs to be considered. Location provides decent access to downtown and other employment centers",1. Prioritize lower transit fares ($0.75) to support large transit-dependent population and no-vehicle households. 2. Moderate tax rate (1%) balances revenue needs with household budget impacts. 3. Include some driving fees ($0.50-$1.00) to improve transit service without excessive burden on drivers. 4. Focus on options that reduce transit travel time to benefit working commuters. 5. Consider combined impact of fees on household budgets given income distribution,"[11, 10, 20, 19, 2]",11,10,20,19,2
Loop,"The Loop is a relatively wealthy area with 61.3% of households earning over $100,000 annually. However, there's income diversity with about 20% earning under $50,000. This suggests most residents can absorb moderate transportation cost increases","Given the high income levels, residents likely have significant discretionary spending. The 1-1.5% sales tax impact would be notable given high local consumption, but manageable for most residents","The area has excellent transit access and walkability, with 50.5% of households having no vehicle. Only 22.7% drive to work, while 47.9% use transit or walk/bike. This suggests strong preference for and reliance on non-car transportation",1. Prioritize policies that improve transit times given high transit usage. 2. Higher driving fees acceptable since half have no cars and few drive. 3. Can accept moderate fare increases given income levels. 4. Balance improved service from higher taxes against impact on high local spending. 5. Selected policies that significantly reduce transit times while keeping fares moderate and implementing driving fees to fund improvements and reduce congestion,"[23, 14, 20, 11, 2]",23,14,20,11,2
Near South Side,"The Near South Side has relatively high income levels with 43.7% of households earning over $150,000 and a median household income of $124,558. This suggests residents have significant disposable income and can generally absorb higher transportation costs","With high per capita income ($94,087), residents likely have substantial discretionary spending. Higher sales taxes would impact this, but the community can likely handle moderate increases given the wealth levels","The area has diverse transportation usage: 41.9% drive alone, 22.7% use transit, and 22.7% work from home. Most households (60.6%) have 1 vehicle, while 22.4% have no vehicle. This suggests need for both efficient driving and transit options","1. Given high incomes, prioritize time savings over cost savings. 2. Balance needs of both drivers and transit users given mixed mode share. 3. Support policies that reduce congestion given urban location. 4. Can accept moderate tax increases given income levels. 5. Prefer policies that significantly improve transit service while maintaining reasonable driving conditions. Selected proposals that offer best time savings for both modes while keeping costs moderate","[23, 14, 5, 20, 11]",23,14,5,20,11
Armour Square,"Armour Square has relatively low income levels with 50.8% of households earning less than $50,000 annually. This suggests high sensitivity to cost increases from taxes, fares, and fees","Given the high percentage of low-income households and large Asian immigrant population, discretionary spending is likely limited. Many residents need to prioritize essential expenses","The area has high transit dependency (33.9% no vehicle households) while also having significant car usage (41.1% drive alone). Transit accounts for 24.4% of commutes, indicating the importance of both modes",1. Prioritize lower transit fares ($0.75) due to high transit dependency and low incomes. 2. Moderate tax rate (1%) to balance service improvements with cost burden. 3. Include some driving fees to improve transit service while not overly burdening drivers. 4. Focus on proposals that reduce transit travel times to benefit the large transit-dependent population. 5. Consider proposals that maintain reasonable driving costs for the significant driving population,"[11, 10, 9, 20, 19]",11,10,9,20,19
Douglas,"Douglas has a relatively low median income of $43,528, with 54.3% of households earning less than $50,000 annually. This suggests limited disposable income for many residents, making them sensitive to additional transportation costs.","With a high percentage of low-income households, discretionary spending is likely limited. Higher sales taxes would significantly impact household budgets, especially considering 34.8% earn less than $25,000 annually.","44.4% of households have no vehicle, and 26.4% use transit for commuting. The community heavily relies on public transportation, with relatively high transit usage and walking/biking (8.4%). The mean commute time is 31.8 minutes.",1. Prioritized lower transit fares due to high transit dependency and low income levels. 2. Favored lower sales tax rates to protect discretionary spending of low-income households. 3. Supported moderate driving fees to improve transit service without overly burdening the 40.3% who drive alone. 4. Balanced travel time improvements with cost considerations. 5. Selected proposals that reduce transit travel time while keeping fares affordable.,"[1, 10, 4, 13, 19]",1,10,4,13,19
Oakland,"Oakland has a relatively low median income of $27,693, with 47.2% of households earning less than $25,000. This indicates limited disposable income for most residents, making them particularly sensitive to transportation costs.","Given the low income levels, discretionary consumption is likely very limited. Higher sales taxes would significantly impact residents' ability to purchase essential goods and services. The community needs to preserve purchasing power for basic necessities.","41.7% of households have no vehicle, and 40.4% have only one vehicle. Transit usage (19.9%) is significant, while 48.2% drive alone. The community needs affordable transit options while maintaining reasonable driving costs for those who depend on cars.",1. Prioritize low transit fares due to high percentage of transit-dependent residents and low incomes. 2. Favor lower sales tax rates (0.5-1.0%) to protect limited discretionary income. 3. Consider moderate driving fees to improve transit service without overly burdening drivers. 4. Balance between transit time improvements and cost increases. 5. Focus on proposals that reduce transit travel time while keeping fares affordable.,"[1, 10, 4, 13, 3]",1,10,4,13,3
