community_area,disposable_income,discretionary_consumption,accessibility,decision_rationale,vote,rank1,rank2,rank3,rank4,rank5
Jefferson Park,"Jefferson Park is a middle-class community with median household income around $71,000. Many residents are working professionals and city workers. The area has relatively high homeownership rates and stable housing costs.","Residents have moderate discretionary spending power but are price-sensitive to additional taxes and fees. Many households have significant expenses related to housing, transportation, and family needs.","The area is well-served by public transit with the Jefferson Park Transit Center (Blue Line, Metra, buses). However, many residents still rely on cars for work commutes and daily errands. The community has good road access via I-90 and major arterials.","1. Prioritize balanced options that don't overly burden middle-class residents with high taxes/fees
2. Consider strong transit presence but acknowledge car dependency for many trips
3. Look for proposals that improve both transit and driving times without excessive costs
4. Favor moderate fare increases over high sales tax due to impact on overall household budgets
5. Select options that maintain reasonable transit access for transit-dependent residents","[13, 4, 10, 22, 16]",13,4,10,22,16
Forest Glen,"Forest Glen is an affluent area with median household income around $106,000, significantly higher than Chicago's average. Residents have relatively high disposable income and can generally afford higher transportation costs",Residents have substantial discretionary spending power. The community has high rates of car ownership and many residents commute by car. The higher sales tax impact would be noticeable but manageable given income levels,The area is car-dependent with limited transit access. Most residents rely on personal vehicles. The Metra Forest Glen station and some bus routes serve the area but with limited frequency. The Blue Line is not within walking distance for most residents,"1. Given high car dependency, policies that improve driving times without excessive fees are preferred. 2. Higher sales tax is acceptable if it improves overall transportation. 3. Transit improvements are still valuable for workers and reducing congestion. 4. Focus on balanced options that don't overly burden drivers while still funding transit. 5. Selected policies that maintain reasonable driving costs while improving both car and transit times","[13, 4, 14, 22, 5]",13,4,14,22,5
North Park,"North Park has a median household income of around $65,000, placing it in the middle-upper range for Chicago. Many residents are working professionals and families with moderate disposable income.","The community has moderate to high discretionary spending capacity. Many residents own homes and cars, with significant regular expenditures on transportation, retail, and services. The 1-1.5% sales tax impact would be noticeable but manageable for most households.","North Park has moderate transit access with bus routes and proximity to the Brown Line, though many residents rely on cars. The area has good road connectivity but experiences some congestion during peak hours. Many residents commute to downtown and other areas for work.","1. Prioritize balanced policies that improve both transit and driving conditions without excessive costs
2. Consider moderate tax rates that can fund improvements while not overly burdening residents
3. Support policies that reduce congestion through reasonable driving fees
4. Look for options that maintain affordable transit fares while improving service
5. Choose proposals that offer the best time savings relative to cost increases","[13, 14, 22, 4, 10]",13,14,22,4,10
Albany Park,"Albany Park has a median household income of around $53,000, lower than Chicago's average. About 16% of residents live below poverty level, indicating many residents have limited disposable income","Given the moderate-to-low income levels, residents are price-sensitive to both transit fares and sales taxes. Many households need to carefully budget discretionary spending","Well-served by CTA Brown Line, multiple bus routes, and major arterial roads. About 36% of residents use public transit for commuting, 45% drive, indicating balanced modal split. Many residents rely on both transit and driving","1. Prioritize lower transit fares and moderate taxes given income constraints. 2. Balance driving fees to improve transit service without overly burdening drivers. 3. Consider high transit usage rate in community. 4. Focus on proposals that reduce transit travel time while keeping costs manageable. 5. Selected proposals 10, 11, 19, 20, and 13 as they offer good balance of improved transit times, moderate costs, and reasonable driving conditions","[10, 11, 19, 20, 13]",10,11,19,20,13
Portage Park,"Middle-income neighborhood with median household income around $65,000. Many working families with moderate disposable income. About 10% poverty rate indicates some economic constraints",Moderate discretionary spending capacity. Residents are price-sensitive but can afford some additional transportation costs. Many households have significant retail spending in local commercial districts,Mixed transit access - served by Blue Line and multiple bus routes but not as extensive as downtown areas. High car ownership rates (80%+ households). Many residents commute by both car and transit. Good road network with access to expressways,"1. Prioritize balanced options that don't overly burden either drivers or transit users given mixed transportation needs. 2. Moderate tax rates preferred due to middle-income status. 3. Look for proposals that improve transit service while keeping costs reasonable. 4. Consider proposals that reduce congestion given high car usage. 5. Selected proposals 10, 13, 4, 19, and 22 as they offer: a) Modest tax increases (0.5-1.5%), b) Reasonable transit fares ($0.75-1.25), c) Moderate driving fees ($0.50) to manage congestion, d) Good improvements in both transit and driving times","[10, 13, 4, 19, 22]",10,13,4,19,22
Irving Park,"Irving Park has a median household income of approximately $71,000, which is above Chicago's median. About 10% of residents live below poverty level. The community has a mix of middle-class and working-class households with moderate disposable income.",Residents have moderate discretionary spending capacity. The area has a significant number of homeowners with mortgage obligations. Higher sales taxes would impact household budgets but not severely given the income levels.,"The area has good transit access with Blue Line, Metra UP-NW, and multiple bus routes. Car ownership is high at about 80% of households. Mixed-use development along commercial corridors means many amenities are accessible by both transit and car.","1. Prioritize balanced policies that maintain transit service while not overly burdening drivers given high car ownership
2. Moderate fare increases acceptable given income levels, but avoid highest fares
3. Support some driving fees to reduce congestion and fund transit
4. Prefer lower sales tax rates to preserve discretionary spending
5. Value policies that reduce transit travel times given good existing transit infrastructure","[13, 14, 4, 10, 11]",13,14,4,10,11
Dunning,"Dunning is a middle-class community with median household income around $69,000. Most residents are working professionals and families with moderate disposable income. The area has relatively high car ownership rates.",Residents have moderate discretionary spending capacity. Many households own cars and spend significantly on transportation. A typical household makes regular shopping trips to nearby commercial areas and commutes to work.,Dunning is a car-dependent community on Chicago's northwest side. Limited public transit access with some bus routes but no L train stations within the neighborhood. Most residents rely on personal vehicles for commuting and daily trips. The area has good road infrastructure but experiences some congestion during peak hours.,"1. Prioritize policies that maintain reasonable driving costs since most residents are car-dependent
2. Prefer lower sales tax rates to preserve discretionary spending power
3. Support moderate driving fees to reduce congestion while keeping transit fares affordable
4. Balance between travel time improvements and cost increases
5. Selected policies 4, 1, 13, 10, and 3 as they offer good compromises between driving costs, transit improvements, and tax burden","[4, 1, 13, 10, 3]",4,1,13,10,3
Montclare,"Montclare has a median household income of around $54,000, which is slightly below Chicago's median. Many residents are working-class families with moderate disposable income. About 12% of residents live below poverty level, making them sensitive to cost increases","Given the moderate income levels, residents have limited discretionary spending. Most household budgets are allocated to essential needs. Higher taxes or transportation costs would significantly impact household budgets","Montclare is a somewhat car-dependent neighborhood on Chicago's northwest side. While served by CTA buses, it lacks direct rail access. About 75% of residents drive to work, while 20% use public transit. The community has above-average car ownership rates","1. Given high car dependency but moderate incomes, prefer policies with lower driving fees and moderate taxes to avoid overburdening drivers. 2. Transit improvements should be balanced against cost impact on working families. 3. Policy 3 ranks first as it maintains low tax with no driving fee while keeping transit affordable. 4. Policy 9 second as it improves transit with moderate tax increase. 5. Policy 0 third as it reduces transit costs. 6. Policy 12 fourth as current policy. 7. Policy 4 fifth as balanced approach with minimal impact on drivers","[3, 9, 0, 12, 4]",3,9,0,12,4
Belmont Cragin,"Belmont Cragin is a working-class community with median household income around $47,000, below Chicago's average. Many residents work in service and manufacturing sectors, indicating limited disposable income","Given the lower-than-average income levels, residents have limited discretionary spending. A significant portion of income goes to essential needs, making them sensitive to additional transportation costs and taxes",The area has moderate transit access with bus services but no L train stations within the community. Car ownership is important for many residents due to work locations. About 30% of residents rely on public transit for commuting,"1. Prioritize lower transit fares ($0.75) to help transit-dependent residents
2. Prefer moderate tax rates (0.5-1.0%) to minimize impact on limited discretionary income
3. Support moderate driving fees ($0.50) to improve transit service without overly burdening drivers
4. Balance between transit improvement and cost burden on working families
5. Consider proposals that reduce transit travel time while keeping costs affordable","[1, 10, 4, 19, 13]",1,10,4,19,13
Hermosa,"Hermosa is a working-class community with median household income around $47,000, below Chicago's average. Many residents work in service and manufacturing sectors, indicating limited disposable income","Given the income levels, residents have modest discretionary spending. Higher taxes and fees would significantly impact household budgets. Many families need to carefully balance transportation costs with other essential expenses","The area has moderate transit access with bus routes and proximity to Blue Line, but many residents rely on cars for work commutes. About 75% of households own vehicles, but transit remains important for those without cars",1. Prioritize lower transit fares and moderate taxes given limited disposable income. 2. Balance driving fees to improve transit without overly burdening car-dependent workers. 3. Consider proposals that reduce transit travel times to benefit both transit users and occasional drivers. 4. Avoid highest tax rates that would strain household budgets. 5. Select options that maintain reasonable car travel times while improving transit service,"[10, 11, 1, 4, 13]",10,11,1,4,13
Avondale,"Avondale has a median household income of approximately $57,000, which is slightly below Chicago's median. About 15% of residents live below poverty level, suggesting moderate financial constraints for many households","Given the moderate income levels, residents have limited discretionary spending. Higher sales taxes would impact household budgets significantly. Many residents need to balance essential expenses with transportation costs","Avondale has good access to CTA Blue Line and multiple bus routes. About 32% of residents use public transit for commuting, while 55% drive. The area has a mix of transit-dependent and car-dependent households",1. Prioritize lower sales tax (0.5%) to protect discretionary spending power. 2. Balance moderate transit fares ($1.25) with service quality improvements. 3. Support modest driving fees ($0.50) to reduce congestion while not overly burdening drivers. 4. Focus on proposals that reduce transit travel times to benefit significant transit-using population. 5. Consider mixed-mode transportation needs of community,"[4, 1, 13, 7, 10]",4,1,13,7,10
Logan Square,"Logan Square has a median household income of around $71,000, slightly above Chicago's median. However, there's significant income diversity with about 15% of residents below poverty level. The area has seen gentrification leading to increased housing costs affecting disposable income.","Residents have moderate discretionary spending power but face rising living costs. The area has many local businesses, restaurants, and entertainment venues that residents frequent. Higher sales taxes would impact this spending, especially for lower-income residents.","Well-served by Blue Line L train and multiple bus routes. About 32% of residents use public transit for commuting, 45% drive, and others bike or walk. The area has good transit connectivity to downtown and neighboring areas. Many residents are multimodal, switching between transit and driving.","1. Prioritize balanced policies that maintain transit affordability while improving service. 2. Consider moderate driver fees to reduce congestion while not overly burdening drivers. 3. Prefer lower sales tax rates due to mixed-income population. 4. Focus on proposals that reduce transit travel times to benefit large transit-using population. 5. Selected proposals 11, 10, 13, 4, and 1 as they offer good balance of lower fares, moderate taxes, and improved transit times while maintaining affordability.","[11, 10, 13, 4, 1]",11,10,13,4,1
Humboldt Park,"Humboldt Park has a median household income of approximately $37,000, significantly below Chicago's median. About 28% of residents live below poverty level, indicating limited disposable income for many households","Given the low median income, residents have limited discretionary spending capacity. Many households spend a large portion of income on basic necessities, making them sensitive to additional transportation costs and sales taxes","About 35% of households don't own vehicles and rely heavily on public transit. The area has moderate transit access with several bus routes and proximity to Blue Line, but many residents face long commute times. Walking and biking are common modes of transportation",1. Prioritize low transit fares due to high transit dependency and low income levels. 2. Prefer lower sales tax rates as residents have limited discretionary spending. 3. Support moderate driving fees to improve transit service without overly burdening car-dependent households. 4. Balance between travel time improvements and cost burden. 5. Consider policies that reduce transit travel times to improve accessibility to jobs and services,"[9, 0, 10, 1, 18]",9,0,10,1,18
West Town,"West Town has a relatively high median household income around $95,000, with many young professionals and families. Residents have moderate to high disposable income and can generally afford transportation costs","Area has high discretionary spending capacity, with numerous restaurants, shops, and entertainment venues. Residents frequently make discretionary trips for dining, shopping, and recreation","Well-served by CTA Blue Line, multiple bus routes, bike lanes, and major arterial roads. Mixed-use development with good walkability. Many residents use multiple transportation modes regularly","1. Prioritize balanced policies that improve both transit and driving times without excessive costs, given mixed-mode usage. 2. Higher income means moderate fare/fee increases are acceptable if they improve service. 3. Lower sales tax preferred due to high discretionary spending. 4. Value proposals that reduce transit travel times since many residents use public transit. 5. Consider policies that manage congestion through moderate driving fees since many residents also drive","[14, 5, 23, 13, 4]",14,5,23,13,4
Austin,"Austin has a median household income of approximately $33,000, significantly below Chicago's average. About 27% of households live below poverty level, indicating limited disposable income for most residents","Given the low median income, discretionary spending is limited. Many households spend a large portion of income on essential needs, making them sensitive to additional taxes and transportation costs","Austin has access to Blue Line L and several bus routes, but many residents rely on public transit due to lower car ownership rates (about 65% of households have access to vehicles). The community experiences longer commute times than city average","1. Given low income levels, prioritize proposals with lower transit fares and taxes to maintain affordability. 2. Need balance between transit service quality and cost burden on residents. 3. Moderate driving fees acceptable as fewer residents drive. 4. Focus on proposals that improve transit times without excessive cost increases. 5. Selected proposals that reduce transit travel time while keeping fares affordable and taxes moderate","[11, 10, 19, 20, 13]",11,10,19,20,13
West Garfield Park,"West Garfield Park is one of Chicago's lowest-income communities with median household income around $24,000. About 43% of residents live below poverty level, making disposable income very limited","Given the low income levels, residents have minimal discretionary spending capacity. Most income goes to essential needs like housing, food, and utilities. Higher taxes or transportation costs would significantly impact household budgets",The area has moderate transit access via Green Line and bus routes but faces connectivity challenges. About 40% of households don't own vehicles and rely heavily on public transit. Average commute times are higher than city average,"1. Given very limited disposable income, prioritize lowest combined costs (fare + tax) 
2. Need good transit service since many residents are transit-dependent 
3. Lower transit fares more important than driving fees since car ownership is low 
4. Moderate tax rate to balance service quality and household burden 
5. Selected proposals that reduce transit travel time while keeping costs affordable","[11, 10, 2, 1, 20]",11,10,2,1,20
East Garfield Park,"East Garfield Park is a low-income community with median household income around $24,000, significantly below Chicago's average. About 42% of residents live below poverty level, indicating very limited disposable income","Given the high poverty rate and low income levels, residents have minimal discretionary spending capacity. Most income goes to basic necessities. Higher sales taxes or transportation costs would significantly impact household budgets","The area has good transit access with Green Line L and bus routes, but 30% of households own cars. Average commute times are higher than city average. Many residents rely on public transit for work and essential services access",1. Prioritize lowest transit fares ($0.75) given low income levels. 2. Prefer lower sales tax (0.5-1.0%) to minimize impact on limited discretionary spending. 3. Support moderate driving fees ($0.50) to improve transit service without excessive burden. 4. Balance between transit time improvements and cost impacts. 5. Consider proposals that reduce both transit and driving times while keeping costs manageable for low-income residents,"[1, 10, 9, 0, 4]",1,10,9,0,4
Near West Side,"Near West Side has a mixed income profile with median household income around $71,000. The area includes both affluent professionals and lower-income residents. Major employers include the Illinois Medical District and University of Illinois Chicago.","Significant discretionary spending capacity exists among professional residents, but also contains many students and working-class households with more limited disposable income. The area has high retail and entertainment spending due to proximity to downtown.","Excellent transit access with multiple CTA L lines (Blue, Green, Pink) and bus routes. High walkability and bikeability. Good road access but experiences heavy congestion. Many residents rely on public transit for commuting to downtown jobs and educational institutions.","1. Prioritize policies that improve transit service while keeping fares moderate given the mixed-income population and high transit reliance
2. Support moderate driving fees to reduce congestion while not overly burdening drivers
3. Accept moderate sales tax to fund transit improvements given the area's overall economic capacity
4. Balance travel time improvements with cost impacts across modes
5. Consider policies that benefit both transit-dependent residents and choice riders","[14, 13, 11, 23, 22]",14,13,11,23,22
North Lawndale,"North Lawndale has one of the lowest median household incomes in Chicago at around $25,000, with 43% of residents living below poverty level. This indicates very limited disposable income for transportation costs","Given the high poverty rate and low income, discretionary spending is severely limited. Residents are highly sensitive to any additional costs from taxes, fares, or fees as they significantly impact their ability to afford basic necessities","The area has moderate transit access with Pink Line stations and bus routes, but 30% of households don't own vehicles. Many residents rely on public transit for accessing jobs and services. Current transit travel times are long compared to driving","1. Given very low incomes, prioritize lowest combined costs (low tax, low fare, no/low driving fee). 2. Need to maintain reasonable transit service given high transit dependency. 3. Moderate tax rate can help fund transit improvements. 4. Avoid high driving fees as many working residents need cars to access jobs. 5. Balance between travel time improvements and affordability. Selected proposals that minimize costs while maintaining adequate transit service levels","[9, 0, 3, 10, 12]",9,0,3,10,12
South Lawndale,"South Lawndale has one of the lowest median household incomes in Chicago at around $33,000. About 28% of residents live below poverty level, making them highly sensitive to cost increases","Given the low income levels, residents have limited discretionary spending. Most income goes to basic necessities. Any increase in transportation costs or sales tax would significantly impact household budgets",The area has good access to public transit with Pink Line stations and multiple bus routes. About 30% of households don't own vehicles and rely on public transit. Many residents are transit-dependent for work commutes,"1. Given low incomes, prioritize lowest combined costs (fare + tax). 2. Need to maintain good transit service given high transit dependency. 3. Lower fares are critical for transit-dependent residents. 4. Moderate driving fees acceptable since many don't drive. 5. Selected policies balance keeping transit affordable while generating enough revenue for service quality through driving fees and moderate tax","[0, 1, 9, 10, 3]",0,1,9,10,3
Lower West Side,"Lower West Side has a median household income of approximately $43,000, which is below Chicago's median. Many residents work in service and manufacturing jobs, with about 22% of the population living below poverty level. This suggests limited disposable income for many households.","Given the lower income levels, discretionary spending is limited. Many households need to carefully budget for essential expenses. Higher sales taxes or transportation costs would significantly impact household budgets.","The area has good access to public transit with Pink Line stations and several bus routes. About 30% of households don't own cars. Many residents rely on public transit for commuting to work and accessing services. The area is relatively close to downtown, making transit a viable option.","1. Given limited disposable income, prioritize lower fares and taxes to protect household budgets. 2. Strong transit dependency means maintaining good transit service is crucial. 3. Lower driving fees preferred since many working families need cars for jobs/errands. 4. Balance between transit improvement and cost burden leads to moderate policy packages. 5. Selected proposals that maintain reasonable transit times while minimizing financial impact on residents.","[9, 0, 3, 10, 12]",9,0,3,10,12
Loop,"The Loop has one of the highest median household incomes in Chicago, with many residents working in professional and financial services. The average household income is well above $100,000, indicating high disposable income and ability to absorb transportation costs","Residents have significant discretionary spending power, with high levels of retail, dining, and entertainment expenditure. The impact of sales tax increases would be noticeable but manageable given the income levels","The Loop has excellent transit accessibility with multiple L lines, Metra stations, and bus routes. It also has high walkability scores. While many residents own cars, transit is a viable and widely-used option for most trips. Traffic congestion is a major concern during peak hours","1. Given high incomes, prioritize time savings over cost sensitivity. 2. Support policies that reduce congestion and improve transit service quality. 3. Higher driver fees acceptable as they discourage driving and reduce congestion. 4. Moderate to higher transit fares acceptable given income levels. 5. Higher tax rates justified if they significantly improve transit service. Selected policies that balance these factors while maximizing travel time improvements for both modes","[26, 23, 14, 8, 5]",26,23,14,8,5
Near South Side,"Near South Side has relatively high median household income around $83,000. Many residents are professionals and higher-income workers with significant disposable income. The area has seen substantial development of luxury condos and apartments.","Residents have high discretionary spending capacity and frequently use both transit and cars. The area has many retail establishments, restaurants, and entertainment venues. Higher sales taxes would have moderate impact given the spending power.","The area has excellent transit access with multiple L lines (Red, Green, Orange), bus routes, and Metra stations. Also has good road access to downtown and expressways. Mixed-use development means many amenities are within walking distance. High car ownership but also high transit usage for commuting.","1. Prioritize policies that balance transit improvements with moderate cost increases given high income levels. 2. Support driver fees to reduce congestion given dense urban environment. 3. Can accept higher fares/taxes since residents have capacity to absorb costs. 4. Value time savings from both transit and driving improvements. 5. Selected policies that provide best overall mobility improvements while maintaining reasonable costs. Ranked proposals that combine moderate-to-high driver fees with moderate transit fares and taxes, as these optimize travel times without excessive cost burden.","[14, 23, 5, 17, 8]",14,23,5,17,8
Armour Square,"Armour Square has a median household income of approximately $35,000, significantly below Chicago's average. The community has a high percentage of low-income residents and seniors, making them particularly sensitive to cost increases","Limited discretionary spending capacity due to lower income levels. Many residents spend a large portion of their income on basic necessities. The community has a high concentration of Asian Americans, particularly in Chinatown, where local businesses depend on accessibility for customers",Well-served by public transit with Red Line CTA station and multiple bus routes. High transit dependency with lower car ownership rates. Many residents rely on public transportation to access jobs and services. Walking and transit are primary modes of transportation,1. Prioritize low transit fares due to high transit dependency and lower incomes. 2. Prefer lower sales tax rates as residents have limited disposable income. 3. Support moderate driving fees to improve transit service without overly burdening local businesses. 4. Balance between transit service improvements and cost burden on residents. 5. Consider impacts on local business accessibility for both transit users and drivers,"[9, 0, 10, 1, 3]",9,0,10,1,3
Douglas,"Douglas has a median household income of approximately $35,000, significantly below Chicago's average. About 30% of residents live below poverty level, indicating limited disposable income for many households","Given the low median income, residents have limited discretionary spending capacity. Many households spend a large portion of income on essential needs, making them sensitive to additional transportation costs and sales taxes",Douglas has good transit access with Green Line stations and multiple bus routes. About 45% of households don't own cars. Many residents rely on public transit for work commutes and daily activities. The area has relatively high transit dependency,1. Prioritize low transit fares due to high transit dependency and low income levels. 2. Prefer lower sales tax rates as residents have limited discretionary spending. 3. Support moderate driving fees to improve transit service without overly burdening car-owning households. 4. Balance between transit service improvements and cost burden on residents. 5. Selected proposals that reduce transit travel times while keeping fares affordable,"[1, 10, 0, 9, 4]",1,10,0,9,4
