community_area,disposable_income,discretionary_consumption,accessibility,decision_rationale,vote,rank1,rank2,rank3,rank4,rank5
Jefferson Park,"Jefferson Park has a relatively high median household income of $90,740 and a per capita income of $42,024. A significant portion of the population earns over $100,000, indicating a good level of disposable income.","With a high median income, residents likely have a reasonable amount of discretionary income. However, a notable portion of the population earns less than $50,000, so affordability of transit and driving fees is still a concern for some households.","The majority of residents drive alone (61.7%), with only 13.4% using transit. Car ownership is high, with 89.2% of households owning at least one vehicle. This suggests that while transit improvements are beneficial, policies should not overly burden drivers.","Given the high car ownership and preference for driving, policies that reduce driving time and cost are prioritized. However, improving transit is also important to provide alternatives and reduce congestion. A balance between low transit fares and moderate driver fees is ideal. Lower sales tax rates are preferred to maintain discretionary spending. The selected policies aim to reduce travel times for both modes while keeping costs manageable, especially for lower-income residents.","[10, 13, 4, 19, 22]",10,13,4,19,22
Forest Glen,"Forest Glen has a high median income of $139,046 and a per capita income of $70,693. A significant portion of the population earns $150,000 and over, indicating a relatively high disposable income.","With a high income, residents likely have substantial discretionary spending. However, a higher sales tax could impact their consumption of goods and services, though the impact may be less significant compared to lower-income communities.","The majority of residents drive alone (57.9%), with only 10.5% using transit. Car ownership is high, with 44.1% owning two vehicles and 18.2% owning three or more. This suggests that while transit improvements are beneficial, car travel is predominant.","Given the high car ownership and predominant use of cars, policies that reduce driving time and improve transit without significantly increasing costs are preferred. A lower transit fare and moderate driver fee can encourage transit use without heavily impacting those who drive. A moderate sales tax is acceptable given the high income, as it supports transit improvements. The selected policies balance reduced travel times, moderate costs, and improved transit services, aligning with the community's high income and car dependency.","[11, 14, 13, 10, 19]",11,14,13,10,19
North Park,"North Park has a median income of $74,649 and a per capita income of $37,156. A significant portion of the population earns over $100,000, indicating a relatively high disposable income compared to other areas.","With a substantial portion of the population earning above $100,000, there is likely a higher level of discretionary consumption. However, 17.7% of households earn less than $25,000, indicating some income disparity.","55.6% of residents drive alone, and 17.5% use transit, indicating a reliance on both modes of transportation. The mean commute time is 34 minutes, suggesting moderate accessibility. Car ownership is high, with 85.4% of households having at least one vehicle.","Given the high car ownership and reliance on driving, policies that reduce driving time and cost are favorable. However, the significant use of transit and the presence of lower-income households necessitate affordable transit options. A balance between low transit fares and moderate driver fees is ideal to encourage transit use while maintaining affordability. A moderate sales tax is acceptable given the community's higher income levels, as it supports better transit services without significantly impacting discretionary spending. Therefore, proposals with lower transit fares, moderate driver fees, and moderate sales taxes are prioritized.","[10, 13, 19, 22, 14]",10,13,19,22,14
Albany Park,"Albany Park has a diverse income distribution with a significant portion of households earning between $25,000 and $149,999. The community has a relatively balanced income distribution, with a notable percentage of high-income households ($150,000+). This suggests a moderate to high level of disposable income for many residents.","Given the income distribution, many households in Albany Park likely have discretionary income to spend on non-essential goods and services. However, a portion of the population earns less than $50,000, indicating that affordability of transportation options is crucial for these residents.","Albany Park has a diverse mode of transportation usage, with 23.7% using transit and 45.5% driving alone. The community's accessibility to resources and services is supported by both transit and driving, but improvements in transit could benefit a significant portion of the population.","Considering Albany Park's income distribution and transportation usage, the community would benefit from policies that improve transit times and affordability without significantly increasing costs. Lower transit fares and moderate driver fees could encourage more transit use, reducing congestion and emissions. A moderate sales tax is acceptable if it leads to better transit services. Therefore, proposals with lower fares and moderate driver fees, which also reduce travel times, are prioritized. The community's diverse income levels mean that affordability is key, so proposals with lower fares are preferred. The balance between improving transit services and maintaining affordability is crucial.","[11, 14, 13, 10, 19]",11,14,13,10,19
Portage Park,"Portage Park has a median income of $85,473 and a per capita income of $38,488. A significant portion of the population earns over $100,000, indicating a relatively high disposable income compared to other areas.","With a substantial portion of the population earning over $100,000, there is likely a higher level of discretionary consumption. However, 30.8% of households earn less than $50,000, indicating a need to balance affordability for lower-income residents.","62.9% of residents drive alone, and 14% use transit. The mean commute time is 37.1 minutes. Car ownership is high, with 89.9% of households owning at least one vehicle, suggesting a reliance on driving but also a significant transit user base.","Given the high car ownership and reliance on driving, policies that reduce driving time and costs are favorable. However, with a notable transit user base, improving transit times and maintaining affordable fares is also important. Balancing the sales tax impact on discretionary spending is crucial, especially for lower-income households. Therefore, proposals that offer a moderate sales tax, reduced driving times, and improved transit times with reasonable fares are prioritized.","[13, 14, 10, 11, 4]",13,14,10,11,4
Irving Park,"Irving Park has a relatively high median income of $86,849 and a per capita income of $48,320. A significant portion of the population earns over $100,000, indicating a good level of disposable income.","With a substantial portion of the population earning over $100,000, the community likely has a higher level of discretionary spending. However, 28.6% of households earn less than $50,000, so affordability remains a concern for a significant minority.","49.6% of residents drive alone, and 18.5% use transit, indicating a reliance on both modes of transportation. The community has a moderate level of car ownership, with 13.9% of households having no vehicle, suggesting the importance of accessible and affordable transit options.","Given the community's income distribution and transportation preferences, the focus is on balancing affordability with improved transit services. Lower fares and moderate driver fees are preferred to encourage transit use while maintaining affordability. A moderate sales tax is acceptable to support transit improvements, given the community's disposable income. The top-ranked proposals prioritize reduced travel times and costs for both transit and driving, with a focus on maintaining or improving accessibility for lower-income residents.","[11, 14, 13, 10, 19]",11,14,13,10,19
Dunning,"Dunning has a relatively high percentage of households earning $100,000 or more (41.1%), indicating a moderate to high disposable income level. However, there is also a significant portion of the population earning less than $50,000 (29.3%), suggesting income diversity.","With a significant portion of the population in higher income brackets, discretionary spending is likely robust. However, the presence of lower-income households means that affordability of transportation options remains important.","The majority of residents drive alone (72.1%), indicating a strong reliance on personal vehicles. Only 7.3% use transit, suggesting that improvements in transit could benefit a small but significant portion of the population. Car ownership is high, with 93.7% of households owning at least one vehicle.","Given the high reliance on driving, policies that reduce driving time and costs are prioritized. However, improving transit is also important for those who rely on it. A balance between low transit fares and moderate driver fees is ideal to encourage transit use without overly burdening drivers. A lower sales tax is preferred to maintain discretionary spending. Therefore, proposals with lower fares and moderate driver fees, which also reduce travel times, are prioritized.","[10, 13, 19, 22, 14]",10,13,19,22,14
Montclare,"The median income in Montclare is $69,038, with a per capita income of $33,574. A significant portion of the population earns less than $50,000, indicating a need to consider affordability in transportation costs.","With 20.3% of households earning less than $25,000, a large portion of the community may have limited discretionary spending. Therefore, policies that minimize additional costs are preferable.","Montclare has a high rate of car ownership, with 74.9% of residents driving alone to work. Only 4.4% use transit, suggesting that improvements in transit could benefit the community, but affordability and convenience are key.","Given the high car ownership and reliance on driving, policies that reduce driving time and costs are important. However, improving transit accessibility and affordability is also crucial to provide alternatives. Balancing lower fares and moderate taxes with reasonable driving fees can enhance transit services without overly burdening residents financially. The selected policies aim to reduce travel times and costs while supporting transit improvements through moderate taxes and fees.","[10, 13, 19, 22, 25]",10,13,19,22,25
Belmont Cragin,"The community has a diverse income distribution with a significant portion of households earning below $50,000. This suggests a moderate level of disposable income, with many households likely sensitive to increases in transportation costs.","Given the income distribution, discretionary spending is likely limited for a significant portion of the population. Policies that minimize additional costs would be preferable to avoid reducing spending on essential goods and services.","With 57.7% of residents driving alone and 15.3% using transit, both modes of transportation are important. However, a significant portion of the community relies on cars, indicating that policies should not overly penalize drivers while still improving transit options.","The decision prioritizes policies that balance lower costs with improved transit times. Lower fares and moderate driver fees are preferred to encourage transit use without overly burdening drivers. A lower sales tax is favored to minimize the impact on discretionary spending. The selected policies aim to improve transit times while keeping costs manageable for both transit users and drivers, reflecting the community's income sensitivity and transportation preferences.","[10, 13, 19, 22, 25]",10,13,19,22,25
Hermosa,"The median income in Hermosa is $66,073, with a per capita income of $27,053. A significant portion of the population earns between $25,000 and $74,999, indicating moderate disposable income levels.","With 14.9% of households earning less than $25,000 and 23.1% earning between $25,000 and $49,999, a substantial portion of the community may be sensitive to increases in transportation costs, impacting their discretionary spending.","60.9% of residents drive alone, while 17.7% use transit. Car ownership is high, with 87.5% of households owning at least one vehicle. This suggests a reliance on both driving and transit, with a need for efficient and affordable options.","Given the moderate income levels and reliance on both driving and transit, policies that balance lower transit fares and moderate driver fees with reasonable travel times are prioritized. Lower sales taxes are preferred to minimize the impact on discretionary spending. The goal is to improve transit efficiency while maintaining affordability for both drivers and transit users. Proposals with lower fares and moderate driver fees are favored to encourage transit use and reduce congestion, while keeping costs manageable for residents.","[10, 11, 13, 14, 19]",10,11,13,14,19
Avondale,"Avondale has a diverse income distribution with a significant portion of households earning above $100,000, but also a notable percentage earning less than $50,000. This suggests a mixed level of disposable income across the community.","With a substantial portion of the population earning above $100,000, there is potential for discretionary spending. However, the presence of lower-income households means that affordability of transportation options is crucial.",Avondale has a relatively high percentage of residents using transit (21.5%) and a significant portion without vehicles (19.8%). This indicates a reliance on public transportation and the need for efficient and affordable transit options.,"Given the mixed income levels, affordability of transit fares is important, especially for lower-income residents. A lower fare would benefit those who rely on public transit. The community's reliance on transit suggests that improving transit times is also a priority. Balancing these needs with the impact of sales tax on discretionary spending is crucial. Therefore, proposals with lower fares and moderate sales taxes are prioritized, while considering the benefits of reduced driving times and congestion through driver fees.","[10, 11, 13, 19, 22]",10,11,13,19,22
Logan Square,"Logan Square has a relatively high median income of $97,759 and a per capita income of $62,532. A significant portion of the population earns over $100,000, indicating a good level of disposable income.","With a high percentage of households earning over $100,000, discretionary consumption is likely robust. However, a notable portion of the population earns less than $50,000, which means affordability of transit and driving fees is still a concern for a segment of the community.","Logan Square has a diverse mode of transportation usage with 26.5% using transit and 36.6% driving alone. The community also has a significant portion of residents without vehicles (21.2%), indicating a reliance on public transit. Accessibility improvements in transit could benefit a large portion of the community.","Given the high reliance on both transit and driving, policies that balance lower transit fares and moderate driving fees are preferred. A lower sales tax is also favorable to maintain discretionary spending. The community would benefit from reduced travel times, especially for transit, to improve accessibility. Therefore, proposals that offer reduced transit times and moderate costs are prioritized. The top choices reflect a balance between affordability and improved service, considering the community's income distribution and transportation preferences.","[11, 14, 13, 10, 19]",11,14,13,10,19
Humboldt Park,"Humboldt Park has a median household income of $51,105 and a per capita income of $25,358. A significant portion of the population earns less than $50,000, indicating limited disposable income for many residents.","With 49% of households earning less than $50,000, discretionary spending is likely constrained. High transit fares or driver fees could significantly impact these households' budgets.","25% of households do not own a vehicle, and 20.1% of residents use transit to commute. Improving transit accessibility and affordability is crucial for this community, as a large portion relies on public transportation.","Given the community's limited disposable income and reliance on public transit, policies with lower transit fares and moderate driver fees are prioritized to enhance affordability and accessibility. A lower sales tax is preferred to minimize the impact on discretionary spending. The selected policies aim to balance improved transit services with affordability, considering the community's economic constraints and transportation needs.","[10, 11, 19, 20, 13]",10,11,19,20,13
West Town,"West Town has a high median income of $128,717 and a per capita income of $82,088, indicating a relatively affluent community with significant disposable income.","With 43.9% of households earning $150,000 and over, the community has a high capacity for discretionary spending. However, a significant portion of the population (9.8%) earns less than $25,000, suggesting some income disparity.","West Town has a diverse mode of transportation usage with 23.2% using transit and 35.1% driving alone. The community also has a high percentage of residents working from home (26.3%), reducing daily commuting needs.","Given the high disposable income, the community can absorb moderate increases in transit fares and driver fees. However, maintaining or improving transit accessibility is crucial due to the significant transit usage. A lower sales tax is preferred to minimize impact on discretionary spending. Proposals with moderate driver fees and transit fares, coupled with lower sales taxes, are prioritized to balance cost and service improvements. The goal is to reduce travel times while ensuring affordability for lower-income residents.","[11, 14, 13, 10, 19]",11,14,13,10,19
Austin,"Austin has a relatively low median income of $40,086 and a per capita income of $23,403. A significant portion of the population earns less than $25,000, indicating limited disposable income.","With a large portion of the population earning below $25,000, discretionary spending is likely constrained. High transit fares or driver fees could significantly impact the community's ability to spend on other necessities.","30.6% of households do not own a vehicle, and 23.7% of residents use transit to commute. This suggests a reliance on public transportation, making transit affordability and efficiency crucial for accessibility.","Given the low disposable income and high reliance on public transit, policies with lower transit fares and moderate driver fees are prioritized to maintain affordability and improve transit efficiency. A lower sales tax is preferred to minimize the impact on discretionary spending. The selected policies aim to balance improved transit services with affordability, considering the community's economic constraints and transportation needs.","[11, 10, 19, 13, 14]",11,10,19,13,14
West Garfield Park,"West Garfield Park has a relatively low median income of $36,360 and a per capita income of $18,503. A significant portion of the population earns less than $25,000, indicating limited disposable income.","With a large portion of the community earning less than $25,000, discretionary spending is likely limited. High transit fares or driver fees could significantly impact the ability to spend on other necessities.","38.7% of households do not have a vehicle, and 27.9% of residents use transit. Improving transit accessibility and affordability is crucial for this community. The mean commute time is 36.1 minutes, indicating a need for efficient transit options.","Given the low disposable income and high reliance on transit, proposals with lower transit fares and moderate driver fees are prioritized to maintain affordability and improve transit services. A lower sales tax is preferred to minimize the impact on discretionary spending. The community's high transit usage and low vehicle ownership suggest that improving transit efficiency and affordability will have a significant positive impact. Therefore, proposals with lower fares and moderate driver fees, which can improve transit times and services, are prioritized.","[11, 10, 19, 13, 14]",11,10,19,13,14
East Garfield Park,"East Garfield Park has a median income of $31,762 and a per capita income of $20,343. A significant portion of the population (43.7%) earns less than $25,000, indicating limited disposable income.","With a large percentage of the population earning below $25,000, discretionary spending is likely constrained. Any increase in transportation costs could significantly impact the ability to spend on other necessities.","40% of households do not own a vehicle, and 25% of the population relies on transit. Improving transit accessibility and affordability is crucial for this community. The mean commute time is 35.1 minutes, indicating a need for efficient transit options.","Given the limited disposable income and high reliance on public transit, proposals with lower transit fares and moderate sales taxes are prioritized. Reducing transit time is also important, but not at the expense of significantly higher costs. Proposals with a balance of lower fares, moderate taxes, and reasonable driving fees are preferred to enhance transit service without overly burdening residents financially.","[10, 11, 19, 20, 13]",10,11,19,20,13
Near West Side,"The Near West Side has a relatively high median income of $106,955 and a per capita income of $72,602. A significant portion of the population earns over $150,000, indicating a community with substantial disposable income.","With a high income distribution, residents likely have more flexibility in their spending. However, 17.9% of the population earns less than $25,000, so affordability remains a concern for a portion of the community.","The community has diverse transportation modes: 30.7% drive alone, 18.1% use transit, and 24.1% walk or bike. A significant portion (34.3%) of households do not own a vehicle, highlighting the importance of affordable and efficient public transit.","Given the high income levels, the community can support a moderate increase in sales tax and transit fares if it results in better services. However, affordability for lower-income residents and those without vehicles is crucial. Proposals with lower transit fares and moderate driver fees are preferred to encourage transit use and reduce congestion. The community values efficient transit options to support those without vehicles and reduce travel times for all.","[11, 14, 13, 10, 19]",11,14,13,10,19
North Lawndale,"North Lawndale has a median income of $33,334 and a per capita income of $21,201. A significant portion of the population earns less than $25,000, indicating limited disposable income.","With 42.3% of households earning less than $25,000, discretionary spending is likely constrained. Any increase in transportation costs could significantly impact the community's ability to spend on other necessities.","23.7% of residents use transit, and 57.3% drive alone. A high percentage of households (36.5%) do not own a vehicle, indicating a reliance on public transit. Improving transit times and maintaining low costs is crucial for accessibility.","Given the community's limited disposable income and reliance on public transit, proposals with lower fares and moderate taxes are prioritized. Reducing transit times is also important, but not at the expense of significantly higher costs. Proposals with a balance of lower fares, moderate taxes, and reasonable driving fees are preferred to ensure affordability and improved transit services.","[10, 11, 13, 19, 22]",10,11,13,19,22
South Lawndale,"South Lawndale has a median household income of $42,010 and a per capita income of $18,001, indicating limited disposable income. A significant portion of the population earns less than $50,000, which suggests that affordability is a key concern for the community.","With a large percentage of households earning below $50,000, discretionary spending is likely constrained. High transit fares or driver fees could significantly impact the community's ability to spend on other necessities.","The community has a relatively high percentage of residents who drive alone (56.5%) and a notable portion who use transit (15.3%). Improving transit times and maintaining affordability could benefit a significant portion of the population, especially those without vehicles.","Given the community's limited disposable income, proposals with lower transit fares and moderate driver fees are prioritized to maintain affordability. A lower sales tax is preferred to minimize the impact on discretionary spending. Proposals that improve transit times are favored to enhance accessibility for transit users. The ranking reflects a balance between affordability, improved transit service, and minimal impact on discretionary income.","[10, 11, 19, 20, 13]",10,11,19,20,13
Lower West Side,"The median income in the Lower West Side is $69,810, with a per capita income of $36,151. A significant portion of the population earns less than $50,000, indicating a need to consider affordability in transportation costs.","With a diverse income distribution, a substantial portion of the community may be sensitive to increases in transportation costs, which could impact their ability to spend on other necessities and discretionary items.",The community has a high reliance on transit (24.5%) and a significant portion of households without vehicles (23.8%). This suggests that maintaining affordable and efficient transit options is crucial for accessibility to jobs and services.,"Given the community's reliance on transit and the need for affordability, proposals with lower transit fares and moderate sales taxes are prioritized. The goal is to balance improved transit services with minimal financial burden. Proposals with higher driver fees are considered to encourage a shift from driving to transit, potentially reducing congestion and emissions. The selected proposals aim to enhance transit efficiency while keeping costs manageable for residents.","[11, 10, 13, 14, 19]",11,10,13,14,19
Loop,"The Loop is a central business district with a high concentration of businesses and professionals, suggesting a higher average disposable income compared to other areas.","Residents and workers in the Loop likely have higher discretionary spending due to higher incomes, but also face higher living costs.","The Loop has excellent accessibility to resources and services, with extensive public transit options including buses and trains, and is a hub for business and commerce.","Given the high disposable income and excellent transit accessibility, the Loop community can support higher transit fares and driver fees if it results in significantly reduced travel times. A moderate sales tax is acceptable to ensure quality transit services. The focus is on reducing travel times for both transit and driving, as this will benefit the high number of commuters and businesses in the area. Therefore, proposals with higher driver fees and moderate to high transit fares are prioritized, as they encourage transit use and reduce congestion, aligning with the community's capacity to absorb these costs.","[14, 11, 13, 17, 23]",14,11,13,17,23
Near South Side,"The Near South Side has a high median household income of $124,558 and a per capita income of $94,087, indicating a relatively affluent community with significant disposable income.","With 43.7% of households earning $150,000 and over, the community has a high capacity for discretionary spending. However, 12.9% of households earn less than $25,000, suggesting a need to consider affordability for lower-income residents.","The community has a balanced mode of transportation with 41.9% driving alone and 22.7% using transit. A significant portion of the population works from home (22.7%), reducing daily commuting needs. Car ownership is high, with 60.6% having one vehicle, but 22.4% have no vehicle, indicating a reliance on public transit for a portion of the population.","Given the high disposable income, the community can afford moderate increases in taxes and fees if they result in improved transit services. However, the policy should not overly burden lower-income residents. The community values efficient transit options, as indicated by the significant use of public transit and the need to support those without vehicles. Therefore, policies that improve transit times and maintain reasonable costs are prioritized. A balance between tax, fare, and driving fees is essential to ensure accessibility and affordability for all income levels.","[11, 14, 13, 10, 19]",11,14,13,10,19
Armour Square,"Armour Square has a significant portion of its population (31.1%) earning less than $25,000, indicating limited disposable income. A smaller percentage earns above $100,000, suggesting a mixed-income community with a substantial low-income segment.","With a large portion of the population in lower income brackets, discretionary spending is likely limited. High transit fares or driver fees could significantly impact the ability of residents to spend on other necessities.",A significant portion of the community relies on transit (24.4%) and a notable percentage has no vehicle (33.9%). This suggests that affordable and efficient public transit is crucial for accessibility to jobs and services.,"Given the community's reliance on public transit and limited disposable income, proposals with lower transit fares and moderate sales taxes are prioritized. Proposals that improve transit times without significantly increasing costs are favored. The community's mixed-income nature and reliance on transit suggest a need for balanced policies that enhance transit service while keeping costs manageable. Proposals with higher driver fees are considered as they may reduce congestion and improve transit times, benefiting the large transit-using population.","[11, 10, 19, 13, 14]",11,10,19,13,14
Douglas,"The median income in Douglas is $43,528, with a significant portion of the population earning less than $25,000. This suggests limited disposable income, making cost-sensitive policies more favorable.","With 34.8% of households earning less than $25,000, discretionary spending is likely constrained. Policies that minimize additional costs, such as lower fares and taxes, would be beneficial.","44.4% of households do not own a vehicle, and 26.4% of residents use transit. Improving transit accessibility and affordability is crucial for this community.","Given the high percentage of residents without vehicles and those using transit, policies that enhance transit affordability and reduce travel time are prioritized. Lower fares and moderate taxes are preferred to balance cost and service improvements. Driver fees are considered to encourage transit use and reduce congestion, but they should not overly burden drivers. The selected policies aim to improve transit service while considering the community's limited disposable income and high reliance on public transportation.","[11, 10, 19, 13, 14]",11,10,19,13,14
Oakland,"The median income in Oakland is $27,693, with a significant portion of the population earning less than $25,000. This indicates limited disposable income, making cost-sensitive policies more favorable.","With 47.2% of households earning less than $25,000, discretionary spending is likely constrained. Policies that minimize additional financial burdens, such as lower fares and taxes, are preferable.","41.7% of households do not own a vehicle, and 19.9% use transit. Improving transit accessibility and affordability is crucial, as a significant portion of the community relies on public transportation.","Given the high percentage of low-income households and reliance on public transit, policies with lower transit fares and moderate taxes are prioritized. Reducing travel time is also important, but not at the expense of significantly higher costs. The community would benefit from policies that balance affordability with improved transit services. Therefore, proposals with lower fares and moderate driver fees, which can improve transit times without excessive cost increases, are ranked higher.","[10, 11, 19, 20, 13]",10,11,19,20,13
