community_area,disposable_income,discretionary_consumption,accessibility,decision_rationale,vote,rank1,rank2,rank3,rank4,rank5
Jefferson Park,"Jefferson Park has a relatively high median household income of $90,740, with 44.1% of households earning over $100,000. This suggests residents have moderate to high disposable income and can absorb some transportation cost increases.","With higher incomes and an average household size of 2.5, residents likely have significant discretionary spending. However, about 27% earn under $50,000 annually, so cost sensitivity varies across the community.","The area has good car access (90.2% of households have at least one vehicle) and transit options (13.4% use transit for commuting). 61.7% drive alone to work, suggesting strong preference for driving despite transit availability.",1. Prioritized proposals with moderate tax rates (1%) to balance transit funding and household tax burden. 2. Favored moderate driving fees ($0.50) to reduce congestion while not overly burdening the car-dependent majority. 3. Selected lower transit fares ($0.75-$1.25) to encourage transit use while considering lower-income residents. 4. Focused on proposals that reduce both car and transit travel times. 5. Balanced the community's car-centric nature with the need to improve transit service.,"[13, 10, 14, 4, 11]",13,10,14,4,11
Forest Glen,"Forest Glen is an affluent community with median household income of $139,046 and 63% of households earning over $100,000. This suggests residents have significant disposable income and can better absorb transportation costs compared to other communities.","With high per capita income ($70,693), residents likely have substantial discretionary spending. While transportation costs impact this, the community can generally handle higher fees/taxes without severe lifestyle impacts.","Car-centric community with 95% of households owning cars (62.3% having 2+ vehicles). Only 10.5% use transit, while 68.1% drive (alone or carpool). This suggests strong preference for driving despite costs.","1. Given high car ownership and usage, policies that improve driving times are priority. 2. Community can afford higher driving fees if they reduce congestion. 3. Higher tax rates acceptable if they improve overall system efficiency. 4. Transit improvements still valuable for 10.5% transit users. 5. Balance between maintaining driving convenience and system-wide improvements through fees/taxes.","[14, 23, 5, 17, 8]",14,23,5,17,8
North Park,"North Park has a median income of $74,649, with 23.2% earning over $150,000 but also 34.3% earning under $50,000. This suggests a mixed-income community where transportation costs impact households differently","With a per capita income of $37,156, residents have moderate discretionary spending power. However, 14.6% of households have no vehicle, indicating transportation costs are a significant consideration","55.6% drive alone while 17.5% use transit, with a mean commute time of 34 minutes. Most households (46.2%) have 1 vehicle, suggesting many rely on mixed transportation modes","1. Prioritize balanced policies that don't overly burden either drivers or transit users given the mixed transportation usage. 2. Consider moderate fare/fee structures due to income diversity. 3. Focus on reducing transit times to benefit the significant transit-dependent population. 4. Avoid highest tax rates given moderate income levels. 5. Select policies that improve both driving and transit times without excessive costs. Based on these factors, prefer proposals with moderate taxes (1%), lower transit fares, and moderate driving fees that improve both modes","[13, 10, 4, 14, 22]",13,10,4,14,22
Albany Park,"Mixed-income community with 31.3% earning under $50k, 29.3% middle income ($50k-$100k), and 39.3% earning over $100k. This suggests varying levels of sensitivity to transportation costs and taxes","Given the income distribution, about one-third of residents may have limited discretionary spending power and would be sensitive to fare increases and sales tax. Higher-income households have more flexibility to absorb increased costs","Good mix of transportation options with 23.7% using transit and 45.5% driving alone. 19.1% have no vehicle, making transit accessibility crucial. The community has relatively good access to both transit and driving options",1. Prioritize balanced policies that don't overly burden lower-income residents while improving transit service. 2. Consider the significant transit-dependent population (19.1% no vehicle). 3. Account for the large driving population (45.5%) who would be affected by driving fees. 4. Choose policies that reduce transit travel times without excessive cost increases. 5. Select options that maintain reasonable driving costs for the working-class population. Selected policies balance moderate fares with improved service times and reasonable tax rates,"[11, 13, 4, 10, 19]",11,13,4,10,19
Portage Park,"Portage Park has a median household income of $85,473, with about 30.8% of households earning less than $50,000. The community has moderate disposable income, suggesting sensitivity to both transit fares and sales tax increases.","With per capita income of $38,488, residents have moderate discretionary spending power. Higher sales taxes would impact household budgets, especially for the 30.8% lower-income households. The community needs to balance transportation costs with other essential expenses.","89.9% of households own at least one vehicle, with 62.9% driving alone to work. Only 14% use transit, suggesting strong car dependency. Mean commute time is 37.1 minutes, indicating significant transportation needs.","1. Given high car ownership and driving rates, policies with moderate driving fees are acceptable if they improve transit. 2. With moderate income levels, avoid highest tax/fare combinations. 3. Prioritize policies that reduce overall travel times while keeping costs reasonable. 4. Consider the 14% transit users and 10.1% car-less households needing affordable transit. 5. Balance between driving efficiency and transit improvement given the mixed-mode usage.","[13, 4, 10, 22, 16]",13,4,10,22,16
Irving Park,"Irving Park has a median household income of $86,849, with 43.1% of households earning over $100,000. However, 28.6% earn less than $50,000, indicating a mixed-income community that needs to balance transit affordability with service quality.","With a per capita income of $48,320, residents have moderate discretionary spending power. Higher sales taxes would impact consumption, but the community can generally absorb moderate fee increases for improved services.","86.1% of households own at least one vehicle, with driving alone (49.6%) being the primary commute mode. However, significant transit usage (18.5%) and work-from-home (18.6%) populations indicate need for balanced transportation options.",1. Prioritized moderate tax/fee combinations that improve both transit and driving times without excessive cost burden. 2. Selected options that benefit both drivers and transit users given the mixed-mode usage. 3. Considered impact on lower-income residents (28.6% below $50K) when evaluating fare increases. 4. Favored proposals with 1% tax rate as balanced approach for community's income profile. 5. Weighted driving improvements more heavily given 49.6% drive-alone rate but maintained transit affordability.,"[13, 14, 10, 11, 4]",13,14,10,11,4
Dunning,"Dunning has relatively high disposable income with 41.1% of households earning over $100,000. However, 29.3% earn under $50,000, indicating income diversity that needs consideration","With 93.7% of households owning at least one vehicle and high car dependency (72.1% drive alone), residents likely have significant transportation expenses. Higher-income households have more flexibility to absorb increased costs","The area shows heavy car reliance with low transit usage (7.3%) and walk/bike (1.2%). This suggests limited transit accessibility currently, though most households can afford car ownership",1. Prioritize policies that improve transit service while keeping driving viable given high car dependency. 2. Can accept moderate tax increases given income levels. 3. Support gradual driving fees to fund transit improvements. 4. Balance fare increases with service improvements. 5. Selected policies that reduce transit travel times while maintaining reasonable driving times. Ranked proposals that combine moderate taxes (1-1.5%) with balanced fare/fee structures to improve both modes,"[14, 23, 13, 22, 16]",14,23,13,22,16
Montclare,"Montclare has a median income of $69,038, with about 38.3% of households making less than $50,000 annually. This suggests moderate disposable income levels, making residents somewhat sensitive to cost increases.","Given the income distribution and average household size of 2.9, many families likely have limited discretionary spending capacity. Higher taxes and fees would impact their consumption ability, especially for the 38.3% lower-income households.","The community heavily relies on cars (74.9% drive alone) with high vehicle ownership (87.3% have at least one car). Only 4.4% use transit, suggesting limited transit accessibility or convenience. This makes driving costs and times particularly important.","1. Given high car dependency, proposals with lower driving fees are preferred. 2. Lower sales tax (0.5%) preferred due to moderate income levels and impact on discretionary spending. 3. Moderate transit fares ($1.25) balanced with service quality since few use transit. 4. Prioritized proposals that minimize combined impact of taxes and fees while maintaining reasonable travel times. 5. Considered balance between car and transit improvements given potential for mode shift.","[3, 0, 4, 1, 6]",3,0,4,1,6
Belmont Cragin,"Belmont Cragin is a working-class community with moderate income levels - 42.9% of households earn less than $50,000 annually, while 28.5% earn over $100,000. This suggests sensitivity to both transit fares and sales tax increases.","With a large average household size of 3.2 and significant portion of lower-middle income households, discretionary spending is likely limited. Higher sales taxes would notably impact household budgets.","84.3% of households have at least one vehicle, with driving alone (57.7%) and carpooling (13.3%) being primary commute modes. Transit usage is moderate at 15.3%, suggesting need for balanced policies that don't overly burden drivers while improving transit service.","1. Prioritized proposals with moderate tax rates and balanced fare/fee structures given income distribution. 2. Considered high car ownership but significant transit usage, suggesting need for improved transit without excessive driving penalties. 3. Selected proposals that reduce transit travel times without extreme cost increases. 4. Favored options that maintain reasonable driving costs given majority car-dependent population. 5. Weighted impact of sales tax on large households with limited discretionary income.","[13, 4, 10, 22, 16]",13,4,10,22,16
Hermosa,"Hermosa has a median household income of $66,073, with about 38% of households earning less than $50,000 annually. This suggests moderate disposable income levels, making residents sensitive to both transit fares and sales tax increases.","With a per capita income of $27,053 and average household size of 3.1, discretionary spending is likely limited. Many households need to carefully balance transportation costs with other essential expenses.","87.5% of households own at least one vehicle, with 60.9% driving alone to work and 17.7% using transit. This indicates a car-dependent community but with significant transit usage, suggesting need for balanced transportation options.",1. Prioritized proposals with lower sales tax (0.5%) to protect discretionary income. 2. Favored moderate transit fares ($1.25) to maintain transit affordability while supporting service quality. 3. Supported moderate driving fees ($0.50) to improve transit service without overly burdening the majority who drive. 4. Balanced travel time improvements for both transit and car users. 5. Considered the large Hispanic population (80.1%) who may have varied transportation needs and income levels.,"[4, 1, 13, 10, 7]",4,1,13,10,7
Avondale,"Mixed-income community with 43.5% making $100k+ but also 32.6% under $50k. About 15.6% are low-income (<$25k), suggesting sensitivity to cost increases","Given the income distribution, many households have moderate to high discretionary spending capacity, but a significant portion may be cost-sensitive to both transit fares and sales tax increases","Mixed transportation needs - 19.8% no vehicle, 48.2% one vehicle. 49.7% drive alone, 21.5% use transit. Good balance of transit and driving infrastructure needed",1. Prioritize policies that balance transit improvement with moderate cost impact given mixed income levels. 2. Consider high transit usage (21.5%) and car-dependent population (49.7% drive alone). 3. Lower transit fares benefit the 19.8% no-vehicle households. 4. Moderate driving fees can help improve transit without excessive burden on drivers. 5. Selected policies that reduce transit travel time while keeping costs reasonable for both modes,"[11, 13, 4, 10, 19]",11,13,4,10,19
Logan Square,"Logan Square has a relatively high median income of $97,759 and per capita income of $62,532, with 48.9% of households earning over $100,000. However, there's income diversity with 24.5% earning under $50,000","Given the income distribution, most residents have moderate to high discretionary spending power. Higher-income households can better absorb increased transportation costs, while lower-income households (24.5%) would be more sensitive to fare and tax increases","The area has good transit access with 26.5% using public transit and 21.2% car-free households. However, 42% drive (alone or carpool), and 53.5% own one vehicle, suggesting a need to balance both transit and driving improvements",1. Prioritized balanced proposals that improve both transit and driving times without excessive cost burden on lower-income residents. 2. Considered the high transit usage (26.5%) and car-free population (21.2%) needing affordable transit. 3. Accounted for significant driving population (42%) that would benefit from reduced congestion. 4. Selected proposals with moderate tax rates to maintain service quality while not overly burdening discretionary spending. 5. Favored proposals that reduce transit times below 55 minutes while keeping fares reasonable,"[13, 14, 4, 22, 11]",13,14,4,22,11
Humboldt Park,"Median household income is $51,105 and per capita income is $25,358, with 49% of households earning less than $50k annually. This indicates limited disposable income for many residents, making them sensitive to transportation costs.","With high percentage of low-income households, discretionary spending is likely limited. Higher sales taxes would significantly impact household budgets, especially for the 25% earning less than $25k annually.","25% of households have no vehicle, and 20.1% use transit for work commutes. Mean commute time is 35.7 minutes. The community relies on both private vehicles (52.9% drive alone) and public transit, suggesting need for balanced policy.",1. Prioritize low transit fares due to high percentage of transit-dependent and low-income residents. 2. Moderate driving fees to improve transit service without overly burdening drivers. 3. Keep sales tax moderate to protect discretionary spending. 4. Balance between transit improvement and cost burden. 5. Consider policies that reduce travel times for both modes given long average commute times.,"[10, 11, 1, 13, 4]",10,11,1,13,4
West Town,"West Town is a relatively affluent area with median income of $128,717 and 59.2% of households earning over $100,000. This suggests residents have significant disposable income and can absorb moderate increases in transportation costs","With high per capita income ($82,088), residents likely have substantial discretionary spending. A sales tax increase would affect this but wouldn't be severely burdensome given the income levels","The area has diverse transportation usage: 35.1% drive alone, 23.2% use transit, and 8.8% walk/bike. 75.2% of households have at least one vehicle, while 20.2% have no vehicle. Good mix of transit and driving accessibility needed",1. Prioritized balanced policies that improve both transit and driving times without excessive costs given the mixed transportation needs. 2. Community can handle moderate fare/fee increases given high incomes. 3. Moderate tax rates preferred as residents have high discretionary spending. 4. Policies that significantly reduce transit times valued due to 23.2% transit usage. 5. Selected options that maintain reasonable driving costs as 35.1% drive alone,"[14, 23, 13, 22, 16]",14,23,13,22,16
Austin,"Austin has relatively low income levels with a median household income of $40,086 and 57.6% of households earning less than $50,000 annually. This suggests high sensitivity to cost increases from taxes, fares, and fees.","With high poverty rates and low per capita income ($23,403), residents have limited discretionary spending capacity. Any increase in transportation costs would significantly impact their ability to spend on other essential needs.","30.6% of households have no vehicle, and 23.7% rely on transit for work commutes. The mean commute time is 37.1 minutes, indicating significant dependence on public transportation despite longer travel times.",1. Prioritized proposals with lower transit fares ($0.75) to support the large transit-dependent population. 2. Favored lower sales tax rates (0.5-1.0%) due to limited disposable income. 3. Considered moderate driving fees ($0.50) to improve transit service without overly burdening car-dependent workers. 4. Balanced travel time improvements with cost impacts. 5. Selected proposals that reduce transit travel times to benefit the significant transit-using population.,"[1, 10, 19, 4, 13]",1,10,19,4,13
West Garfield Park,"The community has relatively low income levels with 42.2% households earning less than $25,000 and median income of $36,360. This suggests high sensitivity to any additional transportation costs or taxes.","With low per capita income ($18,503) and high percentage of low-income households, discretionary spending is likely very limited. Additional transportation costs would significantly impact other essential spending.","38.7% of households have no vehicle available, and 27.9% rely on transit for commuting. The mean commute time is 36.1 minutes, suggesting significant dependence on public transportation despite longer travel times.","1. Given low income levels, prioritize proposals with lower transit fares and taxes. 2. Consider high transit dependency requires maintaining/improving transit service. 3. Lower driving fees preferred as 54% drive alone and many households have limited income. 4. Balance between transit improvement and cost burden on residents. 5. Selected proposals that minimize combined impact of taxes, fares, and fees while maintaining reasonable transit service.","[0, 9, 3, 1, 10]",0,9,3,1,10
East Garfield Park,"The community has relatively low income levels with 65.4% of households earning less than $50,000 annually and a median income of $31,762. This suggests high sensitivity to any additional transportation costs or taxes.","With low per capita income ($20,343) and high poverty rates, residents have limited discretionary spending capacity. Any increase in transportation costs or sales tax would significantly impact their ability to purchase other necessities.","40% of households have no vehicle, and 25% rely on public transit for commuting. The mean commute time is 35.1 minutes, suggesting significant dependence on public transportation. Good transit service is crucial for this community.","1. Given low income levels, prioritize proposals with lower transit fares and sales tax rates. 2. High transit dependency means transit service quality is important. 3. With 40% car-free households, driving fees have less negative impact on residents while generating revenue for transit. 4. Balance between keeping transit affordable and generating enough revenue for service improvements. 5. Selected proposals that reduce transit travel time while maintaining affordability.","[1, 2, 10, 11, 20]",1,2,10,11,20
Near West Side,"The Near West Side has relatively high income levels with median household income of $106,955 and 52.9% of households making over $100,000. However, there's income diversity with 17.9% making under $25,000","Given the high per capita income ($72,602), many residents have significant discretionary spending power. Higher sales taxes would impact discretionary spending but may be more tolerable than in lower-income areas","The area has diverse transportation usage: 34.3% have no vehicles, 18.1% use transit, 24.1% walk/bike, and 33.9% drive. Good transit access is important given the car-free population, while driving remains significant","1. Prioritized balanced policies that improve both transit and driving times without excessive costs, given mixed transit/driving usage. 2. Considered higher sales tax tolerance due to higher incomes. 3. Favored moderate transit fares given income diversity. 4. Selected policies that reduce congestion through modest driving fees, benefiting all modes. 5. Weighted travel time improvements against cost increases for both transit and car users","[14, 23, 13, 22, 4]",14,23,13,22,4
North Lawndale,"North Lawndale is a low-income community with 63% of households making less than $50,000 annually and a median income of $33,334. This suggests residents are particularly sensitive to cost increases from transportation policies.","With a high percentage of low-income households, discretionary spending is likely very limited. Higher sales taxes would significantly impact household budgets, as would increased transit fares or driving fees given the community's reliance on both modes.","36.5% of households have no vehicle, while 40.7% have one vehicle. 23.7% use transit and 57.3% drive alone for commuting. This split suggests policies need to balance both transit and driving accessibility.","1. Given low incomes, prioritize lowest tax rate (0.5%) to minimize impact on purchasing power. 2. Balance low transit fares for the significant transit-dependent population. 3. Moderate driving fees to improve transit service without overly burdening drivers. 4. Focus on options that reduce transit travel times to improve accessibility. 5. Consider that many households rely on both transit and driving, so avoid extreme penalties on either mode.","[1, 4, 10, 13, 2]",1,4,10,13,2
South Lawndale,"South Lawndale has relatively low income levels with median household income of $42,010 and per capita income of $18,001. About 58% of households earn less than $50,000 annually, indicating limited disposable income for most residents","Given the low income levels and large household sizes (average 3.0 people), discretionary spending is likely very limited. Higher sales taxes would significantly impact household budgets, as would increased transit fares or driving fees","21% of households have no vehicle, while 44% have one vehicle. Transit usage is significant at 15.3% of commuters, while 70% drive alone or carpool. The community needs both affordable transit and reasonable driving costs","1. Given low incomes, prioritize lowest tax rate (0.5%) to minimize impact on household budgets. 2. Balance between transit and driving costs since community uses both modes significantly. 3. Prefer moderate fares ($0.75-$1.25) to keep transit accessible. 4. Consider moderate driving fees ($0.50) to improve transit service without excessive burden. 5. Focus on options that reduce both transit and driving times reasonably","[1, 4, 0, 3, 2]",1,4,0,3,2
Lower West Side,"Median income is $69,810, with about 37.7% households earning less than $50,000. This suggests moderate disposable income but significant population segment is budget-sensitive","Given the income distribution and household sizes, many families need to carefully balance transportation costs with other essential expenses. Higher sales taxes would impact discretionary spending for lower-income households","Mixed transportation profile with 43.8% driving alone, 24.5% using transit, and 23.8% no vehicle households. Good balance of transit and driving needs must be considered. Location provides decent access to downtown and other employment centers",1. Prioritize proposals that balance moderate transit fares with minimal sales tax burden given income distribution. 2. Consider significant transit-dependent population (23.8% no vehicle). 3. Need reasonable driving costs as 43.8% drive alone to work. 4. Moderate driving fees acceptable to improve transit service. 5. Selected proposals that reduce transit travel times without excessive cost burden. 6. Ranked based on combined impact on both transit and driving accessibility while maintaining affordability,"[11, 10, 4, 13, 1]",11,10,4,13,1
Loop,"The Loop is a relatively wealthy area with 61.3% of households earning over $100,000 annually. However, there is income diversity with about 20% earning under $50,000. This suggests most residents can absorb higher transportation costs, but policies should not overly burden lower-income residents.","Given the high income levels, residents likely have significant discretionary spending. The 1-1.5% sales tax impact would be notable given high consumption levels, but manageable for most. The area has high retail density, so residents likely spend considerably on taxable goods.","The Loop has excellent transit access and walkability, with only 22.7% driving. 50.5% of households don't own cars, and 47.9% use transit or walk/bike. The area is a transit hub with multiple L lines and bus routes, making transit improvements particularly impactful.","1. Prioritize policies that improve transit times given high transit usage. 2. Can accept moderate fare increases since income levels are high. 3. Support driving fees to reduce congestion and fund transit, as most residents don't drive. 4. Balance tax rates considering high discretionary spending. 5. Selected policies that provide best transit time improvements while maintaining reasonable costs. Ranked proposals that combine moderate-to-high driving fees with moderate transit fares and taxes, as these optimize transit performance without excessive cost burden.","[23, 14, 20, 11, 5]",23,14,20,11,5
Near South Side,"The Near South Side has relatively high income levels with 43.7% of households earning over $150,000 and a median household income of $124,558. This suggests residents have significant disposable income and can generally absorb higher transportation costs","With high per capita income ($94,087), residents likely have substantial discretionary spending. Higher sales taxes would impact this, but the community can likely handle moderate increases given the wealth levels","The area has diverse transportation usage: 41.9% drive alone, 22.7% use transit, and 22.7% work from home. Most households (60.6%) have 1 vehicle, while 22.4% have no vehicle. This suggests need for both efficient driving and transit options","1. Prioritized policies that balance improved transit service with moderate cost increases, given the area's wealth. 2. Considered the significant portion of both drivers and transit users. 3. Favored options with higher driving fees to reduce congestion, as the community can afford it. 4. Selected policies that notably improve transit times while keeping fares moderate. 5. Included options with moderate tax increases as the community has capacity to absorb them","[14, 23, 5, 13, 11]",14,23,5,13,11
Armour Square,"Armour Square has relatively low income levels with 50.8% of households earning less than $50,000 annually. This suggests high sensitivity to cost increases from taxes, fares, and fees","Given the high percentage of low-income households, discretionary spending is likely limited. Any increase in transportation costs or sales tax would significantly impact household budgets","The area has high transit dependency (33.9% no vehicle households) and significant transit usage (24.4%). While 41.1% drive alone, the large Asian population and mixed-income levels suggest need for affordable, efficient transit options",1. Prioritize low transit fares due to high transit dependency and low incomes. 2. Moderate driving fees to improve transit service without overly burdening drivers. 3. Keep sales tax low to protect discretionary spending. 4. Balance between transit improvement and cost burden. 5. Consider proposals that reduce transit travel time while maintaining affordability,"[1, 10, 0, 9, 3]",1,10,0,9,3
Douglas,"Douglas has a relatively low median income of $43,528, with 54.3% of households earning less than $50,000 annually. This suggests limited disposable income for many residents, making them sensitive to additional transportation costs.","With a high percentage of low-income households and 44.4% having no vehicle, residents likely have limited discretionary spending capacity. Additional taxes would significantly impact their consumption ability.","26.4% use transit and 44.4% have no vehicle, indicating high transit dependency. The mean commute time is 31.8 minutes, suggesting reasonable transit access but room for improvement.",1. Prioritize low transit fares due to high transit dependency and low incomes. 2. Prefer lower sales tax rates to protect limited discretionary spending. 3. Support moderate driving fees to improve transit service without overly burdening the 40.3% who drive alone. 4. Balance between transit improvement and cost burden on low-income residents. 5. Consider policies that reduce transit travel time while keeping costs affordable.,"[1, 10, 4, 13, 19]",1,10,4,13,19
