community_area,disposable_income,discretionary_consumption,accessibility,decision_rationale,vote,rank1,rank2,rank3,rank4,rank5
Albany Park,"Mixed-income community with 31.3% earning under $50k, 29.3% middle income ($50k-$100k), and 39.3% earning over $100k. This suggests varying levels of sensitivity to transportation costs and taxes","Given the income distribution, about one-third of residents may have limited discretionary spending power and would be sensitive to fare increases and sales tax. Higher-income households (39.3%) have more flexibility to absorb increased costs","Good mix of transportation options with 23.7% using transit and 45.5% driving alone. 19.1% have no vehicle, making transit accessibility crucial. The area has relatively high transit usage compared to city average",1. Prioritize policies that maintain affordable transit fares due to significant transit-dependent population. 2. Consider moderate driving fees to improve transit service without overly burdening drivers. 3. Prefer lower sales tax rates due to large proportion of lower/middle-income residents. 4. Balance between transit improvement and cost burden on residents. 5. Selected policies that reduce transit travel times while keeping fares accessible,"[11, 10, 4, 13, 1]",11,10,4,13,1
Portage Park,"Portage Park has a median household income of $85,473, with about 30.8% of households earning less than $50,000. The community has moderate disposable income, suggesting sensitivity to both transit fares and driving costs.","With per capita income of $38,488, residents have moderate discretionary spending power. Higher sales taxes would impact household budgets, especially for the 30.8% lower-income households. The community needs to balance transportation costs with other essential expenses.","89.9% of households own at least one vehicle, with 62.9% driving alone to work. Only 14% use transit, suggesting strong car dependency. Mean commute time is 37.1 minutes, indicating significant transportation needs.","1. Given high car ownership and driving rates, policies with moderate driving fees are acceptable if they improve transit. 2. Lower sales tax preferred due to impact on discretionary spending. 3. Moderate transit fares ($1.25) balance revenue needs with affordability. 4. Prioritize policies that reduce overall commute times. 5. Consider policies that maintain driving accessibility while improving transit service.","[13, 4, 14, 5, 22]",13,4,14,5,22
Irving Park,"Irving Park has a median income of $86,849 with 43.1% of households earning over $100,000. However, 28.6% earn less than $50,000, indicating a mix of income levels that need consideration for transportation costs","With a per capita income of $48,320, residents have moderate discretionary spending power. Higher sales taxes would impact consumption, especially for the 28.6% lower-income households","86.1% of households own at least one car, with driving alone (49.6%) being the primary commute mode. Transit usage is significant at 18.5%, suggesting good transit access. 13.9% have no vehicle and rely on alternative transportation","1. Prioritized balanced policies that maintain transit affordability while improving service
2. Considered the significant car ownership and driving population when evaluating driving fees
3. Sought policies that reduce transit travel times without excessive cost burden
4. Balanced the impact of sales tax on discretionary spending
5. Selected options that benefit both drivers and transit users given the mixed-mode usage","[13, 4, 22, 10, 19]",13,4,22,10,19
Dunning,"Dunning has relatively high disposable income with 41.1% of households earning over $100,000. However, 29.3% earn under $50,000, indicating income diversity that needs consideration","With 93.7% of households owning at least one vehicle and high car dependency (72.1% drive alone), residents likely have significant transportation expenses. Higher-income households have more flexibility to absorb increased costs","The area shows heavy car reliance with low transit usage (7.3%) and walk/bike (1.2%). This suggests limited transit accessibility currently, though most households can afford car ownership","1. Prioritize proposals with moderate tax increases to improve transit while keeping driving viable, given high car dependency. 2. Avoid highest driving fees since majority are car-dependent. 3. Support moderate transit fares to improve service without overburdening lower-income residents. 4. Balance travel time improvements with cost impacts. 5. Selected proposals 13, 14, 4, 22, and 5 as they offer good transit improvements while maintaining reasonable driving conditions","[13, 14, 4, 22, 5]",13,14,4,22,5
Montclare,"Montclare has a median income of $69,038, with about 38.3% of households making less than $50,000. The per capita income of $33,574 suggests moderate disposable income levels, making residents somewhat sensitive to cost increases","With a significant portion of households in lower-to-middle income brackets, discretionary spending capacity is limited. Higher sales taxes would impact household budgets, especially for the 38.3% making under $50,000","The area is heavily car-dependent with 74.9% driving alone and 87.3% of households having at least one vehicle. Only 4.4% use transit, suggesting limited transit accessibility or convenience. The high car ownership (52.3% having 2+ vehicles) indicates strong preference for driving","1. Given high car dependency, prefer policies with lower driving fees and moderate transit improvements. 2. Lower sales tax preferred due to income constraints. 3. Moderate transit fares to balance service quality with affordability. 4. Focus on reducing car travel times without excessive cost burden. 5. Selected policies that minimize impact on majority driving population while gradually improving transit","[3, 0, 9, 4, 12]",3,0,9,4,12
Belmont Cragin,"Belmont Cragin is a working-class community with moderate income levels - 42.9% of households earn less than $50,000 annually, while 28.5% earn over $100,000. This suggests sensitivity to both transit fares and sales tax increases.","With a large average household size of 3.2 and significant portion of lower-middle income households, discretionary spending is likely limited. Higher sales taxes would notably impact household budgets.","84.3% of households have at least one vehicle, with driving alone (57.7%) and carpooling (13.3%) being primary commute modes. Transit usage is moderate at 15.3%, suggesting need for both efficient driving and transit options.",1. Prioritized proposals with lower sales tax (0.5%) to protect discretionary income. 2. Favored moderate driving fees ($0.50) to improve transit without overly burdening drivers. 3. Selected moderate transit fares ($1.25) to balance transit service quality with affordability. 4. Considered travel time improvements for both modes given mixed-mode usage. 5. Weighted impact on lower-income households more heavily given community demographics.,"[4, 1, 13, 7, 10]",4,1,13,7,10
Hermosa,"Hermosa has a median household income of $66,073, with about 38% of households earning less than $50,000 annually. This suggests moderate disposable income levels, making residents sensitive to both transit fares and sales tax increases.","Given the income distribution and average household size of 3.1, discretionary spending is likely constrained. A significant portion of income goes to essential needs, making residents vulnerable to increased transportation costs and sales taxes.","87.5% of households own at least one vehicle, with 60.9% driving alone to work and 17.7% using transit. This indicates strong car dependency but also notable transit usage, suggesting need for balanced policy.",1. Prioritized proposals with lower sales tax (0.5%) to protect discretionary spending. 2. Favored moderate driving fees ($0.50) to improve transit service without overly burdening drivers. 3. Selected lower transit fares ($0.75-$1.25) to support transit-dependent population. 4. Balanced travel time improvements with cost impacts. 5. Considered high car ownership rates while maintaining affordable transit options.,"[1, 4, 10, 13, 3]",1,4,10,13,3
Avondale,"Mixed-income community with 43.5% making $100k+ but also 32.6% under $50k. About 15.6% are low-income (<$25k), suggesting sensitivity to cost increases","Given the income distribution, many households have moderate to high discretionary spending capacity, but a significant portion may be cost-sensitive to both transit fares and sales tax increases","Mixed transportation needs - 19.8% no vehicle, 48.2% one vehicle. 49.7% drive alone, 21.5% use transit. Good balance of transit and driving infrastructure needed",1. Prioritize policies balancing transit improvement with moderate cost impact given mixed income levels. 2. Consider high transit usage (21.5%) and car-dependent population (49.7% drive alone). 3. Lower transit fares benefit the 19.8% no-vehicle households. 4. Moderate driving fees can help improve transit without excessive burden on drivers. 5. Selected policies that reduce transit travel time while keeping costs reasonable for both modes,"[11, 13, 4, 10, 19]",11,13,4,10,19
Logan Square,"Logan Square has a relatively high median income of $97,759 and per capita income of $62,532, with 48.9% of households earning over $100,000. However, there's income diversity with 24.5% earning under $50,000","Given the income distribution, most residents have moderate to high discretionary spending power. Higher-income households can better absorb increased transportation costs, while lower-income households (24.5%) would be more sensitive to fare and tax increases","The area has good transit access with 26.5% using public transit and 21.2% car-free households. However, 42% drive (alone or carpool), and 53.5% own one vehicle, suggesting a need to balance both transit and driving improvements",1. Prioritized balanced proposals that improve both transit and driving times without excessive cost burden on lower-income residents. 2. Considered the high transit usage (26.5%) and car-free population (21.2%) needing affordable transit. 3. Accounted for significant driving population (42%) that would benefit from reduced congestion. 4. Selected proposals with moderate tax increases that wouldn't overly burden the 24.5% lower-income households. 5. Favored proposals that reduce transit times to benefit the large transit-dependent population,"[13, 14, 22, 4, 11]",13,14,22,4,11
Humboldt Park,"Median household income is $51,105 and per capita income is $25,358, with 49% of households earning less than $50k annually. This indicates limited disposable income for many residents, making them sensitive to transportation costs.","With high percentage of low-income households, discretionary spending is likely limited. Higher sales taxes would significantly impact household budgets, especially considering 25% of households earn less than $25k annually.","20.1% use transit for work commutes, 25% have no vehicles, and 40.8% have one vehicle. Mean commute time is 35.7 minutes. The community needs affordable and efficient transit options while balancing costs for drivers.",1. Prioritize lower transit fares due to high transit dependency and low incomes. 2. Moderate driving fees to improve transit service without overly burdening drivers. 3. Keep sales tax moderate to protect discretionary spending. 4. Balance travel time improvements with cost impacts. 5. Consider high percentage of both transit users and drivers in the community.,"[11, 10, 1, 13, 4]",11,10,1,13,4
West Town,"West Town is a relatively affluent area with median income of $128,717 and 59.2% of households earning over $100,000. This suggests residents have significant disposable income and can absorb moderate increases in transportation costs","With high per capita income ($82,088), residents likely have substantial discretionary spending. A sales tax increase would affect this but wouldn't be severely burdensome given the income levels","The area has diverse transportation usage: 35.1% drive alone, 23.2% use transit, and 8.8% walk/bike. 75.2% of households have at least one vehicle, while 20.2% have no vehicle. Good mix of transit and driving accessibility needed",1. Prioritized balanced policies that improve both transit and driving times without excessive costs given the mixed transportation needs. 2. Community can handle moderate fee increases given high incomes. 3. Selected policies that reduce transit times significantly to benefit the 23.2% transit users and potentially attract more. 4. Considered that 20.2% car-free households need affordable transit options. 5. Moderate driving fees acceptable as most households can afford it and it helps fund transit improvements,"[14, 23, 5, 11, 20]",14,23,5,11,20
Austin,"Austin has relatively low income levels with a median household income of $40,086 and 57.6% of households earning less than $50,000. This suggests high sensitivity to costs from fares, fees, and taxes.","With high poverty rates and low per capita income ($23,403), residents have limited discretionary spending capacity. Additional transportation costs would significantly impact household budgets.","30.6% of households have no vehicle, and 23.7% use transit for work commutes. Mean commute time is 37.1 minutes, indicating heavy reliance on and need for efficient public transit.",1. Prioritized proposals with lower transit fares ($0.75) given low income levels and high transit dependency. 2. Favored lower sales tax rates (0.5-1.0%) to minimize impact on limited discretionary spending. 3. Supported moderate driving fees ($0.50) to improve transit service without excessive burden on car-dependent households. 4. Balanced travel time improvements with cost considerations. 5. Selected proposals that reduce transit travel times while keeping costs affordable for the large transit-dependent population.,"[1, 10, 4, 19, 13]",1,10,4,19,13
West Garfield Park,"The community has relatively low income levels with 42.2% households earning less than $25,000 and median income of $36,360. This suggests high sensitivity to additional transportation costs and taxes.","With low per capita income ($18,503) and high percentage of low-income households, discretionary spending is likely very limited. Any increase in transportation costs or sales tax would significantly impact household budgets.","38.7% of households have no vehicle available, and 27.9% rely on transit for commuting. Mean commute time is 36.1 minutes, suggesting significant dependence on public transportation despite longer travel times.",1. Prioritize proposals with lower transit fares ($0.75) due to high transit dependency and low incomes. 2. Prefer lower sales tax (0.5%) to minimize impact on limited discretionary spending. 3. Support moderate driving fees ($0.50) to improve transit service without excessive burden. 4. Balance between travel time improvements and cost impacts. 5. Consider high percentage of car-free households and transit users.,"[1, 0, 10, 9, 2]",1,0,10,9,2
East Garfield Park,"Very low disposable income with median household income of $31,762 and 43.7% households earning less than $25,000. This suggests high sensitivity to any additional costs from taxes, fares, or driving fees.",Limited discretionary spending capacity due to low income levels. Any increase in transportation costs or sales tax would significantly impact already constrained household budgets.,"40% of households have no vehicle, 25% use transit for commuting, and mean commute time is 35.1 minutes. Strong reliance on both public transit and driving (51% drive alone), suggesting need for balanced policy that maintains affordability of both modes.",1. Prioritize lowest transit fare ($0.75) due to high poverty rates and transit dependency. 2. Prefer lower sales tax (0.5-1.0%) to minimize impact on limited discretionary spending. 3. Moderate driving fees ($0.50) acceptable to improve transit service without excessive burden on drivers. 4. Balance between transit improvement and cost burden crucial given mixed-mode reliance. 5. Selected proposals that reduce transit travel time while keeping combined costs manageable for low-income population.,"[1, 10, 4, 13, 19]",1,10,4,13,19
Near West Side,"The Near West Side has relatively high income levels with median household income of $106,955 and 52.9% of households making over $100,000. However, there's income diversity with 17.9% making under $25,000","With high per capita income ($72,602), many residents have significant discretionary spending power. Higher sales taxes would impact discretionary spending but may be more tolerable than in lower-income areas","The area has diverse transportation usage: 34.3% have no vehicles, 18.1% use transit, 24.1% walk/bike, and 33.9% drive. Good transit access is important given the car-free population, while driving remains significant","1. Prioritized balanced policies that improve both transit and driving times without excessive costs, given mixed transit/driving usage. 2. Considered higher sales tax tolerance due to higher incomes. 3. Favored moderate transit fares given income diversity and significant transit usage. 4. Selected policies that reduce congestion through modest driving fees, benefiting all modes. 5. Weighted travel time improvements against cost impacts across different income levels","[14, 23, 13, 22, 4]",14,23,13,22,4
North Lawndale,"North Lawndale is a low-income community with 63% of households making less than $50,000 annually and a median income of $33,334. This suggests residents are particularly sensitive to cost increases from transportation policies.","With a high percentage of low-income households, discretionary spending is likely very limited. Higher sales taxes would significantly impact household budgets, as would increased transit fares or driving fees given the community's reliance on both modes.","36.5% of households have no vehicle, while 40.7% have one vehicle. 23.7% use transit and 57.3% drive alone for commuting. This split suggests policies need to balance both transit and driving accessibility.","1. Given low incomes, prioritize lowest combined costs (sales tax + fares/fees). 2. Need good transit service for car-less households while maintaining reasonable driving costs for car owners. 3. Prefer 0.5-1.0% tax range to balance service needs with affordability. 4. Moderate fares ($0.75-$1.25) to keep transit accessible. 5. Limited driving fees ($0.50 max) to avoid overburdening drivers. Selected proposals balance these factors while improving travel times.","[10, 1, 4, 13, 19]",10,1,4,13,19
South Lawndale,"South Lawndale has relatively low income levels with median household income of $42,010 and per capita income of $18,001. About 58% of households earn less than $50,000 annually, indicating limited disposable income for most residents","Given the low income levels, residents likely have minimal discretionary spending capacity. Higher sales taxes would significantly impact household budgets. The community needs to prioritize keeping transportation costs low","About 21% of households have no vehicle, making them transit-dependent. 15.3% use transit for commuting while 70% drive alone or carpool. The community needs balanced access to both transit and driving options",1. Prioritize low transit fares ($0.75) due to low income levels and significant transit-dependent population. 2. Prefer lower sales tax (0.5-1.0%) to minimize impact on limited discretionary income. 3. Support moderate driving fees ($0.50) to improve transit service without overly burdening drivers. 4. Balance travel time improvements with cost burden. 5. Consider that many residents rely on both transit and driving,"[1, 10, 4, 13, 19]",1,10,4,13,19
Lower West Side,"Median household income is $69,810, with about 37.7% households earning less than $50,000. This suggests moderate disposable income but significant population segment that may be price-sensitive to transportation costs","Given the income distribution and average household size of 2.4, many families likely have limited discretionary spending. Higher sales taxes would impact household budgets, especially for lower-income residents","Mixed transportation profile with 43.8% driving alone, 24.5% using transit, and 23.8% no vehicle households. Good balance of transit and driving needs to be considered. Location provides decent access to downtown and other areas",1. Prioritized lower sales tax (0.5%) to protect discretionary spending power. 2. Balanced fare structures around $1.25 to maintain transit service quality without overburdening transit-dependent residents. 3. Moderate driving fees ($0.50) to improve transit times without excessive impact on driving households. 4. Selected proposals that reduce transit travel times to benefit the 24.5% transit users. 5. Considered the significant no-vehicle population (23.8%) needing affordable transit options,"[4, 1, 13, 10, 7]",4,1,13,10,7
Loop,"The Loop is a relatively wealthy area with 61.3% of households earning over $100,000 annually. However, there's income diversity with about 20% earning under $50,000. This suggests most residents can absorb moderate transportation cost increases.","Given the high income levels, residents likely have significant discretionary spending. The 1-1.5% sales tax impact would be notable given higher consumption levels, but manageable for most residents.","The area has excellent transit access and walkability, with only 22.7% using cars as primary transport. 50.5% of households don't own vehicles, and 47.9% primarily walk/bike/use transit. The Loop is a transit-rich environment with multiple L lines and bus routes.","1. Prioritize policies that improve transit times given high transit usage. 2. Consider moderate fare increases acceptable given income levels. 3. Support driving fees to reduce congestion and fund transit, as most residents don't drive. 4. Balance higher taxes against service improvements. 5. Selected policies that significantly improve transit times while keeping fares reasonable. Ranked proposals that combine moderate-to-high driving fees with moderate transit fares and taxes, as these best serve the majority transit/walking population while managing costs.","[23, 14, 20, 11, 5]",23,14,20,11,5
Near South Side,"The Near South Side has relatively high income levels with 43.7% of households earning over $150,000 and a median household income of $124,558. This suggests residents have significant disposable income and can generally absorb higher transportation costs","With high per capita income ($94,087), residents likely have substantial discretionary spending. Higher sales taxes would impact this, but the community can likely handle moderate increases given the wealth levels","The area has diverse transportation usage: 41.9% drive alone, 22.7% use transit, and 22.7% work from home. Most households (60.6%) have 1 vehicle, while 22.4% have no vehicle. This suggests need for both efficient driving and transit options","1. Prioritized policies that balance improved transit service with moderate cost increases, given the area's wealth. 2. Considered the significant portion of both drivers and transit users. 3. Favored options with higher driving fees to reduce congestion, as the community can afford it. 4. Selected policies that notably improve transit times without excessive fare increases. 5. Chose moderate tax rates given the high discretionary spending in the area","[23, 14, 5, 20, 11]",23,14,5,20,11
Armour Square,"Armour Square has a significant low-income population with 50.8% households earning less than $50,000 annually. This suggests limited disposable income and high sensitivity to cost increases","Given the income distribution and high percentage of low-income households, discretionary spending is likely limited. Any increase in transportation costs or sales tax would significantly impact household budgets","33.9% of households have no vehicle, and 24.4% use transit for commuting. The area has high transit dependency, with combined transit and walk/bike mode share of 30.2%. The Asian-American majority population (71.7%) traditionally has high transit usage",1. Prioritize low transit fares due to high transit dependency and low-income population. 2. Prefer lower sales tax rates as many households have limited discretionary spending. 3. Support moderate driving fees to improve transit service without overly burdening the 41.1% who drive alone. 4. Balance between transit improvement and cost burden on residents. 5. Consider proposals that reduce transit travel time while keeping costs affordable,"[1, 10, 0, 9, 4]",1,10,0,9,4
Douglas,"Douglas has a relatively low median income of $43,528, with 54.3% of households earning less than $50,000 annually. This suggests limited disposable income for many residents, making them sensitive to additional transportation costs.","With a high percentage of low-income households and 44.4% having no vehicle, residents likely have limited discretionary spending capacity. Additional taxes would significantly impact their consumption ability.","26.4% use transit and 44.4% have no vehicle, indicating high transit dependency. The mean commute time is 31.8 minutes, suggesting reasonable transit access but room for improvement.",1. Prioritize low transit fares due to high transit dependency and low incomes. 2. Prefer lower sales tax rates to protect limited discretionary spending. 3. Support moderate driving fees to improve transit service without overly burdening the 45.7% who drive. 4. Balance between transit improvement and cost burden on low-income residents. 5. Consider policies that reduce transit travel time while keeping costs affordable.,"[1, 10, 4, 13, 19]",1,10,4,13,19
