community_area,disposable_income,discretionary_consumption,accessibility,decision_rationale,vote,rank1,rank2,rank3,rank4,rank5
Jefferson Park,"Jefferson Park is a middle-class community with median household income around $71,000. Many residents are working professionals and city workers. The area has relatively high homeownership rates and stable housing costs.","Residents have moderate discretionary spending power but are price-sensitive to additional taxes and fees. Many households have significant expenses related to housing, transportation, and family needs.","The area is well-served by public transit with the Jefferson Park Transit Center (Blue Line, Metra, buses). However, many residents still rely on cars for work commutes and daily errands. The community has good road access via I-90 and major arterials.","1. Prioritize balanced options that don't overly burden middle-class residents with high taxes/fees
2. Consider strong transit presence but acknowledge car dependency for many trips
3. Look for proposals that improve both transit and driving times without excessive costs
4. Favor moderate fare increases over high sales tax due to impact on overall household budgets
5. Value proposals that reduce congestion while maintaining affordability","[13, 4, 10, 22, 16]",13,4,10,22,16
Forest Glen,"Forest Glen is an affluent area with median household income around $106,000, significantly higher than Chicago's average. Residents have relatively high disposable income and can generally afford higher transportation costs","Residents have substantial discretionary spending power. The community has high rates of car ownership and home ownership, indicating capacity to absorb moderate increases in transportation costs without severe impact on other consumption",Forest Glen is a car-dependent suburban-style neighborhood with limited transit access. Most residents rely on cars for commuting. The area has Metra access but limited CTA bus service. The Blue Line is not within walking distance for most residents,"1. Given high car dependency and income levels, policies that improve driving times without excessive fees are preferred. 2. Higher sales tax is acceptable given income levels if it improves overall transportation. 3. Moderate transit fares are acceptable since transit usage is lower. 4. Focus on reducing congestion through balanced driver fees. 5. Selected policies that provide best driving times while keeping fees reasonable for frequent car users. Ranked proposals that balance improved car travel times with moderate cost increases, as most residents drive frequently","[14, 5, 23, 17, 8]",14,5,23,17,8
North Park,"North Park has a median household income of around $65,000, placing it in the middle-upper range for Chicago. Many residents are working professionals and families with moderate disposable income.",The community has moderate discretionary spending capacity. Residents generally can afford basic transportation costs but are price-sensitive to significant increases in taxes or fees. Many households own cars but also use transit for commuting.,"North Park has decent transit access with CTA bus routes and proximity to the Brown Line, though not as extensive as downtown areas. Many residents rely on both driving and transit. The area has good road connectivity but experiences moderate congestion during peak hours.",1. Prioritize balanced options that don't overly burden either drivers or transit users given mixed transportation needs. 2. Moderate tax rates (1%) are acceptable to maintain service quality without excessive burden. 3. Lower transit fares preferred to encourage transit use while maintaining accessibility. 4. Moderate driving fees ($0.50) can help fund transit without being punitive. 5. Consider travel time improvements for both modes since residents use both. Selected proposals balance these factors while maintaining reasonable costs and improved service levels.,"[13, 10, 4, 19, 22]",13,10,4,19,22
Albany Park,"Albany Park has a median household income of around $53,000, lower than Chicago's average. About 16% of residents live below poverty level, indicating many residents have limited disposable income","Given the moderate-to-low income levels, residents are price-sensitive to both transit fares and sales taxes. Many households need to carefully budget discretionary spending","Well-served by CTA Brown Line, multiple bus routes, and major arterial roads. About 36% of residents use public transit for commuting, 45% drive, indicating balanced modal split. Many residents depend on both transit and driving",1. Prioritize lower transit fares and moderate sales tax to help lower-income residents while maintaining service quality. 2. Support some driving fees to improve transit service without excessive burden. 3. Balance between travel time improvements and cost impacts. 4. Consider high transit usage in the community. 5. Favor proposals that reduce transit travel time to help the large transit-dependent population,"[10, 11, 19, 13, 4]",10,11,19,13,4
Portage Park,"Middle-income neighborhood with median household income around $65,000. Many working families with moderate disposable income. About 11% poverty rate indicates some economic constraints",Moderate discretionary spending capacity. Residents are price-sensitive but can afford some additional transportation costs. Many households have significant retail spending in local commercial districts,Mixed transit access - served by Blue Line and multiple bus routes but not as extensive as downtown areas. High car ownership rates (80%+ households have cars). Many residents commute by both car and transit. Good road network with access to expressways,1. Prioritize balanced options that don't overly burden either drivers or transit users given mixed-mode usage. 2. Moderate tax rates preferred due to middle-income status. 3. Support some driving fees to improve transit but avoid highest fees. 4. Lower transit fares beneficial for working families and transit-dependent residents. 5. Value improved travel times but weigh against cost impacts. Selected proposals balance these factors while maintaining reasonable costs and travel times for both modes,"[13, 10, 4, 19, 22]",13,10,4,19,22
Irving Park,"Irving Park has a median household income of approximately $71,000, placing it in the middle-upper range for Chicago. About 10% of residents live below poverty level, indicating most residents have moderate disposable income",Residents have moderate discretionary spending capacity. The community has a mix of working and middle-class households with varied consumption patterns. Higher sales taxes would have a moderate impact on household budgets,"The area has good transit access with Blue Line, Metra UP-NW, and multiple bus routes. Car ownership is high at about 80% of households. The community is well-connected for both transit and driving, with many residents using both modes",1. Prioritize balanced policies that don't overly burden either drivers or transit users given mixed-mode usage. 2. Moderate tax rates preferred due to middle-income demographics. 3. Lower transit fares beneficial for working-class residents while maintaining service quality. 4. Some driving fees acceptable to improve transit without excessive impact. 5. Selected policies that reduce travel times while keeping costs reasonable for both modes,"[13, 10, 4, 19, 22]",13,10,4,19,22
Dunning,"Dunning is a middle-class community with median household income around $69,000. Most residents are working professionals and families with moderate disposable income. The area has relatively high car ownership rates.","Residents have moderate discretionary spending capacity. A significant portion of income goes to housing, transportation, and daily necessities. Higher taxes or fees would impact household budgets but not severely.",Dunning is a car-dependent community on Chicago's northwest side. Limited public transit access with some bus routes but no L train stations nearby. Most residents rely on personal vehicles for commuting and daily trips. Average commute times are higher than city average.,"1. Prioritize policies that maintain reasonable driving costs since most residents are car-dependent
2. Moderate tax rates preferred to balance transit improvement and household budget impact
3. Lower transit fares less critical due to limited transit usage
4. Some driving fees acceptable if they significantly improve traffic flow
5. Selected policies that offer best driving times while keeping combined costs (tax + fees) moderate
6. Ranked proposals balancing driving efficiency, cost burden, and modest transit improvements","[3, 0, 9, 12, 4]",3,0,9,12,4
Montclare,"Montclare has a median household income of around $54,000, which is slightly below Chicago's median. Many residents are working-class families with moderate disposable income. About 12% of residents live below poverty level, making them sensitive to cost increases","Given the moderate income levels, residents have limited discretionary spending. Most household budgets are allocated to essential needs. Higher taxes or transportation costs would significantly impact household budgets","Montclare is a somewhat car-dependent neighborhood on Chicago's northwest side. While served by CTA buses, it lacks direct rail service. About 75% of residents drive to work, while 20% use public transit. The community has limited walkability to amenities",1. Prioritize lower tax rates (0.5-1.0%) due to moderate income levels. 2. Balance driver fees since majority drive but need some revenue for transit improvements. 3. Keep transit fares moderate ($1.25) to maintain affordability while supporting service quality. 4. Selected proposals that reduce both car and transit travel times without excessive cost burden. 5. Ranked proposals that offer best combined benefits for both drivers and transit users while minimizing tax impact,"[4, 13, 1, 10, 3]",4,13,1,10,3
Belmont Cragin,"Belmont Cragin is a working-class community with median household income around $47,000, below Chicago's average. Many residents work in service and manufacturing sectors, indicating limited disposable income","Given the lower income levels, residents have limited discretionary spending. A significant portion of income goes to essential needs, making them sensitive to additional transportation costs and taxes","The area has moderate transit access with bus services but no L train stations within the community. Car ownership is important for many residents due to work locations. About 75% of households own at least one vehicle, but many also rely on public transit","1. Prioritize lower transit fares ($0.75) to help transit-dependent residents
2. Prefer moderate tax rates (0.5-1.0%) to minimize impact on limited discretionary income
3. Support moderate driving fees ($0.50) to improve transit service without overly burdening drivers
4. Balance between transit improvement and cost burden on working families
5. Consider proposals that reduce transit travel time while keeping costs affordable","[1, 10, 4, 19, 13]",1,10,4,19,13
Hermosa,"Hermosa is a working-class community with median household income around $47,000, below Chicago's average. Many residents work in service and manufacturing sectors, with approximately 18% of families below poverty level","Limited discretionary spending capacity due to lower income levels. Residents are price-sensitive to additional taxes and fees. Average annual discretionary spending estimated around $15,000-20,000 per household","Mixed transit access with bus routes and proximity to Blue Line, but many residents rely on cars for work commutes. About 75% of households own vehicles. Average commute times are significant factor for working population","1. Prioritize lower transit fares and taxes due to limited disposable income
2. Balance driving fees since many residents need cars for work
3. Focus on proposals that reduce transit times without excessive cost burden
4. Consider proposals that maintain reasonable car travel times
5. Favor options that don't overly impact household budgets through sales tax","[10, 1, 4, 13, 19]",10,1,4,13,19
Avondale,"Avondale has a median household income of around $57,000, which is slightly below Chicago's median. About 15% of residents live below poverty level, suggesting moderate financial constraints for many households","Given the moderate income levels, residents have limited discretionary spending. Higher sales taxes would impact household budgets significantly. Many residents need to balance essential expenses with transportation costs","Avondale has good access to CTA Blue Line and multiple bus routes. About 35% of residents use public transit for commuting, while 55% drive. The area has mixed transit-driving usage patterns, with many residents relying on both modes",1. Prioritize lower sales tax (0.5%) to protect discretionary spending power. 2. Balance moderate transit fares ($1.25) with service quality given mixed transit-driving usage. 3. Support modest driving fees ($0.50) to improve transit without overly burdening drivers. 4. Consider travel time improvements for both modes given mixed usage. 5. Avoid highest cost combinations that would strain moderate-income households. Selected proposals balance service improvements with cost burden on mixed-mode community,"[4, 1, 13, 10, 7]",4,1,13,10,7
Logan Square,"Logan Square has a median household income of around $71,000, slightly above Chicago's median. However, there's significant income diversity with about 15% of residents below poverty level. The area has seen gentrification leading to increased housing costs affecting disposable income.","Residents have moderate discretionary spending power but face rising living costs. The area has many local businesses, restaurants, and entertainment venues that residents frequent. Higher sales taxes would impact this spending, particularly for lower-income residents.","Well-served by Blue Line L train and multiple bus routes. About 32% of residents use public transit for commuting, 45% drive, and others bike or walk. The area has good transit connectivity to downtown and neighboring areas. Many residents are multimodal, switching between transit and driving.","1. Prioritize balanced policies that maintain transit affordability while improving service quality. 2. Consider moderate driver fees to reduce congestion while not overly burdening drivers. 3. Prefer lower sales tax rates due to mixed-income population. 4. Focus on proposals that reduce transit travel times to benefit large transit-using population. 5. Selected proposals 11, 10, 13, 4, and 1 as they offer good balance of lower fares, moderate taxes, and improved transit times while maintaining affordability.","[11, 10, 13, 4, 1]",11,10,13,4,1
Humboldt Park,"Humboldt Park has a median household income of approximately $37,000, significantly below Chicago's median. About 28% of residents live below poverty level, indicating limited disposable income for many households","Given the low median income, residents have limited discretionary spending capacity. Many households spend a large portion of income on basic necessities, making them sensitive to additional transportation costs and sales taxes","About 35% of households don't own vehicles and rely heavily on public transit. The area has several bus routes and is near the Blue Line, but transit access could be improved. Many residents commute to jobs outside the neighborhood",1. Prioritize low transit fares ($0.75) due to high transit dependency and low incomes. 2. Moderate sales tax (1%) balances revenue needs with affordability. 3. Support some driving fees to improve transit service while not overly burdening car-dependent households. 4. Focus on proposals that reduce transit travel times to improve job access. 5. Consider combined impact of all fees/taxes on low-income residents,"[11, 10, 9, 2, 1]",11,10,9,2,1
West Town,"West Town is a relatively affluent area with median household income around $95,000, higher than Chicago average. Residents have significant disposable income and can generally afford higher transportation costs","Area has high discretionary spending on dining, entertainment, and retail. Many residents work in professional sectors and value time savings. Higher sales tax would impact substantial discretionary spending","Well-served by CTA Blue Line, multiple bus routes, and major arterial roads. 35% use public transit for commuting, 35% drive, rest walk/bike. Good mix of transportation options makes residents sensitive to both transit and driving conditions",1. Prioritize policies that balance time savings with moderate cost increases given high disposable income. 2. Consider strong transit usage - improved transit times valuable to large user base. 3. Moderate driving fees acceptable as many residents can afford it and it improves overall system. 4. Avoid highest sales tax given high discretionary spending. 5. Prefer policies with balanced improvements to both transit and driving times,"[14, 5, 13, 4, 11]",14,5,13,4,11
Austin,"Austin has a median household income of approximately $33,000, significantly below Chicago's average. About 30% of residents live below poverty level, indicating limited disposable income for most residents","Given the low income levels, residents have very limited discretionary spending capacity. Many households struggle with basic necessities, making them highly sensitive to any additional taxes or fees","Austin has good access to public transit with Green Line L and multiple bus routes. However, about 65% of residents rely on personal vehicles. The community faces longer than average commute times, with many residents traveling to jobs outside the area","1. Given low income levels, prioritize proposals with lower taxes and fares to protect disposable income. 2. Consider balance between transit improvements and driving costs since many residents depend on both modes. 3. Proposal 0 ranks first due to lowest tax and fare burden while maintaining basic service. 4. Proposals 9 and 3 follow as they keep driving fees at $0 while moderately improving transit. 5. Proposals 1 and 10 round out choices as they introduce modest driving fees to improve transit times while keeping fares low","[0, 9, 3, 1, 10]",0,9,3,1,10
West Garfield Park,"West Garfield Park is one of Chicago's lowest-income communities with median household income around $24,000. About 43% of residents live below poverty level, making disposable income very limited","Given the low income levels, residents have minimal discretionary spending capacity. Most income goes to essential needs like housing, food, and utilities. Higher taxes or transportation costs would significantly impact household budgets",The area has moderate transit access via Green Line and bus routes but faces mobility challenges. About 40% of households don't own vehicles and rely on public transit. Average commute times are higher than city average. Many residents are transit-dependent,"1. Prioritize lowest transit fares ($0.75) given low incomes and high transit dependency
2. Favor lower sales tax (0.5-1.0%) to minimize impact on limited discretionary spending
3. Support moderate driving fees ($0.50-$1.00) to fund transit improvements while not overly burdening car-owning residents
4. Balance improved transit times with affordability
5. Consider proposals that reduce both transit and driving times to benefit all residents","[2, 1, 11, 10, 20]",2,1,11,10,20
East Garfield Park,"East Garfield Park is a low-income community with median household income around $24,000, significantly below Chicago's average. About 42% of residents live below poverty level, indicating very limited disposable income","Given the low income levels, residents have minimal discretionary spending capacity. Many households rely on public assistance and must carefully budget essential expenses. Higher taxes or transportation costs would significantly impact their ability to afford basic needs","The area has good transit access with Green Line L and several bus routes. Car ownership is low at about 50% of households. Many residents are transit-dependent for accessing jobs, services and daily needs. Average commute times are higher than city average","1. Given low incomes, prioritize lowest transit fares ($0.75) to maintain affordability
2. Prefer lower sales tax (0.5-1.0%) to minimize impact on limited discretionary spending
3. Support moderate driving fees ($0.50-$1.00) to improve transit service without overly burdening drivers
4. Balance between improved transit times and keeping costs low for transit-dependent residents
5. Selected proposals that reduce transit travel times while maintaining affordability","[2, 1, 11, 10, 20]",2,1,11,10,20
Near West Side,"Near West Side has a mixed income profile with median household income around $71,000. The area includes both affluent professionals and lower-income residents. Major employers include the Illinois Medical District and University of Illinois Chicago.","Significant discretionary spending capacity exists among professionals, but also contains cost-sensitive populations. The area has high retail/restaurant density indicating strong local consumption. Higher sales taxes would impact local businesses and residents' purchasing power.","Excellent transit access with multiple CTA L lines (Blue, Green, Pink), bus routes, and Metra stations. High walkability and bikability. Good road network with access to expressways. Mixed car ownership rates with many car-free households.",1. Prioritize policies that maintain affordable transit access while improving service quality given the mixed-income population and excellent transit infrastructure. 2. Moderate driving fees acceptable as area has good transit alternatives. 3. Prefer lower sales tax rates to protect local businesses and cost-sensitive residents. 4. Value reduced transit travel times to support commuting to major employment centers. 5. Balance revenue generation for transit improvements with cost burden on residents.,"[11, 14, 4, 13, 10]",11,14,4,13,10
North Lawndale,"North Lawndale has one of the lowest median household incomes in Chicago at around $25,000, with 43% of residents living below poverty level. This indicates very limited disposable income for transportation costs","Given the high poverty rate and low income, discretionary spending is severely limited. Residents are highly sensitive to any additional costs from taxes, fares, or fees","The area has moderate transit access with Pink Line stations and bus routes, but 30% of households don't own vehicles. Many residents rely on public transit for essential trips to work, shopping, and services","1. Given very low incomes, prioritize lowest combined costs (fares+tax+fees). 2. Need good transit service since many depend on it. 3. Lower transit fares are critical for this low-income community. 4. Moderate sales tax preferred as residents have limited retail spending. 5. Driving fees less impactful since car ownership is low. Selected policies balance minimal costs with improved transit service. Ranked based on combination of lowest fares, moderate taxes, and resulting transit times.","[0, 9, 18, 1, 10]",0,9,18,1,10
South Lawndale,"South Lawndale has one of the lowest median household incomes in Chicago at around $33,000. About 28% of residents live below the poverty line, making them highly sensitive to transportation costs and tax increases","Given the low income levels, residents have limited discretionary spending. Most income goes to essential needs like housing, food, and transportation. Higher sales taxes would significantly impact household budgets",The area has good access to public transit with Pink Line stations and multiple bus routes. Car ownership is lower than city average. Many residents rely on public transit for work commutes and daily activities. Walking and biking are also common modes,1. Prioritize low transit fares due to high transit dependency and low incomes. 2. Minimize sales tax burden given limited discretionary spending. 3. Support moderate driving fees to improve transit service without excessive burden. 4. Balance travel time improvements with cost impacts. 5. Selected proposals that maintain affordable transit while generating some revenue for service improvements through driving fees,"[1, 0, 10, 9, 2]",1,0,10,9,2
Lower West Side,"Lower West Side has a median household income of approximately $43,000, which is below Chicago's median. Many residents work in service and manufacturing jobs, with about 22% of the population living below poverty level. This suggests limited disposable income for many households.","Given the income levels, discretionary spending is relatively constrained. Many households need to carefully budget for essential expenses. Higher sales taxes or transportation costs would significantly impact household budgets.","The area has good access to public transit with Pink Line stations and several bus routes. About 30% of households don't own cars. Many residents rely on public transit for commuting to work and accessing services. The area is relatively close to downtown, making transit a viable option.","1. Given limited disposable income, prioritize lower fares and taxes to protect household budgets. 2. Strong transit dependency means policies should maintain good transit service. 3. Lower driving fees preferred since many working families need cars for jobs/errands. 4. Balance between transit improvement and cost burden leads to moderate policy combinations. 5. Selected policies that reduce transit travel times while keeping costs manageable for mixed-mode households.","[10, 9, 3, 0, 12]",10,9,3,0,12
Loop,"The Loop has one of the highest median household incomes in Chicago, with many residents working in professional and financial services. The average household income is well above $100,000, indicating high disposable income and ability to absorb transportation costs","Residents have significant discretionary spending power, with high levels of retail, dining, and entertainment expenditure. The impact of sales tax increases would be noticeable but manageable given the income levels","The Loop has excellent transit accessibility with multiple L lines, Metra stations, and bus routes. It also has high walkability scores. While many residents own cars, transit is a viable and widely-used option. Traffic congestion is a major concern during peak hours","1. Given high incomes, can prioritize time savings over cost savings. 2. Heavy transit infrastructure suggests policies supporting transit use would be beneficial. 3. Congestion is a major issue, so policies that reduce car usage through fees are acceptable. 4. Higher sales tax is tolerable given income levels if it improves service. 5. Prefer balanced approaches that improve both transit and driving times. Selected policies that maximize time savings while keeping costs at moderate levels, with preference for proposals that reduce congestion through driving fees","[23, 26, 14, 20, 11]",23,26,14,20,11
Near South Side,"Near South Side has relatively high median household income around $83,000. Many residents are professionals and higher-income workers with significant disposable income. The area has seen substantial development of luxury condos and apartments.","Residents have high discretionary spending capacity and frequently use both transit and cars. The area has many retail establishments, restaurants, and entertainment venues. Higher sales taxes would impact discretionary spending but most households can absorb the cost.","The area has excellent transit access with multiple L lines (Red, Green, Orange), bus routes, and Metra stations. It's also very walkable and bikeable. Many residents commute to the Loop. While car ownership is high, many households are not car-dependent due to good transit options.",1. Prioritize proposals that balance transit improvements with moderate costs given the area's affluence and multi-modal nature. 2. Higher driver fees acceptable as many residents have options and can afford them. 3. Moderate sales tax increase reasonable given income levels. 4. Lower transit fares less critical due to income levels. 5. Focus on reducing travel times for both modes since residents use both. Selected proposals that reduce transit times significantly while keeping costs manageable for both modes.,"[23, 14, 22, 13, 5]",23,14,22,13,5
Armour Square,"Armour Square has a median household income of approximately $35,000, significantly below Chicago's average. The community has a high percentage of low-income residents and seniors, making them particularly sensitive to cost increases","Limited discretionary spending capacity due to lower income levels. Many residents spend a large portion of their income on basic necessities. The community has a high concentration of Asian Americans, particularly Chinese Americans, who frequently travel to local businesses in Chinatown",Well-served by public transit including Red Line L station and multiple bus routes. High transit dependency with lower car ownership rates. Close proximity to downtown and major employment centers. Many residents rely on transit for daily commuting and accessing essential services,"1. Prioritize low transit fares due to high transit dependency and lower incomes
2. Prefer lower sales tax rates as residents have limited discretionary income
3. Support moderate driving fees to improve transit service without overly burdening local businesses
4. Balance between transit service improvements and cost burden on residents
5. Consider impacts on local business accessibility for both transit users and drivers","[1, 10, 0, 9, 4]",1,10,0,9,4
Douglas,"Douglas has a median household income of approximately $35,000, significantly below Chicago's average. About 30% of residents live below poverty level, indicating limited disposable income for many households","Given the low median income, residents have limited discretionary spending capacity. Many households spend a large portion of income on essential needs, making them sensitive to additional taxes and transportation costs",Douglas has good transit access with Green Line stations and multiple bus routes. About 45% of households don't own cars. Many residents rely on public transit for work commutes and daily activities. The area has relatively high transit dependency,1. Prioritize low transit fares due to high transit dependency and low income levels. 2. Prefer lower sales tax rates as residents have limited discretionary spending. 3. Support moderate driving fees to improve transit service without overly burdening car-owning households. 4. Balance between transit service improvements and cost burden on residents. 5. Consider proposals that reduce transit travel times to improve accessibility for transit-dependent population,"[1, 10, 0, 9, 4]",1,10,0,9,4
