community_area,disposable_income,discretionary_consumption,accessibility,decision_rationale,vote,rank1,rank2,rank3,rank4,rank5
Independence Heights,"Independence Heights has a moderate to low disposable income, with many residents working in service and blue-collar jobs.","The community has limited discretionary consumption, with a significant portion of income spent on essentials like housing, food, and transportation.","Public transit is crucial for many residents, but current transit times are long, and car ownership is not universal, making accessibility to jobs and services challenging.","Given the moderate to low disposable income, policies with lower fares and taxes are preferred to minimize financial strain. Improving transit times is crucial for accessibility, so options that reduce transit time significantly are prioritized. A balance between fare, tax, and driving fees is necessary to ensure affordability while enhancing transit services. Policies with a moderate tax and fare, but with a driving fee to encourage transit use and reduce congestion, are favored.","[1, 8, 3, 10, 19]",1,8,3,10,19
Lazybrook / Timbergrove,Lazybrook / Timbergrove is a middle to upper-middle-class neighborhood with relatively high disposable income compared to other areas in Houston.,"Residents in Lazybrook / Timbergrove have a moderate to high level of discretionary consumption, often spending on dining, leisure, and home improvement.","The neighborhood has good accessibility to resources and services, with a mix of transit options and a high rate of car ownership, making driving a common choice for residents.","Given the higher disposable income, residents can afford moderate increases in transit fares and driving fees if it results in better services and reduced travel times. A lower sales tax is preferred to maintain discretionary spending. The focus is on reducing travel times for both transit and driving, as well as improving transit services to encourage a shift from driving to transit, which can reduce congestion and emissions. Therefore, proposals with moderate fares and fees, and lower sales tax, that significantly reduce travel times are prioritized.","[1, 3, 5, 8, 11]",1,3,5,8,11
Greater Heights,Greater Heights is a relatively affluent area with a higher than average disposable income compared to other Houston neighborhoods.,"Residents in Greater Heights have a higher level of discretionary consumption, often spending on dining, entertainment, and other lifestyle activities.","The neighborhood has good accessibility to resources and services, with a mix of transit options and a high rate of car ownership, making both driving and transit viable options.","Given the higher disposable income and discretionary spending, residents can afford a moderate increase in transit fares and driving fees if it results in significantly improved transit services and reduced travel times. A lower sales tax is preferred to maintain discretionary spending. The focus is on reducing travel times for both transit and driving, as well as improving transit service quality. Therefore, proposals with moderate fares and fees, and lower sales tax rates, which offer significant reductions in travel times, are prioritized.","[1, 3, 8, 11, 19]",1,3,8,11,19
Memorial,Memorial is a relatively affluent area with higher than average disposable income.,"Residents in Memorial have a high level of discretionary consumption, often spending on luxury goods and services.","The area has good accessibility by car, but public transit options are less convenient and less frequently used.","Given the higher disposable income, residents can afford slightly higher transit fares and driver fees if it results in better services. However, the community values convenience and time savings, so policies that reduce travel time are prioritized. A moderate sales tax is acceptable if it significantly improves transit services, as this could reduce congestion and improve overall quality of life. The top-ranked policies balance these factors by offering reduced travel times and reasonable costs, while also considering the potential for improved transit services.","[17, 23, 20, 14, 11]",17,23,20,14,11
Eldridge / West Oaks,Eldridge / West Oaks is a relatively affluent area with a higher than average disposable income compared to other Houston neighborhoods.,"Residents in Eldridge / West Oaks have a higher level of discretionary consumption, often spending on luxury goods, dining, and leisure activities.","The neighborhood has moderate accessibility to resources and services, with a reliance on personal vehicles due to limited public transit options.","Given the higher disposable income, residents can afford a moderate increase in sales tax and transit fares if it results in significantly improved transit services. The neighborhood's reliance on cars suggests that reducing driving time is also a priority. Therefore, proposals that balance a reasonable sales tax with reduced travel times for both transit and driving are preferred. Proposals with a higher driver fee are less favorable due to the community's reliance on personal vehicles. The top-ranked proposals offer a balance of improved transit times and moderate costs, aligning with the community's ability to absorb slight increases in expenses while benefiting from enhanced transportation services.","[1, 3, 8, 11, 19]",1,3,8,11,19
Briar Forest,"Briar Forest is a middle to upper-middle-income neighborhood, with residents having a moderate to high level of disposable income.","Residents in Briar Forest have a relatively high level of discretionary consumption, often spending on dining, entertainment, and leisure activities.","Briar Forest has moderate accessibility to resources and services, with a reliance on both personal vehicles and public transit for commuting and daily activities.","Given the moderate to high disposable income, residents can afford a slight increase in transit fares and driving fees if it results in significantly improved transit services and reduced travel times. A lower sales tax is preferred to maintain discretionary spending. The focus is on reducing travel times for both transit and driving, as well as improving transit services to encourage a shift from driving to transit, which can alleviate congestion and reduce emissions. Therefore, proposals with moderate fares and fees, and lower sales tax rates, which offer significant reductions in travel times, are prioritized.","[1, 3, 5, 8, 11]",1,3,5,8,11
Westchase,"Westchase has a moderate to high disposable income level, with many residents employed in professional and managerial positions.","Residents in Westchase have a relatively high level of discretionary consumption, often spending on dining, entertainment, and retail.","Westchase has good accessibility to resources and services, with a mix of transit options and a high rate of car ownership, making driving a common choice.","Given the moderate to high disposable income, Westchase residents can afford a slight increase in transit fares and driving fees if it results in better services and reduced travel times. The community values efficient transportation, so proposals that significantly reduce travel times are prioritized. A balance between tax rates and service improvements is crucial, as residents are sensitive to increased costs that could impact their discretionary spending. Therefore, proposals with moderate tax rates and improved transit times are preferred, as they offer a good compromise between cost and service enhancement.","[1, 3, 8, 11, 19]",1,3,8,11,19
Mid-West (formerly Woodlake/Briarmeadow),"The Mid-West neighborhood has a moderate to high disposable income, with a mix of middle-class and upper-middle-class residents.","Residents in this area have a relatively high level of discretionary consumption, often spending on dining, entertainment, and retail.","The neighborhood has good accessibility to resources and services, with a mix of transit options and a high rate of car ownership, making both driving and public transit viable options.","Given the moderate to high disposable income, residents can afford a slight increase in transit fares and driver fees if it results in better services and reduced travel times. A lower sales tax is preferred to maintain discretionary spending. The focus is on reducing travel times for both transit and driving, as well as improving transit services to encourage a shift from driving to transit, which can reduce congestion and emissions. Therefore, proposals with moderate fares and driver fees, combined with lower sales taxes, are prioritized.","[1, 3, 5, 8, 11]",1,3,5,8,11
Greater Uptown,Greater Uptown is a relatively affluent area with higher than average disposable income levels.,"Residents in Greater Uptown have a high level of discretionary consumption, often spending on luxury goods, dining, and entertainment.","The area has good accessibility with a mix of transit options and a high rate of car ownership, but traffic congestion can be an issue.","Given the higher disposable income, residents can afford slightly higher transit fares and driver fees if it results in better services and reduced congestion. A moderate sales tax is acceptable to support transit improvements. The focus is on reducing travel time and improving transit efficiency, as many residents rely on both driving and public transit. Therefore, proposals with a balance of moderate taxes, reasonable fares, and driver fees that significantly reduce travel times are prioritized.","[17, 20, 23, 8, 11]",17,20,23,8,11
Washington Avenue Coalition / Memorial Park,The Washington Avenue Coalition / Memorial Park area generally has a higher disposable income compared to other neighborhoods in Houston.,"Residents in this area tend to have higher discretionary spending, often on dining, entertainment, and leisure activities.","The area has good accessibility to resources and services, with a mix of transit options and a high rate of car ownership, but traffic congestion can be an issue.","Given the higher disposable income, residents can afford slightly higher transit fares and driver fees if it results in better service and reduced congestion. A moderate sales tax is acceptable if it significantly improves transit services. The focus is on reducing travel time and improving transit efficiency, as many residents value time savings and convenience. Therefore, proposals that offer reduced travel times for both transit and driving, even with slightly higher costs, are prioritized. The top choices balance improved transit times with reasonable costs, considering the community's ability to absorb these costs without significantly impacting their discretionary spending.","[17, 23, 20, 14, 11]",17,23,20,14,11
Afton Oaks / River Oaks,Afton Oaks / River Oaks is a relatively affluent area with higher than average disposable income.,"Residents in this neighborhood have significant discretionary spending, often on luxury goods and services.","The area has good accessibility to resources and services, with a preference for driving due to convenience and lifestyle choices.","Given the high disposable income and preference for driving, the community would likely prioritize policies that maintain or improve driving conditions while supporting transit improvements. A lower sales tax is preferred to minimize impact on discretionary spending. A moderate driving fee is acceptable if it significantly reduces congestion and improves transit times, as this could enhance overall quality of life. Therefore, policies with a balance of moderate taxes, reasonable driving fees, and improved transit times are prioritized.","[1, 3, 5, 8, 11]",1,3,5,8,11
Neartown / Montrose,Neartown / Montrose is known for its relatively high disposable income due to a mix of professionals and affluent residents.,"The area has a vibrant cultural and dining scene, indicating high discretionary consumption on entertainment, dining, and arts.","Neartown / Montrose has good accessibility with multiple transit options and is pedestrian-friendly, but traffic congestion can be an issue.","Given the high disposable income, residents can afford slightly higher fares and taxes if it results in better transit services and reduced congestion. The focus is on reducing travel time and improving transit efficiency. A moderate increase in sales tax and driver fees is acceptable if it significantly improves transit times and reduces car travel time. The top choices reflect a balance between cost and improved service, prioritizing options that reduce transit time and encourage a shift from driving to transit.","[23, 17, 14, 11, 5]",23,17,14,11,5
Alief,"Alief is a diverse community with a moderate to low average disposable income, where many residents are budget-conscious.","Residents in Alief prioritize essential spending, with limited discretionary consumption due to budget constraints.","Alief has moderate accessibility to resources and services, with many residents relying on both public transit and personal vehicles for commuting.","Given the moderate to low disposable income in Alief, policies with lower transit fares and driving fees are preferred to minimize the financial burden on residents. A lower sales tax is also favored to preserve disposable income for essential goods. However, improving transit times is important to enhance accessibility and reduce reliance on personal vehicles. Therefore, the selected policies balance affordability with improved transit efficiency, prioritizing lower costs while still achieving better transit service.","[0, 7, 2, 10, 1]",0,7,2,10,1
Sharpstown,"Sharpstown has a moderate to low disposable income level, with many residents working in service and retail sectors.","The community tends to prioritize essential spending, with limited discretionary consumption due to budget constraints.","Sharpstown has moderate accessibility to public transit, but many residents rely on personal vehicles due to the spread-out nature of resources and services.","Given Sharpstown's moderate to low disposable income, policies with lower transit fares and driving fees are preferred to minimize financial strain on residents. A lower sales tax is also favored to preserve disposable income for essential goods. However, improving transit times is crucial to enhance accessibility for those without cars. Therefore, the selected policies balance lower costs with improved transit times, considering the community's reliance on both transit and personal vehicles.","[0, 7, 2, 10, 1]",0,7,2,10,1
Gulfton,"Gulfton is a lower-income neighborhood with many residents working in low-wage jobs, meaning disposable income is limited.","Residents in Gulfton have limited discretionary spending, focusing primarily on essential goods and services.","Gulfton has moderate access to public transit, but many residents rely on it due to lower car ownership rates.","Given the limited disposable income and reliance on public transit, proposals with lower transit fares and moderate sales taxes are prioritized to minimize financial burden while improving transit services. Lower driving fees are also considered to encourage a shift from driving to transit, reducing congestion and emissions. The top-ranked proposals balance affordability with improved transit accessibility, considering the community's economic constraints and transportation needs.","[0, 7, 2, 10, 1]",0,7,2,10,1
West University Place,West University Place is a relatively affluent area with a high average disposable income.,"Residents in West University Place have a high level of discretionary consumption, often spending on luxury goods and services.","The area has good accessibility to resources and services, with a high rate of car ownership and reliance on driving, but also some use of transit for commuting.","Given the high disposable income and discretionary consumption, residents can afford higher transit fares and driver fees if it results in better services and reduced travel times. The focus is on reducing travel time and improving transit services, even if it means a higher sales tax, as the community can absorb these costs. The preference is for policies that balance improved transit times with reasonable costs, considering the high car ownership and the potential to reduce congestion and emissions.","[23, 20, 17, 14, 11]",23,20,17,14,11
Westwood,"Westwood has a moderate to low disposable income, with many residents working in service and retail sectors.","Residents in Westwood have limited discretionary spending, prioritizing essential goods and services.","Westwood has moderate accessibility to resources, with a reliance on both public transit and personal vehicles for commuting and accessing services.","Given the moderate to low disposable income, it is crucial to minimize additional financial burdens on residents. Lower transit fares and driver fees are preferred to maintain affordability. A moderate sales tax is acceptable if it significantly improves transit services, as many residents rely on public transportation. Reducing travel times is also important to improve accessibility and quality of life. Therefore, proposals with lower fares and fees, and moderate sales tax rates that offer reduced travel times, are prioritized.","[7, 10, 13, 19, 22]",7,10,13,19,22
Braeburn,"Braeburn has a moderate to low disposable income level, with many residents working in service and blue-collar jobs.","Residents in Braeburn have limited discretionary spending, prioritizing essential goods and services over luxury items.","Braeburn has moderate accessibility to public transit, but many residents rely on personal vehicles due to the spread-out nature of the area and limited transit options.","Given the moderate to low disposable income in Braeburn, policies with lower transit fares and driving fees are preferred to minimize the financial burden on residents. A lower sales tax is also favored to preserve discretionary spending. However, improving transit times is crucial to encourage public transit use and reduce congestion. Therefore, the top-ranked policies balance lower costs with improved transit times, considering the community's reliance on both driving and public transit.","[1, 0, 7, 3, 10]",1,0,7,3,10
Meyerland,Meyerland is a middle to upper-middle-class neighborhood with a relatively high disposable income compared to other areas in Houston.,"Residents in Meyerland have a moderate to high level of discretionary consumption, often spending on housing, education, and leisure activities.","Meyerland has decent accessibility to resources and services, with a mix of car and transit options, though car travel is more prevalent due to convenience and speed.","Given Meyerland's higher disposable income, residents can afford moderate increases in transit fares and driving fees if it results in better services and reduced travel times. A lower sales tax is preferred to maintain discretionary spending. The focus is on reducing travel times for both transit and driving, as well as improving transit services to encourage a shift from driving to transit, which can alleviate congestion. Therefore, proposals with moderate fares and fees, and lower sales taxes, that offer significant reductions in travel times are prioritized.","[1, 3, 8, 11, 17]",1,3,8,11,17
Braeswood,Braeswood is a middle to upper-middle-income neighborhood with a relatively high level of disposable income.,"Residents in Braeswood have a moderate to high level of discretionary consumption, often spending on dining, entertainment, and leisure activities.","Braeswood has decent accessibility to resources and services, with a mix of transit and driving options, though driving is often preferred due to convenience.","Given the relatively high disposable income, Braeswood residents can afford moderate increases in transit fares and driver fees if it results in better services and reduced travel times. The community values efficient transportation, so proposals that significantly reduce travel times are prioritized. A balance between tax rates and service improvements is crucial, as residents are willing to pay slightly higher taxes for better transit services. Therefore, proposals with moderate fares and fees, coupled with improved travel times, are preferred.","[17, 23, 20, 14, 11]",17,23,20,14,11
Medical Center,The Medical Center neighborhood has a relatively high disposable income due to the presence of healthcare professionals and researchers.,"Residents in the Medical Center area have moderate to high discretionary consumption, with spending on dining, entertainment, and healthcare services.","The area has good accessibility to resources and services, with a strong reliance on both public transit and personal vehicles due to the high density of medical facilities and employment centers.","Given the high disposable income, residents can afford a moderate increase in transit fares and driving fees if it results in significantly improved transit services and reduced travel times. The focus is on reducing travel time for both transit and driving, as well as maintaining a reasonable cost structure. A lower sales tax is preferred to minimize the impact on discretionary spending. Therefore, proposals with a balance of lower fares and fees, and moderate sales tax, which also offer reduced travel times, are prioritized.","[1, 3, 8, 11, 17]",1,3,8,11,17
Astrodome Area,"The Astrodome Area has a moderate level of disposable income, with a mix of middle-income households and some lower-income residents.","Residents in the Astrodome Area have a balanced level of discretionary consumption, with spending on essentials and some leisure activities.","The area has decent accessibility to resources and services, with a reliance on both public transit and personal vehicles for commuting and daily activities.","Given the moderate disposable income, it is important to keep costs manageable for both transit users and drivers. Lower fares and moderate driver fees are preferred to encourage transit use and reduce congestion. A moderate sales tax is acceptable if it significantly improves transit services. The top-ranked proposals balance lower fares and driver fees with improved transit times, while keeping the sales tax at a reasonable level to not overly burden residents' discretionary spending.","[1, 8, 3, 10, 19]",1,8,3,10,19
South Main,"South Main has a moderate disposable income level, with residents having some flexibility in their spending but still sensitive to significant increases in costs.","Residents in South Main allocate a fair portion of their income to discretionary spending, including dining, entertainment, and retail, which could be impacted by higher taxes or fees.","South Main has decent access to public transit and road networks, but improvements in transit times could significantly enhance accessibility for residents who rely on public transportation.","Given the moderate disposable income and reliance on both driving and transit, the community would benefit from policies that improve transit times without significantly increasing costs. Lower fares and moderate driver fees are preferred to encourage transit use and reduce congestion. A balanced approach with a moderate sales tax ensures transit improvements without overly burdening residents' discretionary spending. Therefore, proposals with lower fares, moderate driver fees, and a balanced tax rate are prioritized.","[1, 8, 3, 10, 19]",1,8,3,10,19
Brays Oaks,"Brays Oaks has a moderate to low disposable income, with many residents working in service and blue-collar jobs.","Residents in Brays Oaks have limited discretionary spending, prioritizing essential goods and services.","The area has moderate access to public transit, but many residents rely on personal vehicles due to the spread-out nature of services and employment centers.","Given the moderate to low disposable income, it is crucial to minimize additional financial burdens on residents. Lower transit fares and driving fees are preferred to maintain affordability. A moderate sales tax is acceptable if it significantly improves transit services, as this could reduce reliance on personal vehicles and improve accessibility. The top-ranked proposals balance lower costs with improved transit times, considering the community's reliance on both transit and driving.","[1, 7, 10, 3, 19]",1,7,10,3,19
Westbury,"Westbury has a moderate level of disposable income, with a mix of middle-income families and some lower-income households.","Residents in Westbury have moderate discretionary spending, with a focus on essential goods and services, and some spending on leisure and non-essential items.","Westbury has decent access to public transit, but many residents rely on driving due to the suburban layout and the need to commute to other parts of Houston for work and services.","Given Westbury's moderate disposable income, it is important to balance the cost of transit fares and driving fees with the benefits of improved transit services. Lower fares and fees are preferred to minimize the financial burden on residents, while moderate sales tax rates are acceptable if they significantly improve transit efficiency. Reducing travel times is also a priority to enhance accessibility and convenience for both drivers and transit users. Therefore, proposals with lower fares and fees, and moderate improvements in travel times, are prioritized.","[7, 10, 2, 13, 19]",7,10,2,13,19
Willow Meadows / Willowbend,Willow Meadows / Willowbend is a middle-income neighborhood with moderate disposable income levels.,"Residents have a balanced discretionary consumption pattern, spending on essentials and some non-essential goods and services.","The neighborhood has moderate accessibility to resources and services, with a reliance on both driving and public transit.","Given the moderate disposable income, it is important to keep costs low while improving transit times. A lower transit fare and moderate driver fee can encourage transit use, reducing congestion and emissions. A moderate sales tax is acceptable if it significantly improves transit service. The top-ranked proposals balance these factors by offering reduced travel times and costs, while ensuring the neighborhood's budget is not overly strained.","[1, 8, 3, 11, 17]",1,8,3,11,17
Fondren Gardens,"Fondren Gardens has a moderate disposable income level, with many residents working in middle-income jobs.","Residents in Fondren Gardens have limited discretionary spending, prioritizing essential goods and services.","Fondren Gardens has moderate accessibility to resources and services, with a reliance on both public transit and personal vehicles for commuting.","Given the moderate disposable income and limited discretionary spending, it is crucial to balance affordability with improved transit services. Lower fares and moderate driver fees are preferred to ensure affordability for transit users while encouraging a shift from driving to reduce congestion. A moderate sales tax is acceptable if it significantly improves transit times. The selected policies prioritize reduced travel times and costs for both transit and driving, while considering the financial impact on residents.","[1, 8, 3, 10, 19]",1,8,3,10,19
Central Southwest,"Central Southwest has a moderate to low disposable income, with many residents relying on affordable transportation options.","The community prioritizes essential spending, with limited room for increased transportation costs impacting other areas of consumption.","Public transit is crucial for many residents, but current services are less efficient, leading to longer travel times compared to driving.","Given the moderate to low disposable income, policies with lower fares and moderate driver fees are preferred to maintain affordability. A lower sales tax is also favored to minimize the impact on discretionary spending. Improved transit times are crucial, so options that significantly reduce transit times without drastically increasing costs are prioritized. Balancing these factors, proposals that offer a good compromise between cost and improved transit efficiency are ranked higher.","[1, 8, 3, 10, 19]",1,8,3,10,19
Fort Bend / Houston,"Fort Bend / Houston has a moderate to high disposable income, with many residents having stable employment and a reasonable amount of income left after essential expenses.","The community tends to spend on a variety of goods and services, including dining, entertainment, and education, indicating a balanced discretionary consumption pattern.","The area has decent accessibility to resources and services, but improvements in transit could enhance connectivity and reduce reliance on personal vehicles.","Given the moderate to high disposable income, the community can handle a slight increase in sales tax if it significantly improves transit services. Reducing transit fares and improving travel times are priorities to encourage public transit use, which can alleviate congestion and reduce emissions. A moderate driver fee is acceptable if it leads to better transit options. Therefore, proposals with lower fares, moderate sales tax, and reasonable driver fees are preferred to balance cost and service improvements.","[8, 11, 10, 19, 17]",8,11,10,19,17
IAH Airport,"The IAH Airport super neighborhood has a moderate disposable income, with many residents working in airport-related jobs and service industries.","Discretionary consumption is moderate, with residents spending on essential services and some leisure activities, but with a focus on affordability.","The area has good accessibility to the airport and surrounding commercial areas, but public transit options are limited, making driving a common choice for residents.","Given the moderate disposable income, it is important to keep costs low for both transit and driving. Reducing travel time is also a priority to improve accessibility. A lower sales tax is preferred to minimize the impact on discretionary spending. Therefore, proposals with lower fares and driving fees, and moderate travel times are prioritized. Proposal 1 offers the lowest fare and driving fee with reduced travel times, making it the top choice. Proposal 8 offers a balance of low fare and driving fee with significant travel time reduction. Proposal 3 provides a moderate fare and driving fee with good travel time improvements. Proposal 10 offers a balance of fare and fee with reduced travel times. Proposal 19, while having a higher tax, offers significant travel time reductions, making it a viable option.","[1, 8, 3, 10, 19]",1,8,3,10,19
Kingwood,Kingwood is a relatively affluent neighborhood with higher than average disposable income levels.,"Residents in Kingwood have a higher level of discretionary consumption, often spending on leisure, dining, and other non-essential goods and services.","Kingwood has limited public transit options, with most residents relying on personal vehicles for commuting and accessing services.","Given Kingwood's higher disposable income and reliance on personal vehicles, the community would benefit from policies that improve transit times without significantly increasing costs. A moderate increase in sales tax is acceptable if it leads to better transit services, as the community can absorb this cost. However, keeping driving fees low is important to avoid burdening residents who primarily use cars. Therefore, proposals that balance improved transit times with minimal cost increases are prioritized.","[1, 3, 5, 8, 11]",1,3,5,8,11
